Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Jun 17, 2022 6:00 PM;Jun 17, 2022 7:00 PM;54,917.75;54,929.50;11.75;38,175.75
Jun 17, 2022 7:00 PM;Jun 17, 2022 8:00 PM;54,104.25;54,106.75;2.50;42,715.50
Jun 17, 2022 8:00 PM;Jun 17, 2022 9:00 PM;51,781.75;51,783.75;2.00;42,647.75
Jun 17, 2022 9:00 PM;Jun 17, 2022 10:00 PM;49,773.25;49,775.75;2.50;40,851.00
Jun 17, 2022 10:00 PM;Jun 17, 2022 11:00 PM;48,345.50;48,349.25;3.75;37,173.50
Jun 17, 2022 11:00 PM;Jun 18, 2022 12:00 AM;45,196.00;45,269.75;73.75;32,082.75
Jun 18, 2022 12:00 AM;Jun 18, 2022 1:00 AM;42,764.75;43,283.25;518.50;27,720.75
Jun 18, 2022 1:00 AM;Jun 18, 2022 2:00 AM;41,758.00;43,165.25;1,407.25;25,013.75
Jun 18, 2022 2:00 AM;Jun 18, 2022 3:00 AM;40,977.50;42,593.50;1,616.00;23,499.75
Jun 18, 2022 3:00 AM;Jun 18, 2022 4:00 AM;40,857.75;43,215.00;2,357.25;22,483.50
Jun 18, 2022 4:00 AM;Jun 18, 2022 5:00 AM;41,047.50;43,413.25;2,365.75;22,786.25
Jun 18, 2022 5:00 AM;Jun 18, 2022 6:00 AM;41,164.50;42,943.00;1,778.50;23,320.50
Jun 18, 2022 6:00 AM;Jun 18, 2022 7:00 AM;43,439.25;44,440.25;1,001.00;24,969.75
Jun 18, 2022 7:00 AM;Jun 18, 2022 8:00 AM;46,221.00;46,747.25;526.25;25,972.75
Jun 18, 2022 8:00 AM;Jun 18, 2022 9:00 AM;49,132.25;49,193.50;61.25;24,505.25
Jun 18, 2022 9:00 AM;Jun 18, 2022 10:00 AM;51,716.25;52,695.25;979.00;20,150.25
Jun 18, 2022 10:00 AM;Jun 18, 2022 11:00 AM;53,701.00;57,102.25;3,401.25;16,012.50
Jun 18, 2022 11:00 AM;Jun 18, 2022 12:00 PM;55,092.00;59,932.50;4,840.50;12,661.25
Jun 18, 2022 12:00 PM;Jun 18, 2022 1:00 PM;54,439.25;60,278.50;5,839.25;9,426.75
Jun 18, 2022 1:00 PM;Jun 18, 2022 2:00 PM;53,079.00;58,908.00;5,829.00;7,997.25
Jun 18, 2022 2:00 PM;Jun 18, 2022 3:00 PM;51,739.25;57,073.25;5,334.00;8,403.50
Jun 18, 2022 3:00 PM;Jun 18, 2022 4:00 PM;51,233.25;56,917.00;5,683.75;11,631.75
Jun 18, 2022 4:00 PM;Jun 18, 2022 5:00 PM;51,195.25;55,983.25;4,788.00;16,572.50
Jun 18, 2022 5:00 PM;Jun 18, 2022 6:00 PM;50,922.75;52,779.50;1,856.75;22,961.25
Jun 18, 2022 6:00 PM;Jun 18, 2022 7:00 PM;50,636.75;50,948.25;311.50;30,879.75
Jun 18, 2022 7:00 PM;Jun 18, 2022 8:00 PM;49,974.75;49,979.00;4.25;38,620.75
Jun 18, 2022 8:00 PM;Jun 18, 2022 9:00 PM;48,411.50;48,413.50;2.00;41,455.50
Jun 18, 2022 9:00 PM;Jun 18, 2022 10:00 PM;46,110.50;46,117.25;6.75;40,289.25
Jun 18, 2022 10:00 PM;Jun 18, 2022 11:00 PM;45,127.50;45,137.00;9.50;38,737.75
Jun 18, 2022 11:00 PM;Jun 19, 2022 12:00 AM;42,824.50;43,424.00;599.50;34,480.25
Jun 19, 2022 12:00 AM;Jun 19, 2022 1:00 AM;41,074.00;41,572.00;498.00;31,201.00
Jun 19, 2022 1:00 AM;Jun 19, 2022 2:00 AM;39,239.25;39,856.00;616.75;27,741.00
Jun 19, 2022 2:00 AM;Jun 19, 2022 3:00 AM;38,023.75;39,324.25;1,300.50;25,435.00
Jun 19, 2022 3:00 AM;Jun 19, 2022 4:00 AM;37,928.00;40,135.75;2,207.75;23,634.25
Jun 19, 2022 4:00 AM;Jun 19, 2022 5:00 AM;37,617.25;39,459.75;1,842.50;21,693.00
Jun 19, 2022 5:00 AM;Jun 19, 2022 6:00 AM;37,865.50;40,502.75;2,637.25;21,683.50
Jun 19, 2022 6:00 AM;Jun 19, 2022 7:00 AM;38,967.50;41,183.50;2,216.00;20,350.25
Jun 19, 2022 7:00 AM;Jun 19, 2022 8:00 AM;41,576.50;44,051.75;2,475.25;18,251.75
Jun 19, 2022 8:00 AM;Jun 19, 2022 9:00 AM;45,383.50;48,437.25;3,053.75;16,728.50
Jun 19, 2022 9:00 AM;Jun 19, 2022 10:00 AM;48,068.75;52,003.25;3,934.50;13,783.50
Jun 19, 2022 10:00 AM;Jun 19, 2022 11:00 AM;49,757.25;54,048.75;4,291.50;11,343.25
Jun 19, 2022 11:00 AM;Jun 19, 2022 12:00 PM;51,647.75;57,048.00;5,400.25;11,067.00
Jun 19, 2022 12:00 PM;Jun 19, 2022 1:00 PM;50,852.00;56,713.00;5,861.00;10,403.25
Jun 19, 2022 1:00 PM;Jun 19, 2022 2:00 PM;49,229.25;55,108.75;5,879.50;9,324.75
Jun 19, 2022 2:00 PM;Jun 19, 2022 3:00 PM;48,438.00;54,433.25;5,995.25;10,651.75
Jun 19, 2022 3:00 PM;Jun 19, 2022 4:00 PM;47,503.00;52,947.25;5,444.25;11,528.00
Jun 19, 2022 4:00 PM;Jun 19, 2022 5:00 PM;46,867.00;51,810.75;4,943.75;13,967.00
Jun 19, 2022 5:00 PM;Jun 19, 2022 6:00 PM;47,967.50;50,206.25;2,238.75;19,190.25
Jun 19, 2022 6:00 PM;Jun 19, 2022 7:00 PM;48,926.50;49,337.50;411.00;26,351.25
Jun 19, 2022 7:00 PM;Jun 19, 2022 8:00 PM;48,970.25;49,161.50;191.25;33,576.50
Jun 19, 2022 8:00 PM;Jun 19, 2022 9:00 PM;47,514.25;47,520.25;6.00;38,069.25
Jun 19, 2022 9:00 PM;Jun 19, 2022 10:00 PM;46,429.25;46,435.25;6.00;39,700.25
Jun 19, 2022 10:00 PM;Jun 19, 2022 11:00 PM;46,374.25;46,380.25;6.00;40,924.75
Jun 19, 2022 11:00 PM;Jun 20, 2022 12:00 AM;43,784.50;43,792.00;7.50;38,676.50
Jun 20, 2022 12:00 AM;Jun 20, 2022 1:00 AM;42,079.25;42,241.00;161.75;37,010.25
Jun 20, 2022 1:00 AM;Jun 20, 2022 2:00 AM;40,603.50;40,968.75;365.25;35,826.25
Jun 20, 2022 2:00 AM;Jun 20, 2022 3:00 AM;39,825.25;40,896.00;1,070.75;34,952.50
Jun 20, 2022 3:00 AM;Jun 20, 2022 4:00 AM;39,703.00;41,785.50;2,082.50;34,251.75
Jun 20, 2022 4:00 AM;Jun 20, 2022 5:00 AM;41,059.75;42,810.00;1,750.25;35,778.50
Jun 20, 2022 5:00 AM;Jun 20, 2022 6:00 AM;44,028.00;45,282.75;1,254.75;38,164.75
Jun 20, 2022 6:00 AM;Jun 20, 2022 7:00 AM;51,702.75;51,958.25;255.50;44,046.75
Jun 20, 2022 7:00 AM;Jun 20, 2022 8:00 AM;57,502.75;57,505.75;3.00;48,277.75
Jun 20, 2022 8:00 AM;Jun 20, 2022 9:00 AM;60,951.00;60,953.25;2.25;47,958.00
Jun 20, 2022 9:00 AM;Jun 20, 2022 10:00 AM;62,134.50;62,138.50;4.00;44,723.00
Jun 20, 2022 10:00 AM;Jun 20, 2022 11:00 AM;63,712.50;63,718.25;5.75;41,250.75
Jun 20, 2022 11:00 AM;Jun 20, 2022 12:00 PM;64,751.25;64,765.75;14.50;36,949.75
Jun 20, 2022 12:00 PM;Jun 20, 2022 1:00 PM;64,455.00;64,610.75;155.75;33,129.75
Jun 20, 2022 1:00 PM;Jun 20, 2022 2:00 PM;63,970.00;64,238.75;268.75;30,750.00
Jun 20, 2022 2:00 PM;Jun 20, 2022 3:00 PM;63,030.25;65,989.00;2,958.75;28,292.25
Jun 20, 2022 3:00 PM;Jun 20, 2022 4:00 PM;61,847.25;64,617.75;2,770.50;27,915.75
Jun 20, 2022 4:00 PM;Jun 20, 2022 5:00 PM;59,881.50;62,151.50;2,270.00;28,189.50
Jun 20, 2022 5:00 PM;Jun 20, 2022 6:00 PM;59,502.00;61,709.75;2,207.75;29,651.25
Jun 20, 2022 6:00 PM;Jun 20, 2022 7:00 PM;59,730.75;60,406.75;676.00;33,842.00
Jun 20, 2022 7:00 PM;Jun 20, 2022 8:00 PM;58,813.25;59,032.25;219.00;39,116.00
Jun 20, 2022 8:00 PM;Jun 20, 2022 9:00 PM;56,859.75;56,867.75;8.00;42,368.25
Jun 20, 2022 9:00 PM;Jun 20, 2022 10:00 PM;54,249.75;54,278.00;28.25;42,705.50
Jun 20, 2022 10:00 PM;Jun 20, 2022 11:00 PM;52,645.25;52,773.50;128.25;41,288.25
Jun 20, 2022 11:00 PM;Jun 21, 2022 12:00 AM;49,093.25;49,770.75;677.50;37,055.25
Jun 21, 2022 12:00 AM;Jun 21, 2022 1:00 AM;46,399.50;48,883.00;2,483.50;33,942.75
Jun 21, 2022 1:00 AM;Jun 21, 2022 2:00 AM;45,426.50;49,015.50;3,589.00;33,112.25
Jun 21, 2022 2:00 AM;Jun 21, 2022 3:00 AM;44,674.00;50,087.25;5,413.25;32,452.25
Jun 21, 2022 3:00 AM;Jun 21, 2022 4:00 AM;44,441.50;48,791.50;4,350.00;33,000.50
Jun 21, 2022 4:00 AM;Jun 21, 2022 5:00 AM;45,142.00;48,665.75;3,523.75;34,358.50
Jun 21, 2022 5:00 AM;Jun 21, 2022 6:00 AM;47,366.00;49,266.75;1,900.75;37,011.75
Jun 21, 2022 6:00 AM;Jun 21, 2022 7:00 AM;53,438.75;53,812.75;374.00;42,241.50
Jun 21, 2022 7:00 AM;Jun 21, 2022 8:00 AM;58,763.00;58,772.50;9.50;43,664.50
Jun 21, 2022 8:00 AM;Jun 21, 2022 9:00 AM;62,439.00;62,461.00;22.00;41,466.50
Jun 21, 2022 9:00 AM;Jun 21, 2022 10:00 AM;63,158.25;63,465.50;307.25;34,713.00
Jun 21, 2022 10:00 AM;Jun 21, 2022 11:00 AM;64,232.50;66,057.00;1,824.50;30,023.75
Jun 21, 2022 11:00 AM;Jun 21, 2022 12:00 PM;65,208.50;68,089.00;2,880.50;27,335.75
Jun 21, 2022 12:00 PM;Jun 21, 2022 1:00 PM;64,383.00;68,914.75;4,531.75;24,722.00
Jun 21, 2022 1:00 PM;Jun 21, 2022 2:00 PM;63,584.25;68,240.25;4,656.00;24,800.75
Jun 21, 2022 2:00 PM;Jun 21, 2022 3:00 PM;62,442.25;66,116.25;3,674.00;25,569.00
Jun 21, 2022 3:00 PM;Jun 21, 2022 4:00 PM;61,314.00;63,750.75;2,436.75;27,402.50
Jun 21, 2022 4:00 PM;Jun 21, 2022 5:00 PM;60,070.25;62,341.50;2,271.25;30,651.25
Jun 21, 2022 5:00 PM;Jun 21, 2022 6:00 PM;60,154.75;61,007.25;852.50;37,592.25
Jun 21, 2022 6:00 PM;Jun 21, 2022 7:00 PM;59,390.25;59,397.75;7.50;45,053.25
Jun 21, 2022 7:00 PM;Jun 21, 2022 8:00 PM;58,699.75;58,702.75;3.00;51,300.75
Jun 21, 2022 8:00 PM;Jun 21, 2022 9:00 PM;56,857.25;56,862.75;5.50;52,896.00
Jun 21, 2022 9:00 PM;Jun 21, 2022 10:00 PM;54,253.75;54,256.75;3.00;51,132.25
Jun 21, 2022 10:00 PM;Jun 21, 2022 11:00 PM;51,852.00;51,855.00;3.00;48,293.25
Jun 21, 2022 11:00 PM;Jun 22, 2022 12:00 AM;48,271.75;48,277.00;5.25;44,319.75
Jun 22, 2022 12:00 AM;Jun 22, 2022 1:00 AM;45,226.25;45,688.75;462.50;41,501.00
Jun 22, 2022 1:00 AM;Jun 22, 2022 2:00 AM;44,030.25;45,624.25;1,594.00;41,033.75
Jun 22, 2022 2:00 AM;Jun 22, 2022 3:00 AM;42,754.00;45,002.75;2,248.75;40,235.00
Jun 22, 2022 3:00 AM;Jun 22, 2022 4:00 AM;42,588.50;45,158.00;2,569.50;40,225.75
Jun 22, 2022 4:00 AM;Jun 22, 2022 5:00 AM;43,644.75;46,687.75;3,043.00;41,401.50
Jun 22, 2022 5:00 AM;Jun 22, 2022 6:00 AM;45,963.25;47,169.25;1,206.00;43,109.25
Jun 22, 2022 6:00 AM;Jun 22, 2022 7:00 AM;52,626.50;52,851.00;224.50;47,635.75
Jun 22, 2022 7:00 AM;Jun 22, 2022 8:00 AM;57,748.25;57,752.00;3.75;48,221.25
Jun 22, 2022 8:00 AM;Jun 22, 2022 9:00 AM;60,757.75;60,762.25;4.50;45,594.75
Jun 22, 2022 9:00 AM;Jun 22, 2022 10:00 AM;62,221.00;62,776.75;555.75;40,628.50
Jun 22, 2022 10:00 AM;Jun 22, 2022 11:00 AM;64,168.50;65,560.50;1,392.00;38,557.50
Jun 22, 2022 11:00 AM;Jun 22, 2022 12:00 PM;65,040.50;66,109.50;1,069.00;37,598.75
Jun 22, 2022 12:00 PM;Jun 22, 2022 1:00 PM;64,590.50;67,195.25;2,604.75;36,482.25
Jun 22, 2022 1:00 PM;Jun 22, 2022 2:00 PM;64,068.25;65,969.00;1,900.75;36,655.75
Jun 22, 2022 2:00 PM;Jun 22, 2022 3:00 PM;62,611.75;64,461.25;1,849.50;35,751.25
Jun 22, 2022 3:00 PM;Jun 22, 2022 4:00 PM;61,937.25;64,255.25;2,318.00;36,620.75
Jun 22, 2022 4:00 PM;Jun 22, 2022 5:00 PM;60,776.50;61,831.75;1,055.25;38,779.50
Jun 22, 2022 5:00 PM;Jun 22, 2022 6:00 PM;60,495.25;60,793.50;298.25;43,209.25
Jun 22, 2022 6:00 PM;Jun 22, 2022 7:00 PM;59,832.75;59,838.25;5.50;47,696.25
Jun 22, 2022 7:00 PM;Jun 22, 2022 8:00 PM;58,903.50;58,906.25;2.75;51,403.00
Jun 22, 2022 8:00 PM;Jun 22, 2022 9:00 PM;56,804.00;56,806.00;2.00;52,034.75
Jun 22, 2022 9:00 PM;Jun 22, 2022 10:00 PM;54,115.25;54,117.25;2.00;49,844.25
Jun 22, 2022 10:00 PM;Jun 22, 2022 11:00 PM;52,368.25;52,407.00;38.75;47,247.50
Jun 22, 2022 11:00 PM;Jun 23, 2022 12:00 AM;48,716.50;48,962.50;246.00;43,120.50
Jun 23, 2022 12:00 AM;Jun 23, 2022 1:00 AM;45,535.00;46,192.25;657.25;40,439.75
Jun 23, 2022 1:00 AM;Jun 23, 2022 2:00 AM;43,674.50;44,316.50;642.00;39,194.00
Jun 23, 2022 2:00 AM;Jun 23, 2022 3:00 AM;42,590.75;44,418.50;1,827.75;38,605.25
Jun 23, 2022 3:00 AM;Jun 23, 2022 4:00 AM;42,567.25;45,634.75;3,067.50;38,935.25
Jun 23, 2022 4:00 AM;Jun 23, 2022 5:00 AM;43,580.75;47,052.25;3,471.50;39,949.50
Jun 23, 2022 5:00 AM;Jun 23, 2022 6:00 AM;45,713.50;48,839.50;3,126.00;41,288.50
Jun 23, 2022 6:00 AM;Jun 23, 2022 7:00 AM;52,476.25;52,849.75;373.50;46,089.75
Jun 23, 2022 7:00 AM;Jun 23, 2022 8:00 AM;57,191.00;57,195.75;4.75;46,608.50
Jun 23, 2022 8:00 AM;Jun 23, 2022 9:00 AM;60,451.50;60,460.25;8.75;43,750.00
Jun 23, 2022 9:00 AM;Jun 23, 2022 10:00 AM;61,531.75;62,305.75;774.00;36,790.25
Jun 23, 2022 10:00 AM;Jun 23, 2022 11:00 AM;62,977.50;64,020.00;1,042.50;31,472.00
Jun 23, 2022 11:00 AM;Jun 23, 2022 12:00 PM;64,688.75;66,598.00;1,909.25;28,465.25
Jun 23, 2022 12:00 PM;Jun 23, 2022 1:00 PM;64,788.50;68,553.50;3,765.00;26,046.50
Jun 23, 2022 1:00 PM;Jun 23, 2022 2:00 PM;64,493.25;68,405.75;3,912.50;25,396.25
Jun 23, 2022 2:00 PM;Jun 23, 2022 3:00 PM;63,729.00;67,628.25;3,899.25;25,830.75
Jun 23, 2022 3:00 PM;Jun 23, 2022 4:00 PM;62,669.00;65,928.50;3,259.50;27,349.00
Jun 23, 2022 4:00 PM;Jun 23, 2022 5:00 PM;60,713.75;62,078.75;1,365.00;29,536.25
Jun 23, 2022 5:00 PM;Jun 23, 2022 6:00 PM;59,941.00;60,423.25;482.25;34,618.25
Jun 23, 2022 6:00 PM;Jun 23, 2022 7:00 PM;59,520.00;59,544.75;24.75;41,508.00
Jun 23, 2022 7:00 PM;Jun 23, 2022 8:00 PM;59,001.25;59,003.25;2.00;46,787.00
Jun 23, 2022 8:00 PM;Jun 23, 2022 9:00 PM;57,074.25;57,088.00;13.75;45,955.00
Jun 23, 2022 9:00 PM;Jun 23, 2022 10:00 PM;54,852.00;55,373.50;521.50;40,672.25
Jun 23, 2022 10:00 PM;Jun 23, 2022 11:00 PM;53,451.00;56,292.25;2,841.25;34,855.50
Jun 23, 2022 11:00 PM;Jun 24, 2022 12:00 AM;49,878.25;53,104.25;3,226.00;28,783.50
Jun 24, 2022 12:00 AM;Jun 24, 2022 1:00 AM;46,897.50;52,292.00;5,394.50;24,619.50
Jun 24, 2022 1:00 AM;Jun 24, 2022 2:00 AM;46,094.00;51,010.00;4,916.00;23,732.75
Jun 24, 2022 2:00 AM;Jun 24, 2022 3:00 AM;45,072.50;50,081.50;5,009.00;22,614.50
Jun 24, 2022 3:00 AM;Jun 24, 2022 4:00 AM;45,347.50;49,276.50;3,929.00;24,660.75
Jun 24, 2022 4:00 AM;Jun 24, 2022 5:00 AM;45,710.25;49,819.50;4,109.25;26,269.50
Jun 24, 2022 5:00 AM;Jun 24, 2022 6:00 AM;48,344.25;51,919.25;3,575.00;29,826.75
Jun 24, 2022 6:00 AM;Jun 24, 2022 7:00 AM;54,325.50;55,062.00;736.50;35,350.75
Jun 24, 2022 7:00 AM;Jun 24, 2022 8:00 AM;59,423.75;59,512.75;89.00;39,226.00
Jun 24, 2022 8:00 AM;Jun 24, 2022 9:00 AM;61,735.75;61,744.25;8.50;39,306.00
Jun 24, 2022 9:00 AM;Jun 24, 2022 10:00 AM;63,159.50;63,370.25;210.75;35,695.00
Jun 24, 2022 10:00 AM;Jun 24, 2022 11:00 AM;64,853.50;65,250.25;396.75;33,285.75
Jun 24, 2022 11:00 AM;Jun 24, 2022 12:00 PM;65,332.75;65,372.50;39.75;31,789.25
Jun 24, 2022 12:00 PM;Jun 24, 2022 1:00 PM;65,268.50;65,748.25;479.75;29,541.25
Jun 24, 2022 1:00 PM;Jun 24, 2022 2:00 PM;64,555.25;65,702.00;1,146.75;28,896.50
Jun 24, 2022 2:00 PM;Jun 24, 2022 3:00 PM;62,951.50;64,412.75;1,461.25;29,711.75
Jun 24, 2022 3:00 PM;Jun 24, 2022 4:00 PM;62,306.25;63,917.75;1,611.50;31,834.50
Jun 24, 2022 4:00 PM;Jun 24, 2022 5:00 PM;60,448.50;60,835.50;387.00;34,878.00
Jun 24, 2022 5:00 PM;Jun 24, 2022 6:00 PM;60,282.50;60,302.50;20.00;41,471.50
Jun 24, 2022 6:00 PM;Jun 24, 2022 7:00 PM;59,914.00;60,028.25;114.25;46,706.50
Jun 24, 2022 7:00 PM;Jun 24, 2022 8:00 PM;57,867.00;57,878.00;11.00;48,311.00
Jun 24, 2022 8:00 PM;Jun 24, 2022 9:00 PM;55,691.00;55,768.50;77.50;47,630.50
Jun 24, 2022 9:00 PM;Jun 24, 2022 10:00 PM;52,495.75;52,529.75;34.00;45,249.50
Jun 24, 2022 10:00 PM;Jun 24, 2022 11:00 PM;49,947.50;50,062.50;115.00;43,168.50
Jun 24, 2022 11:00 PM;Jun 25, 2022 12:00 AM;46,420.25;46,562.25;142.00;39,522.00
Jun 25, 2022 12:00 AM;Jun 25, 2022 1:00 AM;44,990.75;45,472.00;481.25;37,572.75
Jun 25, 2022 1:00 AM;Jun 25, 2022 2:00 AM;43,069.75;44,043.75;974.00;35,481.25
Jun 25, 2022 2:00 AM;Jun 25, 2022 3:00 AM;41,588.75;43,043.00;1,454.25;34,097.50
Jun 25, 2022 3:00 AM;Jun 25, 2022 4:00 AM;40,624.75;42,395.50;1,770.75;33,357.75
Jun 25, 2022 4:00 AM;Jun 25, 2022 5:00 AM;40,343.75;42,792.50;2,448.75;33,334.75
Jun 25, 2022 5:00 AM;Jun 25, 2022 6:00 AM;40,306.25;42,873.00;2,566.75;33,245.50
Jun 25, 2022 6:00 AM;Jun 25, 2022 7:00 AM;42,356.75;43,361.75;1,005.00;34,302.75
Jun 25, 2022 7:00 AM;Jun 25, 2022 8:00 AM;44,793.50;45,121.75;328.25;34,020.50
Jun 25, 2022 8:00 AM;Jun 25, 2022 9:00 AM;48,390.50;48,547.00;156.50;32,749.00
Jun 25, 2022 9:00 AM;Jun 25, 2022 10:00 AM;51,075.00;52,135.25;1,060.25;28,602.00
Jun 25, 2022 10:00 AM;Jun 25, 2022 11:00 AM;52,996.50;56,126.25;3,129.75;24,652.50
Jun 25, 2022 11:00 AM;Jun 25, 2022 12:00 PM;53,724.50;58,175.50;4,451.00;21,762.75
Jun 25, 2022 12:00 PM;Jun 25, 2022 1:00 PM;53,086.00;58,352.50;5,266.50;19,704.00
Jun 25, 2022 1:00 PM;Jun 25, 2022 2:00 PM;51,797.50;57,715.50;5,918.00;18,712.75
Jun 25, 2022 2:00 PM;Jun 25, 2022 3:00 PM;50,615.75;56,616.25;6,000.50;19,218.00
Jun 25, 2022 3:00 PM;Jun 25, 2022 4:00 PM;49,773.00;55,088.25;5,315.25;21,458.50
Jun 25, 2022 4:00 PM;Jun 25, 2022 5:00 PM;48,974.00;52,718.75;3,744.75;24,512.75
Jun 25, 2022 5:00 PM;Jun 25, 2022 6:00 PM;49,260.00;50,151.00;891.00;30,368.25
Jun 25, 2022 6:00 PM;Jun 25, 2022 7:00 PM;49,414.00;49,569.75;155.75;37,575.00
Jun 25, 2022 7:00 PM;Jun 25, 2022 8:00 PM;48,532.00;48,537.25;5.25;42,558.25
Jun 25, 2022 8:00 PM;Jun 25, 2022 9:00 PM;47,138.25;47,150.25;12.00;44,173.25
Jun 25, 2022 9:00 PM;Jun 25, 2022 10:00 PM;45,657.25;45,668.75;11.50;43,357.50
Jun 25, 2022 10:00 PM;Jun 25, 2022 11:00 PM;44,714.25;44,719.00;4.75;42,122.25
Jun 25, 2022 11:00 PM;Jun 26, 2022 12:00 AM;42,027.00;42,036.00;9.00;38,559.00
Jun 26, 2022 12:00 AM;Jun 26, 2022 1:00 AM;39,384.25;39,708.25;324.00;34,378.25
Jun 26, 2022 1:00 AM;Jun 26, 2022 2:00 AM;38,171.50;38,600.00;428.50;32,403.75
Jun 26, 2022 2:00 AM;Jun 26, 2022 3:00 AM;37,013.75;37,909.00;895.25;30,877.75
Jun 26, 2022 3:00 AM;Jun 26, 2022 4:00 AM;36,919.25;38,186.00;1,266.75;30,767.25
Jun 26, 2022 4:00 AM;Jun 26, 2022 5:00 AM;36,967.25;38,189.50;1,222.25;30,522.00
Jun 26, 2022 5:00 AM;Jun 26, 2022 6:00 AM;36,577.25;38,121.25;1,544.00;30,264.25
Jun 26, 2022 6:00 AM;Jun 26, 2022 7:00 AM;37,253.00;38,989.00;1,736.00;29,651.50
Jun 26, 2022 7:00 AM;Jun 26, 2022 8:00 AM;39,295.75;40,995.25;1,699.50;28,330.25
Jun 26, 2022 8:00 AM;Jun 26, 2022 9:00 AM;42,482.00;44,964.00;2,482.00;25,389.25
Jun 26, 2022 9:00 AM;Jun 26, 2022 10:00 AM;45,596.25;50,279.25;4,683.00;20,976.50
Jun 26, 2022 10:00 AM;Jun 26, 2022 11:00 AM;47,623.25;52,995.00;5,371.75;17,464.00
Jun 26, 2022 11:00 AM;Jun 26, 2022 12:00 PM;49,391.50;55,136.00;5,744.50;15,858.75
Jun 26, 2022 12:00 PM;Jun 26, 2022 1:00 PM;49,867.50;55,576.00;5,708.50;15,156.50
Jun 26, 2022 1:00 PM;Jun 26, 2022 2:00 PM;48,449.75;54,074.25;5,624.50;15,215.50
Jun 26, 2022 2:00 PM;Jun 26, 2022 3:00 PM;47,148.00;52,901.50;5,753.50;16,227.00
Jun 26, 2022 3:00 PM;Jun 26, 2022 4:00 PM;46,105.50;50,687.50;4,582.00;18,407.25
Jun 26, 2022 4:00 PM;Jun 26, 2022 5:00 PM;46,030.50;48,193.25;2,162.75;22,409.75
Jun 26, 2022 5:00 PM;Jun 26, 2022 6:00 PM;46,896.50;47,656.75;760.25;28,992.50
Jun 26, 2022 6:00 PM;Jun 26, 2022 7:00 PM;47,082.00;47,312.75;230.75;35,209.25
Jun 26, 2022 7:00 PM;Jun 26, 2022 8:00 PM;46,740.75;46,759.50;18.75;40,013.25
Jun 26, 2022 8:00 PM;Jun 26, 2022 9:00 PM;46,430.50;46,463.25;32.75;41,973.00
Jun 26, 2022 9:00 PM;Jun 26, 2022 10:00 PM;45,600.25;45,712.25;112.00;41,088.00
Jun 26, 2022 10:00 PM;Jun 26, 2022 11:00 PM;45,199.00;45,386.25;187.25;39,518.00
Jun 26, 2022 11:00 PM;Jun 27, 2022 12:00 AM;42,651.75;42,865.50;213.75;35,789.00
Jun 27, 2022 12:00 AM;Jun 27, 2022 1:00 AM;40,962.75;41,900.75;938.00;33,209.25
Jun 27, 2022 1:00 AM;Jun 27, 2022 2:00 AM;40,525.75;42,658.00;2,132.25;33,202.50
Jun 27, 2022 2:00 AM;Jun 27, 2022 3:00 AM;40,063.75;43,043.75;2,980.00;33,325.25
Jun 27, 2022 3:00 AM;Jun 27, 2022 4:00 AM;40,208.50;44,152.00;3,943.50;32,918.00
Jun 27, 2022 4:00 AM;Jun 27, 2022 5:00 AM;41,162.25;45,248.50;4,086.25;34,861.75
Jun 27, 2022 5:00 AM;Jun 27, 2022 6:00 AM;44,195.50;45,786.25;1,590.75;38,022.00
Jun 27, 2022 6:00 AM;Jun 27, 2022 7:00 AM;51,168.25;51,620.50;452.25;43,576.50
Jun 27, 2022 7:00 AM;Jun 27, 2022 8:00 AM;57,107.50;57,308.75;201.25;47,131.75
Jun 27, 2022 8:00 AM;Jun 27, 2022 9:00 AM;60,634.75;60,644.25;9.50;45,931.75
Jun 27, 2022 9:00 AM;Jun 27, 2022 10:00 AM;62,321.25;62,361.25;40.00;43,169.25
Jun 27, 2022 10:00 AM;Jun 27, 2022 11:00 AM;63,735.75;63,754.00;18.25;40,120.50
Jun 27, 2022 11:00 AM;Jun 27, 2022 12:00 PM;64,957.50;64,968.25;10.75;38,024.25
Jun 27, 2022 12:00 PM;Jun 27, 2022 1:00 PM;64,573.50;64,722.50;149.00;36,094.25
Jun 27, 2022 1:00 PM;Jun 27, 2022 2:00 PM;64,081.25;64,862.50;781.25;35,442.50
Jun 27, 2022 2:00 PM;Jun 27, 2022 3:00 PM;63,208.25;64,416.25;1,208.00;35,245.00
Jun 27, 2022 3:00 PM;Jun 27, 2022 4:00 PM;61,666.25;62,834.00;1,167.75;34,191.50
Jun 27, 2022 4:00 PM;Jun 27, 2022 5:00 PM;61,143.00;62,880.00;1,737.00;34,479.00
Jun 27, 2022 5:00 PM;Jun 27, 2022 6:00 PM;61,551.50;62,911.75;1,360.25;38,918.75
Jun 27, 2022 6:00 PM;Jun 27, 2022 7:00 PM;61,168.75;61,287.75;119.00;44,017.75
Jun 27, 2022 7:00 PM;Jun 27, 2022 8:00 PM;59,877.00;59,892.25;15.25;46,808.50
Jun 27, 2022 8:00 PM;Jun 27, 2022 9:00 PM;57,585.00;57,763.25;178.25;46,671.25
Jun 27, 2022 9:00 PM;Jun 27, 2022 10:00 PM;54,714.75;54,836.50;121.75;45,762.75
