Date (GMT+1),Hydro Run-of-River,Biomass,Fossil brown coal / lignite,Fossil hard coal,Fossil oil,Fossil coal-derived gas,Fossil gas,Geothermal,Hydro water reservoir,Hydro pumped storage,Others,Waste,Wind offshore,Wind onshore,Solar,Load
,Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW)
2026-01-01T00:00+01:00,1168.8,4279.6,4364.7,4729.9,395.3,562,6661.5,24.2,15.4,843.6,219,1054.7,2832.9,32111.2,0,46427.4
2026-01-01T00:15+01:00,1148.3,4287.7,4022,4556.3,395.3,621.4,6380.6,24.2,19.1,900.7,219.1,1046.4,3178,32519.5,0,46085.1
2026-01-01T00:30+01:00,1172.1,4272.6,3816.6,4425.9,395.6,623.9,6214.8,24.1,43,212.6,218.9,1041.2,3234.8,33407.4,0,46038.6
2026-01-01T00:45+01:00,1209.5,4251.1,3587.4,4410.5,395.5,597,6133.9,24.2,68.5,424.7,219.2,1054.5,3401.9,33905.9,0,45940.4
2026-01-01T01:00+01:00,1178.4,4224.5,3125.8,4419.2,395.6,584,5852.6,24.1,66.6,585.1,219.1,1028.9,3729.8,34217.8,0,45656
2026-01-01T01:15+01:00,1210.4,4205.7,3087.2,4440.3,395.3,581.8,5700.1,24.2,107,238.4,219.1,1027.8,3956.2,34566.8,0,45804.2
2026-01-01T01:30+01:00,1224.9,4197.8,3059.6,4466.5,395.3,570.1,5513.7,24.3,122.7,242.6,219.1,1020.4,4189.6,34811.9,0,45553.5
2026-01-01T01:45+01:00,1209.3,4186.3,3055.1,4472.3,395.3,570.8,5302.9,24.4,113.2,96.3,219,1011.6,4299.3,34675.2,0,45379.3
2026-01-01T02:00+01:00,1176.8,4143,2885,4498.2,395.3,576.6,4999.8,24.4,38.9,178.3,218.9,965.2,4747.3,35090.7,0,44957.3
2026-01-01T02:15+01:00,1153.1,4134.7,2823.7,4520.5,395.3,578.4,4933.8,24.4,57.1,2.6,218.9,971.9,4834.8,35323,0,44842.2
2026-01-01T02:30+01:00,1186.1,4122.2,2841.2,4533.6,395.5,568.8,4797.9,24.4,118.3,179.9,219.2,974.3,4936,35264.5,0,44646.3
2026-01-01T02:45+01:00,1160.5,4130.8,2713.1,4516.5,395.3,579.6,4688.5,24.5,26.3,165,219.3,976,5040.7,35652.4,0,44249.8
2026-01-01T03:00+01:00,1166.6,4111.9,2332.9,4448.1,395.3,595.7,4482.1,24.6,32.7,351.1,219.1,977.4,5197.4,36115.9,0,43956.5
2026-01-01T03:15+01:00,1134.7,4112.6,2333.7,4392.4,395.3,597.6,4480.6,24.6,13.1,248.6,219.2,968.3,5335.6,36358.6,0,43776.5
2026-01-01T03:30+01:00,1151.2,4081.5,2349.3,4430.2,395.3,603.5,4489.8,24.5,12.6,113.8,219.3,965.7,5467.2,36550.8,0,43759.1
2026-01-01T03:45+01:00,1147.2,4082,2362.6,4445.7,395.3,627.3,4543.1,24.6,13.6,186.4,219.2,976.2,5577.4,36871.4,0,43693.5
2026-01-01T04:00+01:00,1146.9,4054.1,2370.6,4367.7,395.3,630.3,4428.4,24.6,13,469.3,219.2,988,5249.1,36918.6,0,43528.7
2026-01-01T04:15+01:00,1146.7,4031.7,2319,4405.6,395.3,622.1,4456.4,24.6,13.8,182.6,219.1,954.5,5350,37093.4,0,43275.5
2026-01-01T04:30+01:00,1153.7,4003.8,2309.1,4423.5,395.3,614.3,4471.8,24.6,14,132.3,219.1,963.7,5352.3,36835.6,11.5,43367.8
2026-01-01T04:45+01:00,1147.2,4003.5,2318.9,4410.6,395.3,595.2,4456.1,24.6,14,161.5,219.2,981,5352.9,37062.1,11.5,43266.2
2026-01-01T05:00+01:00,1177.8,4021.6,2321.1,4330,395.3,571.2,4481.8,24.7,14,174,219.1,984.6,4599.7,37251.5,11.4,43030.9
2026-01-01T05:15+01:00,1161.2,4034.9,2316.9,4320.5,395.3,563.3,4494.6,24.7,13.9,207.5,218.9,979,4498.6,37376.5,13.6,42820.7
2026-01-01T05:30+01:00,1176.7,4030.5,2323.9,4313.8,395.3,579,4496.3,24.7,13.4,192.3,218.8,971,4412.9,37605.8,11.5,43208.6
2026-01-01T05:45+01:00,1152.4,4041.1,2363.3,4300.8,395.3,607.2,4460.6,24.6,13.8,336.4,219,970.9,4276.6,37874.1,11.8,43238.4
2026-01-01T06:00+01:00,1129.8,4049.5,2529.7,4345.9,498.4,595.2,4541.5,24.7,13.7,52.7,218.9,958.8,3411.5,40113.9,11.6,42624.5
2026-01-01T06:15+01:00,1140.7,4040.7,2511.6,4332.7,509,600,4520.3,24.6,15.6,98.7,219,962.5,3349.7,40022.6,11.7,42579.1
2026-01-01T06:30+01:00,1146.4,4045.8,2529.4,4311.6,473.2,614.6,4513.2,24.6,16.2,144.6,218.7,973.2,3036.1,40227.6,12.1,42387.2
2026-01-01T06:45+01:00,1130.3,4041.3,2487.8,4300.5,395.3,613.5,4558,24.7,16.2,26.9,218.7,968.8,2909,40729.1,12.4,42591.8
2026-01-01T07:00+01:00,1144.7,4067.4,2421.3,4309.9,395.3,621.8,4619.6,24.8,90,45.8,218.7,976.3,2502.8,41047,13.2,42623.2
2026-01-01T07:15+01:00,1144.3,4086.3,2417.5,4300.6,395.3,619.4,4590.8,24.8,82.1,40.6,203.4,958.5,2474.6,41247,14.5,42800.5
2026-01-01T07:30+01:00,1111.6,4095.4,2444.7,4282.4,395.3,619.1,4580.6,24.8,95.8,16.7,193.8,968.5,2512,41491,16.2,43292
2026-01-01T07:45+01:00,1112.1,4109.5,2451.9,4228.1,395.3,622.3,4554.9,24.7,84.4,259.5,193.9,950,2544.5,41433.8,17.4,43907.1
2026-01-01T08:00+01:00,1112.8,4113.8,2376.7,4169.8,395.5,622.2,4509.4,24.7,76.6,89.3,194,968.8,3368.2,41662.7,27.1,43672.9
2026-01-01T08:15+01:00,1109.9,4138.8,2308.2,4193,395.3,613.4,4421.7,24.6,64.9,81.4,193.8,978.4,3537.1,41507.9,91.2,43897.7
2026-01-01T08:30+01:00,1101.4,4134.4,2361.2,4287.9,395.3,625,4408.6,24.6,70.6,190.9,193.8,979.2,3440.9,41469.8,527.7,44222.4
2026-01-01T08:45+01:00,1106.7,4165.4,2466.5,4391.8,395.3,618.4,4395.1,24.5,20.7,548.2,193.8,967.1,3318.7,41421.7,1124.4,44409.1
2026-01-01T09:00+01:00,1110.3,4150.7,2576.4,4438.4,395.3,586.9,4401.4,22.3,21.2,71.8,193.8,976.2,4104.3,41155.6,1848.3,45067.2
2026-01-01T09:15+01:00,1120,4130.1,2562.2,4448,395.3,570.7,4399.3,22,15.4,61,193.8,983,4512.2,40997.6,2601,45664
2026-01-01T09:30+01:00,1128.3,4118.3,2564.7,4453.8,395.3,583.6,4414.2,21.9,15.5,7.4,193.9,987.2,4606,40916.6,3382.7,46441
2026-01-01T09:45+01:00,1126.2,4125.2,2566.3,4395.8,395.3,581.6,4354.1,21.8,14,0.7,193.7,987.3,4568.3,41441.2,4137.9,46939.5
2026-01-01T10:00+01:00,1140.4,4073,2633.7,4392.6,395.8,575.4,4483.4,21.6,15.8,14.4,193.8,975.6,5003,40852.3,4817.3,47274.7
2026-01-01T10:15+01:00,1163,4080.7,2597.6,4372.9,395.3,562.6,4487.7,21.5,18.7,3.6,193.8,990.7,5004.1,41023.7,5546.7,47933.1
2026-01-01T10:30+01:00,1167.4,4084.5,2632.3,4396.8,395.3,565.8,4482.1,21.3,62,15.7,193.8,986,5033.4,41224.4,6190.1,48429.3
2026-01-01T10:45+01:00,1171.1,4084.9,2650.9,4398.8,395.3,572.2,4467,21.9,66.7,13.3,193.6,987.3,5056.9,41275.8,6709.7,48872.1
2026-01-01T11:00+01:00,1187.6,4048.1,2598.9,4230,395.3,575.2,4316.4,22.3,58.5,0.9,193.6,980.4,5237.9,41143.5,7390.1,49245.4
2026-01-01T11:15+01:00,1202.5,4041.7,2602.4,4109.2,395.3,577.3,4316.7,22.4,53.6,0.7,193.5,988,5374.9,41299.7,7818.7,50024.7
2026-01-01T11:30+01:00,1202.3,4054.7,2637.5,4053.7,395.3,572.2,4312.5,22.8,47.2,3.2,193.6,997.3,5377,41721.6,8188.5,50599.4
2026-01-01T11:45+01:00,1194.9,4068.1,2670.1,4004.7,395.3,544.6,4317.3,22.7,51.2,3.7,193.5,990.9,5314.5,41652.9,8338.3,51014.8
2026-01-01T12:00+01:00,1213.1,4030.6,2686.3,3970.8,395.6,556.3,4336.8,22.6,66.1,0,193.6,994.5,5396.4,41140.2,8478.4,51261.9
2026-01-01T12:15+01:00,1212.5,4023.3,2591,4010.7,395.3,562.3,4321.6,22.5,145.5,0,193.7,991.4,5350.6,41420.2,8534.6,51439.7
2026-01-01T12:30+01:00,1218,3997.4,2585,4046.2,395.3,571.9,4315.6,22.4,146.2,0,193.6,974.9,5301.4,41504.2,8438.7,51539.7
2026-01-01T12:45+01:00,1199.2,4002.6,2600.6,3994.3,395.3,580.6,4326.2,22.3,145.7,0,193.7,979.7,5436.9,41872.1,8238.9,51357.1
2026-01-01T13:00+01:00,1204.5,3998.8,2650.3,3974.1,395.3,575.8,4213.5,22.2,104,0,193.6,988.5,5548.5,41868.3,7983.5,50948.5
2026-01-01T13:15+01:00,1193.1,4011.9,2605.6,3863.5,395.3,559.2,4219,22.2,99.9,0,193.6,983.7,5593.4,42439.5,7509.7,50692.2
2026-01-01T13:30+01:00,1200,4014.5,2563.7,3848.1,395.4,552.7,4228.5,22.2,121.2,0,193.4,994,5534.8,42597.1,6933.9,50798.6
2026-01-01T13:45+01:00,1185.7,4031.1,2580.5,3905.2,395.3,544.8,4221.5,22.1,107.5,0,193.3,1008.7,5558.8,42624,6291.9,50981.9
2026-01-01T14:00+01:00,1146.4,4036.4,2578.8,3984.8,395.3,567,4267.8,22.1,126.7,0,193.4,998.2,5439.7,43611,5609.9,51133.6
2026-01-01T14:15+01:00,1148.6,4063.7,2604.7,3999.3,395.6,553.3,4266.5,22,91.4,2.9,193.3,1012.7,5441.8,44016.6,4880.9,51183.7
2026-01-01T14:30+01:00,1153.4,4085.1,2589,4012.7,395.5,592.6,4258.4,22.1,137.6,231.4,193.3,1006.6,5409.8,43947.7,4083.8,51038
2026-01-01T14:45+01:00,1112.3,4103.9,2589.7,4005,395.3,586.4,4290,22,177.1,345.8,194.4,996.6,5441.6,43965.2,3366.5,51364.6
2026-01-01T15:00+01:00,1106,4169.7,2648.9,4149.7,395.3,593.4,4319.4,22.1,174.1,481.5,204.5,1002.9,5273.4,44438.6,2654.8,51575.2
2026-01-01T15:15+01:00,1084.8,4216.4,2632,4242.8,395.3,552.1,4350.1,22.1,148.8,1837.4,204.6,998.4,5199.7,44236.6,1986.2,51733.1
2026-01-01T15:30+01:00,1093.8,4249.7,2579.4,4334.3,395.3,537.4,4362.9,22.1,138,2417.3,202.9,990.2,5211.2,44628.3,1339.6,52112.5
2026-01-01T15:45+01:00,1199.2,4269.9,2600.1,4479.7,395.3,519.9,4401.8,22.2,106.1,2545.6,203.1,989.9,5170.4,44819.2,771.6,52516.3
2026-01-01T16:00+01:00,1225.6,4354.1,2657.3,4591.6,395.3,509.1,4496.2,22.1,106.3,3013.7,203,993.9,4996.4,45021.2,341.8,53291.1
2026-01-01T16:15+01:00,1224.7,4404.5,2710.1,4647.9,395.3,488.5,4498,22.1,105.7,2792.1,202.9,980,4932.8,45173.5,99.4,53886.8
2026-01-01T16:30+01:00,1270.2,4437.1,2693.9,4696.9,395.3,491.9,4523.6,22.2,106,3209,203,986.3,4862.9,45143.1,37.9,54394.3
2026-01-01T16:45+01:00,1287.6,4462.4,2711.4,4730.5,395.3,503.7,4565.1,22.1,119.3,3617,200.9,992.9,4787.5,45132.9,29.4,55099.1
2026-01-01T17:00+01:00,1282,4482.9,2641.5,4832.8,395.3,514,4805.7,22,169.4,4326.1,194.8,991.8,4802,45069.8,30.2,55816.7
2026-01-01T17:15+01:00,1285.1,4502.4,2643.5,4870,395.3,530.7,4830.7,22,182.7,4570,194.8,985.2,4834.6,44838.7,27.2,56229.9
2026-01-01T17:30+01:00,1286.7,4522.4,2638.9,4842.1,395.3,524.6,4847.9,22,209.3,4365.3,194.7,981.9,4880.9,44409,27.9,56625.4
2026-01-01T17:45+01:00,1291.6,4543.6,2648.2,4748.3,395.3,519,4867.7,22,315.4,3940.4,194.9,991.3,4983.2,44020.9,24.8,56848.9
2026-01-01T18:00+01:00,1290.6,4537.8,2637.7,4667.1,395.5,520.2,4888.4,22.2,247.6,4196.5,194.8,982.9,5214.3,43518.2,24,56696
2026-01-01T18:15+01:00,1293.4,4547.7,2631.3,4640.5,395.3,496.2,4900,22.2,164.4,3998,194.9,985.3,5212.5,43089.4,23.7,56231
2026-01-01T18:30+01:00,1282.6,4520.2,2643.6,4628.1,395.3,497.2,4880.8,22.3,147.2,4124.9,194.8,994.1,5204.6,42915.4,33.3,56313.6
2026-01-01T18:45+01:00,1299.6,4530.5,2654.4,4613.3,395.3,510,4888.6,22.3,57.4,3883.2,195.1,997,5197.4,42833.7,33.8,55739.3
2026-01-01T19:00+01:00,1281.4,4499.1,2661.6,4646.5,395.3,516,5042.4,22.3,119.4,4121.6,194.8,993.4,4619.6,42924.1,21.5,55463.8
2026-01-01T19:15+01:00,1276.8,4487.7,2665,4671.4,395.3,519.2,4994.1,22.3,88.8,3405.1,194.9,992.3,4574.3,43286.4,28.5,54974.6
2026-01-01T19:30+01:00,1272.7,4478,2652.7,4700.3,395.3,520.9,5031.7,22.3,26.8,2430.7,194.8,976.1,4560.7,43801.5,28.9,54971.8
2026-01-01T19:45+01:00,1274,4433.8,2565.4,4637,395.3,538.9,5035.8,22.2,22.9,1773.3,194.9,1002.8,4647.9,43902.3,30.6,54628.2
2026-01-01T20:00+01:00,1277,4370.9,2494.3,4546.7,395.5,528.8,4577.3,22.2,29.9,650.5,195,1013.1,5397.6,43922.6,28.9,53778.2
2026-01-01T20:15+01:00,1308.3,4385.4,2436.9,4481.1,395.3,528,4550.5,22.2,39.3,397.6,195.1,1000.5,5621,44156.2,16.4,53233
2026-01-01T20:30+01:00,1263.4,4371.1,2424.2,4382.7,395.3,546.8,4533.2,22.1,20.4,252.4,195.1,987.7,5658.5,44359.4,15.4,52613.3
2026-01-01T20:45+01:00,1175.8,4358.7,2421.4,4349.1,395.3,572.2,4523.5,22.2,21.1,173.7,195.1,991.6,5627.7,44269.3,15.2,52174
2026-01-01T21:00+01:00,1142.8,4291.4,2462,4208.4,396.1,588.6,4481.1,22.2,36.3,585.4,195.3,1000.2,5628.3,43438.1,15,52023.7
2026-01-01T21:15+01:00,1136.8,4266.1,2453.6,4127.7,395.3,586.8,4481.3,22.2,66.8,737.3,195.3,1004.8,5615,43141.9,13.8,51674.6
2026-01-01T21:30+01:00,1131.2,4255.9,2453.5,4087.3,395.3,571.7,4479,22.2,62.2,678.3,195.2,1001.2,5546.8,42947.8,13.5,51135.2
2026-01-01T21:45+01:00,1138.5,4253.3,2444.5,4118.2,395.3,566,4484.4,22.2,29.3,647.5,195.3,1005.5,5477.5,42618.1,16,50866.3
2026-01-01T22:00+01:00,1128.8,4215.4,2521.7,4156.5,395.8,575.6,4587.7,22.3,28.9,1314.5,195.4,1004.1,5157.2,40569.9,0,50678.4
2026-01-01T22:15+01:00,1135.9,4220.6,2463.3,4215,395.3,563,4574.3,22.4,14.1,1089.2,195.7,997,5099.1,40812.1,0,50164.5
2026-01-01T22:30+01:00,1140.6,4198.4,2475.4,4234.6,395.3,591.8,4602.4,22.3,13.2,384.7,195.4,998.3,4965.2,40990.3,0,49757
2026-01-01T22:45+01:00,1130.6,4172.8,2434.1,4351.5,395.5,619.2,4564.5,22.4,12.6,204.8,195.9,1002.4,4545.5,41139,0,48842.4
2026-01-01T23:00+01:00,1129.4,4121.4,2501.1,4395.3,395.6,635.6,4326.5,22.5,13.7,328.5,197.9,992.5,4186,40982.1,0,48941
2026-01-01T23:15+01:00,1128.7,4097,2418.1,4399.2,395.3,641.7,4286.2,22.6,13.8,70.4,198.2,1001.4,4117.4,41064.2,0,48408.9
2026-01-01T23:30+01:00,1126.5,4068.6,2478.8,4388.5,395.3,637.6,4258.6,22.7,13.4,45.1,198.3,1005.5,4073,41129.3,0,47746.5
2026-01-01T23:45+01:00,1123.8,4066.5,2465.6,4465.9,395.3,650.4,4362.1,22.7,12.6,35.9,208.4,998.7,3758.6,41069,0,46815.5
2026-01-02T00:00+01:00,1118.4,4013.3,2618.7,4302.5,396.8,546.1,4489.1,22.7,13.2,63.3,218.5,992.1,3816.5,41192.1,0,46507.9
2026-01-02T00:15+01:00,1093.2,4006.1,2680.4,4413.2,396.9,633.7,4711.9,22.6,14,1.1,218.5,978.6,3808.8,41341.7,0,45833.7
2026-01-02T00:30+01:00,1089,3999.5,2709.4,4503.6,396.9,633,4676.7,22.6,13.4,597.3,218.4,985.3,3800.7,41315.9,0,45245.6
2026-01-02T00:45+01:00,1107,3995.5,2676.4,4618.3,396.9,602.1,4680,22.6,12.6,1.2,218.4,981,3771.9,41383.7,0,45021.2
2026-01-02T01:00+01:00,1104.5,3959.8,2723.1,4650.6,396.9,574.9,4489.2,22.6,4.3,11.1,218.3,975.7,3801.6,41443.1,0,44974.4
2026-01-02T01:15+01:00,1110,3941.9,2662.9,4629,396.9,553.3,4504.7,22.6,4.2,0.3,218.3,970.2,3857.1,41494.5,0,45048.9
2026-01-02T01:30+01:00,1111.3,3930.3,2650,4567.9,396.9,572.8,4518.2,22.6,3.5,0.2,218.4,958.3,3982.3,41539.1,0,44733.3
2026-01-02T01:45+01:00,1112.4,3921.2,2658.8,4619.8,396.9,589.5,4570.1,22.5,3.7,0.2,218.5,951.7,4020.4,41453.9,0,44776.5
2026-01-02T02:00+01:00,1113.6,3909.7,2702.6,4679.8,396.9,581.3,4431.2,22.4,4.5,1,218.4,914,4286.4,41471.9,0,44154.8
2026-01-02T02:15+01:00,1113.4,3909.1,2673.6,4716.6,396.9,533.7,4433.2,22.5,4.2,0.1,218.5,951.5,4338.2,41579.5,0,44195.5
2026-01-02T02:30+01:00,1120.5,3911.4,2692.4,4773.2,396.9,511.3,4444.5,22.5,4,0.2,218.4,963.3,4421.5,41516.6,0,44079.9
2026-01-02T02:45+01:00,1116,3916.8,2675.7,4806.5,396.9,544.2,4478.7,22.5,3.6,0.2,218.4,969,4481.1,41259.5,0,43937.5
2026-01-02T03:00+01:00,1106.1,3901.6,2672.4,4736.3,396.9,555.9,4524.1,22.4,4.6,4.3,218.5,957.6,4464.8,40929.1,0,43902.2
2026-01-02T03:15+01:00,1105.7,3925.3,2665.1,4757.7,396.9,590.7,4533.3,22.4,4.4,0.2,218.4,967.8,4461.9,41037.2,0,43744.2
2026-01-02T03:30+01:00,1115.7,3929.2,2673,4802.7,396.9,575.4,4549.4,22.4,4.5,0.2,218.5,972.4,4466.9,40827.9,0,44043.9
2026-01-02T03:45+01:00,1108.4,3932.8,2672.7,4818.2,396.9,585.5,4658.5,22.4,5.3,0.2,218.5,962.2,4445,40430.2,0,44306.7
2026-01-02T04:00+01:00,1107.7,3941,2748.6,4663.2,396.9,586.3,4824,22.3,5,21.8,218.3,964.1,4675.8,40100.6,0,44807.6
2026-01-02T04:15+01:00,1109.4,3951.9,2709.4,4531.1,396.9,583.8,4848.9,22.3,6,78.6,218.3,963.4,4619.5,39542.2,0,44953.4
2026-01-02T04:30+01:00,1105.1,3966.3,2714.8,4489.8,396.9,586.5,4896.2,22.3,6.4,41,218.5,967.3,4597.6,39231.1,12,45409.5
2026-01-02T04:45+01:00,1119.4,3980.3,2707.6,4494.8,396.9,540.5,4988.3,22.2,5.6,56.9,218.5,967.9,4646.5,38914.9,12.4,45724.8
2026-01-02T05:00+01:00,1105.1,4006.2,2701.1,4546.4,396.9,534.5,5086.9,22.2,14.3,1.1,218.6,963.4,4601.9,38790.9,11.9,46163.1
2026-01-02T05:15+01:00,1098.3,4008.3,2703.1,5020.3,396.9,544.5,5339.5,22.2,13.5,0.4,218.5,971.2,4603.5,38798.4,12.3,46481.3
2026-01-02T05:30+01:00,1095.3,4011.9,2729.8,5133.9,396.9,581.1,5594.7,22.1,14.1,0.4,218.5,977.6,4560.4,38554.6,12.5,46944.6
2026-01-02T05:45+01:00,1102.1,4048.5,2733.8,5219.9,396.9,587.3,5699.7,22.1,13.6,78.9,218.5,982.4,4576.2,37926.8,11.3,47342.4
2026-01-02T06:00+01:00,1108.2,4099.4,2718.5,5453.6,397.1,589.8,5692.5,22,13.3,108.3,218.4,967.5,4370.1,38491.7,12.2,48330.4
2026-01-02T06:15+01:00,1101.5,4138,2819.7,5567.6,396.9,569.7,5871.3,22,16.6,171.1,218.2,964.1,4275.3,38485.6,12.3,48681.1
2026-01-02T06:30+01:00,1103.7,4195.9,2867.9,5723.4,396.9,556.8,5998.8,21.9,68.6,155,218.3,956.5,4172.7,38440.4,15.2,49414.6
2026-01-02T06:45+01:00,1117.6,4219.6,2951.6,5860.3,396.9,551.1,6128.5,22,110.7,637.6,218.2,945.5,4014,38346.9,13.6,50009.4
2026-01-02T07:00+01:00,1139,4292.3,2963.8,6069.8,396.9,562.8,6532.5,21.9,96.2,411.3,218.2,1013.7,4349.5,38344.8,14.8,51618.5
2026-01-02T07:15+01:00,1138.8,4343.1,3121.9,6196,396.9,561.8,6592,21.9,123.8,655,218.2,1009.1,4302,38407.9,16.5,52375.4
2026-01-02T07:30+01:00,1137.1,4393.3,3154.9,6290,396.9,546.9,6844.5,21.9,100.4,810.1,218.5,1020.1,4228.8,38405.5,21.9,53258.3
2026-01-02T07:45+01:00,1120.1,4431.6,3314.6,6471.4,397,542.6,6963.8,21.9,104.4,1563,218.5,1023.8,3846,38558.9,25.2,53965.5
2026-01-02T08:00+01:00,1122.3,4491.1,3611.3,6391.8,396.9,550.1,7123.7,21.8,52,778.2,218.5,1046.7,4123.2,38545.9,34.1,54862.3
2026-01-02T08:15+01:00,1145,4530.9,3628.5,6295.5,397,565.6,7189.9,21.8,98.7,1343.2,218.2,1039.1,4289.9,38364.3,56.4,55201.3
2026-01-02T08:30+01:00,1141,4560.5,3597.7,6290.6,396.9,597,7263.8,21.8,27.9,1059.1,218.3,1036.6,4282.1,37878.5,140.5,56002.9
2026-01-02T08:45+01:00,1149.7,4569,3580.1,6295.2,396.9,594.6,7280.6,21.8,38.5,913.8,218.1,1022.4,4269.5,37505.8,380.2,56539.7
2026-01-02T09:00+01:00,1180.4,4579.3,3676.2,6123.7,396.9,588.5,7381.7,21.9,103.7,1284.6,218.1,1037.7,4499.5,37234.3,736.4,57425.4
2026-01-02T09:15+01:00,1175.7,4599.4,3694.7,6022.3,397,576.8,7291,21.9,196.6,1912.8,218.1,1043.5,4650.7,37408.8,1074.3,58379.4
2026-01-02T09:30+01:00,1185.1,4597,3738.7,5980.2,397,572.4,7291.8,22,212.6,2044,217.8,1029,4603.9,37773.3,1513,58567.6
2026-01-02T09:45+01:00,1140.6,4591.3,3828.5,5842.7,396.9,565.6,7283.2,21.7,195.8,1983.6,217.9,1020.5,4646.6,38035.4,1894.4,58788.3
2026-01-02T10:00+01:00,1170.4,4533.2,3835.8,5355.9,398.1,578,7226.7,21.8,198.7,1259.1,218,1035.6,4700.6,38766.5,2236.9,60295.3
2026-01-02T10:15+01:00,1145.1,4517.4,3782.6,5036.1,396.9,584.6,7263.6,22,117.3,834.2,217.8,1035.6,5104.7,39171.2,2632.6,61176.5
2026-01-02T10:30+01:00,1143.8,4441.7,3694.6,4853.7,397.1,607.2,7277,22.1,31.5,668.9,217.9,1052.6,4946.4,39182.1,3101.1,61330.8
2026-01-02T10:45+01:00,1147.2,4400.1,3883.6,4622.5,396.9,587.3,7303.7,22.2,23.6,830.5,217.8,1079.5,5158.7,39013,3580.8,61303
2026-01-02T11:00+01:00,1137.3,4368.1,4074.3,4503.3,397.6,582.9,7264.9,22.4,30.7,2163.1,217.8,1076.3,5306.1,38717.6,3998.7,61552.5
2026-01-02T11:15+01:00,1130.6,4368.5,4182.3,4358.4,396.9,576.8,7314.7,22.4,23.1,962.8,217.8,1062.8,4901.1,38643.4,4470.7,61864.2
2026-01-02T11:30+01:00,1140.1,4351.6,4169.7,4284.6,396.9,578.8,7307.3,22.4,36.5,615.6,217.9,1047.6,5236.9,38546.5,4853.4,62441.7
2026-01-02T11:45+01:00,1137.2,4348.9,4177.1,4292.6,396.9,607.9,7315,22.4,74.9,590.9,217.8,1036.1,5884.2,38545.1,5041.2,62605.7
2026-01-02T12:00+01:00,1133.6,4249.9,4213.1,4354,397,616.6,7359.6,22.4,196.9,415.7,217.9,1028.1,6236.6,38538.8,5098.7,63100.5
2026-01-02T12:15+01:00,1138.9,4207.6,4145.8,4345.5,396.9,603,7370.8,22.3,127.1,238.3,217.9,1036.6,6386.5,38507,5070.6,63139.1
2026-01-02T12:30+01:00,1143.6,4198,3989.1,4406.6,396.9,596.5,7378.9,22.3,39.1,155.7,217.9,1041.2,6374.5,38509.3,5023,62902
2026-01-02T12:45+01:00,1137.9,4196,3830.5,4762.7,396.9,589.4,7243.5,22.3,119.1,81.1,217.8,1057,6118,38525.6,4977,63110
2026-01-02T13:00+01:00,1145.6,4187.7,3614.5,5158.1,397,584.8,7272.8,22.3,96.3,81.6,217.7,1061.3,5652,38674.6,4976.9,62381.5
2026-01-02T13:15+01:00,1141.5,4187.2,3521,5380.3,396.9,575.6,7258.7,22.3,47.7,149.7,217.5,1050.8,5563.8,39093.2,4802.7,62024.5
2026-01-02T13:30+01:00,1144,4185.2,3535.7,5481.6,397.3,590.2,7363.9,22.2,126.3,163.6,217.6,1044.9,5362.1,38995.7,4578.2,61916.7
2026-01-02T13:45+01:00,1135.7,4191.6,3528.4,5625.1,396.9,590.9,7408.2,22.2,47.4,152.1,217.7,1071.5,5240.4,38406.5,4391.8,61251.3
2026-01-02T14:00+01:00,1142.1,4214.8,3565.3,5655.5,396.9,583.4,7565.3,22.2,28.6,161,217.8,1062,5050.5,38314.2,4054.8,61263.9
2026-01-02T14:15+01:00,1135.8,4245.3,3548.1,5638.3,397,572.4,7571.6,22.2,17.7,164.9,218,1064.3,4820.3,38546.8,3692.4,60789
2026-01-02T14:30+01:00,1137,4283.7,3535.5,5702.8,397.4,565.5,7657.4,22.2,17.6,160.2,217.9,1056.8,4775.9,38468,3283.5,60654.5
2026-01-02T14:45+01:00,1141.6,4305.5,3633.7,5762.7,396.9,564.4,7820.7,22.2,18.3,166.9,218.3,1059.6,4478.1,38279.2,2811.6,60636.1
2026-01-02T15:00+01:00,1137.8,4369.9,3669.6,5770.6,397,562.3,8165.2,22.2,32.1,579.8,218.1,1059.5,4113.6,38193,2291.4,60661.1
2026-01-02T15:15+01:00,1150.4,4424.2,3738.8,5876.9,396.9,550.8,8185.2,22.2,19,605.9,218,1056.6,4155.8,37763.2,1691.9,60610.3
2026-01-02T15:30+01:00,1156.8,4508,3795.5,5886.7,396.9,531.8,8210.9,22.2,110.1,1640.9,218.1,1033,4155.1,37766.4,1149.8,60941.9
2026-01-02T15:45+01:00,1164.1,4576.7,3924.9,5975.9,397,531,8078.7,22.2,96.5,2027.5,218.2,1046.2,4053.4,37506.6,673.6,60974.7
2026-01-02T16:00+01:00,1186,4707.7,4085.2,5940.4,396.9,530.2,8261.1,22.2,26.5,3025.3,218.3,1060.7,4371.7,37244.6,307.3,61215.5
2026-01-02T16:15+01:00,1186.5,4748.7,4130.8,5946.5,396.9,522.9,8301,22.3,64.5,2086.1,218.4,1060.9,4512,37293.8,100.4,61571.5
2026-01-02T16:30+01:00,1194.5,4779.6,4129.5,5971.1,397,554.3,8396.4,22.4,52.2,3130,218.3,1064.5,4398.3,37484.5,41.9,61911.7
