Date (GMT+1),Hydro Run-of-River,Biomass,Fossil brown coal / lignite,Fossil hard coal,Fossil oil,Fossil coal-derived gas,Fossil gas,Geothermal,Hydro water reservoir,Hydro pumped storage,Others,Waste,Wind offshore,Wind onshore,Solar,Load
,Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW)
2026-02-17T08:30+01:00,1688.5,4652.9,12576.1,6418.3,428.4,602.5,15525.8,14.7,294.1,2365.1,317.3,1200.6,3341,11699.1,1942.9,70731.2
2026-02-17T08:45+01:00,1688.8,4647.7,12551.3,6409.6,428.4,598.4,15533.6,14.7,254.6,2320,317.6,1201.5,3223.5,11585.9,2649.6,70990.1
2026-02-17T09:00+01:00,1701.6,4634.4,12571.5,6417.5,429.1,593.6,15593.4,14.7,231,2429.4,318.3,1226.1,3079.9,11582.6,3471.7,70577.7
2026-02-17T09:15+01:00,1660.9,4625.1,12559.4,6400.7,428.4,595,15533.9,14.7,220.7,2881.7,319.1,1216.2,2962.3,11683.1,4212.7,71104.9
2026-02-17T09:30+01:00,1666.6,4623.8,12580.9,6394,428.4,590.9,15534.8,14.7,266,2973,319.5,1210.9,2789.9,11604,5131,71610.5
2026-02-17T09:45+01:00,1658.9,4624.2,12571.1,6405.8,428.6,604,15445.5,14.7,263.1,1939.5,319.5,1209.6,2660.4,11464.6,5885.4,71913.9
2026-02-17T10:00+01:00,1635.5,4567.9,12570.3,6290.5,428.7,608.6,15530,14.7,220.1,3019.8,320.7,1205.8,2222.5,11274.5,6902.5,71462.3
2026-02-17T10:15+01:00,1628.1,4557.4,12534.2,6270,428.4,611.6,15465,14.7,98.2,1537.3,321.7,1216.8,2281.7,11199.7,7778.6,71562.4
2026-02-17T10:30+01:00,1633.9,4531.1,12532.8,6190,428.6,603.8,15426.6,14.7,117.6,1062.7,321.3,1220.5,2283.9,11073.6,8723.6,71953.5
2026-02-17T10:45+01:00,1638.5,4517.9,12482,6152.8,428.4,613.2,15437.4,14.7,170.7,901.8,319.4,1219.5,1794.9,11062.6,9483.5,72486.7
2026-02-17T11:00+01:00,1621.2,4479.7,12501.3,6076.5,428.4,601,15213.7,14.7,212.2,1009.9,319.5,1191,1526.8,10929.2,10346.1,71999.4
2026-02-17T11:15+01:00,1616.2,4471.5,12474.6,6064.3,428.4,600.5,15197.9,14.7,227.1,699.7,319.2,1227.3,1474.3,10761.9,11066.6,71984.5
2026-02-17T11:30+01:00,1602.7,4465.4,12392.9,6050.1,428.6,600.8,15101.4,14.7,251.8,874.7,319.2,1233.8,1512.8,10559,11475.8,71734.9
2026-02-17T11:45+01:00,1597.7,4463.4,12403.9,6028.1,428.4,612.8,15078,14.7,260.6,1170.9,319.2,1232.3,1328.5,10502.4,11832.3,71947.9
2026-02-17T12:00+01:00,1598.2,4417.5,12432.9,5909.5,428.4,597.3,14982.6,14.7,110.6,2095.3,318.7,1221.3,1235,10800.1,12343.3,71297.1
2026-02-17T12:15+01:00,1617,4386.2,12420.6,5920.9,428.4,594.5,15012.3,14.7,128.8,1149.8,318.8,1241.3,1218.9,11017.8,12641.9,71513.7
2026-02-17T12:30+01:00,1594.9,4368.1,12381.7,5923.4,428.6,592,14914.1,14.7,66.8,706,319.7,1232.3,1178.7,11476.5,13079.9,70999.5
2026-02-17T12:45+01:00,1589.3,4365.6,12392.4,5922.4,428.4,607.1,14791.5,14.7,40.7,387.3,319.5,1233.3,1083.9,11782.6,13138.7,70444.3
2026-02-17T13:00+01:00,1601.6,4342.9,12406.3,6009.5,428.4,622.8,14651.3,14.7,42.9,267.3,319.1,1163.6,1291.1,12150.8,12888.9,70398
2026-02-17T13:15+01:00,1625.8,4364.3,12386.5,6078.4,428.6,620.9,14568.5,14.7,42.4,244.7,319,1184.9,1483.8,12235.7,12666,70179
2026-02-17T13:30+01:00,1617.2,4356.4,12397.5,6183,428.4,627,14422.7,14.7,44,178.3,319.3,1226.7,1640,12265.4,12380,69719.6
2026-02-17T13:45+01:00,1630.4,4348.4,12388.1,6166.6,428.6,622.6,14120.8,14.7,43,110.2,319.2,1220.4,2016,12419.7,12127.3,69705.4
2026-02-17T14:00+01:00,1624.1,4328.2,12336.1,6211.7,428.4,609,14057.2,14.7,42.7,119.4,318.7,1221.5,2217.5,12807.4,11762.1,69059.6
2026-02-17T14:15+01:00,1618.3,4337.8,12355.1,6250.6,428.4,592.8,14355.1,14.7,42.4,253.4,318.6,1222.4,2390.2,13126,11218.4,69156.4
2026-02-17T14:30+01:00,1627.9,4338.7,12315.8,6285.3,428.4,605.3,14378.1,14.7,41.4,211.2,318.4,1227.7,2671.1,13196.3,10610.2,68926.3
2026-02-17T14:45+01:00,1628.6,4350.9,12347.1,6253.8,428.5,597.8,14514.5,14.7,38.4,110.8,318.4,1220.9,2864.4,13462.8,10132.6,68660.8
2026-02-17T15:00+01:00,1605.4,4353.3,12502.5,6349.9,428.4,597.9,14596.5,14.7,34.2,137.8,318.8,1232.6,2922.2,13773,9233.9,68315
2026-02-17T15:15+01:00,1612.5,4354.5,12577.5,6448.3,428.7,601.3,14612.4,14.7,31.9,116.4,319.3,1238.8,3234.8,13902.2,8495.6,67769.1
2026-02-17T15:30+01:00,1614,4370.5,12703.2,6471.9,428.5,594.2,14575.1,14.7,33.4,148.9,319.3,1238.3,3258.3,14110.1,7370.8,68003.1
2026-02-17T15:45+01:00,1601.3,4387.8,12634.5,6485.5,428.7,593.9,14674.5,14.7,88.5,231.6,319.5,1237.2,3191.6,13915.2,6207.9,68136.3
2026-02-17T16:00+01:00,1595.7,4446.5,12663.8,6557.2,428.4,603,14747.5,14.7,153.2,399.5,319.4,1244.3,3015.2,14237.3,4975.5,68468.9
2026-02-17T16:15+01:00,1592.6,4481.4,12707,6671.1,428.6,602.8,15176.4,14.7,62.1,342.4,319.8,1278,2662.9,14715.3,3779.1,67521
2026-02-17T16:30+01:00,1594.9,4516.1,12737.9,6769,428.4,611.1,15404.7,14.7,69.9,811.2,320.5,1289.5,2404.9,15429.9,2671.5,67824.8
2026-02-17T16:45+01:00,1590.6,4540.4,12781.6,6820.7,428.5,569.5,15548.2,14.7,170.8,1416.7,320.5,1295.9,2252.1,15610.3,1801.6,68398.2
2026-02-17T17:00+01:00,1602.2,4590.2,12888.2,7059.6,428.6,574.9,15818.4,14.7,223.7,1458.2,320.8,1312.6,2146.5,15931.3,968.4,69022.8
2026-02-17T17:15+01:00,1606.4,4620.8,12805.5,7076.2,428.9,603,15854.6,14.7,301.8,2006.7,321,1311.3,1991.8,16474.6,370.3,69433.3
2026-02-17T17:30+01:00,1614.3,4641,12869.1,7117.3,428.4,588,15850.5,14.7,269.6,2381.4,320.9,1308.2,1827.8,17001.5,66.6,69836.3
2026-02-17T17:45+01:00,1590.8,4655.2,12915.4,7163.5,428.4,556,15894.3,14.7,303.7,2586.7,321.2,1309.7,1941.4,17236.3,9.4,70638.1
2026-02-17T18:00+01:00,1576.3,4666.7,12913.8,7367.5,428.4,521.7,16037.5,14.7,162.2,2400.9,321.5,1321.4,2192.4,17580,0.9,71404.9
2026-02-17T18:15+01:00,1554.9,4672.9,12945.4,7374.2,428.4,493.3,15974.2,14.7,114.5,2235.5,321.2,1322.4,2380.5,17820.4,0.4,71709.2
2026-02-17T18:30+01:00,1543.9,4675.5,12929.8,7398.8,428.4,515.3,15965.1,14.7,99.4,2954.7,321,1320.2,2510.8,17819.7,0.4,72226
2026-02-17T18:45+01:00,1540.4,4681.7,12935.3,7396.4,428.4,474.3,15969.9,14.7,93.8,2819.2,321.1,1320.6,2925.6,17888.6,0.3,71990.6
2026-02-17T19:00+01:00,1540.4,4653.9,12988.4,7404.5,428.4,475.9,15958.6,14.7,92.1,2580.8,321.1,1322.3,3303.6,17934.3,0.3,71596.3
2026-02-17T19:15+01:00,1524.8,4644.8,13023.7,7410.5,428.4,476.3,15933.6,14.7,70.6,2225.7,320.8,1310.1,3470.1,18145.6,0,70941.5
2026-02-17T19:30+01:00,1536.5,4638.8,13018.6,7423.2,428.4,476.1,15799.2,14.7,61.3,1485.5,320.8,1309.4,3458.1,18349.2,0,70648.8
2026-02-17T19:45+01:00,1534.6,4631.2,13035.6,7409.8,428.6,492.9,15834.1,14.7,60.5,1098.1,320.8,1306.8,3628.3,18439.8,0,69865
2026-02-17T20:00+01:00,1512.6,4572.8,13011.4,7263.9,428.5,468,15863.1,14.7,89.4,1527.4,320.9,1304.1,3900.9,18511.4,0,68688.4
2026-02-17T20:15+01:00,1506.6,4551.1,12971.3,7231.2,428.4,484.3,15789.4,14.7,50,1277.7,320.9,1305.8,4303.8,18652.4,0,67488.1
2026-02-17T20:30+01:00,1512.6,4517.1,12964.2,7189.9,428.4,495.4,15747,14.7,56.2,554.6,320.8,1308.8,4875.5,18731.7,0,67051.2
2026-02-17T20:45+01:00,1517.8,4504.3,12954.4,7170.2,428.6,500.4,15701.4,14.7,33.9,128.7,320.9,1298.5,5126.1,18809.3,0,66375.8
2026-02-17T21:00+01:00,1525.9,4450.6,12908.3,7082.9,428.9,479.9,15421.2,14.7,101.3,227.7,320.9,1291.4,5322.6,18742.5,0,65979.9
2026-02-17T21:15+01:00,1525.5,4432.8,12881,7021.3,428.4,456.5,15386.3,14.7,51.6,124.2,320.9,1290.5,5351.8,18531.2,0,65393.8
2026-02-17T21:30+01:00,1531,4415.2,12899.6,6868.5,428.4,471.4,15207.9,14.7,36.1,126,320.8,1288,5372.1,18550,0,64652.5
2026-02-17T21:45+01:00,1540.9,4418.4,12857,6514,428.5,448.3,15218.7,14.7,17.7,301.1,320.8,1291.6,5385.4,18139.9,0,63542.1
2026-02-17T22:00+01:00,1555.4,4372.7,12790.4,6132.6,428.8,419.4,15197.6,14.7,19.1,494.3,320.5,1299.4,5293.9,17472.5,0,62414.6
2026-02-17T22:15+01:00,1543.8,4359.7,12758.1,6065,428.4,399.1,15156.7,14.7,17.4,357.5,320.6,1290.7,5302.4,17629.8,0,61505.7
2026-02-17T22:30+01:00,1550.4,4356.6,12749.2,6020.8,428.4,415.2,15069.7,14.7,16.1,303.8,320.6,1291.4,5171.9,17749.1,0,60639.2
2026-02-17T22:45+01:00,1541.4,4344.4,12735.3,6027.6,428.5,410.5,14901.4,14.7,15.6,341.3,320.2,1294.7,4820.1,17485.8,0,59883.3
2026-02-17T23:00+01:00,1547.2,4328.6,12757.7,5968.6,428.6,441.6,14427.9,14.7,15.1,188,319.9,1298.3,4778.4,17396.4,0,58763.3
2026-02-17T23:15+01:00,1540.1,4316.2,12743.9,5934.7,428.4,450.8,14344.5,14.7,14.5,177.3,319.9,1302.3,4598.8,17322.8,0,57843.1
2026-02-17T23:30+01:00,1536.5,4312.7,12658.5,5927.4,428.4,410.6,14295,14.7,14.8,159.8,319.8,1308.7,4440,16950.6,0,56975.2
2026-02-17T23:45+01:00,1533,4300.9,12636.5,5967,428.4,415.4,14392,14.7,14,226.5,320,1303.3,4290.9,16572.4,0,56136.9
2026-02-18T00:00+01:00,1536.6,4257.9,12720.4,5990,428.6,454.1,15501.1,14.7,14.1,38.6,319.9,1264,4036.4,16217.8,0,55608.5
2026-02-18T00:15+01:00,1543.8,4242.6,12738.3,5974.2,428.4,395.4,15566.1,14.7,13.7,10.5,319.4,1265.5,3822.1,15929,0,54788.5
2026-02-18T00:30+01:00,1546.2,4214.9,12717,6055.8,428.5,404.5,15448.7,14.7,14.2,17.3,318.6,1255.4,3789,15924.4,0,54786.5
2026-02-18T00:45+01:00,1533.5,4201.8,12708.3,6123.9,428.4,410,15288.1,14.7,13.4,44,319.3,1263.3,3631,15569.8,0,54316
2026-02-18T01:00+01:00,1535.2,4168.3,12747,6065.4,428.9,412.1,15208.4,14.7,14.8,124.2,319.1,1250.5,3416.5,15258.5,0,53994.1
2026-02-18T01:15+01:00,1537.8,4161.3,12742.6,6070.4,428.4,409.8,15130.4,14.7,14.8,50,318.9,1247.6,3266.8,14896.1,0,53471.6
2026-02-18T01:30+01:00,1538.3,4162.1,12748.6,6014.8,428.4,404.7,15131.8,14.7,38.6,33.8,318.8,1267.9,3212,14617.1,0,52925.3
2026-02-18T01:45+01:00,1542.7,4140.3,12691.4,6039,428.4,419.9,15183.6,14.7,71.5,9,318.8,1256.3,3017.4,14398.1,0,52584.8
2026-02-18T02:00+01:00,1546.9,4131.1,12452.4,5997,428.4,417.9,15080.8,14.7,55.9,7,318.8,1247.1,2735.2,14360.6,0,52751.4
2026-02-18T02:15+01:00,1550,4160.7,12159.3,5951.3,428.4,392,14982,14.7,105.7,7.4,318.8,1252.3,2519.1,14169.6,0,52493.3
2026-02-18T02:30+01:00,1552.7,4169.2,11915.4,5865.2,428.4,413.7,14924,14.7,86.6,4.9,318.8,1252.9,2385.8,13877,0,52458.8
2026-02-18T02:45+01:00,1543.3,4155.9,11874.4,5711.8,428.4,409.2,14959.4,14.7,99.5,5.1,318.5,1251.2,2205.5,13442,0,52809.8
2026-02-18T03:00+01:00,1541.3,4147.3,11720.7,5668.7,428.5,391.1,15259.3,14.7,108.2,10.1,318.6,1235.3,2060.3,12929.5,0,52566
2026-02-18T03:15+01:00,1532.6,4134.3,11714.9,5593,428.4,406.8,15253.5,14.7,107.9,8.4,318.6,1239.9,1896.3,12507.9,0,52395.3
2026-02-18T03:30+01:00,1535.6,4151.9,11917.8,5568.1,428.4,406.6,15311.6,14.7,109.2,16.8,318.5,1238.3,1756.1,12053.6,0,52382
2026-02-18T03:45+01:00,1524.6,4152.7,12241.6,5568.9,428.4,404.8,15288.7,14.7,123.7,68.6,318.6,1222.1,1644.5,11528.6,0,52490.7
2026-02-18T04:00+01:00,1522.3,4158.5,12491.9,5709.9,428.4,413.4,15630.4,14.7,112.6,30.3,319.2,1220.7,1559.3,11007.6,0,53621.4
2026-02-18T04:15+01:00,1518,4159.4,12559.1,5788.6,428.4,406.2,15749.5,14.7,35.1,2.2,319.4,1210.4,1517.6,10275.5,0,53814.5
2026-02-18T04:30+01:00,1514.2,4171.3,12589.9,5974.7,428.4,434.2,15825.6,14.7,79.1,0.4,319.7,1230,1390.5,9704.1,0,53782.6
2026-02-18T04:45+01:00,1522.3,4176.9,12581.7,6120.7,428.4,421.6,15986.8,14.7,70.7,0.4,319,1230.3,1262.8,9182.5,0,54231.3
2026-02-18T05:00+01:00,1512.7,4204.5,12719.3,6283.4,428.4,422.6,16280.6,14.7,155.8,0.5,318.7,1217.8,1216.3,8513.4,0,55648.7
2026-02-18T05:15+01:00,1509.1,4214.4,12747.9,6591.8,428.5,438,16397.4,14.7,177.2,0.4,319.1,1201.7,1158.9,7864.2,0,56275.9
2026-02-18T05:30+01:00,1510.5,4225.1,12771.2,6777.9,428.4,410.5,16513.8,14.7,209.1,3.1,319.3,1217.5,1096,7288.9,0,57369.3
2026-02-18T05:45+01:00,1525.9,4244.1,12838.7,6895.9,428.4,407.3,16679.8,14.7,354.4,97.2,319.4,1215,1000.7,6800.8,0,58682.3
2026-02-18T06:00+01:00,1532.6,4290.3,12862.4,7110.3,429,410.6,16964.9,14.7,283.3,386.4,320.2,1228.6,869.6,6508.2,0,61105.5
2026-02-18T06:15+01:00,1540.9,4325.7,13088.7,7242,428.5,417,17073.3,14.7,291.7,907.5,320.6,1224,750.4,6155.2,0,63419.9
2026-02-18T06:30+01:00,1581.2,4347.5,13225.7,7440.2,428.4,424.2,17192.1,14.7,272.7,2500.9,320.5,1234.3,654.9,5683.9,0,64657.6
2026-02-18T06:45+01:00,1573.2,4384.1,13242.1,7474.7,428.5,409.6,17372,14.7,198.5,3544.5,320.8,1226.9,555.9,5316.4,0,65737.2
2026-02-18T07:00+01:00,1566.6,4439.9,13150,7530.5,428.5,416.3,17605.3,14.7,447.1,4877.4,320.9,1240.4,466.5,5018,2.6,68036.9
2026-02-18T07:15+01:00,1558.7,4476.2,13214.1,7629.7,428.4,422.6,17760.8,14.7,512.6,5017.4,321.2,1249.9,455.2,4714.2,32.5,68396.4
2026-02-18T07:30+01:00,1564.5,4507,13199.3,7640.1,428.4,412,17780.9,14.7,463.8,4923.1,321.4,1240.6,456.9,4459.2,274.2,69114.6
2026-02-18T07:45+01:00,1570,4531.9,13209.7,7706.1,428.4,419.7,17787.5,14.7,297,5098.7,321.1,1244.3,442.6,4206.3,840.7,70191.1
2026-02-18T08:00+01:00,1582.3,4581.3,13065.4,7729.1,428.5,476,17796.5,14.7,277.7,5148.5,321.2,1237.8,418.5,3949.8,1504.2,71074
2026-02-18T08:15+01:00,1598,4613,13031.9,7725.2,428.4,488.4,17713.1,14.7,281.4,5173.4,320.4,1240,393.9,3718.6,2319.1,71729.7
2026-02-18T08:30+01:00,1593.2,4631.8,13023.2,7730.2,428.4,475.6,17599,14.7,355.7,4996.9,320.3,1218.5,363.6,3443.4,3200.3,72348.1
2026-02-18T08:45+01:00,1597.9,4644.6,13023.1,7740.1,428.4,420.6,17549.9,14.7,337,4898.3,320.2,1228.3,311.7,3111.7,4110.3,72457.2
2026-02-18T09:00+01:00,1590.8,4620.9,13010,7742.6,428.6,387.6,17470.5,14.7,266.6,5082,320.3,1240.2,270.3,2810.9,5027.8,72188.7
2026-02-18T09:15+01:00,1599.7,4610.9,12946.8,7747.9,428.4,399.7,17397.7,14.7,363.5,3775.9,320.1,1245.1,262.3,2517.9,6040,72649.4
2026-02-18T09:30+01:00,1586.8,4583.7,12721.6,7725.2,428.4,405.9,17123.6,14.7,414.9,3143.7,318.4,1216.1,275.9,2228,6986.7,71758.5
2026-02-18T09:45+01:00,1603.7,4585,13058.2,7721.7,428.4,431.1,17092.2,14.7,164.3,2560.6,320.1,1180.2,293.4,2047.4,8068,72313.6
2026-02-18T10:00+01:00,1608.5,4542.6,13081,7537.7,428.6,404.2,17283.2,14.7,255.5,2418.8,320.2,1202.3,308.1,1943.9,9136,72798.3
2026-02-18T10:15+01:00,1606.1,4532.3,13135.3,7488.8,428.4,398.6,17108.5,14.7,101.1,1713.9,320.3,1195.8,318.1,1870.2,10260.3,72860
2026-02-18T10:30+01:00,1583.7,4505.3,13145.2,7490.6,428.4,422,17048.4,14.7,80.9,852.3,320.2,1211.4,311.7,1849.3,11615.3,73133
2026-02-18T10:45+01:00,1585.9,4491.5,12989.5,7480.1,428.4,422.7,16899.6,14.7,38.8,705,320.2,1238,361.4,1802.3,12966.1,73639.5
2026-02-18T11:00+01:00,1584,4439.3,12870.2,7362.7,428.4,393.4,16251,14.7,77.6,694.3,320.2,1245.8,405.7,1760.2,14365.7,73299.8
2026-02-18T11:15+01:00,1566.7,4440.5,12836.7,7275.4,428.5,399.8,15836.6,14.7,57.3,420.5,320.3,1259.1,417.1,1744.5,15568.2,74002.6
2026-02-18T11:30+01:00,1548.1,4436.7,12941.3,7022.8,428.4,422.5,15545.4,14.7,33.8,605.3,319.9,1267.5,433.5,1817.5,16442.5,74388.2
2026-02-18T11:45+01:00,1563.4,4437.9,12885.6,6753.4,428.4,434.4,15365.7,14.7,34.3,484.7,319.9,1260.8,408.1,1915.2,17212,74198.7
2026-02-18T12:00+01:00,1571.9,4373.2,12752.7,6487.3,428.4,407.6,15330.6,14.7,32.6,408.8,319.8,1262,396.5,1913.2,17997.5,73864.8
2026-02-18T12:15+01:00,1568.4,4356.9,12737.6,6251.3,428.4,404.9,14932.4,14.7,30.1,302.1,319.9,1243.6,396.7,1910.2,18209.1,72928.1
2026-02-18T12:30+01:00,1577.7,4358.4,12730,6236.7,428.4,410.2,14756.7,14.7,31,207.5,320,1227.6,442.3,2020.9,18371.3,72923.9
2026-02-18T12:45+01:00,1584.7,4350.5,12798.5,6253.2,428.4,401.4,15093.2,14.7,31.3,168.4,320,1245.3,484.7,2072.8,18152.6,71932.4
2026-02-18T13:00+01:00,1593.5,4328.3,12686.7,6243.5,428.4,434.9,15491.3,14.7,55.5,147.1,320,1240.2,562.8,2188.1,17865.9,70641.6
2026-02-18T13:15+01:00,1594.1,4332.6,12667.5,6267.7,428.4,428.2,15621.6,14.7,50,41,319.9,1252.5,607,2332.1,17644.7,70161.8
2026-02-18T13:30+01:00,1581.9,4320.4,12729.9,6264.6,428.4,406.2,15317.5,14.7,22.1,38.4,319.8,1245.2,642.4,2453.1,17157.9,69494.2
2026-02-18T13:45+01:00,1582.4,4334.7,12741.1,6301.7,428.4,425.8,15305,14.7,22.4,33.6,319.9,1252.8,681.1,2658.4,16555.7,69093.5
2026-02-18T14:00+01:00,1595.5,4327.1,12736.5,6155.3,428.4,420,15800.9,14.7,21.5,33.3,319.8,1243.7,781.2,2832.4,15867.9,68734.3
2026-02-18T14:15+01:00,1591.9,4340.7,12771.7,6240.1,428.4,415,15971.6,14.7,21.5,59.7,319.8,1250.7,877.4,3143.5,14868.9,68358.6
2026-02-18T14:30+01:00,1580.2,4340.4,12739.1,6271.9,428.4,436.9,15957.8,14.7,20.4,81.6,319.8,1202.5,976.6,3497.3,13934.2,68036.1
2026-02-18T14:45+01:00,1588.8,4350.2,12812.6,6434.9,428.4,415.8,15910.9,14.7,20.4,142.4,319.8,1247.9,1095.5,3881.5,12945.3,68005.7
2026-02-18T15:00+01:00,1587.5,4372.3,12991.8,6575.8,429.8,410.3,15906.1,14.7,28.8,34.2,319.9,1229.5,1184.9,4294.8,11786,67973.4
2026-02-18T15:15+01:00,1576.8,4382.2,12988.7,6625.1,429.4,426.4,16048,14.7,29.8,48.2,319.8,1249.6,1238.1,4735.6,10371.1,67743.1
2026-02-18T15:30+01:00,1573.4,4391.9,12977,6853.7,429.5,429.3,16126.2,14.7,45,204.2,319.8,1253.5,1324,5284.7,8980,67389
2026-02-18T15:45+01:00,1568.8,4418.8,12819.3,7032.7,429.8,432.5,16280.2,14.7,47.3,654.4,319.8,1253.9,1451.7,5791.6,7566.1,67604.9
2026-02-18T16:00+01:00,1553.5,4499.3,12627.8,7248.8,429,432.8,16510.3,14.7,66.9,972.2,319.8,1261.4,1533.3,6193.7,5860.5,68196
2026-02-18T16:15+01:00,1544.6,4537.7,12565.2,7377.5,429.1,422.1,16614.3,14.7,201.1,1921.2,319.9,1261.2,1670.1,6659.7,4265.8,68157.1
2026-02-18T16:30+01:00,1559.8,4568.3,12534.8,7470.6,429,433.8,16622.2,14.7,254.6,2580.4,319.9,1257.2,1790,7002.1,2873.5,68315.6
2026-02-18T16:45+01:00,1557.5,4610.5,12509.2,7546.4,428.7,413.3,16628.4,14.7,213.5,4299.7,319.8,1277.1,1882.3,7476.9,1701,68502.1
2026-02-18T17:00+01:00,1553.9,4661.6,12464.2,7728,428.8,409,16675.6,14.7,173.9,4843.4,319.7,1283.9,2098.7,8119.4,841.9,69337.9
2026-02-18T17:15+01:00,1536.1,4699.2,12557.3,7745.8,440.4,425.4,16699.2,14.7,389.7,4950.9,319.7,1283.4,2311.3,8748.1,313.5,70075
2026-02-18T17:30+01:00,1528.4,4714.8,12583.3,7727.1,444.8,417.9,16710.4,14.7,545.3,5108.5,319.7,1278.4,2669.5,9355.4,70.2,71006.9
2026-02-18T17:45+01:00,1532.5,4725,12557.6,7711,459.2,430.5,16824.9,14.7,523,5240.8,319.8,1278.7,2991,9939.2,15.4,71560.6
2026-02-18T18:00+01:00,1541.7,4739.1,12483.1,7663.3,491.2,439.5,17016.2,14.7,301.8,4863.7,319.8,1287.2,3383.7,10633.7,0.3,72258.4
2026-02-18T18:15+01:00,1531,4756.8,12502.5,7613.6,505,418.9,16976.7,14.7,294,4699.2,319.7,1279.2,3787.1,11367.3,0,72817.8
2026-02-18T18:30+01:00,1528.7,4749.4,12474.6,7613.5,504.1,435.6,16926.4,14.7,300.1,3989.2,319.9,1273.9,4145,12219.4,0,73241.6
2026-02-18T18:45+01:00,1530.1,4751.5,12307.5,7630.5,517.7,432.1,16782.8,14.7,309.1,4223.8,319.9,1288.9,4332.3,13006.7,0,73008.3
2026-02-18T19:00+01:00,1525.3,4744.9,12085.3,7590.3,520.6,425.4,16456.4,14.7,165.4,2802.8,320,1289.6,4500.9,13730.8,0,72831.9
2026-02-18T19:15+01:00,1531.8,4732.7,12031,7663.4,530.5,431.5,16448,14.7,182.1,1667.9,319.8,1284.4,4786,14203.8,0,72408.4
2026-02-18T19:30+01:00,1495.2,4727.6,12030.9,7590.5,560.8,444.8,16344.7,14.7,126,748.7,320,1273.7,5063.4,14879.6,0,72088.7
2026-02-18T19:45+01:00,1489.2,4706.1,12045,7291.9,565.7,443.3,15642.8,14.7,29.5,907.5,320,1277.4,5218,15430.3,0,72015.5
2026-02-18T20:00+01:00,1488,4663.7,12032.3,6997.2,565.6,431.3,15447.4,14.7,23,542.7,320,1272.7,5442.5,15984.3,0,70259.6
2026-02-18T20:15+01:00,1493.9,4645.8,12083.2,6753.1,550.8,426.3,14670.1,14.7,14.3,164.3,320,1274.4,5593,16631.4,0,69448.9
2026-02-18T20:30+01:00,1486.9,4612.7,12145.6,6539.9,506,428.2,14184.7,14.7,13.9,235.5,320.1,1256.7,5710.5,17256.3,0,68501.6
2026-02-18T20:45+01:00,1493.6,4599.2,12115,6221.2,460.1,420.4,14052,14.7,13.9,318.6,320.1,1271.2,5817.3,17775,0,67348.8
2026-02-18T21:00+01:00,1506.8,4539.9,11950.5,5927.8,456,409.5,13727.4,14.7,12.7,443.3,320.1,1265.6,5846.6,18345.7,0,66043.4
2026-02-18T21:15+01:00,1510.2,4516.8,11892.8,5775.8,430.2,431,13734.1,14.7,12.6,290.5,320.4,1254.3,5896.4,18710,0,65564.3
2026-02-18T21:30+01:00,1512.8,4505.1,11830.6,5473.3,428.7,410.3,13615.7,14.7,13.6,263.8,321.2,1236.7,5941.4,19054.1,0,64907.4
2026-02-18T21:45+01:00,1509.9,4495.8,11729.3,5304.6,428.4,468.1,13527.6,14.7,13.4,123.9,321.3,1235.2,5976.1,19365.5,0,64187.6
2026-02-18T22:00+01:00,1504.5,4438.6,11744.7,5225.3,428.6,481.6,13256.6,14.7,12.6,419.1,321,1221.8,6012.3,19024.4,0,63230.4
2026-02-18T22:15+01:00,1502,4420.1,11654.8,5102.1,428.6,491.8,13198,14.7,14.2,553.3,321,1220.1,6068.5,19255.3,0,62782.2
2026-02-18T22:30+01:00,1506.3,4425.8,11578.6,4986.2,428.7,481.3,13044.2,14.7,13.9,101.1,320.8,1223.5,6126.2,19364.1,0,62063.1
2026-02-18T22:45+01:00,1510.6,4407.7,11404.6,4969.1,428.4,470.6,12686.7,14.7,12.9,74.6,320.8,1224.3,6209.7,19501.9,0,61283
2026-02-18T23:00+01:00,1506.5,4356,11448.2,4908.3,428.7,470.7,12295.7,14.7,13.4,82.1,320.3,1243.2,6255.9,19902.1,0,59858.7
2026-02-18T23:15+01:00,1513.7,4347.6,11388.9,4608.7,428.4,495.6,12167.3,14.7,14,107.6,320,1232.7,6279.6,20143.1,0,59394.2
2026-02-18T23:30+01:00,1518.7,4343.8,11394.3,4372.2,428.4,475.6,11985.2,14.7,13.5,84,319.9,1224,6236.8,20336.5,0,58369.7
2026-02-18T23:45+01:00,1523.9,4330.8,11374,4262.8,428.4,476.3,11805.1,14.7,13.5,73,319.9,1222.8,6185.5,20416.3,0,57756.7
2026-02-19T00:00+01:00,1535.7,4293.3,11514.8,4004.6,446,474.7,11482,14.7,5.5,123.7,319.9,1261.6,5962.3,20410.6,0,56353.8
2026-02-19T00:15+01:00,1547.7,4281,11612.7,3920.5,446.2,455.2,10805.3,14.7,5.7,193.5,319.2,1207.7,6095.4,20552.7,0,55363.4
2026-02-19T00:30+01:00,1546.1,4281.9,11662.1,3939.7,446.2,467.3,10504.4,14.7,5.2,101.6,318.9,1205.1,6226.7,20760.4,0,54860.5
