"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"29/04/2025 20:15:00 - 29/04/2025 20:30:00","BZN|PT","Without Sequence","12.53","",""
"29/04/2025 20:30:00 - 29/04/2025 20:45:00","BZN|PT","Without Sequence","12.53","",""
"29/04/2025 20:45:00 - 29/04/2025 21:00:00","BZN|PT","Without Sequence","12.53","",""
"29/04/2025 21:00:00 - 29/04/2025 21:15:00","BZN|PT","Without Sequence","35.01","",""
"29/04/2025 21:15:00 - 29/04/2025 21:30:00","BZN|PT","Without Sequence","35.01","",""
"29/04/2025 21:30:00 - 29/04/2025 21:45:00","BZN|PT","Without Sequence","35.01","",""
"29/04/2025 21:45:00 - 29/04/2025 22:00:00","BZN|PT","Without Sequence","35.01","",""
"29/04/2025 22:00:00 - 29/04/2025 22:15:00","BZN|PT","Without Sequence","33.68","",""
"29/04/2025 22:15:00 - 29/04/2025 22:30:00","BZN|PT","Without Sequence","33.68","",""
"29/04/2025 22:30:00 - 29/04/2025 22:45:00","BZN|PT","Without Sequence","33.68","",""
"29/04/2025 22:45:00 - 29/04/2025 23:00:00","BZN|PT","Without Sequence","33.68","",""
"29/04/2025 23:00:00 - 29/04/2025 23:15:00","BZN|PT","Without Sequence","17.93","",""
"29/04/2025 23:15:00 - 29/04/2025 23:30:00","BZN|PT","Without Sequence","17.93","",""
"29/04/2025 23:30:00 - 29/04/2025 23:45:00","BZN|PT","Without Sequence","17.93","",""
"29/04/2025 23:45:00 - 30/04/2025 00:00:00","BZN|PT","Without Sequence","17.93","",""
"30/04/2025 00:00:00 - 30/04/2025 00:15:00","BZN|PT","Without Sequence","12.91","",""
"30/04/2025 00:15:00 - 30/04/2025 00:30:00","BZN|PT","Without Sequence","12.91","",""
"30/04/2025 00:30:00 - 30/04/2025 00:45:00","BZN|PT","Without Sequence","12.91","",""
"30/04/2025 00:45:00 - 30/04/2025 01:00:00","BZN|PT","Without Sequence","12.91","",""
"30/04/2025 01:00:00 - 30/04/2025 01:15:00","BZN|PT","Without Sequence","22.23","",""
"30/04/2025 01:15:00 - 30/04/2025 01:30:00","BZN|PT","Without Sequence","22.23","",""
"30/04/2025 01:30:00 - 30/04/2025 01:45:00","BZN|PT","Without Sequence","22.23","",""
"30/04/2025 01:45:00 - 30/04/2025 02:00:00","BZN|PT","Without Sequence","22.23","",""
"30/04/2025 02:00:00 - 30/04/2025 02:15:00","BZN|PT","Without Sequence","12.53","",""
"30/04/2025 02:15:00 - 30/04/2025 02:30:00","BZN|PT","Without Sequence","12.53","",""
"30/04/2025 02:30:00 - 30/04/2025 02:45:00","BZN|PT","Without Sequence","12.53","",""
"30/04/2025 02:45:00 - 30/04/2025 03:00:00","BZN|PT","Without Sequence","12.53","",""
"30/04/2025 03:00:00 - 30/04/2025 03:15:00","BZN|PT","Without Sequence","5.50","",""
"30/04/2025 03:15:00 - 30/04/2025 03:30:00","BZN|PT","Without Sequence","5.50","",""
"30/04/2025 03:30:00 - 30/04/2025 03:45:00","BZN|PT","Without Sequence","5.50","",""
"30/04/2025 03:45:00 - 30/04/2025 04:00:00","BZN|PT","Without Sequence","5.50","",""
"30/04/2025 04:00:00 - 30/04/2025 04:15:00","BZN|PT","Without Sequence","3.30","",""
"30/04/2025 04:15:00 - 30/04/2025 04:30:00","BZN|PT","Without Sequence","3.30","",""
"30/04/2025 04:30:00 - 30/04/2025 04:45:00","BZN|PT","Without Sequence","3.30","",""
"30/04/2025 04:45:00 - 30/04/2025 05:00:00","BZN|PT","Without Sequence","3.30","",""
"30/04/2025 05:00:00 - 30/04/2025 05:15:00","BZN|PT","Without Sequence","3.18","",""
"30/04/2025 05:15:00 - 30/04/2025 05:30:00","BZN|PT","Without Sequence","3.18","",""
"30/04/2025 05:30:00 - 30/04/2025 05:45:00","BZN|PT","Without Sequence","3.18","",""
"30/04/2025 05:45:00 - 30/04/2025 06:00:00","BZN|PT","Without Sequence","3.18","",""
"30/04/2025 06:00:00 - 30/04/2025 06:15:00","BZN|PT","Without Sequence","3.30","",""
"30/04/2025 06:15:00 - 30/04/2025 06:30:00","BZN|PT","Without Sequence","3.30","",""
"30/04/2025 06:30:00 - 30/04/2025 06:45:00","BZN|PT","Without Sequence","3.30","",""
"30/04/2025 06:45:00 - 30/04/2025 07:00:00","BZN|PT","Without Sequence","3.30","",""
"30/04/2025 07:00:00 - 30/04/2025 07:15:00","BZN|PT","Without Sequence","3.20","",""
"30/04/2025 07:15:00 - 30/04/2025 07:30:00","BZN|PT","Without Sequence","3.20","",""
"30/04/2025 07:30:00 - 30/04/2025 07:45:00","BZN|PT","Without Sequence","3.20","",""
"30/04/2025 07:45:00 - 30/04/2025 08:00:00","BZN|PT","Without Sequence","3.20","",""
"30/04/2025 08:00:00 - 30/04/2025 08:15:00","BZN|PT","Without Sequence","5.50","",""
"30/04/2025 08:15:00 - 30/04/2025 08:30:00","BZN|PT","Without Sequence","5.50","",""
"30/04/2025 08:30:00 - 30/04/2025 08:45:00","BZN|PT","Without Sequence","5.50","",""
"30/04/2025 08:45:00 - 30/04/2025 09:00:00","BZN|PT","Without Sequence","5.50","",""
"30/04/2025 09:00:00 - 30/04/2025 09:15:00","BZN|PT","Without Sequence","20.36","",""
"30/04/2025 09:15:00 - 30/04/2025 09:30:00","BZN|PT","Without Sequence","20.36","",""
"30/04/2025 09:30:00 - 30/04/2025 09:45:00","BZN|PT","Without Sequence","20.36","",""
"30/04/2025 09:45:00 - 30/04/2025 10:00:00","BZN|PT","Without Sequence","20.36","",""
"30/04/2025 10:00:00 - 30/04/2025 10:15:00","BZN|PT","Without Sequence","21.94","",""
"30/04/2025 10:15:00 - 30/04/2025 10:30:00","BZN|PT","Without Sequence","21.94","",""
"30/04/2025 10:30:00 - 30/04/2025 10:45:00","BZN|PT","Without Sequence","21.94","",""
"30/04/2025 10:45:00 - 30/04/2025 11:00:00","BZN|PT","Without Sequence","21.94","",""
"30/04/2025 11:00:00 - 30/04/2025 11:15:00","BZN|PT","Without Sequence","23.17","",""
"30/04/2025 11:15:00 - 30/04/2025 11:30:00","BZN|PT","Without Sequence","23.17","",""
"30/04/2025 11:30:00 - 30/04/2025 11:45:00","BZN|PT","Without Sequence","23.17","",""
"30/04/2025 11:45:00 - 30/04/2025 12:00:00","BZN|PT","Without Sequence","23.17","",""
"30/04/2025 12:00:00 - 30/04/2025 12:15:00","BZN|PT","Without Sequence","21.94","",""
"30/04/2025 12:15:00 - 30/04/2025 12:30:00","BZN|PT","Without Sequence","21.94","",""
"30/04/2025 12:30:00 - 30/04/2025 12:45:00","BZN|PT","Without Sequence","21.94","",""
"30/04/2025 12:45:00 - 30/04/2025 13:00:00","BZN|PT","Without Sequence","21.94","",""
"30/04/2025 13:00:00 - 30/04/2025 13:15:00","BZN|PT","Without Sequence","21.94","",""
"30/04/2025 13:15:00 - 30/04/2025 13:30:00","BZN|PT","Without Sequence","21.94","",""
"30/04/2025 13:30:00 - 30/04/2025 13:45:00","BZN|PT","Without Sequence","21.94","",""
"30/04/2025 13:45:00 - 30/04/2025 14:00:00","BZN|PT","Without Sequence","21.94","",""
"30/04/2025 14:00:00 - 30/04/2025 14:15:00","BZN|PT","Without Sequence","21.56","",""
"30/04/2025 14:15:00 - 30/04/2025 14:30:00","BZN|PT","Without Sequence","21.56","",""
"30/04/2025 14:30:00 - 30/04/2025 14:45:00","BZN|PT","Without Sequence","21.56","",""
"30/04/2025 14:45:00 - 30/04/2025 15:00:00","BZN|PT","Without Sequence","21.56","",""
"30/04/2025 15:00:00 - 30/04/2025 15:15:00","BZN|PT","Without Sequence","21.94","",""
"30/04/2025 15:15:00 - 30/04/2025 15:30:00","BZN|PT","Without Sequence","21.94","",""
"30/04/2025 15:30:00 - 30/04/2025 15:45:00","BZN|PT","Without Sequence","21.94","",""
"30/04/2025 15:45:00 - 30/04/2025 16:00:00","BZN|PT","Without Sequence","21.94","",""
"30/04/2025 16:00:00 - 30/04/2025 16:15:00","BZN|PT","Without Sequence","22.23","",""
"30/04/2025 16:15:00 - 30/04/2025 16:30:00","BZN|PT","Without Sequence","22.23","",""
"30/04/2025 16:30:00 - 30/04/2025 16:45:00","BZN|PT","Without Sequence","22.23","",""
"30/04/2025 16:45:00 - 30/04/2025 17:00:00","BZN|PT","Without Sequence","22.23","",""
"30/04/2025 17:00:00 - 30/04/2025 17:15:00","BZN|PT","Without Sequence","28.77","",""
"30/04/2025 17:15:00 - 30/04/2025 17:30:00","BZN|PT","Without Sequence","28.77","",""
"30/04/2025 17:30:00 - 30/04/2025 17:45:00","BZN|PT","Without Sequence","28.77","",""
"30/04/2025 17:45:00 - 30/04/2025 18:00:00","BZN|PT","Without Sequence","28.77","",""
"30/04/2025 18:00:00 - 30/04/2025 18:15:00","BZN|PT","Without Sequence","26.86","",""
"30/04/2025 18:15:00 - 30/04/2025 18:30:00","BZN|PT","Without Sequence","26.86","",""
"30/04/2025 18:30:00 - 30/04/2025 18:45:00","BZN|PT","Without Sequence","26.86","",""
"30/04/2025 18:45:00 - 30/04/2025 19:00:00","BZN|PT","Without Sequence","26.86","",""
"30/04/2025 19:00:00 - 30/04/2025 19:15:00","BZN|PT","Without Sequence","25.60","",""
"30/04/2025 19:15:00 - 30/04/2025 19:30:00","BZN|PT","Without Sequence","25.60","",""
"30/04/2025 19:30:00 - 30/04/2025 19:45:00","BZN|PT","Without Sequence","25.60","",""
"30/04/2025 19:45:00 - 30/04/2025 20:00:00","BZN|PT","Without Sequence","25.60","",""
"30/04/2025 20:00:00 - 30/04/2025 20:15:00","BZN|PT","Without Sequence","38.58","",""
"30/04/2025 20:15:00 - 30/04/2025 20:30:00","BZN|PT","Without Sequence","38.58","",""
"30/04/2025 20:30:00 - 30/04/2025 20:45:00","BZN|PT","Without Sequence","38.58","",""
"30/04/2025 20:45:00 - 30/04/2025 21:00:00","BZN|PT","Without Sequence","38.58","",""
"30/04/2025 21:00:00 - 30/04/2025 21:15:00","BZN|PT","Without Sequence","45.00","",""
"30/04/2025 21:15:00 - 30/04/2025 21:30:00","BZN|PT","Without Sequence","45.00","",""
"30/04/2025 21:30:00 - 30/04/2025 21:45:00","BZN|PT","Without Sequence","45.00","",""
"30/04/2025 21:45:00 - 30/04/2025 22:00:00","BZN|PT","Without Sequence","45.00","",""
"30/04/2025 22:00:00 - 30/04/2025 22:15:00","BZN|PT","Without Sequence","42.88","",""
"30/04/2025 22:15:00 - 30/04/2025 22:30:00","BZN|PT","Without Sequence","42.88","",""
"30/04/2025 22:30:00 - 30/04/2025 22:45:00","BZN|PT","Without Sequence","42.88","",""
"30/04/2025 22:45:00 - 30/04/2025 23:00:00","BZN|PT","Without Sequence","42.88","",""
"30/04/2025 23:00:00 - 30/04/2025 23:15:00","BZN|PT","Without Sequence","38.58","",""
"30/04/2025 23:15:00 - 30/04/2025 23:30:00","BZN|PT","Without Sequence","38.58","",""
"30/04/2025 23:30:00 - 30/04/2025 23:45:00","BZN|PT","Without Sequence","38.58","",""
"30/04/2025 23:45:00 - 01/05/2025 00:00:00","BZN|PT","Without Sequence","38.58","",""
"01/05/2025 00:00:00 - 01/05/2025 00:15:00","BZN|PT","Without Sequence","29.20","",""
"01/05/2025 00:15:00 - 01/05/2025 00:30:00","BZN|PT","Without Sequence","29.20","",""
"01/05/2025 00:30:00 - 01/05/2025 00:45:00","BZN|PT","Without Sequence","29.20","",""
"01/05/2025 00:45:00 - 01/05/2025 01:00:00","BZN|PT","Without Sequence","29.20","",""
"01/05/2025 01:00:00 - 01/05/2025 01:15:00","BZN|PT","Without Sequence","22.66","",""
"01/05/2025 01:15:00 - 01/05/2025 01:30:00","BZN|PT","Without Sequence","22.66","",""
"01/05/2025 01:30:00 - 01/05/2025 01:45:00","BZN|PT","Without Sequence","22.66","",""
"01/05/2025 01:45:00 - 01/05/2025 02:00:00","BZN|PT","Without Sequence","22.66","",""
"01/05/2025 02:00:00 - 01/05/2025 02:15:00","BZN|PT","Without Sequence","22.59","",""
"01/05/2025 02:15:00 - 01/05/2025 02:30:00","BZN|PT","Without Sequence","22.59","",""
"01/05/2025 02:30:00 - 01/05/2025 02:45:00","BZN|PT","Without Sequence","22.59","",""
"01/05/2025 02:45:00 - 01/05/2025 03:00:00","BZN|PT","Without Sequence","22.59","",""
"01/05/2025 03:00:00 - 01/05/2025 03:15:00","BZN|PT","Without Sequence","23.22","",""
"01/05/2025 03:15:00 - 01/05/2025 03:30:00","BZN|PT","Without Sequence","23.22","",""
"01/05/2025 03:30:00 - 01/05/2025 03:45:00","BZN|PT","Without Sequence","23.22","",""
"01/05/2025 03:45:00 - 01/05/2025 04:00:00","BZN|PT","Without Sequence","23.22","",""
"01/05/2025 04:00:00 - 01/05/2025 04:15:00","BZN|PT","Without Sequence","22.59","",""
"01/05/2025 04:15:00 - 01/05/2025 04:30:00","BZN|PT","Without Sequence","22.59","",""
"01/05/2025 04:30:00 - 01/05/2025 04:45:00","BZN|PT","Without Sequence","22.59","",""
"01/05/2025 04:45:00 - 01/05/2025 05:00:00","BZN|PT","Without Sequence","22.59","",""
"01/05/2025 05:00:00 - 01/05/2025 05:15:00","BZN|PT","Without Sequence","27.20","",""
"01/05/2025 05:15:00 - 01/05/2025 05:30:00","BZN|PT","Without Sequence","27.20","",""
"01/05/2025 05:30:00 - 01/05/2025 05:45:00","BZN|PT","Without Sequence","27.20","",""
"01/05/2025 05:45:00 - 01/05/2025 06:00:00","BZN|PT","Without Sequence","27.20","",""
"01/05/2025 06:00:00 - 01/05/2025 06:15:00","BZN|PT","Without Sequence","28.16","",""
"01/05/2025 06:15:00 - 01/05/2025 06:30:00","BZN|PT","Without Sequence","28.16","",""
"01/05/2025 06:30:00 - 01/05/2025 06:45:00","BZN|PT","Without Sequence","28.16","",""
"01/05/2025 06:45:00 - 01/05/2025 07:00:00","BZN|PT","Without Sequence","28.16","",""
"01/05/2025 07:00:00 - 01/05/2025 07:15:00","BZN|PT","Without Sequence","23.02","",""
"01/05/2025 07:15:00 - 01/05/2025 07:30:00","BZN|PT","Without Sequence","23.02","",""
"01/05/2025 07:30:00 - 01/05/2025 07:45:00","BZN|PT","Without Sequence","23.02","",""
"01/05/2025 07:45:00 - 01/05/2025 08:00:00","BZN|PT","Without Sequence","23.02","",""
"01/05/2025 08:00:00 - 01/05/2025 08:15:00","BZN|PT","Without Sequence","18.39","",""
"01/05/2025 08:15:00 - 01/05/2025 08:30:00","BZN|PT","Without Sequence","18.39","",""
"01/05/2025 08:30:00 - 01/05/2025 08:45:00","BZN|PT","Without Sequence","18.39","",""
"01/05/2025 08:45:00 - 01/05/2025 09:00:00","BZN|PT","Without Sequence","18.39","",""
"01/05/2025 09:00:00 - 01/05/2025 09:15:00","BZN|PT","Without Sequence","17.95","",""
"01/05/2025 09:15:00 - 01/05/2025 09:30:00","BZN|PT","Without Sequence","17.95","",""
"01/05/2025 09:30:00 - 01/05/2025 09:45:00","BZN|PT","Without Sequence","17.95","",""
"01/05/2025 09:45:00 - 01/05/2025 10:00:00","BZN|PT","Without Sequence","17.95","",""
"01/05/2025 10:00:00 - 01/05/2025 10:15:00","BZN|PT","Without Sequence","5.79","",""
"01/05/2025 10:15:00 - 01/05/2025 10:30:00","BZN|PT","Without Sequence","5.79","",""
"01/05/2025 10:30:00 - 01/05/2025 10:45:00","BZN|PT","Without Sequence","5.79","",""
"01/05/2025 10:45:00 - 01/05/2025 11:00:00","BZN|PT","Without Sequence","5.79","",""
"01/05/2025 11:00:00 - 01/05/2025 11:15:00","BZN|PT","Without Sequence","5.10","",""
"01/05/2025 11:15:00 - 01/05/2025 11:30:00","BZN|PT","Without Sequence","5.10","",""
"01/05/2025 11:30:00 - 01/05/2025 11:45:00","BZN|PT","Without Sequence","5.10","",""
"01/05/2025 11:45:00 - 01/05/2025 12:00:00","BZN|PT","Without Sequence","5.10","",""
"01/05/2025 12:00:00 - 01/05/2025 12:15:00","BZN|PT","Without Sequence","5.10","",""
"01/05/2025 12:15:00 - 01/05/2025 12:30:00","BZN|PT","Without Sequence","5.10","",""
"01/05/2025 12:30:00 - 01/05/2025 12:45:00","BZN|PT","Without Sequence","5.10","",""
"01/05/2025 12:45:00 - 01/05/2025 13:00:00","BZN|PT","Without Sequence","5.10","",""
"01/05/2025 13:00:00 - 01/05/2025 13:15:00","BZN|PT","Without Sequence","5.00","",""
"01/05/2025 13:15:00 - 01/05/2025 13:30:00","BZN|PT","Without Sequence","5.00","",""
"01/05/2025 13:30:00 - 01/05/2025 13:45:00","BZN|PT","Without Sequence","5.00","",""
"01/05/2025 13:45:00 - 01/05/2025 14:00:00","BZN|PT","Without Sequence","5.00","",""
"01/05/2025 14:00:00 - 01/05/2025 14:15:00","BZN|PT","Without Sequence","4.89","",""
"01/05/2025 14:15:00 - 01/05/2025 14:30:00","BZN|PT","Without Sequence","4.89","",""
"01/05/2025 14:30:00 - 01/05/2025 14:45:00","BZN|PT","Without Sequence","4.89","",""
"01/05/2025 14:45:00 - 01/05/2025 15:00:00","BZN|PT","Without Sequence","4.89","",""
"01/05/2025 15:00:00 - 01/05/2025 15:15:00","BZN|PT","Without Sequence","4.68","",""
"01/05/2025 15:15:00 - 01/05/2025 15:30:00","BZN|PT","Without Sequence","4.68","",""
"01/05/2025 15:30:00 - 01/05/2025 15:45:00","BZN|PT","Without Sequence","4.68","",""
"01/05/2025 15:45:00 - 01/05/2025 16:00:00","BZN|PT","Without Sequence","4.68","",""
"01/05/2025 16:00:00 - 01/05/2025 16:15:00","BZN|PT","Without Sequence","4.89","",""
"01/05/2025 16:15:00 - 01/05/2025 16:30:00","BZN|PT","Without Sequence","4.89","",""
"01/05/2025 16:30:00 - 01/05/2025 16:45:00","BZN|PT","Without Sequence","4.89","",""
"01/05/2025 16:45:00 - 01/05/2025 17:00:00","BZN|PT","Without Sequence","4.89","",""
"01/05/2025 17:00:00 - 01/05/2025 17:15:00","BZN|PT","Without Sequence","5.10","",""
"01/05/2025 17:15:00 - 01/05/2025 17:30:00","BZN|PT","Without Sequence","5.10","",""
"01/05/2025 17:30:00 - 01/05/2025 17:45:00","BZN|PT","Without Sequence","5.10","",""
"01/05/2025 17:45:00 - 01/05/2025 18:00:00","BZN|PT","Without Sequence","5.10","",""
"01/05/2025 18:00:00 - 01/05/2025 18:15:00","BZN|PT","Without Sequence","7.50","",""
"01/05/2025 18:15:00 - 01/05/2025 18:30:00","BZN|PT","Without Sequence","7.50","",""
"01/05/2025 18:30:00 - 01/05/2025 18:45:00","BZN|PT","Without Sequence","7.50","",""
"01/05/2025 18:45:00 - 01/05/2025 19:00:00","BZN|PT","Without Sequence","7.50","",""
"01/05/2025 19:00:00 - 01/05/2025 19:15:00","BZN|PT","Without Sequence","15.00","",""
"01/05/2025 19:15:00 - 01/05/2025 19:30:00","BZN|PT","Without Sequence","15.00","",""
"01/05/2025 19:30:00 - 01/05/2025 19:45:00","BZN|PT","Without Sequence","15.00","",""
"01/05/2025 19:45:00 - 01/05/2025 20:00:00","BZN|PT","Without Sequence","15.00","",""
"01/05/2025 20:00:00 - 01/05/2025 20:15:00","BZN|PT","Without Sequence","30.00","",""
"01/05/2025 20:15:00 - 01/05/2025 20:30:00","BZN|PT","Without Sequence","30.00","",""
"01/05/2025 20:30:00 - 01/05/2025 20:45:00","BZN|PT","Without Sequence","30.00","",""
"01/05/2025 20:45:00 - 01/05/2025 21:00:00","BZN|PT","Without Sequence","30.00","",""
"01/05/2025 21:00:00 - 01/05/2025 21:15:00","BZN|PT","Without Sequence","55.00","",""
"01/05/2025 21:15:00 - 01/05/2025 21:30:00","BZN|PT","Without Sequence","55.00","",""
"01/05/2025 21:30:00 - 01/05/2025 21:45:00","BZN|PT","Without Sequence","55.00","",""
"01/05/2025 21:45:00 - 01/05/2025 22:00:00","BZN|PT","Without Sequence","55.00","",""
"01/05/2025 22:00:00 - 01/05/2025 22:15:00","BZN|PT","Without Sequence","35.50","",""
"01/05/2025 22:15:00 - 01/05/2025 22:30:00","BZN|PT","Without Sequence","35.50","",""
"01/05/2025 22:30:00 - 01/05/2025 22:45:00","BZN|PT","Without Sequence","35.50","",""
"01/05/2025 22:45:00 - 01/05/2025 23:00:00","BZN|PT","Without Sequence","35.50","",""
"01/05/2025 23:00:00 - 01/05/2025 23:15:00","BZN|PT","Without Sequence","33.87","",""
"01/05/2025 23:15:00 - 01/05/2025 23:30:00","BZN|PT","Without Sequence","33.87","",""
"01/05/2025 23:30:00 - 01/05/2025 23:45:00","BZN|PT","Without Sequence","33.87","",""
"01/05/2025 23:45:00 - 02/05/2025 00:00:00","BZN|PT","Without Sequence","33.87","",""
"02/05/2025 00:00:00 - 02/05/2025 00:15:00","BZN|PT","Without Sequence","13.04","",""
"02/05/2025 00:15:00 - 02/05/2025 00:30:00","BZN|PT","Without Sequence","13.04","",""
"02/05/2025 00:30:00 - 02/05/2025 00:45:00","BZN|PT","Without Sequence","13.04","",""
"02/05/2025 00:45:00 - 02/05/2025 01:00:00","BZN|PT","Without Sequence","13.04","",""
"02/05/2025 01:00:00 - 02/05/2025 01:15:00","BZN|PT","Without Sequence","5.11","",""
"02/05/2025 01:15:00 - 02/05/2025 01:30:00","BZN|PT","Without Sequence","5.11","",""
"02/05/2025 01:30:00 - 02/05/2025 01:45:00","BZN|PT","Without Sequence","5.11","",""
"02/05/2025 01:45:00 - 02/05/2025 02:00:00","BZN|PT","Without Sequence","5.11","",""
"02/05/2025 02:00:00 - 02/05/2025 02:15:00","BZN|PT","Without Sequence","2.80","",""
"02/05/2025 02:15:00 - 02/05/2025 02:30:00","BZN|PT","Without Sequence","2.80","",""
"02/05/2025 02:30:00 - 02/05/2025 02:45:00","BZN|PT","Without Sequence","2.80","",""
"02/05/2025 02:45:00 - 02/05/2025 03:00:00","BZN|PT","Without Sequence","2.80","",""
"02/05/2025 03:00:00 - 02/05/2025 03:15:00","BZN|PT","Without Sequence","2.50","",""
"02/05/2025 03:15:00 - 02/05/2025 03:30:00","BZN|PT","Without Sequence","2.50","",""
"02/05/2025 03:30:00 - 02/05/2025 03:45:00","BZN|PT","Without Sequence","2.50","",""
"02/05/2025 03:45:00 - 02/05/2025 04:00:00","BZN|PT","Without Sequence","2.50","",""
"02/05/2025 04:00:00 - 02/05/2025 04:15:00","BZN|PT","Without Sequence","2.50","",""
"02/05/2025 04:15:00 - 02/05/2025 04:30:00","BZN|PT","Without Sequence","2.50","",""
"02/05/2025 04:30:00 - 02/05/2025 04:45:00","BZN|PT","Without Sequence","2.50","",""
"02/05/2025 04:45:00 - 02/05/2025 05:00:00","BZN|PT","Without Sequence","2.50","",""
"02/05/2025 05:00:00 - 02/05/2025 05:15:00","BZN|PT","Without Sequence","3.17","",""
"02/05/2025 05:15:00 - 02/05/2025 05:30:00","BZN|PT","Without Sequence","3.17","",""
"02/05/2025 05:30:00 - 02/05/2025 05:45:00","BZN|PT","Without Sequence","3.17","",""
"02/05/2025 05:45:00 - 02/05/2025 06:00:00","BZN|PT","Without Sequence","3.17","",""
"02/05/2025 06:00:00 - 02/05/2025 06:15:00","BZN|PT","Without Sequence","7.96","",""
"02/05/2025 06:15:00 - 02/05/2025 06:30:00","BZN|PT","Without Sequence","7.96","",""
"02/05/2025 06:30:00 - 02/05/2025 06:45:00","BZN|PT","Without Sequence","7.96","",""
"02/05/2025 06:45:00 - 02/05/2025 07:00:00","BZN|PT","Without Sequence","7.96","",""
"02/05/2025 07:00:00 - 02/05/2025 07:15:00","BZN|PT","Without Sequence","7.96","",""
"02/05/2025 07:15:00 - 02/05/2025 07:30:00","BZN|PT","Without Sequence","7.96","",""
"02/05/2025 07:30:00 - 02/05/2025 07:45:00","BZN|PT","Without Sequence","7.96","",""
"02/05/2025 07:45:00 - 02/05/2025 08:00:00","BZN|PT","Without Sequence","7.96","",""
"02/05/2025 08:00:00 - 02/05/2025 08:15:00","BZN|PT","Without Sequence","14.00","",""
"02/05/2025 08:15:00 - 02/05/2025 08:30:00","BZN|PT","Without Sequence","14.00","",""
"02/05/2025 08:30:00 - 02/05/2025 08:45:00","BZN|PT","Without Sequence","14.00","",""
"02/05/2025 08:45:00 - 02/05/2025 09:00:00","BZN|PT","Without Sequence","14.00","",""
"02/05/2025 09:00:00 - 02/05/2025 09:15:00","BZN|PT","Without Sequence","13.95","",""
"02/05/2025 09:15:00 - 02/05/2025 09:30:00","BZN|PT","Without Sequence","13.95","",""
"02/05/2025 09:30:00 - 02/05/2025 09:45:00","BZN|PT","Without Sequence","13.95","",""
"02/05/2025 09:45:00 - 02/05/2025 10:00:00","BZN|PT","Without Sequence","13.95","",""
"02/05/2025 10:00:00 - 02/05/2025 10:15:00","BZN|PT","Without Sequence","14.95","",""
"02/05/2025 10:15:00 - 02/05/2025 10:30:00","BZN|PT","Without Sequence","14.95","",""
"02/05/2025 10:30:00 - 02/05/2025 10:45:00","BZN|PT","Without Sequence","14.95","",""
"02/05/2025 10:45:00 - 02/05/2025 11:00:00","BZN|PT","Without Sequence","14.95","",""
"02/05/2025 11:00:00 - 02/05/2025 11:15:00","BZN|PT","Without Sequence","11.00","",""
"02/05/2025 11:15:00 - 02/05/2025 11:30:00","BZN|PT","Without Sequence","11.00","",""
"02/05/2025 11:30:00 - 02/05/2025 11:45:00","BZN|PT","Without Sequence","11.00","",""
"02/05/2025 11:45:00 - 02/05/2025 12:00:00","BZN|PT","Without Sequence","11.00","",""
"02/05/2025 12:00:00 - 02/05/2025 12:15:00","BZN|PT","Without Sequence","5.79","",""
"02/05/2025 12:15:00 - 02/05/2025 12:30:00","BZN|PT","Without Sequence","5.79","",""
"02/05/2025 12:30:00 - 02/05/2025 12:45:00","BZN|PT","Without Sequence","5.79","",""
"02/05/2025 12:45:00 - 02/05/2025 13:00:00","BZN|PT","Without Sequence","5.79","",""
"02/05/2025 13:00:00 - 02/05/2025 13:15:00","BZN|PT","Without Sequence","4.31","",""
"02/05/2025 13:15:00 - 02/05/2025 13:30:00","BZN|PT","Without Sequence","4.31","",""
"02/05/2025 13:30:00 - 02/05/2025 13:45:00","BZN|PT","Without Sequence","4.31","",""
"02/05/2025 13:45:00 - 02/05/2025 14:00:00","BZN|PT","Without Sequence","4.31","",""
"02/05/2025 14:00:00 - 02/05/2025 14:15:00","BZN|PT","Without Sequence","3.17","",""
"02/05/2025 14:15:00 - 02/05/2025 14:30:00","BZN|PT","Without Sequence","3.17","",""
"02/05/2025 14:30:00 - 02/05/2025 14:45:00","BZN|PT","Without Sequence","3.17","",""
"02/05/2025 14:45:00 - 02/05/2025 15:00:00","BZN|PT","Without Sequence","3.17","",""
"02/05/2025 15:00:00 - 02/05/2025 15:15:00","BZN|PT","Without Sequence","3.17","",""
"02/05/2025 15:15:00 - 02/05/2025 15:30:00","BZN|PT","Without Sequence","3.17","",""
"02/05/2025 15:30:00 - 02/05/2025 15:45:00","BZN|PT","Without Sequence","3.17","",""
"02/05/2025 15:45:00 - 02/05/2025 16:00:00","BZN|PT","Without Sequence","3.17","",""
"02/05/2025 16:00:00 - 02/05/2025 16:15:00","BZN|PT","Without Sequence","3.17","",""
"02/05/2025 16:15:00 - 02/05/2025 16:30:00","BZN|PT","Without Sequence","3.17","",""
"02/05/2025 16:30:00 - 02/05/2025 16:45:00","BZN|PT","Without Sequence","3.17","",""
"02/05/2025 16:45:00 - 02/05/2025 17:00:00","BZN|PT","Without Sequence","3.17","",""
"02/05/2025 17:00:00 - 02/05/2025 17:15:00","BZN|PT","Without Sequence","4.31","",""
"02/05/2025 17:15:00 - 02/05/2025 17:30:00","BZN|PT","Without Sequence","4.31","",""
"02/05/2025 17:30:00 - 02/05/2025 17:45:00","BZN|PT","Without Sequence","4.31","",""
