"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2025 16:45:00 - 01/01/2025 17:00:00","BZN|PT","Without Sequence","72.00","",""
"01/01/2025 17:00:00 - 01/01/2025 17:15:00","BZN|PT","Without Sequence","125.49","",""
"01/01/2025 17:15:00 - 01/01/2025 17:30:00","BZN|PT","Without Sequence","125.49","",""
"01/01/2025 17:30:00 - 01/01/2025 17:45:00","BZN|PT","Without Sequence","125.49","",""
"01/01/2025 17:45:00 - 01/01/2025 18:00:00","BZN|PT","Without Sequence","125.49","",""
"01/01/2025 18:00:00 - 01/01/2025 18:15:00","BZN|PT","Without Sequence","149.72","",""
"01/01/2025 18:15:00 - 01/01/2025 18:30:00","BZN|PT","Without Sequence","149.72","",""
"01/01/2025 18:30:00 - 01/01/2025 18:45:00","BZN|PT","Without Sequence","149.72","",""
"01/01/2025 18:45:00 - 01/01/2025 19:00:00","BZN|PT","Without Sequence","149.72","",""
"01/01/2025 19:00:00 - 01/01/2025 19:15:00","BZN|PT","Without Sequence","150.67","",""
"01/01/2025 19:15:00 - 01/01/2025 19:30:00","BZN|PT","Without Sequence","150.67","",""
"01/01/2025 19:30:00 - 01/01/2025 19:45:00","BZN|PT","Without Sequence","150.67","",""
"01/01/2025 19:45:00 - 01/01/2025 20:00:00","BZN|PT","Without Sequence","150.67","",""
"01/01/2025 20:00:00 - 01/01/2025 20:15:00","BZN|PT","Without Sequence","152.99","",""
"01/01/2025 20:15:00 - 01/01/2025 20:30:00","BZN|PT","Without Sequence","152.99","",""
"01/01/2025 20:30:00 - 01/01/2025 20:45:00","BZN|PT","Without Sequence","152.99","",""
"01/01/2025 20:45:00 - 01/01/2025 21:00:00","BZN|PT","Without Sequence","152.99","",""
"01/01/2025 21:00:00 - 01/01/2025 21:15:00","BZN|PT","Without Sequence","151.69","",""
"01/01/2025 21:15:00 - 01/01/2025 21:30:00","BZN|PT","Without Sequence","151.69","",""
"01/01/2025 21:30:00 - 01/01/2025 21:45:00","BZN|PT","Without Sequence","151.69","",""
"01/01/2025 21:45:00 - 01/01/2025 22:00:00","BZN|PT","Without Sequence","151.69","",""
"01/01/2025 22:00:00 - 01/01/2025 22:15:00","BZN|PT","Without Sequence","147.75","",""
"01/01/2025 22:15:00 - 01/01/2025 22:30:00","BZN|PT","Without Sequence","147.75","",""
"01/01/2025 22:30:00 - 01/01/2025 22:45:00","BZN|PT","Without Sequence","147.75","",""
"01/01/2025 22:45:00 - 01/01/2025 23:00:00","BZN|PT","Without Sequence","147.75","",""
"01/01/2025 23:00:00 - 01/01/2025 23:15:00","BZN|PT","Without Sequence","133.06","",""
"01/01/2025 23:15:00 - 01/01/2025 23:30:00","BZN|PT","Without Sequence","133.06","",""
"01/01/2025 23:30:00 - 01/01/2025 23:45:00","BZN|PT","Without Sequence","133.06","",""
"01/01/2025 23:45:00 - 02/01/2025 00:00:00","BZN|PT","Without Sequence","133.06","",""
"02/01/2025 00:00:00 - 02/01/2025 00:15:00","BZN|PT","Without Sequence","137.12","",""
"02/01/2025 00:15:00 - 02/01/2025 00:30:00","BZN|PT","Without Sequence","137.12","",""
"02/01/2025 00:30:00 - 02/01/2025 00:45:00","BZN|PT","Without Sequence","137.12","",""
"02/01/2025 00:45:00 - 02/01/2025 01:00:00","BZN|PT","Without Sequence","137.12","",""
"02/01/2025 01:00:00 - 02/01/2025 01:15:00","BZN|PT","Without Sequence","123.03","",""
"02/01/2025 01:15:00 - 02/01/2025 01:30:00","BZN|PT","Without Sequence","123.03","",""
"02/01/2025 01:30:00 - 02/01/2025 01:45:00","BZN|PT","Without Sequence","123.03","",""
"02/01/2025 01:45:00 - 02/01/2025 02:00:00","BZN|PT","Without Sequence","123.03","",""
"02/01/2025 02:00:00 - 02/01/2025 02:15:00","BZN|PT","Without Sequence","102.30","",""
"02/01/2025 02:15:00 - 02/01/2025 02:30:00","BZN|PT","Without Sequence","102.30","",""
"02/01/2025 02:30:00 - 02/01/2025 02:45:00","BZN|PT","Without Sequence","102.30","",""
"02/01/2025 02:45:00 - 02/01/2025 03:00:00","BZN|PT","Without Sequence","102.30","",""
"02/01/2025 03:00:00 - 02/01/2025 03:15:00","BZN|PT","Without Sequence","102.09","",""
"02/01/2025 03:15:00 - 02/01/2025 03:30:00","BZN|PT","Without Sequence","102.09","",""
"02/01/2025 03:30:00 - 02/01/2025 03:45:00","BZN|PT","Without Sequence","102.09","",""
"02/01/2025 03:45:00 - 02/01/2025 04:00:00","BZN|PT","Without Sequence","102.09","",""
"02/01/2025 04:00:00 - 02/01/2025 04:15:00","BZN|PT","Without Sequence","102.09","",""
"02/01/2025 04:15:00 - 02/01/2025 04:30:00","BZN|PT","Without Sequence","102.09","",""
"02/01/2025 04:30:00 - 02/01/2025 04:45:00","BZN|PT","Without Sequence","102.09","",""
"02/01/2025 04:45:00 - 02/01/2025 05:00:00","BZN|PT","Without Sequence","102.09","",""
"02/01/2025 05:00:00 - 02/01/2025 05:15:00","BZN|PT","Without Sequence","101.88","",""
"02/01/2025 05:15:00 - 02/01/2025 05:30:00","BZN|PT","Without Sequence","101.88","",""
"02/01/2025 05:30:00 - 02/01/2025 05:45:00","BZN|PT","Without Sequence","101.88","",""
"02/01/2025 05:45:00 - 02/01/2025 06:00:00","BZN|PT","Without Sequence","101.88","",""
"02/01/2025 06:00:00 - 02/01/2025 06:15:00","BZN|PT","Without Sequence","128.44","",""
"02/01/2025 06:15:00 - 02/01/2025 06:30:00","BZN|PT","Without Sequence","128.44","",""
"02/01/2025 06:30:00 - 02/01/2025 06:45:00","BZN|PT","Without Sequence","128.44","",""
"02/01/2025 06:45:00 - 02/01/2025 07:00:00","BZN|PT","Without Sequence","128.44","",""
"02/01/2025 07:00:00 - 02/01/2025 07:15:00","BZN|PT","Without Sequence","143.96","",""
"02/01/2025 07:15:00 - 02/01/2025 07:30:00","BZN|PT","Without Sequence","143.96","",""
"02/01/2025 07:30:00 - 02/01/2025 07:45:00","BZN|PT","Without Sequence","143.96","",""
"02/01/2025 07:45:00 - 02/01/2025 08:00:00","BZN|PT","Without Sequence","143.96","",""
"02/01/2025 08:00:00 - 02/01/2025 08:15:00","BZN|PT","Without Sequence","152.92","",""
"02/01/2025 08:15:00 - 02/01/2025 08:30:00","BZN|PT","Without Sequence","152.92","",""
"02/01/2025 08:30:00 - 02/01/2025 08:45:00","BZN|PT","Without Sequence","152.92","",""
"02/01/2025 08:45:00 - 02/01/2025 09:00:00","BZN|PT","Without Sequence","152.92","",""
"02/01/2025 09:00:00 - 02/01/2025 09:15:00","BZN|PT","Without Sequence","152.16","",""
"02/01/2025 09:15:00 - 02/01/2025 09:30:00","BZN|PT","Without Sequence","152.16","",""
"02/01/2025 09:30:00 - 02/01/2025 09:45:00","BZN|PT","Without Sequence","152.16","",""
"02/01/2025 09:45:00 - 02/01/2025 10:00:00","BZN|PT","Without Sequence","152.16","",""
"02/01/2025 10:00:00 - 02/01/2025 10:15:00","BZN|PT","Without Sequence","129.04","",""
"02/01/2025 10:15:00 - 02/01/2025 10:30:00","BZN|PT","Without Sequence","129.04","",""
"02/01/2025 10:30:00 - 02/01/2025 10:45:00","BZN|PT","Without Sequence","129.04","",""
"02/01/2025 10:45:00 - 02/01/2025 11:00:00","BZN|PT","Without Sequence","129.04","",""
"02/01/2025 11:00:00 - 02/01/2025 11:15:00","BZN|PT","Without Sequence","125.70","",""
"02/01/2025 11:15:00 - 02/01/2025 11:30:00","BZN|PT","Without Sequence","125.70","",""
"02/01/2025 11:30:00 - 02/01/2025 11:45:00","BZN|PT","Without Sequence","125.70","",""
"02/01/2025 11:45:00 - 02/01/2025 12:00:00","BZN|PT","Without Sequence","125.70","",""
"02/01/2025 12:00:00 - 02/01/2025 12:15:00","BZN|PT","Without Sequence","125.72","",""
"02/01/2025 12:15:00 - 02/01/2025 12:30:00","BZN|PT","Without Sequence","125.72","",""
"02/01/2025 12:30:00 - 02/01/2025 12:45:00","BZN|PT","Without Sequence","125.72","",""
"02/01/2025 12:45:00 - 02/01/2025 13:00:00","BZN|PT","Without Sequence","125.72","",""
"02/01/2025 13:00:00 - 02/01/2025 13:15:00","BZN|PT","Without Sequence","119.30","",""
"02/01/2025 13:15:00 - 02/01/2025 13:30:00","BZN|PT","Without Sequence","119.30","",""
"02/01/2025 13:30:00 - 02/01/2025 13:45:00","BZN|PT","Without Sequence","119.30","",""
"02/01/2025 13:45:00 - 02/01/2025 14:00:00","BZN|PT","Without Sequence","119.30","",""
"02/01/2025 14:00:00 - 02/01/2025 14:15:00","BZN|PT","Without Sequence","124.65","",""
"02/01/2025 14:15:00 - 02/01/2025 14:30:00","BZN|PT","Without Sequence","124.65","",""
"02/01/2025 14:30:00 - 02/01/2025 14:45:00","BZN|PT","Without Sequence","124.65","",""
"02/01/2025 14:45:00 - 02/01/2025 15:00:00","BZN|PT","Without Sequence","124.65","",""
"02/01/2025 15:00:00 - 02/01/2025 15:15:00","BZN|PT","Without Sequence","130.11","",""
"02/01/2025 15:15:00 - 02/01/2025 15:30:00","BZN|PT","Without Sequence","130.11","",""
"02/01/2025 15:30:00 - 02/01/2025 15:45:00","BZN|PT","Without Sequence","130.11","",""
"02/01/2025 15:45:00 - 02/01/2025 16:00:00","BZN|PT","Without Sequence","130.11","",""
"02/01/2025 16:00:00 - 02/01/2025 16:15:00","BZN|PT","Without Sequence","139.50","",""
"02/01/2025 16:15:00 - 02/01/2025 16:30:00","BZN|PT","Without Sequence","139.50","",""
"02/01/2025 16:30:00 - 02/01/2025 16:45:00","BZN|PT","Without Sequence","139.50","",""
"02/01/2025 16:45:00 - 02/01/2025 17:00:00","BZN|PT","Without Sequence","139.50","",""
"02/01/2025 17:00:00 - 02/01/2025 17:15:00","BZN|PT","Without Sequence","153.40","",""
"02/01/2025 17:15:00 - 02/01/2025 17:30:00","BZN|PT","Without Sequence","153.40","",""
"02/01/2025 17:30:00 - 02/01/2025 17:45:00","BZN|PT","Without Sequence","153.40","",""
"02/01/2025 17:45:00 - 02/01/2025 18:00:00","BZN|PT","Without Sequence","153.40","",""
"02/01/2025 18:00:00 - 02/01/2025 18:15:00","BZN|PT","Without Sequence","159.18","",""
"02/01/2025 18:15:00 - 02/01/2025 18:30:00","BZN|PT","Without Sequence","159.18","",""
"02/01/2025 18:30:00 - 02/01/2025 18:45:00","BZN|PT","Without Sequence","159.18","",""
"02/01/2025 18:45:00 - 02/01/2025 19:00:00","BZN|PT","Without Sequence","159.18","",""
"02/01/2025 19:00:00 - 02/01/2025 19:15:00","BZN|PT","Without Sequence","160.99","",""
"02/01/2025 19:15:00 - 02/01/2025 19:30:00","BZN|PT","Without Sequence","160.99","",""
"02/01/2025 19:30:00 - 02/01/2025 19:45:00","BZN|PT","Without Sequence","160.99","",""
"02/01/2025 19:45:00 - 02/01/2025 20:00:00","BZN|PT","Without Sequence","160.99","",""
"02/01/2025 20:00:00 - 02/01/2025 20:15:00","BZN|PT","Without Sequence","161.10","",""
"02/01/2025 20:15:00 - 02/01/2025 20:30:00","BZN|PT","Without Sequence","161.10","",""
"02/01/2025 20:30:00 - 02/01/2025 20:45:00","BZN|PT","Without Sequence","161.10","",""
"02/01/2025 20:45:00 - 02/01/2025 21:00:00","BZN|PT","Without Sequence","161.10","",""
"02/01/2025 21:00:00 - 02/01/2025 21:15:00","BZN|PT","Without Sequence","157.88","",""
"02/01/2025 21:15:00 - 02/01/2025 21:30:00","BZN|PT","Without Sequence","157.88","",""
"02/01/2025 21:30:00 - 02/01/2025 21:45:00","BZN|PT","Without Sequence","157.88","",""
"02/01/2025 21:45:00 - 02/01/2025 22:00:00","BZN|PT","Without Sequence","157.88","",""
"02/01/2025 22:00:00 - 02/01/2025 22:15:00","BZN|PT","Without Sequence","152.44","",""
"02/01/2025 22:15:00 - 02/01/2025 22:30:00","BZN|PT","Without Sequence","152.44","",""
"02/01/2025 22:30:00 - 02/01/2025 22:45:00","BZN|PT","Without Sequence","152.44","",""
"02/01/2025 22:45:00 - 02/01/2025 23:00:00","BZN|PT","Without Sequence","152.44","",""
"02/01/2025 23:00:00 - 02/01/2025 23:15:00","BZN|PT","Without Sequence","140.00","",""
"02/01/2025 23:15:00 - 02/01/2025 23:30:00","BZN|PT","Without Sequence","140.00","",""
"02/01/2025 23:30:00 - 02/01/2025 23:45:00","BZN|PT","Without Sequence","140.00","",""
"02/01/2025 23:45:00 - 03/01/2025 00:00:00","BZN|PT","Without Sequence","140.00","",""
"03/01/2025 00:00:00 - 03/01/2025 00:15:00","BZN|PT","Without Sequence","121.52","",""
"03/01/2025 00:15:00 - 03/01/2025 00:30:00","BZN|PT","Without Sequence","121.52","",""
"03/01/2025 00:30:00 - 03/01/2025 00:45:00","BZN|PT","Without Sequence","121.52","",""
"03/01/2025 00:45:00 - 03/01/2025 01:00:00","BZN|PT","Without Sequence","121.52","",""
"03/01/2025 01:00:00 - 03/01/2025 01:15:00","BZN|PT","Without Sequence","105.88","",""
"03/01/2025 01:15:00 - 03/01/2025 01:30:00","BZN|PT","Without Sequence","105.88","",""
"03/01/2025 01:30:00 - 03/01/2025 01:45:00","BZN|PT","Without Sequence","105.88","",""
"03/01/2025 01:45:00 - 03/01/2025 02:00:00","BZN|PT","Without Sequence","105.88","",""
"03/01/2025 02:00:00 - 03/01/2025 02:15:00","BZN|PT","Without Sequence","93.94","",""
"03/01/2025 02:15:00 - 03/01/2025 02:30:00","BZN|PT","Without Sequence","93.94","",""
"03/01/2025 02:30:00 - 03/01/2025 02:45:00","BZN|PT","Without Sequence","93.94","",""
"03/01/2025 02:45:00 - 03/01/2025 03:00:00","BZN|PT","Without Sequence","93.94","",""
"03/01/2025 03:00:00 - 03/01/2025 03:15:00","BZN|PT","Without Sequence","91.10","",""
"03/01/2025 03:15:00 - 03/01/2025 03:30:00","BZN|PT","Without Sequence","91.10","",""
"03/01/2025 03:30:00 - 03/01/2025 03:45:00","BZN|PT","Without Sequence","91.10","",""
"03/01/2025 03:45:00 - 03/01/2025 04:00:00","BZN|PT","Without Sequence","91.10","",""
"03/01/2025 04:00:00 - 03/01/2025 04:15:00","BZN|PT","Without Sequence","90.01","",""
"03/01/2025 04:15:00 - 03/01/2025 04:30:00","BZN|PT","Without Sequence","90.01","",""
"03/01/2025 04:30:00 - 03/01/2025 04:45:00","BZN|PT","Without Sequence","90.01","",""
"03/01/2025 04:45:00 - 03/01/2025 05:00:00","BZN|PT","Without Sequence","90.01","",""
"03/01/2025 05:00:00 - 03/01/2025 05:15:00","BZN|PT","Without Sequence","92.25","",""
"03/01/2025 05:15:00 - 03/01/2025 05:30:00","BZN|PT","Without Sequence","92.25","",""
"03/01/2025 05:30:00 - 03/01/2025 05:45:00","BZN|PT","Without Sequence","92.25","",""
"03/01/2025 05:45:00 - 03/01/2025 06:00:00","BZN|PT","Without Sequence","92.25","",""
"03/01/2025 06:00:00 - 03/01/2025 06:15:00","BZN|PT","Without Sequence","100.14","",""
"03/01/2025 06:15:00 - 03/01/2025 06:30:00","BZN|PT","Without Sequence","100.14","",""
"03/01/2025 06:30:00 - 03/01/2025 06:45:00","BZN|PT","Without Sequence","100.14","",""
"03/01/2025 06:45:00 - 03/01/2025 07:00:00","BZN|PT","Without Sequence","100.14","",""
"03/01/2025 07:00:00 - 03/01/2025 07:15:00","BZN|PT","Without Sequence","126.00","",""
"03/01/2025 07:15:00 - 03/01/2025 07:30:00","BZN|PT","Without Sequence","126.00","",""
"03/01/2025 07:30:00 - 03/01/2025 07:45:00","BZN|PT","Without Sequence","126.00","",""
"03/01/2025 07:45:00 - 03/01/2025 08:00:00","BZN|PT","Without Sequence","126.00","",""
"03/01/2025 08:00:00 - 03/01/2025 08:15:00","BZN|PT","Without Sequence","141.20","",""
"03/01/2025 08:15:00 - 03/01/2025 08:30:00","BZN|PT","Without Sequence","141.20","",""
"03/01/2025 08:30:00 - 03/01/2025 08:45:00","BZN|PT","Without Sequence","141.20","",""
"03/01/2025 08:45:00 - 03/01/2025 09:00:00","BZN|PT","Without Sequence","141.20","",""
"03/01/2025 09:00:00 - 03/01/2025 09:15:00","BZN|PT","Without Sequence","138.00","",""
"03/01/2025 09:15:00 - 03/01/2025 09:30:00","BZN|PT","Without Sequence","138.00","",""
"03/01/2025 09:30:00 - 03/01/2025 09:45:00","BZN|PT","Without Sequence","138.00","",""
"03/01/2025 09:45:00 - 03/01/2025 10:00:00","BZN|PT","Without Sequence","138.00","",""
"03/01/2025 10:00:00 - 03/01/2025 10:15:00","BZN|PT","Without Sequence","130.52","",""
"03/01/2025 10:15:00 - 03/01/2025 10:30:00","BZN|PT","Without Sequence","130.52","",""
"03/01/2025 10:30:00 - 03/01/2025 10:45:00","BZN|PT","Without Sequence","130.52","",""
"03/01/2025 10:45:00 - 03/01/2025 11:00:00","BZN|PT","Without Sequence","130.52","",""
"03/01/2025 11:00:00 - 03/01/2025 11:15:00","BZN|PT","Without Sequence","123.20","",""
"03/01/2025 11:15:00 - 03/01/2025 11:30:00","BZN|PT","Without Sequence","123.20","",""
"03/01/2025 11:30:00 - 03/01/2025 11:45:00","BZN|PT","Without Sequence","123.20","",""
"03/01/2025 11:45:00 - 03/01/2025 12:00:00","BZN|PT","Without Sequence","123.20","",""
"03/01/2025 12:00:00 - 03/01/2025 12:15:00","BZN|PT","Without Sequence","113.51","",""
"03/01/2025 12:15:00 - 03/01/2025 12:30:00","BZN|PT","Without Sequence","113.51","",""
"03/01/2025 12:30:00 - 03/01/2025 12:45:00","BZN|PT","Without Sequence","113.51","",""
"03/01/2025 12:45:00 - 03/01/2025 13:00:00","BZN|PT","Without Sequence","113.51","",""
"03/01/2025 13:00:00 - 03/01/2025 13:15:00","BZN|PT","Without Sequence","107.60","",""
"03/01/2025 13:15:00 - 03/01/2025 13:30:00","BZN|PT","Without Sequence","107.60","",""
"03/01/2025 13:30:00 - 03/01/2025 13:45:00","BZN|PT","Without Sequence","107.60","",""
"03/01/2025 13:45:00 - 03/01/2025 14:00:00","BZN|PT","Without Sequence","107.60","",""
"03/01/2025 14:00:00 - 03/01/2025 14:15:00","BZN|PT","Without Sequence","105.88","",""
"03/01/2025 14:15:00 - 03/01/2025 14:30:00","BZN|PT","Without Sequence","105.88","",""
"03/01/2025 14:30:00 - 03/01/2025 14:45:00","BZN|PT","Without Sequence","105.88","",""
"03/01/2025 14:45:00 - 03/01/2025 15:00:00","BZN|PT","Without Sequence","105.88","",""
"03/01/2025 15:00:00 - 03/01/2025 15:15:00","BZN|PT","Without Sequence","110.22","",""
"03/01/2025 15:15:00 - 03/01/2025 15:30:00","BZN|PT","Without Sequence","110.22","",""
"03/01/2025 15:30:00 - 03/01/2025 15:45:00","BZN|PT","Without Sequence","110.22","",""
"03/01/2025 15:45:00 - 03/01/2025 16:00:00","BZN|PT","Without Sequence","110.22","",""
"03/01/2025 16:00:00 - 03/01/2025 16:15:00","BZN|PT","Without Sequence","123.20","",""
"03/01/2025 16:15:00 - 03/01/2025 16:30:00","BZN|PT","Without Sequence","123.20","",""
"03/01/2025 16:30:00 - 03/01/2025 16:45:00","BZN|PT","Without Sequence","123.20","",""
"03/01/2025 16:45:00 - 03/01/2025 17:00:00","BZN|PT","Without Sequence","123.20","",""
"03/01/2025 17:00:00 - 03/01/2025 17:15:00","BZN|PT","Without Sequence","141.20","",""
"03/01/2025 17:15:00 - 03/01/2025 17:30:00","BZN|PT","Without Sequence","141.20","",""
"03/01/2025 17:30:00 - 03/01/2025 17:45:00","BZN|PT","Without Sequence","141.20","",""
"03/01/2025 17:45:00 - 03/01/2025 18:00:00","BZN|PT","Without Sequence","141.20","",""
"03/01/2025 18:00:00 - 03/01/2025 18:15:00","BZN|PT","Without Sequence","149.62","",""
"03/01/2025 18:15:00 - 03/01/2025 18:30:00","BZN|PT","Without Sequence","149.62","",""
"03/01/2025 18:30:00 - 03/01/2025 18:45:00","BZN|PT","Without Sequence","149.62","",""
"03/01/2025 18:45:00 - 03/01/2025 19:00:00","BZN|PT","Without Sequence","149.62","",""
"03/01/2025 19:00:00 - 03/01/2025 19:15:00","BZN|PT","Without Sequence","151.25","",""
"03/01/2025 19:15:00 - 03/01/2025 19:30:00","BZN|PT","Without Sequence","151.25","",""
"03/01/2025 19:30:00 - 03/01/2025 19:45:00","BZN|PT","Without Sequence","151.25","",""
"03/01/2025 19:45:00 - 03/01/2025 20:00:00","BZN|PT","Without Sequence","151.25","",""
"03/01/2025 20:00:00 - 03/01/2025 20:15:00","BZN|PT","Without Sequence","151.25","",""
"03/01/2025 20:15:00 - 03/01/2025 20:30:00","BZN|PT","Without Sequence","151.25","",""
"03/01/2025 20:30:00 - 03/01/2025 20:45:00","BZN|PT","Without Sequence","151.25","",""
"03/01/2025 20:45:00 - 03/01/2025 21:00:00","BZN|PT","Without Sequence","151.25","",""
"03/01/2025 21:00:00 - 03/01/2025 21:15:00","BZN|PT","Without Sequence","149.12","",""
