"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"16/07/2024 09:00:00 - 16/07/2024 10:00:00","BZN|PT","Without Sequence","86.75","",""
"16/07/2024 10:00:00 - 16/07/2024 11:00:00","BZN|PT","Without Sequence","73.28","",""
"16/07/2024 11:00:00 - 16/07/2024 12:00:00","BZN|PT","Without Sequence","61.59","",""
"16/07/2024 12:00:00 - 16/07/2024 13:00:00","BZN|PT","Without Sequence","61.38","",""
"16/07/2024 13:00:00 - 16/07/2024 14:00:00","BZN|PT","Without Sequence","61.38","",""
"16/07/2024 14:00:00 - 16/07/2024 15:00:00","BZN|PT","Without Sequence","60.31","",""
"16/07/2024 15:00:00 - 16/07/2024 16:00:00","BZN|PT","Without Sequence","59.92","",""
"16/07/2024 16:00:00 - 16/07/2024 17:00:00","BZN|PT","Without Sequence","59.79","",""
"16/07/2024 17:00:00 - 16/07/2024 18:00:00","BZN|PT","Without Sequence","60.18","",""
"16/07/2024 18:00:00 - 16/07/2024 19:00:00","BZN|PT","Without Sequence","67.77","",""
"16/07/2024 19:00:00 - 16/07/2024 20:00:00","BZN|PT","Without Sequence","94.50","",""
"16/07/2024 20:00:00 - 16/07/2024 21:00:00","BZN|PT","Without Sequence","109.11","",""
"16/07/2024 21:00:00 - 16/07/2024 22:00:00","BZN|PT","Without Sequence","125.02","",""
"16/07/2024 22:00:00 - 16/07/2024 23:00:00","BZN|PT","Without Sequence","115.00","",""
"16/07/2024 23:00:00 - 17/07/2024 00:00:00","BZN|PT","Without Sequence","98.70","",""
"17/07/2024 00:00:00 - 17/07/2024 01:00:00","BZN|PT","Without Sequence","101.78","",""
"17/07/2024 01:00:00 - 17/07/2024 02:00:00","BZN|PT","Without Sequence","96.02","",""
"17/07/2024 02:00:00 - 17/07/2024 03:00:00","BZN|PT","Without Sequence","92.23","",""
"17/07/2024 03:00:00 - 17/07/2024 04:00:00","BZN|PT","Without Sequence","94.95","",""
"17/07/2024 04:00:00 - 17/07/2024 05:00:00","BZN|PT","Without Sequence","96.25","",""
"17/07/2024 05:00:00 - 17/07/2024 06:00:00","BZN|PT","Without Sequence","96.25","",""
"17/07/2024 06:00:00 - 17/07/2024 07:00:00","BZN|PT","Without Sequence","107.00","",""
"17/07/2024 07:00:00 - 17/07/2024 08:00:00","BZN|PT","Without Sequence","113.22","",""
"17/07/2024 08:00:00 - 17/07/2024 09:00:00","BZN|PT","Without Sequence","105.70","",""
"17/07/2024 09:00:00 - 17/07/2024 10:00:00","BZN|PT","Without Sequence","97.55","",""
"17/07/2024 10:00:00 - 17/07/2024 11:00:00","BZN|PT","Without Sequence","93.65","",""
"17/07/2024 11:00:00 - 17/07/2024 12:00:00","BZN|PT","Without Sequence","75.00","",""
"17/07/2024 12:00:00 - 17/07/2024 13:00:00","BZN|PT","Without Sequence","71.38","",""
"17/07/2024 13:00:00 - 17/07/2024 14:00:00","BZN|PT","Without Sequence","70.18","",""
"17/07/2024 14:00:00 - 17/07/2024 15:00:00","BZN|PT","Without Sequence","70.00","",""
"17/07/2024 15:00:00 - 17/07/2024 16:00:00","BZN|PT","Without Sequence","69.79","",""
"17/07/2024 16:00:00 - 17/07/2024 17:00:00","BZN|PT","Without Sequence","69.66","",""
"17/07/2024 17:00:00 - 17/07/2024 18:00:00","BZN|PT","Without Sequence","70.18","",""
"17/07/2024 18:00:00 - 17/07/2024 19:00:00","BZN|PT","Without Sequence","87.69","",""
"17/07/2024 19:00:00 - 17/07/2024 20:00:00","BZN|PT","Without Sequence","104.63","",""
"17/07/2024 20:00:00 - 17/07/2024 21:00:00","BZN|PT","Without Sequence","115.75","",""
"17/07/2024 21:00:00 - 17/07/2024 22:00:00","BZN|PT","Without Sequence","125.26","",""
"17/07/2024 22:00:00 - 17/07/2024 23:00:00","BZN|PT","Without Sequence","127.00","",""
"17/07/2024 23:00:00 - 18/07/2024 00:00:00","BZN|PT","Without Sequence","115.01","",""
"18/07/2024 00:00:00 - 18/07/2024 01:00:00","BZN|PT","Without Sequence","108.13","",""
"18/07/2024 01:00:00 - 18/07/2024 02:00:00","BZN|PT","Without Sequence","100.50","",""
"18/07/2024 02:00:00 - 18/07/2024 03:00:00","BZN|PT","Without Sequence","96.37","",""
"18/07/2024 03:00:00 - 18/07/2024 04:00:00","BZN|PT","Without Sequence","96.08","",""
"18/07/2024 04:00:00 - 18/07/2024 05:00:00","BZN|PT","Without Sequence","96.18","",""
"18/07/2024 05:00:00 - 18/07/2024 06:00:00","BZN|PT","Without Sequence","97.48","",""
"18/07/2024 06:00:00 - 18/07/2024 07:00:00","BZN|PT","Without Sequence","107.31","",""
"18/07/2024 07:00:00 - 18/07/2024 08:00:00","BZN|PT","Without Sequence","111.94","",""
"18/07/2024 08:00:00 - 18/07/2024 09:00:00","BZN|PT","Without Sequence","107.21","",""
"18/07/2024 09:00:00 - 18/07/2024 10:00:00","BZN|PT","Without Sequence","93.58","",""
"18/07/2024 10:00:00 - 18/07/2024 11:00:00","BZN|PT","Without Sequence","94.00","",""
"18/07/2024 11:00:00 - 18/07/2024 12:00:00","BZN|PT","Without Sequence","90.98","",""
"18/07/2024 12:00:00 - 18/07/2024 13:00:00","BZN|PT","Without Sequence","86.38","",""
"18/07/2024 13:00:00 - 18/07/2024 14:00:00","BZN|PT","Without Sequence","84.61","",""
"18/07/2024 14:00:00 - 18/07/2024 15:00:00","BZN|PT","Without Sequence","83.00","",""
"18/07/2024 15:00:00 - 18/07/2024 16:00:00","BZN|PT","Without Sequence","79.21","",""
"18/07/2024 16:00:00 - 18/07/2024 17:00:00","BZN|PT","Without Sequence","80.00","",""
"18/07/2024 17:00:00 - 18/07/2024 18:00:00","BZN|PT","Without Sequence","90.00","",""
"18/07/2024 18:00:00 - 18/07/2024 19:00:00","BZN|PT","Without Sequence","102.85","",""
"18/07/2024 19:00:00 - 18/07/2024 20:00:00","BZN|PT","Without Sequence","121.22","",""
"18/07/2024 20:00:00 - 18/07/2024 21:00:00","BZN|PT","Without Sequence","130.05","",""
"18/07/2024 21:00:00 - 18/07/2024 22:00:00","BZN|PT","Without Sequence","138.23","",""
"18/07/2024 22:00:00 - 18/07/2024 23:00:00","BZN|PT","Without Sequence","124.24","",""
"18/07/2024 23:00:00 - 19/07/2024 00:00:00","BZN|PT","Without Sequence","113.22","",""
"19/07/2024 00:00:00 - 19/07/2024 01:00:00","BZN|PT","Without Sequence","108.49","",""
"19/07/2024 01:00:00 - 19/07/2024 02:00:00","BZN|PT","Without Sequence","106.37","",""
"19/07/2024 02:00:00 - 19/07/2024 03:00:00","BZN|PT","Without Sequence","103.99","",""
"19/07/2024 03:00:00 - 19/07/2024 04:00:00","BZN|PT","Without Sequence","103.98","",""
"19/07/2024 04:00:00 - 19/07/2024 05:00:00","BZN|PT","Without Sequence","103.98","",""
"19/07/2024 05:00:00 - 19/07/2024 06:00:00","BZN|PT","Without Sequence","105.87","",""
"19/07/2024 06:00:00 - 19/07/2024 07:00:00","BZN|PT","Without Sequence","109.80","",""
"19/07/2024 07:00:00 - 19/07/2024 08:00:00","BZN|PT","Without Sequence","116.22","",""
"19/07/2024 08:00:00 - 19/07/2024 09:00:00","BZN|PT","Without Sequence","108.85","",""
"19/07/2024 09:00:00 - 19/07/2024 10:00:00","BZN|PT","Without Sequence","101.00","",""
"19/07/2024 10:00:00 - 19/07/2024 11:00:00","BZN|PT","Without Sequence","95.46","",""
"19/07/2024 11:00:00 - 19/07/2024 12:00:00","BZN|PT","Without Sequence","83.80","",""
"19/07/2024 12:00:00 - 19/07/2024 13:00:00","BZN|PT","Without Sequence","80.35","",""
"19/07/2024 13:00:00 - 19/07/2024 14:00:00","BZN|PT","Without Sequence","78.59","",""
"19/07/2024 14:00:00 - 19/07/2024 15:00:00","BZN|PT","Without Sequence","77.92","",""
"19/07/2024 15:00:00 - 19/07/2024 16:00:00","BZN|PT","Without Sequence","75.00","",""
"19/07/2024 16:00:00 - 19/07/2024 17:00:00","BZN|PT","Without Sequence","68.72","",""
"19/07/2024 17:00:00 - 19/07/2024 18:00:00","BZN|PT","Without Sequence","78.05","",""
"19/07/2024 18:00:00 - 19/07/2024 19:00:00","BZN|PT","Without Sequence","85.06","",""
"19/07/2024 19:00:00 - 19/07/2024 20:00:00","BZN|PT","Without Sequence","98.10","",""
"19/07/2024 20:00:00 - 19/07/2024 21:00:00","BZN|PT","Without Sequence","111.90","",""
"19/07/2024 21:00:00 - 19/07/2024 22:00:00","BZN|PT","Without Sequence","121.22","",""
"19/07/2024 22:00:00 - 19/07/2024 23:00:00","BZN|PT","Without Sequence","114.94","",""
"19/07/2024 23:00:00 - 20/07/2024 00:00:00","BZN|PT","Without Sequence","109.11","",""
"20/07/2024 00:00:00 - 20/07/2024 01:00:00","BZN|PT","Without Sequence","101.70","",""
"20/07/2024 01:00:00 - 20/07/2024 02:00:00","BZN|PT","Without Sequence","98.65","",""
"20/07/2024 02:00:00 - 20/07/2024 03:00:00","BZN|PT","Without Sequence","101.01","",""
"20/07/2024 03:00:00 - 20/07/2024 04:00:00","BZN|PT","Without Sequence","98.65","",""
"20/07/2024 04:00:00 - 20/07/2024 05:00:00","BZN|PT","Without Sequence","96.86","",""
"20/07/2024 05:00:00 - 20/07/2024 06:00:00","BZN|PT","Without Sequence","96.05","",""
"20/07/2024 06:00:00 - 20/07/2024 07:00:00","BZN|PT","Without Sequence","94.75","",""
"20/07/2024 07:00:00 - 20/07/2024 08:00:00","BZN|PT","Without Sequence","92.90","",""
"20/07/2024 08:00:00 - 20/07/2024 09:00:00","BZN|PT","Without Sequence","67.74","",""
"20/07/2024 09:00:00 - 20/07/2024 10:00:00","BZN|PT","Without Sequence","50.00","",""
"20/07/2024 10:00:00 - 20/07/2024 11:00:00","BZN|PT","Without Sequence","9.96","",""
"20/07/2024 11:00:00 - 20/07/2024 12:00:00","BZN|PT","Without Sequence","2.96","",""
"20/07/2024 12:00:00 - 20/07/2024 13:00:00","BZN|PT","Without Sequence","0.44","",""
"20/07/2024 13:00:00 - 20/07/2024 14:00:00","BZN|PT","Without Sequence","0.00","",""
"20/07/2024 14:00:00 - 20/07/2024 15:00:00","BZN|PT","Without Sequence","-0.01","",""
"20/07/2024 15:00:00 - 20/07/2024 16:00:00","BZN|PT","Without Sequence","0.00","",""
"20/07/2024 16:00:00 - 20/07/2024 17:00:00","BZN|PT","Without Sequence","0.00","",""
"20/07/2024 17:00:00 - 20/07/2024 18:00:00","BZN|PT","Without Sequence","0.00","",""
"20/07/2024 18:00:00 - 20/07/2024 19:00:00","BZN|PT","Without Sequence","1.90","",""
"20/07/2024 19:00:00 - 20/07/2024 20:00:00","BZN|PT","Without Sequence","6.15","",""
"20/07/2024 20:00:00 - 20/07/2024 21:00:00","BZN|PT","Without Sequence","60.05","",""
"20/07/2024 21:00:00 - 20/07/2024 22:00:00","BZN|PT","Without Sequence","87.93","",""
"20/07/2024 22:00:00 - 20/07/2024 23:00:00","BZN|PT","Without Sequence","88.31","",""
"20/07/2024 23:00:00 - 21/07/2024 00:00:00","BZN|PT","Without Sequence","80.68","",""
"21/07/2024 00:00:00 - 21/07/2024 01:00:00","BZN|PT","Without Sequence","67.98","",""
"21/07/2024 01:00:00 - 21/07/2024 02:00:00","BZN|PT","Without Sequence","49.77","",""
"21/07/2024 02:00:00 - 21/07/2024 03:00:00","BZN|PT","Without Sequence","42.26","",""
"21/07/2024 03:00:00 - 21/07/2024 04:00:00","BZN|PT","Without Sequence","43.41","",""
"21/07/2024 04:00:00 - 21/07/2024 05:00:00","BZN|PT","Without Sequence","35.35","",""
"21/07/2024 05:00:00 - 21/07/2024 06:00:00","BZN|PT","Without Sequence","30.80","",""
"21/07/2024 06:00:00 - 21/07/2024 07:00:00","BZN|PT","Without Sequence","32.00","",""
"21/07/2024 07:00:00 - 21/07/2024 08:00:00","BZN|PT","Without Sequence","34.57","",""
"21/07/2024 08:00:00 - 21/07/2024 09:00:00","BZN|PT","Without Sequence","25.07","",""
"21/07/2024 09:00:00 - 21/07/2024 10:00:00","BZN|PT","Without Sequence","0.49","",""
"21/07/2024 10:00:00 - 21/07/2024 11:00:00","BZN|PT","Without Sequence","0.00","",""
"21/07/2024 11:00:00 - 21/07/2024 12:00:00","BZN|PT","Without Sequence","0.00","",""
"21/07/2024 12:00:00 - 21/07/2024 13:00:00","BZN|PT","Without Sequence","0.00","",""
"21/07/2024 13:00:00 - 21/07/2024 14:00:00","BZN|PT","Without Sequence","0.00","",""
"21/07/2024 14:00:00 - 21/07/2024 15:00:00","BZN|PT","Without Sequence","-0.03","",""
"21/07/2024 15:00:00 - 21/07/2024 16:00:00","BZN|PT","Without Sequence","-0.01","",""
"21/07/2024 16:00:00 - 21/07/2024 17:00:00","BZN|PT","Without Sequence","0.00","",""
"21/07/2024 17:00:00 - 21/07/2024 18:00:00","BZN|PT","Without Sequence","0.00","",""
"21/07/2024 18:00:00 - 21/07/2024 19:00:00","BZN|PT","Without Sequence","0.10","",""
"21/07/2024 19:00:00 - 21/07/2024 20:00:00","BZN|PT","Without Sequence","25.06","",""
"21/07/2024 20:00:00 - 21/07/2024 21:00:00","BZN|PT","Without Sequence","59.00","",""
"21/07/2024 21:00:00 - 21/07/2024 22:00:00","BZN|PT","Without Sequence","95.00","",""
"21/07/2024 22:00:00 - 21/07/2024 23:00:00","BZN|PT","Without Sequence","95.44","",""
"21/07/2024 23:00:00 - 22/07/2024 00:00:00","BZN|PT","Without Sequence","93.98","",""
"22/07/2024 00:00:00 - 22/07/2024 01:00:00","BZN|PT","Without Sequence","94.50","",""
"22/07/2024 01:00:00 - 22/07/2024 02:00:00","BZN|PT","Without Sequence","90.90","",""
"22/07/2024 02:00:00 - 22/07/2024 03:00:00","BZN|PT","Without Sequence","80.00","",""
"22/07/2024 03:00:00 - 22/07/2024 04:00:00","BZN|PT","Without Sequence","77.98","",""
"22/07/2024 04:00:00 - 22/07/2024 05:00:00","BZN|PT","Without Sequence","76.31","",""
"22/07/2024 05:00:00 - 22/07/2024 06:00:00","BZN|PT","Without Sequence","82.00","",""
"22/07/2024 06:00:00 - 22/07/2024 07:00:00","BZN|PT","Without Sequence","92.21","",""
"22/07/2024 07:00:00 - 22/07/2024 08:00:00","BZN|PT","Without Sequence","96.11","",""
"22/07/2024 08:00:00 - 22/07/2024 09:00:00","BZN|PT","Without Sequence","94.81","",""
"22/07/2024 09:00:00 - 22/07/2024 10:00:00","BZN|PT","Without Sequence","63.37","",""
"22/07/2024 10:00:00 - 22/07/2024 11:00:00","BZN|PT","Without Sequence","56.18","",""
"22/07/2024 11:00:00 - 22/07/2024 12:00:00","BZN|PT","Without Sequence","54.99","",""
"22/07/2024 12:00:00 - 22/07/2024 13:00:00","BZN|PT","Without Sequence","55.66","",""
"22/07/2024 13:00:00 - 22/07/2024 14:00:00","BZN|PT","Without Sequence","56.05","",""
"22/07/2024 14:00:00 - 22/07/2024 15:00:00","BZN|PT","Without Sequence","56.18","",""
"22/07/2024 15:00:00 - 22/07/2024 16:00:00","BZN|PT","Without Sequence","55.92","",""
"22/07/2024 16:00:00 - 22/07/2024 17:00:00","BZN|PT","Without Sequence","55.79","",""
"22/07/2024 17:00:00 - 22/07/2024 18:00:00","BZN|PT","Without Sequence","56.31","",""
"22/07/2024 18:00:00 - 22/07/2024 19:00:00","BZN|PT","Without Sequence","63.37","",""
"22/07/2024 19:00:00 - 22/07/2024 20:00:00","BZN|PT","Without Sequence","91.32","",""
"22/07/2024 20:00:00 - 22/07/2024 21:00:00","BZN|PT","Without Sequence","106.55","",""
"22/07/2024 21:00:00 - 22/07/2024 22:00:00","BZN|PT","Without Sequence","133.58","",""
"22/07/2024 22:00:00 - 22/07/2024 23:00:00","BZN|PT","Without Sequence","114.43","",""
"22/07/2024 23:00:00 - 23/07/2024 00:00:00","BZN|PT","Without Sequence","104.21","",""
"23/07/2024 00:00:00 - 23/07/2024 01:00:00","BZN|PT","Without Sequence","101.98","",""
"23/07/2024 01:00:00 - 23/07/2024 02:00:00","BZN|PT","Without Sequence","99.74","",""
"23/07/2024 02:00:00 - 23/07/2024 03:00:00","BZN|PT","Without Sequence","96.02","",""
"23/07/2024 03:00:00 - 23/07/2024 04:00:00","BZN|PT","Without Sequence","96.02","",""
"23/07/2024 04:00:00 - 23/07/2024 05:00:00","BZN|PT","Without Sequence","98.62","",""
"23/07/2024 05:00:00 - 23/07/2024 06:00:00","BZN|PT","Without Sequence","102.00","",""
"23/07/2024 06:00:00 - 23/07/2024 07:00:00","BZN|PT","Without Sequence","103.92","",""
"23/07/2024 07:00:00 - 23/07/2024 08:00:00","BZN|PT","Without Sequence","106.05","",""
"23/07/2024 08:00:00 - 23/07/2024 09:00:00","BZN|PT","Without Sequence","102.50","",""
"23/07/2024 09:00:00 - 23/07/2024 10:00:00","BZN|PT","Without Sequence","90.82","",""
"23/07/2024 10:00:00 - 23/07/2024 11:00:00","BZN|PT","Without Sequence","70.70","",""
"23/07/2024 11:00:00 - 23/07/2024 12:00:00","BZN|PT","Without Sequence","66.18","",""
"23/07/2024 12:00:00 - 23/07/2024 13:00:00","BZN|PT","Without Sequence","70.00","",""
"23/07/2024 13:00:00 - 23/07/2024 14:00:00","BZN|PT","Without Sequence","72.20","",""
"23/07/2024 14:00:00 - 23/07/2024 15:00:00","BZN|PT","Without Sequence","74.14","",""
"23/07/2024 15:00:00 - 23/07/2024 16:00:00","BZN|PT","Without Sequence","70.70","",""
"23/07/2024 16:00:00 - 23/07/2024 17:00:00","BZN|PT","Without Sequence","70.70","",""
"23/07/2024 17:00:00 - 23/07/2024 18:00:00","BZN|PT","Without Sequence","80.00","",""
"23/07/2024 18:00:00 - 23/07/2024 19:00:00","BZN|PT","Without Sequence","84.32","",""
"23/07/2024 19:00:00 - 23/07/2024 20:00:00","BZN|PT","Without Sequence","100.00","",""
"23/07/2024 20:00:00 - 23/07/2024 21:00:00","BZN|PT","Without Sequence","106.57","",""
"23/07/2024 21:00:00 - 23/07/2024 22:00:00","BZN|PT","Without Sequence","122.23","",""
"23/07/2024 22:00:00 - 23/07/2024 23:00:00","BZN|PT","Without Sequence","110.00","",""
"23/07/2024 23:00:00 - 24/07/2024 00:00:00","BZN|PT","Without Sequence","106.04","",""
"24/07/2024 00:00:00 - 24/07/2024 01:00:00","BZN|PT","Without Sequence","104.38","",""
"24/07/2024 01:00:00 - 24/07/2024 02:00:00","BZN|PT","Without Sequence","100.00","",""
"24/07/2024 02:00:00 - 24/07/2024 03:00:00","BZN|PT","Without Sequence","98.00","",""
"24/07/2024 03:00:00 - 24/07/2024 04:00:00","BZN|PT","Without Sequence","99.07","",""
"24/07/2024 04:00:00 - 24/07/2024 05:00:00","BZN|PT","Without Sequence","100.00","",""
"24/07/2024 05:00:00 - 24/07/2024 06:00:00","BZN|PT","Without Sequence","102.43","",""
"24/07/2024 06:00:00 - 24/07/2024 07:00:00","BZN|PT","Without Sequence","107.90","",""
"24/07/2024 07:00:00 - 24/07/2024 08:00:00","BZN|PT","Without Sequence","110.62","",""
"24/07/2024 08:00:00 - 24/07/2024 09:00:00","BZN|PT","Without Sequence","105.30","",""
"24/07/2024 09:00:00 - 24/07/2024 10:00:00","BZN|PT","Without Sequence","92.57","",""
"24/07/2024 10:00:00 - 24/07/2024 11:00:00","BZN|PT","Without Sequence","84.77","",""
"24/07/2024 11:00:00 - 24/07/2024 12:00:00","BZN|PT","Without Sequence","76.00","",""
"24/07/2024 12:00:00 - 24/07/2024 13:00:00","BZN|PT","Without Sequence","80.00","",""
"24/07/2024 13:00:00 - 24/07/2024 14:00:00","BZN|PT","Without Sequence","82.00","",""
"24/07/2024 14:00:00 - 24/07/2024 15:00:00","BZN|PT","Without Sequence","80.00","",""
"24/07/2024 15:00:00 - 24/07/2024 16:00:00","BZN|PT","Without Sequence","75.80","",""
"24/07/2024 16:00:00 - 24/07/2024 17:00:00","BZN|PT","Without Sequence","75.31","",""
"24/07/2024 17:00:00 - 24/07/2024 18:00:00","BZN|PT","Without Sequence","75.99","",""
"24/07/2024 18:00:00 - 24/07/2024 19:00:00","BZN|PT","Without Sequence","76.01","",""
"24/07/2024 19:00:00 - 24/07/2024 20:00:00","BZN|PT","Without Sequence","99.07","",""
"24/07/2024 20:00:00 - 24/07/2024 21:00:00","BZN|PT","Without Sequence","108.98","",""
"24/07/2024 21:00:00 - 24/07/2024 22:00:00","BZN|PT","Without Sequence","124.11","",""
"24/07/2024 22:00:00 - 24/07/2024 23:00:00","BZN|PT","Without Sequence","111.70","",""
"24/07/2024 23:00:00 - 25/07/2024 00:00:00","BZN|PT","Without Sequence","107.11","",""
"25/07/2024 00:00:00 - 25/07/2024 01:00:00","BZN|PT","Without Sequence","105.35","",""
"25/07/2024 01:00:00 - 25/07/2024 02:00:00","BZN|PT","Without Sequence","100.00","",""
"25/07/2024 02:00:00 - 25/07/2024 03:00:00","BZN|PT","Without Sequence","99.60","",""
"25/07/2024 03:00:00 - 25/07/2024 04:00:00","BZN|PT","Without Sequence","100.84","",""
"25/07/2024 04:00:00 - 25/07/2024 05:00:00","BZN|PT","Without Sequence","101.59","",""
"25/07/2024 05:00:00 - 25/07/2024 06:00:00","BZN|PT","Without Sequence","103.82","",""
"25/07/2024 06:00:00 - 25/07/2024 07:00:00","BZN|PT","Without Sequence","105.64","",""
"25/07/2024 07:00:00 - 25/07/2024 08:00:00","BZN|PT","Without Sequence","110.61","",""
"25/07/2024 08:00:00 - 25/07/2024 09:00:00","BZN|PT","Without Sequence","101.96","",""
"25/07/2024 09:00:00 - 25/07/2024 10:00:00","BZN|PT","Without Sequence","75.04","",""
"25/07/2024 10:00:00 - 25/07/2024 11:00:00","BZN|PT","Without Sequence","72.80","",""
"25/07/2024 11:00:00 - 25/07/2024 12:00:00","BZN|PT","Without Sequence","72.80","",""
"25/07/2024 12:00:00 - 25/07/2024 13:00:00","BZN|PT","Without Sequence","72.59","",""
"25/07/2024 13:00:00 - 25/07/2024 14:00:00","BZN|PT","Without Sequence","71.05","",""
"25/07/2024 14:00:00 - 25/07/2024 15:00:00","BZN|PT","Without Sequence","70.79","",""
"25/07/2024 15:00:00 - 25/07/2024 16:00:00","BZN|PT","Without Sequence","63.37","",""
"25/07/2024 16:00:00 - 25/07/2024 17:00:00","BZN|PT","Without Sequence","59.10","",""
"25/07/2024 17:00:00 - 25/07/2024 18:00:00","BZN|PT","Without Sequence","59.33","",""
"25/07/2024 18:00:00 - 25/07/2024 19:00:00","BZN|PT","Without Sequence","70.92","",""
"25/07/2024 19:00:00 - 25/07/2024 20:00:00","BZN|PT","Without Sequence","86.93","",""
"25/07/2024 20:00:00 - 25/07/2024 21:00:00","BZN|PT","Without Sequence","106.44","",""
"25/07/2024 21:00:00 - 25/07/2024 22:00:00","BZN|PT","Without Sequence","116.52","",""
"25/07/2024 22:00:00 - 25/07/2024 23:00:00","BZN|PT","Without Sequence","113.97","",""
"25/07/2024 23:00:00 - 26/07/2024 00:00:00","BZN|PT","Without Sequence","107.74","",""
"26/07/2024 00:00:00 - 26/07/2024 01:00:00","BZN|PT","Without Sequence","105.44","",""
"26/07/2024 01:00:00 - 26/07/2024 02:00:00","BZN|PT","Without Sequence","104.71","",""
"26/07/2024 02:00:00 - 26/07/2024 03:00:00","BZN|PT","Without Sequence","104.31","",""
"26/07/2024 03:00:00 - 26/07/2024 04:00:00","BZN|PT","Without Sequence","104.71","",""
"26/07/2024 04:00:00 - 26/07/2024 05:00:00","BZN|PT","Without Sequence","104.98","",""
"26/07/2024 05:00:00 - 26/07/2024 06:00:00","BZN|PT","Without Sequence","105.22","",""
"26/07/2024 06:00:00 - 26/07/2024 07:00:00","BZN|PT","Without Sequence","106.20","",""
"26/07/2024 07:00:00 - 26/07/2024 08:00:00","BZN|PT","Without Sequence","110.10","",""
"26/07/2024 08:00:00 - 26/07/2024 09:00:00","BZN|PT","Without Sequence","106.01","",""
"26/07/2024 09:00:00 - 26/07/2024 10:00:00","BZN|PT","Without Sequence","102.88","",""
"26/07/2024 10:00:00 - 26/07/2024 11:00:00","BZN|PT","Without Sequence","84.00","",""
"26/07/2024 11:00:00 - 26/07/2024 12:00:00","BZN|PT","Without Sequence","75.99","",""
"26/07/2024 12:00:00 - 26/07/2024 13:00:00","BZN|PT","Without Sequence","75.29","",""
"26/07/2024 13:00:00 - 26/07/2024 14:00:00","BZN|PT","Without Sequence","75.01","",""
"26/07/2024 14:00:00 - 26/07/2024 15:00:00","BZN|PT","Without Sequence","72.80","",""
"26/07/2024 15:00:00 - 26/07/2024 16:00:00","BZN|PT","Without Sequence","71.97","",""
"26/07/2024 16:00:00 - 26/07/2024 17:00:00","BZN|PT","Without Sequence","71.20","",""
"26/07/2024 17:00:00 - 26/07/2024 18:00:00","BZN|PT","Without Sequence","72.80","",""
"26/07/2024 18:00:00 - 26/07/2024 19:00:00","BZN|PT","Without Sequence","76.00","",""
"26/07/2024 19:00:00 - 26/07/2024 20:00:00","BZN|PT","Without Sequence","95.00","",""
"26/07/2024 20:00:00 - 26/07/2024 21:00:00","BZN|PT","Without Sequence","107.26","",""
"26/07/2024 21:00:00 - 26/07/2024 22:00:00","BZN|PT","Without Sequence","122.23","",""
"26/07/2024 22:00:00 - 26/07/2024 23:00:00","BZN|PT","Without Sequence","113.97","",""
"26/07/2024 23:00:00 - 27/07/2024 00:00:00","BZN|PT","Without Sequence","109.44","",""
"27/07/2024 00:00:00 - 27/07/2024 01:00:00","BZN|PT","Without Sequence","106.51","",""
"27/07/2024 01:00:00 - 27/07/2024 02:00:00","BZN|PT","Without Sequence","108.47","",""
"27/07/2024 02:00:00 - 27/07/2024 03:00:00","BZN|PT","Without Sequence","104.48","",""
"27/07/2024 03:00:00 - 27/07/2024 04:00:00","BZN|PT","Without Sequence","106.09","",""
"27/07/2024 04:00:00 - 27/07/2024 05:00:00","BZN|PT","Without Sequence","106.09","",""
"27/07/2024 05:00:00 - 27/07/2024 06:00:00","BZN|PT","Without Sequence","106.09","",""
"27/07/2024 06:00:00 - 27/07/2024 07:00:00","BZN|PT","Without Sequence","108.21","",""
"27/07/2024 07:00:00 - 27/07/2024 08:00:00","BZN|PT","Without Sequence","107.71","",""
"27/07/2024 08:00:00 - 27/07/2024 09:00:00","BZN|PT","Without Sequence","102.20","",""
"27/07/2024 09:00:00 - 27/07/2024 10:00:00","BZN|PT","Without Sequence","72.96","",""
"27/07/2024 10:00:00 - 27/07/2024 11:00:00","BZN|PT","Without Sequence","58.99","",""
"27/07/2024 11:00:00 - 27/07/2024 12:00:00","BZN|PT","Without Sequence","58.50","",""
"27/07/2024 12:00:00 - 27/07/2024 13:00:00","BZN|PT","Without Sequence","36.00","",""
"27/07/2024 13:00:00 - 27/07/2024 14:00:00","BZN|PT","Without Sequence","17.80","",""
"27/07/2024 14:00:00 - 27/07/2024 15:00:00","BZN|PT","Without Sequence","17.92","",""
"27/07/2024 15:00:00 - 27/07/2024 16:00:00","BZN|PT","Without Sequence","18.80","",""
"27/07/2024 16:00:00 - 27/07/2024 17:00:00","BZN|PT","Without Sequence","15.00","",""
"27/07/2024 17:00:00 - 27/07/2024 18:00:00","BZN|PT","Without Sequence","31.51","",""
"27/07/2024 18:00:00 - 27/07/2024 19:00:00","BZN|PT","Without Sequence","55.24","",""
"27/07/2024 19:00:00 - 27/07/2024 20:00:00","BZN|PT","Without Sequence","67.84","",""
"27/07/2024 20:00:00 - 27/07/2024 21:00:00","BZN|PT","Without Sequence","103.18","",""
"27/07/2024 21:00:00 - 27/07/2024 22:00:00","BZN|PT","Without Sequence","117.92","",""
"27/07/2024 22:00:00 - 27/07/2024 23:00:00","BZN|PT","Without Sequence","115.19","",""
