"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"08/06/2022 22:00:00 - 08/06/2022 23:00:00","BZN|PT","Without Sequence","211.00","",""
"08/06/2022 23:00:00 - 09/06/2022 00:00:00","BZN|PT","Without Sequence","198.89","",""
"09/06/2022 00:00:00 - 09/06/2022 01:00:00","BZN|PT","Without Sequence","189.01","",""
"09/06/2022 01:00:00 - 09/06/2022 02:00:00","BZN|PT","Without Sequence","170.63","",""
"09/06/2022 02:00:00 - 09/06/2022 03:00:00","BZN|PT","Without Sequence","165.00","",""
"09/06/2022 03:00:00 - 09/06/2022 04:00:00","BZN|PT","Without Sequence","165.38","",""
"09/06/2022 04:00:00 - 09/06/2022 05:00:00","BZN|PT","Without Sequence","165.57","",""
"09/06/2022 05:00:00 - 09/06/2022 06:00:00","BZN|PT","Without Sequence","170.00","",""
"09/06/2022 06:00:00 - 09/06/2022 07:00:00","BZN|PT","Without Sequence","196.60","",""
"09/06/2022 07:00:00 - 09/06/2022 08:00:00","BZN|PT","Without Sequence","215.41","",""
"09/06/2022 08:00:00 - 09/06/2022 09:00:00","BZN|PT","Without Sequence","215.71","",""
"09/06/2022 09:00:00 - 09/06/2022 10:00:00","BZN|PT","Without Sequence","200.63","",""
"09/06/2022 10:00:00 - 09/06/2022 11:00:00","BZN|PT","Without Sequence","193.34","",""
"09/06/2022 11:00:00 - 09/06/2022 12:00:00","BZN|PT","Without Sequence","185.00","",""
"09/06/2022 12:00:00 - 09/06/2022 13:00:00","BZN|PT","Without Sequence","183.05","",""
"09/06/2022 13:00:00 - 09/06/2022 14:00:00","BZN|PT","Without Sequence","174.00","",""
"09/06/2022 14:00:00 - 09/06/2022 15:00:00","BZN|PT","Without Sequence","161.93","",""
"09/06/2022 15:00:00 - 09/06/2022 16:00:00","BZN|PT","Without Sequence","158.50","",""
"09/06/2022 16:00:00 - 09/06/2022 17:00:00","BZN|PT","Without Sequence","154.37","",""
"09/06/2022 17:00:00 - 09/06/2022 18:00:00","BZN|PT","Without Sequence","156.00","",""
"09/06/2022 18:00:00 - 09/06/2022 19:00:00","BZN|PT","Without Sequence","165.57","",""
"09/06/2022 19:00:00 - 09/06/2022 20:00:00","BZN|PT","Without Sequence","186.00","",""
"09/06/2022 20:00:00 - 09/06/2022 21:00:00","BZN|PT","Without Sequence","200.97","",""
"09/06/2022 21:00:00 - 09/06/2022 22:00:00","BZN|PT","Without Sequence","210.24","",""
"09/06/2022 22:00:00 - 09/06/2022 23:00:00","BZN|PT","Without Sequence","209.09","",""
"09/06/2022 23:00:00 - 10/06/2022 00:00:00","BZN|PT","Without Sequence","192.07","",""
"10/06/2022 00:00:00 - 10/06/2022 01:00:00","BZN|PT","Without Sequence","196.58","",""
"10/06/2022 01:00:00 - 10/06/2022 02:00:00","BZN|PT","Without Sequence","176.70","",""
"10/06/2022 02:00:00 - 10/06/2022 03:00:00","BZN|PT","Without Sequence","169.40","",""
"10/06/2022 03:00:00 - 10/06/2022 04:00:00","BZN|PT","Without Sequence","168.92","",""
"10/06/2022 04:00:00 - 10/06/2022 05:00:00","BZN|PT","Without Sequence","169.40","",""
"10/06/2022 05:00:00 - 10/06/2022 06:00:00","BZN|PT","Without Sequence","188.00","",""
"10/06/2022 06:00:00 - 10/06/2022 07:00:00","BZN|PT","Without Sequence","207.91","",""
"10/06/2022 07:00:00 - 10/06/2022 08:00:00","BZN|PT","Without Sequence","213.76","",""
"10/06/2022 08:00:00 - 10/06/2022 09:00:00","BZN|PT","Without Sequence","212.84","",""
"10/06/2022 09:00:00 - 10/06/2022 10:00:00","BZN|PT","Without Sequence","200.00","",""
"10/06/2022 10:00:00 - 10/06/2022 11:00:00","BZN|PT","Without Sequence","185.85","",""
"10/06/2022 11:00:00 - 10/06/2022 12:00:00","BZN|PT","Without Sequence","192.00","",""
"10/06/2022 12:00:00 - 10/06/2022 13:00:00","BZN|PT","Without Sequence","196.48","",""
"10/06/2022 13:00:00 - 10/06/2022 14:00:00","BZN|PT","Without Sequence","190.92","",""
"10/06/2022 14:00:00 - 10/06/2022 15:00:00","BZN|PT","Without Sequence","182.03","",""
"10/06/2022 15:00:00 - 10/06/2022 16:00:00","BZN|PT","Without Sequence","171.80","",""
"10/06/2022 16:00:00 - 10/06/2022 17:00:00","BZN|PT","Without Sequence","171.80","",""
"10/06/2022 17:00:00 - 10/06/2022 18:00:00","BZN|PT","Without Sequence","196.33","",""
"10/06/2022 18:00:00 - 10/06/2022 19:00:00","BZN|PT","Without Sequence","204.81","",""
"10/06/2022 19:00:00 - 10/06/2022 20:00:00","BZN|PT","Without Sequence","210.98","",""
"10/06/2022 20:00:00 - 10/06/2022 21:00:00","BZN|PT","Without Sequence","220.46","",""
"10/06/2022 21:00:00 - 10/06/2022 22:00:00","BZN|PT","Without Sequence","216.90","",""
"10/06/2022 22:00:00 - 10/06/2022 23:00:00","BZN|PT","Without Sequence","215.48","",""
"10/06/2022 23:00:00 - 11/06/2022 00:00:00","BZN|PT","Without Sequence","205.07","",""
"11/06/2022 00:00:00 - 11/06/2022 01:00:00","BZN|PT","Without Sequence","208.01","",""
"11/06/2022 01:00:00 - 11/06/2022 02:00:00","BZN|PT","Without Sequence","202.56","",""
"11/06/2022 02:00:00 - 11/06/2022 03:00:00","BZN|PT","Without Sequence","196.45","",""
"11/06/2022 03:00:00 - 11/06/2022 04:00:00","BZN|PT","Without Sequence","196.45","",""
"11/06/2022 04:00:00 - 11/06/2022 05:00:00","BZN|PT","Without Sequence","196.45","",""
"11/06/2022 05:00:00 - 11/06/2022 06:00:00","BZN|PT","Without Sequence","196.45","",""
"11/06/2022 06:00:00 - 11/06/2022 07:00:00","BZN|PT","Without Sequence","196.45","",""
"11/06/2022 07:00:00 - 11/06/2022 08:00:00","BZN|PT","Without Sequence","195.78","",""
"11/06/2022 08:00:00 - 11/06/2022 09:00:00","BZN|PT","Without Sequence","184.83","",""
"11/06/2022 09:00:00 - 11/06/2022 10:00:00","BZN|PT","Without Sequence","172.25","",""
"11/06/2022 10:00:00 - 11/06/2022 11:00:00","BZN|PT","Without Sequence","177.55","",""
"11/06/2022 11:00:00 - 11/06/2022 12:00:00","BZN|PT","Without Sequence","180.00","",""
"11/06/2022 12:00:00 - 11/06/2022 13:00:00","BZN|PT","Without Sequence","168.48","",""
"11/06/2022 13:00:00 - 11/06/2022 14:00:00","BZN|PT","Without Sequence","165.16","",""
"11/06/2022 14:00:00 - 11/06/2022 15:00:00","BZN|PT","Without Sequence","164.22","",""
"11/06/2022 15:00:00 - 11/06/2022 16:00:00","BZN|PT","Without Sequence","159.00","",""
"11/06/2022 16:00:00 - 11/06/2022 17:00:00","BZN|PT","Without Sequence","166.00","",""
"11/06/2022 17:00:00 - 11/06/2022 18:00:00","BZN|PT","Without Sequence","180.80","",""
"11/06/2022 18:00:00 - 11/06/2022 19:00:00","BZN|PT","Without Sequence","173.47","",""
"11/06/2022 19:00:00 - 11/06/2022 20:00:00","BZN|PT","Without Sequence","196.39","",""
"11/06/2022 20:00:00 - 11/06/2022 21:00:00","BZN|PT","Without Sequence","214.00","",""
"11/06/2022 21:00:00 - 11/06/2022 22:00:00","BZN|PT","Without Sequence","233.22","",""
"11/06/2022 22:00:00 - 11/06/2022 23:00:00","BZN|PT","Without Sequence","233.22","",""
"11/06/2022 23:00:00 - 12/06/2022 00:00:00","BZN|PT","Without Sequence","214.77","",""
"12/06/2022 00:00:00 - 12/06/2022 01:00:00","BZN|PT","Without Sequence","195.00","",""
"12/06/2022 01:00:00 - 12/06/2022 02:00:00","BZN|PT","Without Sequence","184.24","",""
"12/06/2022 02:00:00 - 12/06/2022 03:00:00","BZN|PT","Without Sequence","175.01","",""
"12/06/2022 03:00:00 - 12/06/2022 04:00:00","BZN|PT","Without Sequence","167.00","",""
"12/06/2022 04:00:00 - 12/06/2022 05:00:00","BZN|PT","Without Sequence","167.00","",""
"12/06/2022 05:00:00 - 12/06/2022 06:00:00","BZN|PT","Without Sequence","169.82","",""
"12/06/2022 06:00:00 - 12/06/2022 07:00:00","BZN|PT","Without Sequence","173.47","",""
"12/06/2022 07:00:00 - 12/06/2022 08:00:00","BZN|PT","Without Sequence","173.43","",""
"12/06/2022 08:00:00 - 12/06/2022 09:00:00","BZN|PT","Without Sequence","164.99","",""
"12/06/2022 09:00:00 - 12/06/2022 10:00:00","BZN|PT","Without Sequence","157.05","",""
"12/06/2022 10:00:00 - 12/06/2022 11:00:00","BZN|PT","Without Sequence","154.30","",""
"12/06/2022 11:00:00 - 12/06/2022 12:00:00","BZN|PT","Without Sequence","151.70","",""
"12/06/2022 12:00:00 - 12/06/2022 13:00:00","BZN|PT","Without Sequence","146.50","",""
"12/06/2022 13:00:00 - 12/06/2022 14:00:00","BZN|PT","Without Sequence","149.10","",""
"12/06/2022 14:00:00 - 12/06/2022 15:00:00","BZN|PT","Without Sequence","148.00","",""
"12/06/2022 15:00:00 - 12/06/2022 16:00:00","BZN|PT","Without Sequence","138.70","",""
"12/06/2022 16:00:00 - 12/06/2022 17:00:00","BZN|PT","Without Sequence","136.05","",""
"12/06/2022 17:00:00 - 12/06/2022 18:00:00","BZN|PT","Without Sequence","146.50","",""
"12/06/2022 18:00:00 - 12/06/2022 19:00:00","BZN|PT","Without Sequence","161.00","",""
"12/06/2022 19:00:00 - 12/06/2022 20:00:00","BZN|PT","Without Sequence","185.31","",""
"12/06/2022 20:00:00 - 12/06/2022 21:00:00","BZN|PT","Without Sequence","205.98","",""
"12/06/2022 21:00:00 - 12/06/2022 22:00:00","BZN|PT","Without Sequence","222.80","",""
"12/06/2022 22:00:00 - 12/06/2022 23:00:00","BZN|PT","Without Sequence","225.88","",""
"12/06/2022 23:00:00 - 13/06/2022 00:00:00","BZN|PT","Without Sequence","219.03","",""
"13/06/2022 00:00:00 - 13/06/2022 01:00:00","BZN|PT","Without Sequence","198.64","",""
"13/06/2022 01:00:00 - 13/06/2022 02:00:00","BZN|PT","Without Sequence","180.00","",""
"13/06/2022 02:00:00 - 13/06/2022 03:00:00","BZN|PT","Without Sequence","162.00","",""
"13/06/2022 03:00:00 - 13/06/2022 04:00:00","BZN|PT","Without Sequence","160.50","",""
"13/06/2022 04:00:00 - 13/06/2022 05:00:00","BZN|PT","Without Sequence","161.50","",""
"13/06/2022 05:00:00 - 13/06/2022 06:00:00","BZN|PT","Without Sequence","169.27","",""
"13/06/2022 06:00:00 - 13/06/2022 07:00:00","BZN|PT","Without Sequence","200.03","",""
"13/06/2022 07:00:00 - 13/06/2022 08:00:00","BZN|PT","Without Sequence","210.98","",""
"13/06/2022 08:00:00 - 13/06/2022 09:00:00","BZN|PT","Without Sequence","204.81","",""
"13/06/2022 09:00:00 - 13/06/2022 10:00:00","BZN|PT","Without Sequence","200.23","",""
"13/06/2022 10:00:00 - 13/06/2022 11:00:00","BZN|PT","Without Sequence","199.62","",""
"13/06/2022 11:00:00 - 13/06/2022 12:00:00","BZN|PT","Without Sequence","199.62","",""
"13/06/2022 12:00:00 - 13/06/2022 13:00:00","BZN|PT","Without Sequence","203.76","",""
"13/06/2022 13:00:00 - 13/06/2022 14:00:00","BZN|PT","Without Sequence","204.02","",""
"13/06/2022 14:00:00 - 13/06/2022 15:00:00","BZN|PT","Without Sequence","202.54","",""
"13/06/2022 15:00:00 - 13/06/2022 16:00:00","BZN|PT","Without Sequence","197.62","",""
"13/06/2022 16:00:00 - 13/06/2022 17:00:00","BZN|PT","Without Sequence","196.73","",""
"13/06/2022 17:00:00 - 13/06/2022 18:00:00","BZN|PT","Without Sequence","200.23","",""
"13/06/2022 18:00:00 - 13/06/2022 19:00:00","BZN|PT","Without Sequence","204.80","",""
"13/06/2022 19:00:00 - 13/06/2022 20:00:00","BZN|PT","Without Sequence","222.12","",""
"13/06/2022 20:00:00 - 13/06/2022 21:00:00","BZN|PT","Without Sequence","238.15","",""
"13/06/2022 21:00:00 - 13/06/2022 22:00:00","BZN|PT","Without Sequence","238.40","",""
"13/06/2022 22:00:00 - 13/06/2022 23:00:00","BZN|PT","Without Sequence","236.12","",""
"13/06/2022 23:00:00 - 14/06/2022 00:00:00","BZN|PT","Without Sequence","223.13","",""
"14/06/2022 00:00:00 - 14/06/2022 01:00:00","BZN|PT","Without Sequence","220.10","",""
"14/06/2022 01:00:00 - 14/06/2022 02:00:00","BZN|PT","Without Sequence","218.80","",""
"14/06/2022 02:00:00 - 14/06/2022 03:00:00","BZN|PT","Without Sequence","208.06","",""
"14/06/2022 03:00:00 - 14/06/2022 04:00:00","BZN|PT","Without Sequence","203.87","",""
"14/06/2022 04:00:00 - 14/06/2022 05:00:00","BZN|PT","Without Sequence","200.16","",""
"14/06/2022 05:00:00 - 14/06/2022 06:00:00","BZN|PT","Without Sequence","203.87","",""
"14/06/2022 06:00:00 - 14/06/2022 07:00:00","BZN|PT","Without Sequence","215.22","",""
"14/06/2022 07:00:00 - 14/06/2022 08:00:00","BZN|PT","Without Sequence","227.88","",""
"14/06/2022 08:00:00 - 14/06/2022 09:00:00","BZN|PT","Without Sequence","227.84","",""
"14/06/2022 09:00:00 - 14/06/2022 10:00:00","BZN|PT","Without Sequence","222.47","",""
"14/06/2022 10:00:00 - 14/06/2022 11:00:00","BZN|PT","Without Sequence","216.97","",""
"14/06/2022 11:00:00 - 14/06/2022 12:00:00","BZN|PT","Without Sequence","203.56","",""
"14/06/2022 12:00:00 - 14/06/2022 13:00:00","BZN|PT","Without Sequence","201.45","",""
"14/06/2022 13:00:00 - 14/06/2022 14:00:00","BZN|PT","Without Sequence","201.32","",""
"14/06/2022 14:00:00 - 14/06/2022 15:00:00","BZN|PT","Without Sequence","200.58","",""
"14/06/2022 15:00:00 - 14/06/2022 16:00:00","BZN|PT","Without Sequence","194.00","",""
"14/06/2022 16:00:00 - 14/06/2022 17:00:00","BZN|PT","Without Sequence","202.56","",""
"14/06/2022 17:00:00 - 14/06/2022 18:00:00","BZN|PT","Without Sequence","204.58","",""
"14/06/2022 18:00:00 - 14/06/2022 19:00:00","BZN|PT","Without Sequence","209.62","",""
"14/06/2022 19:00:00 - 14/06/2022 20:00:00","BZN|PT","Without Sequence","220.00","",""
"14/06/2022 20:00:00 - 14/06/2022 21:00:00","BZN|PT","Without Sequence","237.76","",""
"14/06/2022 21:00:00 - 14/06/2022 22:00:00","BZN|PT","Without Sequence","242.27","",""
"14/06/2022 22:00:00 - 14/06/2022 23:00:00","BZN|PT","Without Sequence","234.90","",""
"14/06/2022 23:00:00 - 15/06/2022 00:00:00","BZN|PT","Without Sequence","219.25","",""
"15/06/2022 00:00:00 - 15/06/2022 01:00:00","BZN|PT","Without Sequence","194.07","",""
"15/06/2022 01:00:00 - 15/06/2022 02:00:00","BZN|PT","Without Sequence","183.50","",""
"15/06/2022 02:00:00 - 15/06/2022 03:00:00","BZN|PT","Without Sequence","177.67","",""
"15/06/2022 03:00:00 - 15/06/2022 04:00:00","BZN|PT","Without Sequence","173.02","",""
"15/06/2022 04:00:00 - 15/06/2022 05:00:00","BZN|PT","Without Sequence","173.18","",""
"15/06/2022 05:00:00 - 15/06/2022 06:00:00","BZN|PT","Without Sequence","180.03","",""
"15/06/2022 06:00:00 - 15/06/2022 07:00:00","BZN|PT","Without Sequence","175.56","",""
"15/06/2022 07:00:00 - 15/06/2022 08:00:00","BZN|PT","Without Sequence","178.91","",""
"15/06/2022 08:00:00 - 15/06/2022 09:00:00","BZN|PT","Without Sequence","178.91","",""
"15/06/2022 09:00:00 - 15/06/2022 10:00:00","BZN|PT","Without Sequence","165.56","",""
"15/06/2022 10:00:00 - 15/06/2022 11:00:00","BZN|PT","Without Sequence","154.85","",""
"15/06/2022 11:00:00 - 15/06/2022 12:00:00","BZN|PT","Without Sequence","153.21","",""
"15/06/2022 12:00:00 - 15/06/2022 13:00:00","BZN|PT","Without Sequence","154.55","",""
"15/06/2022 13:00:00 - 15/06/2022 14:00:00","BZN|PT","Without Sequence","155.40","",""
"15/06/2022 14:00:00 - 15/06/2022 15:00:00","BZN|PT","Without Sequence","153.00","",""
"15/06/2022 15:00:00 - 15/06/2022 16:00:00","BZN|PT","Without Sequence","144.17","",""
"15/06/2022 16:00:00 - 15/06/2022 17:00:00","BZN|PT","Without Sequence","148.00","",""
"15/06/2022 17:00:00 - 15/06/2022 18:00:00","BZN|PT","Without Sequence","145.99","",""
"15/06/2022 18:00:00 - 15/06/2022 19:00:00","BZN|PT","Without Sequence","145.00","",""
"15/06/2022 19:00:00 - 15/06/2022 20:00:00","BZN|PT","Without Sequence","157.07","",""
"15/06/2022 20:00:00 - 15/06/2022 21:00:00","BZN|PT","Without Sequence","178.91","",""
"15/06/2022 21:00:00 - 15/06/2022 22:00:00","BZN|PT","Without Sequence","180.03","",""
"15/06/2022 22:00:00 - 15/06/2022 23:00:00","BZN|PT","Without Sequence","175.56","",""
"15/06/2022 23:00:00 - 16/06/2022 00:00:00","BZN|PT","Without Sequence","148.00","",""
"16/06/2022 00:00:00 - 16/06/2022 01:00:00","BZN|PT","Without Sequence","195.52","",""
"16/06/2022 01:00:00 - 16/06/2022 02:00:00","BZN|PT","Without Sequence","165.05","",""
"16/06/2022 02:00:00 - 16/06/2022 03:00:00","BZN|PT","Without Sequence","154.00","",""
"16/06/2022 03:00:00 - 16/06/2022 04:00:00","BZN|PT","Without Sequence","151.70","",""
"16/06/2022 04:00:00 - 16/06/2022 05:00:00","BZN|PT","Without Sequence","152.11","",""
"16/06/2022 05:00:00 - 16/06/2022 06:00:00","BZN|PT","Without Sequence","162.55","",""
"16/06/2022 06:00:00 - 16/06/2022 07:00:00","BZN|PT","Without Sequence","163.70","",""
"16/06/2022 07:00:00 - 16/06/2022 08:00:00","BZN|PT","Without Sequence","186.50","",""
"16/06/2022 08:00:00 - 16/06/2022 09:00:00","BZN|PT","Without Sequence","186.50","",""
"16/06/2022 09:00:00 - 16/06/2022 10:00:00","BZN|PT","Without Sequence","165.06","",""
"16/06/2022 10:00:00 - 16/06/2022 11:00:00","BZN|PT","Without Sequence","162.55","",""
"16/06/2022 11:00:00 - 16/06/2022 12:00:00","BZN|PT","Without Sequence","154.00","",""
"16/06/2022 12:00:00 - 16/06/2022 13:00:00","BZN|PT","Without Sequence","154.00","",""
"16/06/2022 13:00:00 - 16/06/2022 14:00:00","BZN|PT","Without Sequence","157.18","",""
"16/06/2022 14:00:00 - 16/06/2022 15:00:00","BZN|PT","Without Sequence","150.00","",""
"16/06/2022 15:00:00 - 16/06/2022 16:00:00","BZN|PT","Without Sequence","151.70","",""
"16/06/2022 16:00:00 - 16/06/2022 17:00:00","BZN|PT","Without Sequence","152.11","",""
"16/06/2022 17:00:00 - 16/06/2022 18:00:00","BZN|PT","Without Sequence","162.55","",""
"16/06/2022 18:00:00 - 16/06/2022 19:00:00","BZN|PT","Without Sequence","162.55","",""
"16/06/2022 19:00:00 - 16/06/2022 20:00:00","BZN|PT","Without Sequence","193.50","",""
"16/06/2022 20:00:00 - 16/06/2022 21:00:00","BZN|PT","Without Sequence","202.37","",""
"16/06/2022 21:00:00 - 16/06/2022 22:00:00","BZN|PT","Without Sequence","210.44","",""
"16/06/2022 22:00:00 - 16/06/2022 23:00:00","BZN|PT","Without Sequence","210.19","",""
"16/06/2022 23:00:00 - 17/06/2022 00:00:00","BZN|PT","Without Sequence","193.68","",""
"17/06/2022 00:00:00 - 17/06/2022 01:00:00","BZN|PT","Without Sequence","195.56","",""
"17/06/2022 01:00:00 - 17/06/2022 02:00:00","BZN|PT","Without Sequence","186.88","",""
"17/06/2022 02:00:00 - 17/06/2022 03:00:00","BZN|PT","Without Sequence","179.85","",""
"17/06/2022 03:00:00 - 17/06/2022 04:00:00","BZN|PT","Without Sequence","175.57","",""
"17/06/2022 04:00:00 - 17/06/2022 05:00:00","BZN|PT","Without Sequence","175.57","",""
"17/06/2022 05:00:00 - 17/06/2022 06:00:00","BZN|PT","Without Sequence","175.57","",""
"17/06/2022 06:00:00 - 17/06/2022 07:00:00","BZN|PT","Without Sequence","175.88","",""
"17/06/2022 07:00:00 - 17/06/2022 08:00:00","BZN|PT","Without Sequence","185.65","",""
"17/06/2022 08:00:00 - 17/06/2022 09:00:00","BZN|PT","Without Sequence","181.45","",""
"17/06/2022 09:00:00 - 17/06/2022 10:00:00","BZN|PT","Without Sequence","180.03","",""
"17/06/2022 10:00:00 - 17/06/2022 11:00:00","BZN|PT","Without Sequence","179.74","",""
"17/06/2022 11:00:00 - 17/06/2022 12:00:00","BZN|PT","Without Sequence","175.57","",""
"17/06/2022 12:00:00 - 17/06/2022 13:00:00","BZN|PT","Without Sequence","175.57","",""
"17/06/2022 13:00:00 - 17/06/2022 14:00:00","BZN|PT","Without Sequence","173.44","",""
"17/06/2022 14:00:00 - 17/06/2022 15:00:00","BZN|PT","Without Sequence","160.22","",""
"17/06/2022 15:00:00 - 17/06/2022 16:00:00","BZN|PT","Without Sequence","159.81","",""
"17/06/2022 16:00:00 - 17/06/2022 17:00:00","BZN|PT","Without Sequence","159.81","",""
"17/06/2022 17:00:00 - 17/06/2022 18:00:00","BZN|PT","Without Sequence","160.00","",""
"17/06/2022 18:00:00 - 17/06/2022 19:00:00","BZN|PT","Without Sequence","166.62","",""
"17/06/2022 19:00:00 - 17/06/2022 20:00:00","BZN|PT","Without Sequence","180.00","",""
"17/06/2022 20:00:00 - 17/06/2022 21:00:00","BZN|PT","Without Sequence","189.38","",""
"17/06/2022 21:00:00 - 17/06/2022 22:00:00","BZN|PT","Without Sequence","196.40","",""
"17/06/2022 22:00:00 - 17/06/2022 23:00:00","BZN|PT","Without Sequence","196.61","",""
"17/06/2022 23:00:00 - 18/06/2022 00:00:00","BZN|PT","Without Sequence","184.50","",""
"18/06/2022 00:00:00 - 18/06/2022 01:00:00","BZN|PT","Without Sequence","226.05","",""
"18/06/2022 01:00:00 - 18/06/2022 02:00:00","BZN|PT","Without Sequence","194.70","",""
"18/06/2022 02:00:00 - 18/06/2022 03:00:00","BZN|PT","Without Sequence","180.03","",""
"18/06/2022 03:00:00 - 18/06/2022 04:00:00","BZN|PT","Without Sequence","175.00","",""
"18/06/2022 04:00:00 - 18/06/2022 05:00:00","BZN|PT","Without Sequence","172.72","",""
"18/06/2022 05:00:00 - 18/06/2022 06:00:00","BZN|PT","Without Sequence","170.51","",""
"18/06/2022 06:00:00 - 18/06/2022 07:00:00","BZN|PT","Without Sequence","157.28","",""
"18/06/2022 07:00:00 - 18/06/2022 08:00:00","BZN|PT","Without Sequence","147.28","",""
"18/06/2022 08:00:00 - 18/06/2022 09:00:00","BZN|PT","Without Sequence","133.32","",""
"18/06/2022 09:00:00 - 18/06/2022 10:00:00","BZN|PT","Without Sequence","130.12","",""
"18/06/2022 10:00:00 - 18/06/2022 11:00:00","BZN|PT","Without Sequence","147.28","",""
"18/06/2022 11:00:00 - 18/06/2022 12:00:00","BZN|PT","Without Sequence","136.09","",""
"18/06/2022 12:00:00 - 18/06/2022 13:00:00","BZN|PT","Without Sequence","122.36","",""
"18/06/2022 13:00:00 - 18/06/2022 14:00:00","BZN|PT","Without Sequence","117.66","",""
"18/06/2022 14:00:00 - 18/06/2022 15:00:00","BZN|PT","Without Sequence","105.00","",""
"18/06/2022 15:00:00 - 18/06/2022 16:00:00","BZN|PT","Without Sequence","99.12","",""
"18/06/2022 16:00:00 - 18/06/2022 17:00:00","BZN|PT","Without Sequence","95.17","",""
"18/06/2022 17:00:00 - 18/06/2022 18:00:00","BZN|PT","Without Sequence","97.14","",""
"18/06/2022 18:00:00 - 18/06/2022 19:00:00","BZN|PT","Without Sequence","102.50","",""
"18/06/2022 19:00:00 - 18/06/2022 20:00:00","BZN|PT","Without Sequence","119.94","",""
"18/06/2022 20:00:00 - 18/06/2022 21:00:00","BZN|PT","Without Sequence","151.50","",""
"18/06/2022 21:00:00 - 18/06/2022 22:00:00","BZN|PT","Without Sequence","176.00","",""
"18/06/2022 22:00:00 - 18/06/2022 23:00:00","BZN|PT","Without Sequence","189.00","",""
"18/06/2022 23:00:00 - 19/06/2022 00:00:00","BZN|PT","Without Sequence","171.09","",""
"19/06/2022 00:00:00 - 19/06/2022 01:00:00","BZN|PT","Without Sequence","184.52","",""
"19/06/2022 01:00:00 - 19/06/2022 02:00:00","BZN|PT","Without Sequence","164.34","",""
"19/06/2022 02:00:00 - 19/06/2022 03:00:00","BZN|PT","Without Sequence","150.00","",""
"19/06/2022 03:00:00 - 19/06/2022 04:00:00","BZN|PT","Without Sequence","135.94","",""
"19/06/2022 04:00:00 - 19/06/2022 05:00:00","BZN|PT","Without Sequence","120.60","",""
"19/06/2022 05:00:00 - 19/06/2022 06:00:00","BZN|PT","Without Sequence","112.70","",""
"19/06/2022 06:00:00 - 19/06/2022 07:00:00","BZN|PT","Without Sequence","112.70","",""
"19/06/2022 07:00:00 - 19/06/2022 08:00:00","BZN|PT","Without Sequence","119.31","",""
"19/06/2022 08:00:00 - 19/06/2022 09:00:00","BZN|PT","Without Sequence","107.18","",""
"19/06/2022 09:00:00 - 19/06/2022 10:00:00","BZN|PT","Without Sequence","95.50","",""
"19/06/2022 10:00:00 - 19/06/2022 11:00:00","BZN|PT","Without Sequence","82.10","",""
"19/06/2022 11:00:00 - 19/06/2022 12:00:00","BZN|PT","Without Sequence","79.44","",""
"19/06/2022 12:00:00 - 19/06/2022 13:00:00","BZN|PT","Without Sequence","79.44","",""
"19/06/2022 13:00:00 - 19/06/2022 14:00:00","BZN|PT","Without Sequence","80.00","",""
"19/06/2022 14:00:00 - 19/06/2022 15:00:00","BZN|PT","Without Sequence","77.49","",""
"19/06/2022 15:00:00 - 19/06/2022 16:00:00","BZN|PT","Without Sequence","63.74","",""
"19/06/2022 16:00:00 - 19/06/2022 17:00:00","BZN|PT","Without Sequence","50.00","",""
"19/06/2022 17:00:00 - 19/06/2022 18:00:00","BZN|PT","Without Sequence","70.00","",""
"19/06/2022 18:00:00 - 19/06/2022 19:00:00","BZN|PT","Without Sequence","90.00","",""
"19/06/2022 19:00:00 - 19/06/2022 20:00:00","BZN|PT","Without Sequence","116.50","",""
"19/06/2022 20:00:00 - 19/06/2022 21:00:00","BZN|PT","Without Sequence","160.28","",""
"19/06/2022 21:00:00 - 19/06/2022 22:00:00","BZN|PT","Without Sequence","206.00","",""
"19/06/2022 22:00:00 - 19/06/2022 23:00:00","BZN|PT","Without Sequence","250.00","",""
"19/06/2022 23:00:00 - 20/06/2022 00:00:00","BZN|PT","Without Sequence","234.90","",""
"20/06/2022 00:00:00 - 20/06/2022 01:00:00","BZN|PT","Without Sequence","187.12","",""
"20/06/2022 01:00:00 - 20/06/2022 02:00:00","BZN|PT","Without Sequence","174.64","",""
"20/06/2022 02:00:00 - 20/06/2022 03:00:00","BZN|PT","Without Sequence","170.50","",""
"20/06/2022 03:00:00 - 20/06/2022 04:00:00","BZN|PT","Without Sequence","170.01","",""
"20/06/2022 04:00:00 - 20/06/2022 05:00:00","BZN|PT","Without Sequence","170.00","",""
"20/06/2022 05:00:00 - 20/06/2022 06:00:00","BZN|PT","Without Sequence","170.01","",""
"20/06/2022 06:00:00 - 20/06/2022 07:00:00","BZN|PT","Without Sequence","170.50","",""
"20/06/2022 07:00:00 - 20/06/2022 08:00:00","BZN|PT","Without Sequence","187.11","",""
"20/06/2022 08:00:00 - 20/06/2022 09:00:00","BZN|PT","Without Sequence","187.12","",""
"20/06/2022 09:00:00 - 20/06/2022 10:00:00","BZN|PT","Without Sequence","171.09","",""
"20/06/2022 10:00:00 - 20/06/2022 11:00:00","BZN|PT","Without Sequence","165.15","",""
"20/06/2022 11:00:00 - 20/06/2022 12:00:00","BZN|PT","Without Sequence","143.92","",""
