"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"05/04/2022 16:00:00 - 05/04/2022 17:00:00","BZN|PT","Without Sequence","275.88","",""
"05/04/2022 17:00:00 - 05/04/2022 18:00:00","BZN|PT","Without Sequence","274.27","",""
"05/04/2022 18:00:00 - 05/04/2022 19:00:00","BZN|PT","Without Sequence","285.40","",""
"05/04/2022 19:00:00 - 05/04/2022 20:00:00","BZN|PT","Without Sequence","290.21","",""
"05/04/2022 20:00:00 - 05/04/2022 21:00:00","BZN|PT","Without Sequence","300.97","",""
"05/04/2022 21:00:00 - 05/04/2022 22:00:00","BZN|PT","Without Sequence","300.69","",""
"05/04/2022 22:00:00 - 05/04/2022 23:00:00","BZN|PT","Without Sequence","291.22","",""
"05/04/2022 23:00:00 - 06/04/2022 00:00:00","BZN|PT","Without Sequence","285.00","",""
"06/04/2022 00:00:00 - 06/04/2022 01:00:00","BZN|PT","Without Sequence","278.11","",""
"06/04/2022 01:00:00 - 06/04/2022 02:00:00","BZN|PT","Without Sequence","265.00","",""
"06/04/2022 02:00:00 - 06/04/2022 03:00:00","BZN|PT","Without Sequence","259.50","",""
"06/04/2022 03:00:00 - 06/04/2022 04:00:00","BZN|PT","Without Sequence","252.00","",""
"06/04/2022 04:00:00 - 06/04/2022 05:00:00","BZN|PT","Without Sequence","254.50","",""
"06/04/2022 05:00:00 - 06/04/2022 06:00:00","BZN|PT","Without Sequence","265.27","",""
"06/04/2022 06:00:00 - 06/04/2022 07:00:00","BZN|PT","Without Sequence","287.84","",""
"06/04/2022 07:00:00 - 06/04/2022 08:00:00","BZN|PT","Without Sequence","298.59","",""
"06/04/2022 08:00:00 - 06/04/2022 09:00:00","BZN|PT","Without Sequence","311.59","",""
"06/04/2022 09:00:00 - 06/04/2022 10:00:00","BZN|PT","Without Sequence","295.43","",""
"06/04/2022 10:00:00 - 06/04/2022 11:00:00","BZN|PT","Without Sequence","288.72","",""
"06/04/2022 11:00:00 - 06/04/2022 12:00:00","BZN|PT","Without Sequence","262.22","",""
"06/04/2022 12:00:00 - 06/04/2022 13:00:00","BZN|PT","Without Sequence","254.96","",""
"06/04/2022 13:00:00 - 06/04/2022 14:00:00","BZN|PT","Without Sequence","217.90","",""
"06/04/2022 14:00:00 - 06/04/2022 15:00:00","BZN|PT","Without Sequence","226.70","",""
"06/04/2022 15:00:00 - 06/04/2022 16:00:00","BZN|PT","Without Sequence","205.57","",""
"06/04/2022 16:00:00 - 06/04/2022 17:00:00","BZN|PT","Without Sequence","200.00","",""
"06/04/2022 17:00:00 - 06/04/2022 18:00:00","BZN|PT","Without Sequence","198.94","",""
"06/04/2022 18:00:00 - 06/04/2022 19:00:00","BZN|PT","Without Sequence","201.56","",""
"06/04/2022 19:00:00 - 06/04/2022 20:00:00","BZN|PT","Without Sequence","228.93","",""
"06/04/2022 20:00:00 - 06/04/2022 21:00:00","BZN|PT","Without Sequence","277.47","",""
"06/04/2022 21:00:00 - 06/04/2022 22:00:00","BZN|PT","Without Sequence","277.10","",""
"06/04/2022 22:00:00 - 06/04/2022 23:00:00","BZN|PT","Without Sequence","262.38","",""
"06/04/2022 23:00:00 - 07/04/2022 00:00:00","BZN|PT","Without Sequence","249.59","",""
"07/04/2022 00:00:00 - 07/04/2022 01:00:00","BZN|PT","Without Sequence","249.24","",""
"07/04/2022 01:00:00 - 07/04/2022 02:00:00","BZN|PT","Without Sequence","221.78","",""
"07/04/2022 02:00:00 - 07/04/2022 03:00:00","BZN|PT","Without Sequence","203.77","",""
"07/04/2022 03:00:00 - 07/04/2022 04:00:00","BZN|PT","Without Sequence","172.60","",""
"07/04/2022 04:00:00 - 07/04/2022 05:00:00","BZN|PT","Without Sequence","165.46","",""
"07/04/2022 05:00:00 - 07/04/2022 06:00:00","BZN|PT","Without Sequence","174.37","",""
"07/04/2022 06:00:00 - 07/04/2022 07:00:00","BZN|PT","Without Sequence","224.76","",""
"07/04/2022 07:00:00 - 07/04/2022 08:00:00","BZN|PT","Without Sequence","264.22","",""
"07/04/2022 08:00:00 - 07/04/2022 09:00:00","BZN|PT","Without Sequence","270.00","",""
"07/04/2022 09:00:00 - 07/04/2022 10:00:00","BZN|PT","Without Sequence","268.30","",""
"07/04/2022 10:00:00 - 07/04/2022 11:00:00","BZN|PT","Without Sequence","254.00","",""
"07/04/2022 11:00:00 - 07/04/2022 12:00:00","BZN|PT","Without Sequence","220.00","",""
"07/04/2022 12:00:00 - 07/04/2022 13:00:00","BZN|PT","Without Sequence","193.99","",""
"07/04/2022 13:00:00 - 07/04/2022 14:00:00","BZN|PT","Without Sequence","186.38","",""
"07/04/2022 14:00:00 - 07/04/2022 15:00:00","BZN|PT","Without Sequence","180.00","",""
"07/04/2022 15:00:00 - 07/04/2022 16:00:00","BZN|PT","Without Sequence","172.30","",""
"07/04/2022 16:00:00 - 07/04/2022 17:00:00","BZN|PT","Without Sequence","172.30","",""
"07/04/2022 17:00:00 - 07/04/2022 18:00:00","BZN|PT","Without Sequence","170.70","",""
"07/04/2022 18:00:00 - 07/04/2022 19:00:00","BZN|PT","Without Sequence","183.94","",""
"07/04/2022 19:00:00 - 07/04/2022 20:00:00","BZN|PT","Without Sequence","193.50","",""
"07/04/2022 20:00:00 - 07/04/2022 21:00:00","BZN|PT","Without Sequence","268.30","",""
"07/04/2022 21:00:00 - 07/04/2022 22:00:00","BZN|PT","Without Sequence","266.75","",""
"07/04/2022 22:00:00 - 07/04/2022 23:00:00","BZN|PT","Without Sequence","249.99","",""
"07/04/2022 23:00:00 - 08/04/2022 00:00:00","BZN|PT","Without Sequence","228.38","",""
"08/04/2022 00:00:00 - 08/04/2022 01:00:00","BZN|PT","Without Sequence","218.98","",""
"08/04/2022 01:00:00 - 08/04/2022 02:00:00","BZN|PT","Without Sequence","181.60","",""
"08/04/2022 02:00:00 - 08/04/2022 03:00:00","BZN|PT","Without Sequence","167.12","",""
"08/04/2022 03:00:00 - 08/04/2022 04:00:00","BZN|PT","Without Sequence","165.80","",""
"08/04/2022 04:00:00 - 08/04/2022 05:00:00","BZN|PT","Without Sequence","165.80","",""
"08/04/2022 05:00:00 - 08/04/2022 06:00:00","BZN|PT","Without Sequence","165.91","",""
"08/04/2022 06:00:00 - 08/04/2022 07:00:00","BZN|PT","Without Sequence","172.50","",""
"08/04/2022 07:00:00 - 08/04/2022 08:00:00","BZN|PT","Without Sequence","240.00","",""
"08/04/2022 08:00:00 - 08/04/2022 09:00:00","BZN|PT","Without Sequence","249.41","",""
"08/04/2022 09:00:00 - 08/04/2022 10:00:00","BZN|PT","Without Sequence","193.20","",""
"08/04/2022 10:00:00 - 08/04/2022 11:00:00","BZN|PT","Without Sequence","158.04","",""
"08/04/2022 11:00:00 - 08/04/2022 12:00:00","BZN|PT","Without Sequence","145.10","",""
"08/04/2022 12:00:00 - 08/04/2022 13:00:00","BZN|PT","Without Sequence","102.90","",""
"08/04/2022 13:00:00 - 08/04/2022 14:00:00","BZN|PT","Without Sequence","82.00","",""
"08/04/2022 14:00:00 - 08/04/2022 15:00:00","BZN|PT","Without Sequence","20.00","",""
"08/04/2022 15:00:00 - 08/04/2022 16:00:00","BZN|PT","Without Sequence","7.00","",""
"08/04/2022 16:00:00 - 08/04/2022 17:00:00","BZN|PT","Without Sequence","7.00","",""
"08/04/2022 17:00:00 - 08/04/2022 18:00:00","BZN|PT","Without Sequence","14.00","",""
"08/04/2022 18:00:00 - 08/04/2022 19:00:00","BZN|PT","Without Sequence","101.40","",""
"08/04/2022 19:00:00 - 08/04/2022 20:00:00","BZN|PT","Without Sequence","165.80","",""
"08/04/2022 20:00:00 - 08/04/2022 21:00:00","BZN|PT","Without Sequence","248.58","",""
"08/04/2022 21:00:00 - 08/04/2022 22:00:00","BZN|PT","Without Sequence","252.08","",""
"08/04/2022 22:00:00 - 08/04/2022 23:00:00","BZN|PT","Without Sequence","248.58","",""
"08/04/2022 23:00:00 - 09/04/2022 00:00:00","BZN|PT","Without Sequence","239.91","",""
"09/04/2022 00:00:00 - 09/04/2022 01:00:00","BZN|PT","Without Sequence","244.12","",""
"09/04/2022 01:00:00 - 09/04/2022 02:00:00","BZN|PT","Without Sequence","235.70","",""
"09/04/2022 02:00:00 - 09/04/2022 03:00:00","BZN|PT","Without Sequence","236.91","",""
"09/04/2022 03:00:00 - 09/04/2022 04:00:00","BZN|PT","Without Sequence","232.00","",""
"09/04/2022 04:00:00 - 09/04/2022 05:00:00","BZN|PT","Without Sequence","233.35","",""
"09/04/2022 05:00:00 - 09/04/2022 06:00:00","BZN|PT","Without Sequence","236.91","",""
"09/04/2022 06:00:00 - 09/04/2022 07:00:00","BZN|PT","Without Sequence","236.21","",""
"09/04/2022 07:00:00 - 09/04/2022 08:00:00","BZN|PT","Without Sequence","237.38","",""
"09/04/2022 08:00:00 - 09/04/2022 09:00:00","BZN|PT","Without Sequence","237.18","",""
"09/04/2022 09:00:00 - 09/04/2022 10:00:00","BZN|PT","Without Sequence","261.91","",""
"09/04/2022 10:00:00 - 09/04/2022 11:00:00","BZN|PT","Without Sequence","240.00","",""
"09/04/2022 11:00:00 - 09/04/2022 12:00:00","BZN|PT","Without Sequence","232.25","",""
"09/04/2022 12:00:00 - 09/04/2022 13:00:00","BZN|PT","Without Sequence","234.02","",""
"09/04/2022 13:00:00 - 09/04/2022 14:00:00","BZN|PT","Without Sequence","230.00","",""
"09/04/2022 14:00:00 - 09/04/2022 15:00:00","BZN|PT","Without Sequence","221.01","",""
"09/04/2022 15:00:00 - 09/04/2022 16:00:00","BZN|PT","Without Sequence","186.40","",""
"09/04/2022 16:00:00 - 09/04/2022 17:00:00","BZN|PT","Without Sequence","184.67","",""
"09/04/2022 17:00:00 - 09/04/2022 18:00:00","BZN|PT","Without Sequence","217.10","",""
"09/04/2022 18:00:00 - 09/04/2022 19:00:00","BZN|PT","Without Sequence","238.04","",""
"09/04/2022 19:00:00 - 09/04/2022 20:00:00","BZN|PT","Without Sequence","260.56","",""
"09/04/2022 20:00:00 - 09/04/2022 21:00:00","BZN|PT","Without Sequence","294.88","",""
"09/04/2022 21:00:00 - 09/04/2022 22:00:00","BZN|PT","Without Sequence","294.88","",""
"09/04/2022 22:00:00 - 09/04/2022 23:00:00","BZN|PT","Without Sequence","284.75","",""
"09/04/2022 23:00:00 - 10/04/2022 00:00:00","BZN|PT","Without Sequence","287.84","",""
"10/04/2022 00:00:00 - 10/04/2022 01:00:00","BZN|PT","Without Sequence","282.48","",""
"10/04/2022 01:00:00 - 10/04/2022 02:00:00","BZN|PT","Without Sequence","266.30","",""
"10/04/2022 02:00:00 - 10/04/2022 03:00:00","BZN|PT","Without Sequence","270.93","",""
"10/04/2022 03:00:00 - 10/04/2022 04:00:00","BZN|PT","Without Sequence","256.79","",""
"10/04/2022 04:00:00 - 10/04/2022 05:00:00","BZN|PT","Without Sequence","246.89","",""
"10/04/2022 05:00:00 - 10/04/2022 06:00:00","BZN|PT","Without Sequence","239.91","",""
"10/04/2022 06:00:00 - 10/04/2022 07:00:00","BZN|PT","Without Sequence","250.41","",""
"10/04/2022 07:00:00 - 10/04/2022 08:00:00","BZN|PT","Without Sequence","249.53","",""
"10/04/2022 08:00:00 - 10/04/2022 09:00:00","BZN|PT","Without Sequence","249.53","",""
"10/04/2022 09:00:00 - 10/04/2022 10:00:00","BZN|PT","Without Sequence","200.00","",""
"10/04/2022 10:00:00 - 10/04/2022 11:00:00","BZN|PT","Without Sequence","149.81","",""
"10/04/2022 11:00:00 - 10/04/2022 12:00:00","BZN|PT","Without Sequence","81.00","",""
"10/04/2022 12:00:00 - 10/04/2022 13:00:00","BZN|PT","Without Sequence","3.70","",""
"10/04/2022 13:00:00 - 10/04/2022 14:00:00","BZN|PT","Without Sequence","3.70","",""
"10/04/2022 14:00:00 - 10/04/2022 15:00:00","BZN|PT","Without Sequence","3.70","",""
"10/04/2022 15:00:00 - 10/04/2022 16:00:00","BZN|PT","Without Sequence","1.03","",""
"10/04/2022 16:00:00 - 10/04/2022 17:00:00","BZN|PT","Without Sequence","1.03","",""
"10/04/2022 17:00:00 - 10/04/2022 18:00:00","BZN|PT","Without Sequence","1.03","",""
"10/04/2022 18:00:00 - 10/04/2022 19:00:00","BZN|PT","Without Sequence","3.70","",""
"10/04/2022 19:00:00 - 10/04/2022 20:00:00","BZN|PT","Without Sequence","114.00","",""
"10/04/2022 20:00:00 - 10/04/2022 21:00:00","BZN|PT","Without Sequence","227.91","",""
"10/04/2022 21:00:00 - 10/04/2022 22:00:00","BZN|PT","Without Sequence","260.00","",""
"10/04/2022 22:00:00 - 10/04/2022 23:00:00","BZN|PT","Without Sequence","245.57","",""
"10/04/2022 23:00:00 - 11/04/2022 00:00:00","BZN|PT","Without Sequence","215.00","",""
"11/04/2022 00:00:00 - 11/04/2022 01:00:00","BZN|PT","Without Sequence","150.00","",""
"11/04/2022 01:00:00 - 11/04/2022 02:00:00","BZN|PT","Without Sequence","114.00","",""
"11/04/2022 02:00:00 - 11/04/2022 03:00:00","BZN|PT","Without Sequence","96.00","",""
"11/04/2022 03:00:00 - 11/04/2022 04:00:00","BZN|PT","Without Sequence","100.10","",""
"11/04/2022 04:00:00 - 11/04/2022 05:00:00","BZN|PT","Without Sequence","117.00","",""
"11/04/2022 05:00:00 - 11/04/2022 06:00:00","BZN|PT","Without Sequence","149.81","",""
"11/04/2022 06:00:00 - 11/04/2022 07:00:00","BZN|PT","Without Sequence","160.00","",""
"11/04/2022 07:00:00 - 11/04/2022 08:00:00","BZN|PT","Without Sequence","255.00","",""
"11/04/2022 08:00:00 - 11/04/2022 09:00:00","BZN|PT","Without Sequence","263.40","",""
"11/04/2022 09:00:00 - 11/04/2022 10:00:00","BZN|PT","Without Sequence","255.00","",""
"11/04/2022 10:00:00 - 11/04/2022 11:00:00","BZN|PT","Without Sequence","214.92","",""
"11/04/2022 11:00:00 - 11/04/2022 12:00:00","BZN|PT","Without Sequence","152.50","",""
"11/04/2022 12:00:00 - 11/04/2022 13:00:00","BZN|PT","Without Sequence","122.97","",""
"11/04/2022 13:00:00 - 11/04/2022 14:00:00","BZN|PT","Without Sequence","90.00","",""
"11/04/2022 14:00:00 - 11/04/2022 15:00:00","BZN|PT","Without Sequence","62.75","",""
"11/04/2022 15:00:00 - 11/04/2022 16:00:00","BZN|PT","Without Sequence","55.10","",""
"11/04/2022 16:00:00 - 11/04/2022 17:00:00","BZN|PT","Without Sequence","62.60","",""
"11/04/2022 17:00:00 - 11/04/2022 18:00:00","BZN|PT","Without Sequence","111.00","",""
"11/04/2022 18:00:00 - 11/04/2022 19:00:00","BZN|PT","Without Sequence","152.60","",""
"11/04/2022 19:00:00 - 11/04/2022 20:00:00","BZN|PT","Without Sequence","239.91","",""
"11/04/2022 20:00:00 - 11/04/2022 21:00:00","BZN|PT","Without Sequence","270.20","",""
"11/04/2022 21:00:00 - 11/04/2022 22:00:00","BZN|PT","Without Sequence","267.81","",""
"11/04/2022 22:00:00 - 11/04/2022 23:00:00","BZN|PT","Without Sequence","247.99","",""
"11/04/2022 23:00:00 - 12/04/2022 00:00:00","BZN|PT","Without Sequence","204.40","",""
"12/04/2022 00:00:00 - 12/04/2022 01:00:00","BZN|PT","Without Sequence","220.26","",""
"12/04/2022 01:00:00 - 12/04/2022 02:00:00","BZN|PT","Without Sequence","188.71","",""
"12/04/2022 02:00:00 - 12/04/2022 03:00:00","BZN|PT","Without Sequence","188.15","",""
"12/04/2022 03:00:00 - 12/04/2022 04:00:00","BZN|PT","Without Sequence","183.00","",""
"12/04/2022 04:00:00 - 12/04/2022 05:00:00","BZN|PT","Without Sequence","185.55","",""
"12/04/2022 05:00:00 - 12/04/2022 06:00:00","BZN|PT","Without Sequence","191.53","",""
"12/04/2022 06:00:00 - 12/04/2022 07:00:00","BZN|PT","Without Sequence","228.09","",""
"12/04/2022 07:00:00 - 12/04/2022 08:00:00","BZN|PT","Without Sequence","249.53","",""
"12/04/2022 08:00:00 - 12/04/2022 09:00:00","BZN|PT","Without Sequence","252.65","",""
"12/04/2022 09:00:00 - 12/04/2022 10:00:00","BZN|PT","Without Sequence","252.88","",""
"12/04/2022 10:00:00 - 12/04/2022 11:00:00","BZN|PT","Without Sequence","253.05","",""
"12/04/2022 11:00:00 - 12/04/2022 12:00:00","BZN|PT","Without Sequence","249.53","",""
"12/04/2022 12:00:00 - 12/04/2022 13:00:00","BZN|PT","Without Sequence","246.20","",""
"12/04/2022 13:00:00 - 12/04/2022 14:00:00","BZN|PT","Without Sequence","242.85","",""
"12/04/2022 14:00:00 - 12/04/2022 15:00:00","BZN|PT","Without Sequence","244.81","",""
"12/04/2022 15:00:00 - 12/04/2022 16:00:00","BZN|PT","Without Sequence","241.58","",""
"12/04/2022 16:00:00 - 12/04/2022 17:00:00","BZN|PT","Without Sequence","240.24","",""
"12/04/2022 17:00:00 - 12/04/2022 18:00:00","BZN|PT","Without Sequence","231.32","",""
"12/04/2022 18:00:00 - 12/04/2022 19:00:00","BZN|PT","Without Sequence","250.96","",""
"12/04/2022 19:00:00 - 12/04/2022 20:00:00","BZN|PT","Without Sequence","262.00","",""
"12/04/2022 20:00:00 - 12/04/2022 21:00:00","BZN|PT","Without Sequence","280.04","",""
"12/04/2022 21:00:00 - 12/04/2022 22:00:00","BZN|PT","Without Sequence","282.26","",""
"12/04/2022 22:00:00 - 12/04/2022 23:00:00","BZN|PT","Without Sequence","270.00","",""
"12/04/2022 23:00:00 - 13/04/2022 00:00:00","BZN|PT","Without Sequence","260.00","",""
"13/04/2022 00:00:00 - 13/04/2022 01:00:00","BZN|PT","Without Sequence","242.75","",""
"13/04/2022 01:00:00 - 13/04/2022 02:00:00","BZN|PT","Without Sequence","229.77","",""
"13/04/2022 02:00:00 - 13/04/2022 03:00:00","BZN|PT","Without Sequence","220.00","",""
"13/04/2022 03:00:00 - 13/04/2022 04:00:00","BZN|PT","Without Sequence","201.85","",""
"13/04/2022 04:00:00 - 13/04/2022 05:00:00","BZN|PT","Without Sequence","190.90","",""
"13/04/2022 05:00:00 - 13/04/2022 06:00:00","BZN|PT","Without Sequence","212.32","",""
"13/04/2022 06:00:00 - 13/04/2022 07:00:00","BZN|PT","Without Sequence","248.74","",""
"13/04/2022 07:00:00 - 13/04/2022 08:00:00","BZN|PT","Without Sequence","257.02","",""
"13/04/2022 08:00:00 - 13/04/2022 09:00:00","BZN|PT","Without Sequence","260.00","",""
"13/04/2022 09:00:00 - 13/04/2022 10:00:00","BZN|PT","Without Sequence","254.25","",""
"13/04/2022 10:00:00 - 13/04/2022 11:00:00","BZN|PT","Without Sequence","242.75","",""
"13/04/2022 11:00:00 - 13/04/2022 12:00:00","BZN|PT","Without Sequence","234.99","",""
"13/04/2022 12:00:00 - 13/04/2022 13:00:00","BZN|PT","Without Sequence","227.67","",""
"13/04/2022 13:00:00 - 13/04/2022 14:00:00","BZN|PT","Without Sequence","208.00","",""
"13/04/2022 14:00:00 - 13/04/2022 15:00:00","BZN|PT","Without Sequence","201.18","",""
"13/04/2022 15:00:00 - 13/04/2022 16:00:00","BZN|PT","Without Sequence","196.00","",""
"13/04/2022 16:00:00 - 13/04/2022 17:00:00","BZN|PT","Without Sequence","200.47","",""
"13/04/2022 17:00:00 - 13/04/2022 18:00:00","BZN|PT","Without Sequence","221.20","",""
"13/04/2022 18:00:00 - 13/04/2022 19:00:00","BZN|PT","Without Sequence","219.28","",""
"13/04/2022 19:00:00 - 13/04/2022 20:00:00","BZN|PT","Without Sequence","242.36","",""
"13/04/2022 20:00:00 - 13/04/2022 21:00:00","BZN|PT","Without Sequence","254.00","",""
"13/04/2022 21:00:00 - 13/04/2022 22:00:00","BZN|PT","Without Sequence","259.00","",""
"13/04/2022 22:00:00 - 13/04/2022 23:00:00","BZN|PT","Without Sequence","250.00","",""
"13/04/2022 23:00:00 - 14/04/2022 00:00:00","BZN|PT","Without Sequence","231.94","",""
"14/04/2022 00:00:00 - 14/04/2022 01:00:00","BZN|PT","Without Sequence","232.45","",""
"14/04/2022 01:00:00 - 14/04/2022 02:00:00","BZN|PT","Without Sequence","207.63","",""
"14/04/2022 02:00:00 - 14/04/2022 03:00:00","BZN|PT","Without Sequence","200.14","",""
"14/04/2022 03:00:00 - 14/04/2022 04:00:00","BZN|PT","Without Sequence","198.05","",""
"14/04/2022 04:00:00 - 14/04/2022 05:00:00","BZN|PT","Without Sequence","199.97","",""
"14/04/2022 05:00:00 - 14/04/2022 06:00:00","BZN|PT","Without Sequence","204.46","",""
"14/04/2022 06:00:00 - 14/04/2022 07:00:00","BZN|PT","Without Sequence","239.86","",""
"14/04/2022 07:00:00 - 14/04/2022 08:00:00","BZN|PT","Without Sequence","245.07","",""
"14/04/2022 08:00:00 - 14/04/2022 09:00:00","BZN|PT","Without Sequence","245.07","",""
"14/04/2022 09:00:00 - 14/04/2022 10:00:00","BZN|PT","Without Sequence","240.00","",""
"14/04/2022 10:00:00 - 14/04/2022 11:00:00","BZN|PT","Without Sequence","216.35","",""
"14/04/2022 11:00:00 - 14/04/2022 12:00:00","BZN|PT","Without Sequence","200.00","",""
"14/04/2022 12:00:00 - 14/04/2022 13:00:00","BZN|PT","Without Sequence","192.00","",""
"14/04/2022 13:00:00 - 14/04/2022 14:00:00","BZN|PT","Without Sequence","195.19","",""
"14/04/2022 14:00:00 - 14/04/2022 15:00:00","BZN|PT","Without Sequence","193.64","",""
"14/04/2022 15:00:00 - 14/04/2022 16:00:00","BZN|PT","Without Sequence","191.00","",""
"14/04/2022 16:00:00 - 14/04/2022 17:00:00","BZN|PT","Without Sequence","190.00","",""
"14/04/2022 17:00:00 - 14/04/2022 18:00:00","BZN|PT","Without Sequence","201.55","",""
"14/04/2022 18:00:00 - 14/04/2022 19:00:00","BZN|PT","Without Sequence","230.19","",""
"14/04/2022 19:00:00 - 14/04/2022 20:00:00","BZN|PT","Without Sequence","245.22","",""
"14/04/2022 20:00:00 - 14/04/2022 21:00:00","BZN|PT","Without Sequence","272.31","",""
"14/04/2022 21:00:00 - 14/04/2022 22:00:00","BZN|PT","Without Sequence","265.46","",""
"14/04/2022 22:00:00 - 14/04/2022 23:00:00","BZN|PT","Without Sequence","253.68","",""
"14/04/2022 23:00:00 - 15/04/2022 00:00:00","BZN|PT","Without Sequence","238.98","",""
"15/04/2022 00:00:00 - 15/04/2022 01:00:00","BZN|PT","Without Sequence","214.90","",""
"15/04/2022 01:00:00 - 15/04/2022 02:00:00","BZN|PT","Without Sequence","202.21","",""
"15/04/2022 02:00:00 - 15/04/2022 03:00:00","BZN|PT","Without Sequence","197.03","",""
"15/04/2022 03:00:00 - 15/04/2022 04:00:00","BZN|PT","Without Sequence","193.70","",""
"15/04/2022 04:00:00 - 15/04/2022 05:00:00","BZN|PT","Without Sequence","192.21","",""
"15/04/2022 05:00:00 - 15/04/2022 06:00:00","BZN|PT","Without Sequence","196.86","",""
"15/04/2022 06:00:00 - 15/04/2022 07:00:00","BZN|PT","Without Sequence","205.33","",""
"15/04/2022 07:00:00 - 15/04/2022 08:00:00","BZN|PT","Without Sequence","221.41","",""
"15/04/2022 08:00:00 - 15/04/2022 09:00:00","BZN|PT","Without Sequence","229.31","",""
"15/04/2022 09:00:00 - 15/04/2022 10:00:00","BZN|PT","Without Sequence","228.43","",""
"15/04/2022 10:00:00 - 15/04/2022 11:00:00","BZN|PT","Without Sequence","191.87","",""
"15/04/2022 11:00:00 - 15/04/2022 12:00:00","BZN|PT","Without Sequence","170.91","",""
"15/04/2022 12:00:00 - 15/04/2022 13:00:00","BZN|PT","Without Sequence","170.90","",""
"15/04/2022 13:00:00 - 15/04/2022 14:00:00","BZN|PT","Without Sequence","167.65","",""
"15/04/2022 14:00:00 - 15/04/2022 15:00:00","BZN|PT","Without Sequence","157.38","",""
"15/04/2022 15:00:00 - 15/04/2022 16:00:00","BZN|PT","Without Sequence","151.11","",""
"15/04/2022 16:00:00 - 15/04/2022 17:00:00","BZN|PT","Without Sequence","155.01","",""
"15/04/2022 17:00:00 - 15/04/2022 18:00:00","BZN|PT","Without Sequence","170.50","",""
"15/04/2022 18:00:00 - 15/04/2022 19:00:00","BZN|PT","Without Sequence","196.21","",""
"15/04/2022 19:00:00 - 15/04/2022 20:00:00","BZN|PT","Without Sequence","228.35","",""
"15/04/2022 20:00:00 - 15/04/2022 21:00:00","BZN|PT","Without Sequence","235.99","",""
"15/04/2022 21:00:00 - 15/04/2022 22:00:00","BZN|PT","Without Sequence","237.29","",""
"15/04/2022 22:00:00 - 15/04/2022 23:00:00","BZN|PT","Without Sequence","233.44","",""
"15/04/2022 23:00:00 - 16/04/2022 00:00:00","BZN|PT","Without Sequence","215.35","",""
"16/04/2022 00:00:00 - 16/04/2022 01:00:00","BZN|PT","Without Sequence","222.43","",""
"16/04/2022 01:00:00 - 16/04/2022 02:00:00","BZN|PT","Without Sequence","191.00","",""
"16/04/2022 02:00:00 - 16/04/2022 03:00:00","BZN|PT","Without Sequence","178.09","",""
"16/04/2022 03:00:00 - 16/04/2022 04:00:00","BZN|PT","Without Sequence","184.99","",""
"16/04/2022 04:00:00 - 16/04/2022 05:00:00","BZN|PT","Without Sequence","184.99","",""
"16/04/2022 05:00:00 - 16/04/2022 06:00:00","BZN|PT","Without Sequence","185.00","",""
"16/04/2022 06:00:00 - 16/04/2022 07:00:00","BZN|PT","Without Sequence","200.00","",""
"16/04/2022 07:00:00 - 16/04/2022 08:00:00","BZN|PT","Without Sequence","202.51","",""
"16/04/2022 08:00:00 - 16/04/2022 09:00:00","BZN|PT","Without Sequence","189.60","",""
"16/04/2022 09:00:00 - 16/04/2022 10:00:00","BZN|PT","Without Sequence","172.62","",""
"16/04/2022 10:00:00 - 16/04/2022 11:00:00","BZN|PT","Without Sequence","146.58","",""
"16/04/2022 11:00:00 - 16/04/2022 12:00:00","BZN|PT","Without Sequence","121.99","",""
"16/04/2022 12:00:00 - 16/04/2022 13:00:00","BZN|PT","Without Sequence","111.35","",""
"16/04/2022 13:00:00 - 16/04/2022 14:00:00","BZN|PT","Without Sequence","111.35","",""
"16/04/2022 14:00:00 - 16/04/2022 15:00:00","BZN|PT","Without Sequence","111.35","",""
"16/04/2022 15:00:00 - 16/04/2022 16:00:00","BZN|PT","Without Sequence","111.35","",""
"16/04/2022 16:00:00 - 16/04/2022 17:00:00","BZN|PT","Without Sequence","104.04","",""
"16/04/2022 17:00:00 - 16/04/2022 18:00:00","BZN|PT","Without Sequence","107.71","",""
"16/04/2022 18:00:00 - 16/04/2022 19:00:00","BZN|PT","Without Sequence","138.49","",""
"16/04/2022 19:00:00 - 16/04/2022 20:00:00","BZN|PT","Without Sequence","178.76","",""
"16/04/2022 20:00:00 - 16/04/2022 21:00:00","BZN|PT","Without Sequence","205.81","",""
"16/04/2022 21:00:00 - 16/04/2022 22:00:00","BZN|PT","Without Sequence","200.00","",""
"16/04/2022 22:00:00 - 16/04/2022 23:00:00","BZN|PT","Without Sequence","175.84","",""
"16/04/2022 23:00:00 - 17/04/2022 00:00:00","BZN|PT","Without Sequence","166.88","",""
"17/04/2022 00:00:00 - 17/04/2022 01:00:00","BZN|PT","Without Sequence","160.22","",""
"17/04/2022 01:00:00 - 17/04/2022 02:00:00","BZN|PT","Without Sequence","139.97","",""
"17/04/2022 02:00:00 - 17/04/2022 03:00:00","BZN|PT","Without Sequence","128.46","",""
"17/04/2022 03:00:00 - 17/04/2022 04:00:00","BZN|PT","Without Sequence","123.38","",""
"17/04/2022 04:00:00 - 17/04/2022 05:00:00","BZN|PT","Without Sequence","133.96","",""
"17/04/2022 05:00:00 - 17/04/2022 06:00:00","BZN|PT","Without Sequence","139.96","",""
