"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"19/02/2022 14:00 - 19/02/2022 15:00","Portugal (PT)","5894.30","5763.00"
"19/02/2022 15:00 - 19/02/2022 16:00","Portugal (PT)","5741.40","5643.00"
"19/02/2022 16:00 - 19/02/2022 17:00","Portugal (PT)","5628.50","5580.00"
"19/02/2022 17:00 - 19/02/2022 18:00","Portugal (PT)","5621.20","5641.00"
"19/02/2022 18:00 - 19/02/2022 19:00","Portugal (PT)","5802.20","6031.00"
"19/02/2022 19:00 - 19/02/2022 20:00","Portugal (PT)","6496.40","6729.00"
"19/02/2022 20:00 - 19/02/2022 21:00","Portugal (PT)","7040.60","7022.00"
"19/02/2022 21:00 - 19/02/2022 22:00","Portugal (PT)","6969.00","6837.00"
"19/02/2022 22:00 - 19/02/2022 23:00","Portugal (PT)","6628.60","6471.00"
"19/02/2022 23:00 - 20/02/2022 00:00","Portugal (PT)","6190.20","6130.00"
"20/02/2022 00:00 - 20/02/2022 01:00","Portugal (PT)","5771.10","5427.00"
"20/02/2022 01:00 - 20/02/2022 02:00","Portugal (PT)","5306.60","4895.00"
"20/02/2022 02:00 - 20/02/2022 03:00","Portugal (PT)","4857.70","4544.00"
"20/02/2022 03:00 - 20/02/2022 04:00","Portugal (PT)","4606.00","4278.00"
"20/02/2022 04:00 - 20/02/2022 05:00","Portugal (PT)","4462.50","4148.00"
"20/02/2022 05:00 - 20/02/2022 06:00","Portugal (PT)","4406.80","4105.00"
"20/02/2022 06:00 - 20/02/2022 07:00","Portugal (PT)","4412.50","4171.00"
"20/02/2022 07:00 - 20/02/2022 08:00","Portugal (PT)","4505.90","4246.00"
"20/02/2022 08:00 - 20/02/2022 09:00","Portugal (PT)","4518.40","4310.00"
"20/02/2022 09:00 - 20/02/2022 10:00","Portugal (PT)","4824.70","4629.00"
"20/02/2022 10:00 - 20/02/2022 11:00","Portugal (PT)","5248.00","5081.00"
"20/02/2022 11:00 - 20/02/2022 12:00","Portugal (PT)","5517.10","5525.00"
"20/02/2022 12:00 - 20/02/2022 13:00","Portugal (PT)","5716.30","5926.00"
"20/02/2022 13:00 - 20/02/2022 14:00","Portugal (PT)","5771.30","6140.00"
"20/02/2022 14:00 - 20/02/2022 15:00","Portugal (PT)","5481.50","5956.00"
"20/02/2022 15:00 - 20/02/2022 16:00","Portugal (PT)","5228.10","5759.00"
"20/02/2022 16:00 - 20/02/2022 17:00","Portugal (PT)","5108.40","5687.00"
"20/02/2022 17:00 - 20/02/2022 18:00","Portugal (PT)","5131.80","5702.00"
"20/02/2022 18:00 - 20/02/2022 19:00","Portugal (PT)","5351.40","5909.00"
"20/02/2022 19:00 - 20/02/2022 20:00","Portugal (PT)","6024.80","6374.00"
"20/02/2022 20:00 - 20/02/2022 21:00","Portugal (PT)","6685.10","6673.00"
"20/02/2022 21:00 - 20/02/2022 22:00","Portugal (PT)","6716.30","6602.00"
"20/02/2022 22:00 - 20/02/2022 23:00","Portugal (PT)","6489.90","6327.00"
"20/02/2022 23:00 - 21/02/2022 00:00","Portugal (PT)","6046.70","5990.00"
"21/02/2022 00:00 - 21/02/2022 01:00","Portugal (PT)","5586.50","5562.00"
"21/02/2022 01:00 - 21/02/2022 02:00","Portugal (PT)","5165.40","5132.00"
"21/02/2022 02:00 - 21/02/2022 03:00","Portugal (PT)","4826.00","4803.00"
"21/02/2022 03:00 - 21/02/2022 04:00","Portugal (PT)","4636.50","4595.00"
"21/02/2022 04:00 - 21/02/2022 05:00","Portugal (PT)","4540.10","4499.00"
"21/02/2022 05:00 - 21/02/2022 06:00","Portugal (PT)","4538.00","4506.00"
"21/02/2022 06:00 - 21/02/2022 07:00","Portugal (PT)","4690.90","4655.00"
"21/02/2022 07:00 - 21/02/2022 08:00","Portugal (PT)","5176.00","5122.00"
"21/02/2022 08:00 - 21/02/2022 09:00","Portugal (PT)","5861.50","5872.00"
"21/02/2022 09:00 - 21/02/2022 10:00","Portugal (PT)","6705.80","6649.00"
"21/02/2022 10:00 - 21/02/2022 11:00","Portugal (PT)","6974.50","7003.00"
"21/02/2022 11:00 - 21/02/2022 12:00","Portugal (PT)","6986.60","7064.00"
"21/02/2022 12:00 - 21/02/2022 13:00","Portugal (PT)","7012.00","7122.00"
"21/02/2022 13:00 - 21/02/2022 14:00","Portugal (PT)","6819.30","6983.00"
"21/02/2022 14:00 - 21/02/2022 15:00","Portugal (PT)","6657.50","6827.00"
"21/02/2022 15:00 - 21/02/2022 16:00","Portugal (PT)","6704.10","6823.00"
"21/02/2022 16:00 - 21/02/2022 17:00","Portugal (PT)","6603.30","6735.00"
"21/02/2022 17:00 - 21/02/2022 18:00","Portugal (PT)","6582.10","6721.00"
"21/02/2022 18:00 - 21/02/2022 19:00","Portugal (PT)","6594.70","6793.00"
"21/02/2022 19:00 - 21/02/2022 20:00","Portugal (PT)","7165.40","7363.00"
"21/02/2022 20:00 - 21/02/2022 21:00","Portugal (PT)","7758.20","7861.00"
"21/02/2022 21:00 - 21/02/2022 22:00","Portugal (PT)","7679.00","7769.00"
"21/02/2022 22:00 - 21/02/2022 23:00","Portugal (PT)","7294.00","7375.00"
"21/02/2022 23:00 - 22/02/2022 00:00","Portugal (PT)","6704.90","6959.00"
"22/02/2022 00:00 - 22/02/2022 01:00","Portugal (PT)","6051.20","6158.00"
"22/02/2022 01:00 - 22/02/2022 02:00","Portugal (PT)","5515.80","5450.00"
"22/02/2022 02:00 - 22/02/2022 03:00","Portugal (PT)","5145.90","5157.00"
"22/02/2022 03:00 - 22/02/2022 04:00","Portugal (PT)","4953.80","4969.00"
"22/02/2022 04:00 - 22/02/2022 05:00","Portugal (PT)","4778.20","4873.00"
"22/02/2022 05:00 - 22/02/2022 06:00","Portugal (PT)","4754.00","4827.00"
"22/02/2022 06:00 - 22/02/2022 07:00","Portugal (PT)","4904.00","4927.00"
"22/02/2022 07:00 - 22/02/2022 08:00","Portugal (PT)","5350.30","5313.00"
"22/02/2022 08:00 - 22/02/2022 09:00","Portugal (PT)","5938.60","5993.00"
"22/02/2022 09:00 - 22/02/2022 10:00","Portugal (PT)","6717.80","6598.00"
"22/02/2022 10:00 - 22/02/2022 11:00","Portugal (PT)","6915.40","6875.00"
"22/02/2022 11:00 - 22/02/2022 12:00","Portugal (PT)","6829.40","6867.00"
"22/02/2022 12:00 - 22/02/2022 13:00","Portugal (PT)","6852.40","6895.00"
"22/02/2022 13:00 - 22/02/2022 14:00","Portugal (PT)","6654.00","6738.00"
"22/02/2022 14:00 - 22/02/2022 15:00","Portugal (PT)","6515.60","6631.00"
"22/02/2022 15:00 - 22/02/2022 16:00","Portugal (PT)","6556.10","6671.00"
"22/02/2022 16:00 - 22/02/2022 17:00","Portugal (PT)","6470.40","6618.00"
"22/02/2022 17:00 - 22/02/2022 18:00","Portugal (PT)","6477.10","6558.00"
"22/02/2022 18:00 - 22/02/2022 19:00","Portugal (PT)","6446.50","6621.00"
"22/02/2022 19:00 - 22/02/2022 20:00","Portugal (PT)","6922.80","7009.00"
"22/02/2022 20:00 - 22/02/2022 21:00","Portugal (PT)","7528.80","7583.00"
"22/02/2022 21:00 - 22/02/2022 22:00","Portugal (PT)","7431.80","7542.00"
"22/02/2022 22:00 - 22/02/2022 23:00","Portugal (PT)","7131.00","7186.00"
"22/02/2022 23:00 - 23/02/2022 00:00","Portugal (PT)","6534.00","6819.00"
"23/02/2022 00:00 - 23/02/2022 01:00","Portugal (PT)","5927.40","5941.00"
"23/02/2022 01:00 - 23/02/2022 02:00","Portugal (PT)","5416.10","5445.00"
"23/02/2022 02:00 - 23/02/2022 03:00","Portugal (PT)","5078.30","5098.00"
"23/02/2022 03:00 - 23/02/2022 04:00","Portugal (PT)","4890.40","4897.00"
"23/02/2022 04:00 - 23/02/2022 05:00","Portugal (PT)","4800.80","4838.00"
"23/02/2022 05:00 - 23/02/2022 06:00","Portugal (PT)","4764.20","4825.00"
"23/02/2022 06:00 - 23/02/2022 07:00","Portugal (PT)","4892.10","4924.00"
"23/02/2022 07:00 - 23/02/2022 08:00","Portugal (PT)","5263.70","5288.00"
"23/02/2022 08:00 - 23/02/2022 09:00","Portugal (PT)","5821.80","5940.00"
"23/02/2022 09:00 - 23/02/2022 10:00","Portugal (PT)","6657.50","6551.00"
"23/02/2022 10:00 - 23/02/2022 11:00","Portugal (PT)","6945.70","6754.00"
"23/02/2022 11:00 - 23/02/2022 12:00","Portugal (PT)","6912.80","6795.00"
"23/02/2022 12:00 - 23/02/2022 13:00","Portugal (PT)","6991.70","6819.00"
"23/02/2022 13:00 - 23/02/2022 14:00","Portugal (PT)","6787.90","6639.00"
"23/02/2022 14:00 - 23/02/2022 15:00","Portugal (PT)","6648.50","6548.00"
"23/02/2022 15:00 - 23/02/2022 16:00","Portugal (PT)","6709.30","6593.00"
"23/02/2022 16:00 - 23/02/2022 17:00","Portugal (PT)","6603.00","6521.00"
"23/02/2022 17:00 - 23/02/2022 18:00","Portugal (PT)","6607.60","6502.00"
"23/02/2022 18:00 - 23/02/2022 19:00","Portugal (PT)","6576.50","6563.00"
"23/02/2022 19:00 - 23/02/2022 20:00","Portugal (PT)","7050.00","7061.00"
"23/02/2022 20:00 - 23/02/2022 21:00","Portugal (PT)","7599.90","7584.00"
"23/02/2022 21:00 - 23/02/2022 22:00","Portugal (PT)","7465.80","7525.00"
"23/02/2022 22:00 - 23/02/2022 23:00","Portugal (PT)","7142.90","7144.00"
"23/02/2022 23:00 - 24/02/2022 00:00","Portugal (PT)","6613.20","6728.00"
"24/02/2022 00:00 - 24/02/2022 01:00","Portugal (PT)","5982.40","6034.00"
"24/02/2022 01:00 - 24/02/2022 02:00","Portugal (PT)","5486.70","5454.00"
"24/02/2022 02:00 - 24/02/2022 03:00","Portugal (PT)","5163.00","5118.00"
"24/02/2022 03:00 - 24/02/2022 04:00","Portugal (PT)","4968.10","4908.00"
"24/02/2022 04:00 - 24/02/2022 05:00","Portugal (PT)","4874.40","4832.00"
"24/02/2022 05:00 - 24/02/2022 06:00","Portugal (PT)","4842.70","4820.00"
"24/02/2022 06:00 - 24/02/2022 07:00","Portugal (PT)","4950.90","4909.00"
"24/02/2022 07:00 - 24/02/2022 08:00","Portugal (PT)","5368.50","5284.00"
"24/02/2022 08:00 - 24/02/2022 09:00","Portugal (PT)","5961.10","5929.00"
"24/02/2022 09:00 - 24/02/2022 10:00","Portugal (PT)","6867.40","6694.00"
"24/02/2022 10:00 - 24/02/2022 11:00","Portugal (PT)","7238.70","6965.00"
"24/02/2022 11:00 - 24/02/2022 12:00","Portugal (PT)","7252.50","6980.00"
"24/02/2022 12:00 - 24/02/2022 13:00","Portugal (PT)","7353.00","7013.00"
"24/02/2022 13:00 - 24/02/2022 14:00","Portugal (PT)","7140.00","6861.00"
"24/02/2022 14:00 - 24/02/2022 15:00","Portugal (PT)","7029.80","6742.00"
"24/02/2022 15:00 - 24/02/2022 16:00","Portugal (PT)","7083.00","6788.00"
"24/02/2022 16:00 - 24/02/2022 17:00","Portugal (PT)","7043.70","6739.00"
"24/02/2022 17:00 - 24/02/2022 18:00","Portugal (PT)","7008.00","6727.00"
"24/02/2022 18:00 - 24/02/2022 19:00","Portugal (PT)","7007.20","6771.00"
"24/02/2022 19:00 - 24/02/2022 20:00","Portugal (PT)","7376.10","7168.00"
"24/02/2022 20:00 - 24/02/2022 21:00","Portugal (PT)","7831.00","7606.00"
"24/02/2022 21:00 - 24/02/2022 22:00","Portugal (PT)","7682.20","7516.00"
"24/02/2022 22:00 - 24/02/2022 23:00","Portugal (PT)","7319.90","7211.00"
"24/02/2022 23:00 - 25/02/2022 00:00","Portugal (PT)","6720.00","6832.00"
"25/02/2022 00:00 - 25/02/2022 01:00","Portugal (PT)","6111.30","5952.00"
"25/02/2022 01:00 - 25/02/2022 02:00","Portugal (PT)","5595.00","5363.00"
"25/02/2022 02:00 - 25/02/2022 03:00","Portugal (PT)","5202.20","5061.00"
"25/02/2022 03:00 - 25/02/2022 04:00","Portugal (PT)","5000.80","4894.00"
"25/02/2022 04:00 - 25/02/2022 05:00","Portugal (PT)","4898.70","4815.00"
"25/02/2022 05:00 - 25/02/2022 06:00","Portugal (PT)","4882.90","4811.00"
"25/02/2022 06:00 - 25/02/2022 07:00","Portugal (PT)","5001.50","4985.00"
"25/02/2022 07:00 - 25/02/2022 08:00","Portugal (PT)","5397.20","5395.00"
"25/02/2022 08:00 - 25/02/2022 09:00","Portugal (PT)","5964.70","6087.00"
"25/02/2022 09:00 - 25/02/2022 10:00","Portugal (PT)","6785.30","6801.00"
"25/02/2022 10:00 - 25/02/2022 11:00","Portugal (PT)","7055.90","7018.00"
"25/02/2022 11:00 - 25/02/2022 12:00","Portugal (PT)","7009.10","7034.00"
"25/02/2022 12:00 - 25/02/2022 13:00","Portugal (PT)","6996.20","7059.00"
"25/02/2022 13:00 - 25/02/2022 14:00","Portugal (PT)","6742.30","6851.00"
"25/02/2022 14:00 - 25/02/2022 15:00","Portugal (PT)","6562.80","6779.00"
"25/02/2022 15:00 - 25/02/2022 16:00","Portugal (PT)","6566.00","6786.00"
"25/02/2022 16:00 - 25/02/2022 17:00","Portugal (PT)","6485.80","6699.00"
"25/02/2022 17:00 - 25/02/2022 18:00","Portugal (PT)","6461.10","6747.00"
"25/02/2022 18:00 - 25/02/2022 19:00","Portugal (PT)","6429.80","6891.00"
"25/02/2022 19:00 - 25/02/2022 20:00","Portugal (PT)","6855.30","7359.00"
"25/02/2022 20:00 - 25/02/2022 21:00","Portugal (PT)","7372.60","7674.00"
"25/02/2022 21:00 - 25/02/2022 22:00","Portugal (PT)","7260.60","7502.00"
"25/02/2022 22:00 - 25/02/2022 23:00","Portugal (PT)","6974.40","7103.00"
"25/02/2022 23:00 - 26/02/2022 00:00","Portugal (PT)","6470.10","6648.00"
"26/02/2022 00:00 - 26/02/2022 01:00","Portugal (PT)","5888.00","5890.00"
"26/02/2022 01:00 - 26/02/2022 02:00","Portugal (PT)","5424.80","5391.00"
"26/02/2022 02:00 - 26/02/2022 03:00","Portugal (PT)","5068.10","5032.00"
"26/02/2022 03:00 - 26/02/2022 04:00","Portugal (PT)","4841.00","4791.00"
"26/02/2022 04:00 - 26/02/2022 05:00","Portugal (PT)","4699.80","4667.00"
"26/02/2022 05:00 - 26/02/2022 06:00","Portugal (PT)","4652.40","4608.00"
"26/02/2022 06:00 - 26/02/2022 07:00","Portugal (PT)","4643.50","4625.00"
"26/02/2022 07:00 - 26/02/2022 08:00","Portugal (PT)","4727.30","4731.00"
"26/02/2022 08:00 - 26/02/2022 09:00","Portugal (PT)","4824.20","4882.00"
"26/02/2022 09:00 - 26/02/2022 10:00","Portugal (PT)","5303.20","5324.00"
"26/02/2022 10:00 - 26/02/2022 11:00","Portugal (PT)","5749.60","5732.00"
"26/02/2022 11:00 - 26/02/2022 12:00","Portugal (PT)","5951.50","5922.00"
"26/02/2022 12:00 - 26/02/2022 13:00","Portugal (PT)","6126.20","6014.00"
"26/02/2022 13:00 - 26/02/2022 14:00","Portugal (PT)","6184.00","6002.00"
"26/02/2022 14:00 - 26/02/2022 15:00","Portugal (PT)","6060.30","5816.00"
"26/02/2022 15:00 - 26/02/2022 16:00","Portugal (PT)","5929.90","5641.00"
"26/02/2022 16:00 - 26/02/2022 17:00","Portugal (PT)","5791.70","5516.00"
"26/02/2022 17:00 - 26/02/2022 18:00","Portugal (PT)","5655.90","5469.00"
"26/02/2022 18:00 - 26/02/2022 19:00","Portugal (PT)","5657.30","5688.00"
"26/02/2022 19:00 - 26/02/2022 20:00","Portugal (PT)","6193.90","6344.00"
"26/02/2022 20:00 - 26/02/2022 21:00","Portugal (PT)","6747.60","6772.00"
"26/02/2022 21:00 - 26/02/2022 22:00","Portugal (PT)","6631.10","6628.00"
"26/02/2022 22:00 - 26/02/2022 23:00","Portugal (PT)","6215.70","6246.00"
"26/02/2022 23:00 - 27/02/2022 00:00","Portugal (PT)","5789.00","5929.00"
"27/02/2022 00:00 - 27/02/2022 01:00","Portugal (PT)","5461.60","5673.00"
"27/02/2022 01:00 - 27/02/2022 02:00","Portugal (PT)","5069.00","4886.00"
"27/02/2022 02:00 - 27/02/2022 03:00","Portugal (PT)","4682.90","4531.00"
"27/02/2022 03:00 - 27/02/2022 04:00","Portugal (PT)","4453.30","4297.00"
"27/02/2022 04:00 - 27/02/2022 05:00","Portugal (PT)","4335.20","4171.00"
"27/02/2022 05:00 - 27/02/2022 06:00","Portugal (PT)","4290.90","4136.00"
"27/02/2022 06:00 - 27/02/2022 07:00","Portugal (PT)","4277.80","4190.00"
"27/02/2022 07:00 - 27/02/2022 08:00","Portugal (PT)","4341.30","4258.00"
"27/02/2022 08:00 - 27/02/2022 09:00","Portugal (PT)","4341.30","4342.00"
"27/02/2022 09:00 - 27/02/2022 10:00","Portugal (PT)","4620.00","4690.00"
"27/02/2022 10:00 - 27/02/2022 11:00","Portugal (PT)","4975.90","5109.00"
"27/02/2022 11:00 - 27/02/2022 12:00","Portugal (PT)","5259.90","5453.00"
"27/02/2022 12:00 - 27/02/2022 13:00","Portugal (PT)","5507.10","5715.00"
"27/02/2022 13:00 - 27/02/2022 14:00","Portugal (PT)","5556.20","5748.00"
"27/02/2022 14:00 - 27/02/2022 15:00","Portugal (PT)","5274.10","5492.00"
"27/02/2022 15:00 - 27/02/2022 16:00","Portugal (PT)","5050.00","5297.00"
"27/02/2022 16:00 - 27/02/2022 17:00","Portugal (PT)","4941.90","5217.00"
"27/02/2022 17:00 - 27/02/2022 18:00","Portugal (PT)","4806.50","5276.00"
"27/02/2022 18:00 - 27/02/2022 19:00","Portugal (PT)","4937.40","5549.00"
"27/02/2022 19:00 - 27/02/2022 20:00","Portugal (PT)","5558.20","6175.00"
"27/02/2022 20:00 - 27/02/2022 21:00","Portugal (PT)","6240.00","6531.00"
"27/02/2022 21:00 - 27/02/2022 22:00","Portugal (PT)","6284.10","6457.00"
"27/02/2022 22:00 - 27/02/2022 23:00","Portugal (PT)","5999.40","6175.00"
"27/02/2022 23:00 - 28/02/2022 00:00","Portugal (PT)","5638.90","5853.00"
"28/02/2022 00:00 - 28/02/2022 01:00","Portugal (PT)","5305.40","5557.00"
"28/02/2022 01:00 - 28/02/2022 02:00","Portugal (PT)","4925.30","5125.00"
"28/02/2022 02:00 - 28/02/2022 03:00","Portugal (PT)","4587.20","4812.00"
"28/02/2022 03:00 - 28/02/2022 04:00","Portugal (PT)","4422.30","4632.00"
"28/02/2022 04:00 - 28/02/2022 05:00","Portugal (PT)","4314.50","4553.00"
"28/02/2022 05:00 - 28/02/2022 06:00","Portugal (PT)","4301.20","4574.00"
"28/02/2022 06:00 - 28/02/2022 07:00","Portugal (PT)","4420.30","4778.00"
"28/02/2022 07:00 - 28/02/2022 08:00","Portugal (PT)","4820.20","5276.00"
"28/02/2022 08:00 - 28/02/2022 09:00","Portugal (PT)","5363.50","6024.00"
"28/02/2022 09:00 - 28/02/2022 10:00","Portugal (PT)","6085.10","6769.00"
"28/02/2022 10:00 - 28/02/2022 11:00","Portugal (PT)","6349.00","6990.00"
"28/02/2022 11:00 - 28/02/2022 12:00","Portugal (PT)","6337.30","7023.00"
"28/02/2022 12:00 - 28/02/2022 13:00","Portugal (PT)","6392.60","7021.00"
"28/02/2022 13:00 - 28/02/2022 14:00","Portugal (PT)","6280.00","6818.00"
"28/02/2022 14:00 - 28/02/2022 15:00","Portugal (PT)","6185.10","6731.00"
"28/02/2022 15:00 - 28/02/2022 16:00","Portugal (PT)","6163.20","6731.00"
"28/02/2022 16:00 - 28/02/2022 17:00","Portugal (PT)","6043.30","6624.00"
"28/02/2022 17:00 - 28/02/2022 18:00","Portugal (PT)","6049.90","6590.00"
"28/02/2022 18:00 - 28/02/2022 19:00","Portugal (PT)","6016.00","6657.00"
"28/02/2022 19:00 - 28/02/2022 20:00","Portugal (PT)","6400.40","7265.00"
"28/02/2022 20:00 - 28/02/2022 21:00","Portugal (PT)","6982.70","7773.00"
"28/02/2022 21:00 - 28/02/2022 22:00","Portugal (PT)","6888.60","7653.00"
"28/02/2022 22:00 - 28/02/2022 23:00","Portugal (PT)","6502.00","7246.00"
"28/02/2022 23:00 - 01/03/2022 00:00","Portugal (PT)","5989.80","6797.00"
"01/03/2022 00:00 - 01/03/2022 01:00","Portugal (PT)","5525.40","5550.00"
"01/03/2022 01:00 - 01/03/2022 02:00","Portugal (PT)","5099.20","5083.00"
"01/03/2022 02:00 - 01/03/2022 03:00","Portugal (PT)","4783.00","4800.00"
"01/03/2022 03:00 - 01/03/2022 04:00","Portugal (PT)","4573.80","4609.00"
"01/03/2022 04:00 - 01/03/2022 05:00","Portugal (PT)","4450.30","4521.00"
"01/03/2022 05:00 - 01/03/2022 06:00","Portugal (PT)","4416.50","4479.00"
"01/03/2022 06:00 - 01/03/2022 07:00","Portugal (PT)","4447.50","4521.00"
"01/03/2022 07:00 - 01/03/2022 08:00","Portugal (PT)","4580.70","4529.00"
"01/03/2022 08:00 - 01/03/2022 09:00","Portugal (PT)","4672.00","4649.00"
"01/03/2022 09:00 - 01/03/2022 10:00","Portugal (PT)","5072.70","5019.00"
"01/03/2022 10:00 - 01/03/2022 11:00","Portugal (PT)","5461.30","5408.00"
"01/03/2022 11:00 - 01/03/2022 12:00","Portugal (PT)","5705.80","5748.00"
"01/03/2022 12:00 - 01/03/2022 13:00","Portugal (PT)","5903.10","6043.00"
"01/03/2022 13:00 - 01/03/2022 14:00","Portugal (PT)","5982.10","6136.00"
"01/03/2022 14:00 - 01/03/2022 15:00","Portugal (PT)","5825.40","5899.00"
"01/03/2022 15:00 - 01/03/2022 16:00","Portugal (PT)","5722.30","5737.00"
"01/03/2022 16:00 - 01/03/2022 17:00","Portugal (PT)","5665.90","5630.00"
"01/03/2022 17:00 - 01/03/2022 18:00","Portugal (PT)","5597.30","5610.00"
"01/03/2022 18:00 - 01/03/2022 19:00","Portugal (PT)","5665.10","5725.00"
"01/03/2022 19:00 - 01/03/2022 20:00","Portugal (PT)","6180.50","6228.00"
"01/03/2022 20:00 - 01/03/2022 21:00","Portugal (PT)","6763.00","6731.00"
"01/03/2022 21:00 - 01/03/2022 22:00","Portugal (PT)","6684.20","6680.00"
"01/03/2022 22:00 - 01/03/2022 23:00","Portugal (PT)","6415.80","6390.00"
"01/03/2022 23:00 - 02/03/2022 00:00","Portugal (PT)","5959.90","6159.00"
"02/03/2022 00:00 - 02/03/2022 01:00","Portugal (PT)","5477.50","5501.00"
"02/03/2022 01:00 - 02/03/2022 02:00","Portugal (PT)","5090.50","5065.00"
"02/03/2022 02:00 - 02/03/2022 03:00","Portugal (PT)","4829.30","4756.00"
"02/03/2022 03:00 - 02/03/2022 04:00","Portugal (PT)","4678.30","4578.00"
"02/03/2022 04:00 - 02/03/2022 05:00","Portugal (PT)","4601.40","4500.00"
"02/03/2022 05:00 - 02/03/2022 06:00","Portugal (PT)","4596.00","4521.00"
"02/03/2022 06:00 - 02/03/2022 07:00","Portugal (PT)","4709.50","4723.00"
"02/03/2022 07:00 - 02/03/2022 08:00","Portugal (PT)","5058.30","5215.00"
"02/03/2022 08:00 - 02/03/2022 09:00","Portugal (PT)","5675.30","5954.00"
"02/03/2022 09:00 - 02/03/2022 10:00","Portugal (PT)","6531.40","6690.00"
"02/03/2022 10:00 - 02/03/2022 11:00","Portugal (PT)","6885.40","6908.00"
"02/03/2022 11:00 - 02/03/2022 12:00","Portugal (PT)","6980.10","6940.00"
"02/03/2022 12:00 - 02/03/2022 13:00","Portugal (PT)","7087.80","6938.00"
"02/03/2022 13:00 - 02/03/2022 14:00","Portugal (PT)","6979.40","6738.00"
"02/03/2022 14:00 - 02/03/2022 15:00","Portugal (PT)","6868.00","6652.00"
"02/03/2022 15:00 - 02/03/2022 16:00","Portugal (PT)","6940.30","6652.00"
"02/03/2022 16:00 - 02/03/2022 17:00","Portugal (PT)","6850.00","6546.00"
"02/03/2022 17:00 - 02/03/2022 18:00","Portugal (PT)","6764.00","6513.00"
"02/03/2022 18:00 - 02/03/2022 19:00","Portugal (PT)","6673.10","6579.00"
"02/03/2022 19:00 - 02/03/2022 20:00","Portugal (PT)","7012.90","7179.00"
"02/03/2022 20:00 - 02/03/2022 21:00","Portugal (PT)","7608.90","7682.00"
"02/03/2022 21:00 - 02/03/2022 22:00","Portugal (PT)","7475.50","7564.00"
"02/03/2022 22:00 - 02/03/2022 23:00","Portugal (PT)","7066.70","7161.00"
"02/03/2022 23:00 - 03/03/2022 00:00","Portugal (PT)","6511.70","6717.00"
"03/03/2022 00:00 - 03/03/2022 01:00","Portugal (PT)","5839.50","5792.00"
"03/03/2022 01:00 - 03/03/2022 02:00","Portugal (PT)","5323.40","5333.00"
"03/03/2022 02:00 - 03/03/2022 03:00","Portugal (PT)","4996.20","5049.00"
"03/03/2022 03:00 - 03/03/2022 04:00","Portugal (PT)","4812.80","4841.00"
"03/03/2022 04:00 - 03/03/2022 05:00","Portugal (PT)","4727.60","4702.00"
"03/03/2022 05:00 - 03/03/2022 06:00","Portugal (PT)","4675.00","4703.00"
"03/03/2022 06:00 - 03/03/2022 07:00","Portugal (PT)","4787.60","4822.00"
"03/03/2022 07:00 - 03/03/2022 08:00","Portugal (PT)","5189.00","5161.00"
"03/03/2022 08:00 - 03/03/2022 09:00","Portugal (PT)","5844.10","5781.00"
"03/03/2022 09:00 - 03/03/2022 10:00","Portugal (PT)","6758.30","6449.00"
"03/03/2022 10:00 - 03/03/2022 11:00","Portugal (PT)","7109.20","6746.00"
"03/03/2022 11:00 - 03/03/2022 12:00","Portugal (PT)","7113.80","6789.00"
"03/03/2022 12:00 - 03/03/2022 13:00","Portugal (PT)","7193.20","6829.00"
"03/03/2022 13:00 - 03/03/2022 14:00","Portugal (PT)","6965.00","6670.00"
"03/03/2022 14:00 - 03/03/2022 15:00","Portugal (PT)","6843.20","6522.00"
"03/03/2022 15:00 - 03/03/2022 16:00","Portugal (PT)","6922.00","6526.00"
"03/03/2022 16:00 - 03/03/2022 17:00","Portugal (PT)","6853.40","6463.00"
"03/03/2022 17:00 - 03/03/2022 18:00","Portugal (PT)","6862.80","6445.00"
"03/03/2022 18:00 - 03/03/2022 19:00","Portugal (PT)","6847.80","6607.00"
"03/03/2022 19:00 - 03/03/2022 20:00","Portugal (PT)","7233.10","7223.00"
"03/03/2022 20:00 - 03/03/2022 21:00","Portugal (PT)","7859.50","7663.00"
"03/03/2022 21:00 - 03/03/2022 22:00","Portugal (PT)","7749.00","7514.00"
"03/03/2022 22:00 - 03/03/2022 23:00","Portugal (PT)","7309.90","7091.00"
"03/03/2022 23:00 - 04/03/2022 00:00","Portugal (PT)","6815.80","6639.00"
"04/03/2022 00:00 - 04/03/2022 01:00","Portugal (PT)","6134.90","5768.00"
"04/03/2022 01:00 - 04/03/2022 02:00","Portugal (PT)","5595.50","5267.00"
"04/03/2022 02:00 - 04/03/2022 03:00","Portugal (PT)","5216.20","4984.00"
"04/03/2022 03:00 - 04/03/2022 04:00","Portugal (PT)","5025.60","4776.00"
"04/03/2022 04:00 - 04/03/2022 05:00","Portugal (PT)","4938.90","4638.00"
"04/03/2022 05:00 - 04/03/2022 06:00","Portugal (PT)","4917.60","4640.00"
"04/03/2022 06:00 - 04/03/2022 07:00","Portugal (PT)","5009.90","4805.00"
"04/03/2022 07:00 - 04/03/2022 08:00","Portugal (PT)","5251.40","5210.00"
"04/03/2022 08:00 - 04/03/2022 09:00","Portugal (PT)","5882.30","5929.00"
"04/03/2022 09:00 - 04/03/2022 10:00","Portugal (PT)","6728.00","6662.00"
"04/03/2022 10:00 - 04/03/2022 11:00","Portugal (PT)","6969.70","6880.00"
"04/03/2022 11:00 - 04/03/2022 12:00","Portugal (PT)","6935.50","6912.00"
