"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"06/10/2022 08:00 - 06/10/2022 09:00","Portugal (PT)","5270.00","4903.00"
"06/10/2022 09:00 - 06/10/2022 10:00","Portugal (PT)","5988.00","5815.00"
"06/10/2022 10:00 - 06/10/2022 11:00","Portugal (PT)","6264.60","6332.00"
"06/10/2022 11:00 - 06/10/2022 12:00","Portugal (PT)","6283.20","6475.00"
"06/10/2022 12:00 - 06/10/2022 13:00","Portugal (PT)","6402.50","6638.00"
"06/10/2022 13:00 - 06/10/2022 14:00","Portugal (PT)","6314.40","6321.00"
"06/10/2022 14:00 - 06/10/2022 15:00","Portugal (PT)","6267.80","6217.00"
"06/10/2022 15:00 - 06/10/2022 16:00","Portugal (PT)","6449.60","6526.00"
"06/10/2022 16:00 - 06/10/2022 17:00","Portugal (PT)","6471.20","6559.00"
"06/10/2022 17:00 - 06/10/2022 18:00","Portugal (PT)","6455.80","6478.00"
"06/10/2022 18:00 - 06/10/2022 19:00","Portugal (PT)","6258.60","6251.00"
"06/10/2022 19:00 - 06/10/2022 20:00","Portugal (PT)","6266.90","6062.00"
"06/10/2022 20:00 - 06/10/2022 21:00","Portugal (PT)","6776.70","6433.00"
"06/10/2022 21:00 - 06/10/2022 22:00","Portugal (PT)","6713.50","6610.00"
"06/10/2022 22:00 - 06/10/2022 23:00","Portugal (PT)","6274.80","6298.00"
"06/10/2022 23:00 - 07/10/2022 00:00","Portugal (PT)","5804.90","5852.00"
"07/10/2022 00:00 - 07/10/2022 01:00","Portugal (PT)","5347.60","5235.00"
"07/10/2022 01:00 - 07/10/2022 02:00","Portugal (PT)","5025.50","4801.00"
"07/10/2022 02:00 - 07/10/2022 03:00","Portugal (PT)","4803.00","4460.00"
"07/10/2022 03:00 - 07/10/2022 04:00","Portugal (PT)","4635.80","4245.00"
"07/10/2022 04:00 - 07/10/2022 05:00","Portugal (PT)","4563.60","4139.00"
"07/10/2022 05:00 - 07/10/2022 06:00","Portugal (PT)","4508.20","4093.00"
"07/10/2022 06:00 - 07/10/2022 07:00","Portugal (PT)","4516.80","4151.00"
"07/10/2022 07:00 - 07/10/2022 08:00","Portugal (PT)","4848.70","4429.00"
"07/10/2022 08:00 - 07/10/2022 09:00","Portugal (PT)","5359.00","5008.00"
"07/10/2022 09:00 - 07/10/2022 10:00","Portugal (PT)","6027.00","5940.00"
"07/10/2022 10:00 - 07/10/2022 11:00","Portugal (PT)","6279.20","6467.00"
"07/10/2022 11:00 - 07/10/2022 12:00","Portugal (PT)","6290.90","6613.00"
"07/10/2022 12:00 - 07/10/2022 13:00","Portugal (PT)","6438.70","6779.00"
"07/10/2022 13:00 - 07/10/2022 14:00","Portugal (PT)","6283.10","6456.00"
"07/10/2022 14:00 - 07/10/2022 15:00","Portugal (PT)","6199.50","6349.00"
"07/10/2022 15:00 - 07/10/2022 16:00","Portugal (PT)","6377.10","6665.00"
"07/10/2022 16:00 - 07/10/2022 17:00","Portugal (PT)","6388.70","6699.00"
"07/10/2022 17:00 - 07/10/2022 18:00","Portugal (PT)","6374.10","6616.00"
"07/10/2022 18:00 - 07/10/2022 19:00","Portugal (PT)","6187.90","6384.00"
"07/10/2022 19:00 - 07/10/2022 20:00","Portugal (PT)","6197.90","6192.00"
"07/10/2022 20:00 - 07/10/2022 21:00","Portugal (PT)","6624.60","6570.00"
"07/10/2022 21:00 - 07/10/2022 22:00","Portugal (PT)","6552.60","6751.00"
"07/10/2022 22:00 - 07/10/2022 23:00","Portugal (PT)","6113.30","6433.00"
"07/10/2022 23:00 - 08/10/2022 00:00","Portugal (PT)","5677.20","5977.00"
"08/10/2022 00:00 - 08/10/2022 01:00","Portugal (PT)","5190.10","5275.00"
"08/10/2022 01:00 - 08/10/2022 02:00","Portugal (PT)","4857.50","4800.00"
"08/10/2022 02:00 - 08/10/2022 03:00","Portugal (PT)","4635.60","4446.00"
"08/10/2022 03:00 - 08/10/2022 04:00","Portugal (PT)","4507.40","4208.00"
"08/10/2022 04:00 - 08/10/2022 05:00","Portugal (PT)","4411.40","4074.00"
"08/10/2022 05:00 - 08/10/2022 06:00","Portugal (PT)","4339.60","3997.00"
"08/10/2022 06:00 - 08/10/2022 07:00","Portugal (PT)","4338.20","3984.00"
"08/10/2022 07:00 - 08/10/2022 08:00","Portugal (PT)","4417.50","4055.00"
"08/10/2022 08:00 - 08/10/2022 09:00","Portugal (PT)","4556.80","4225.00"
"08/10/2022 09:00 - 08/10/2022 10:00","Portugal (PT)","4898.50","4482.00"
"08/10/2022 10:00 - 08/10/2022 11:00","Portugal (PT)","5152.00","4975.00"
"08/10/2022 11:00 - 08/10/2022 12:00","Portugal (PT)","5270.30","5227.00"
"08/10/2022 12:00 - 08/10/2022 13:00","Portugal (PT)","5393.20","5358.00"
"08/10/2022 13:00 - 08/10/2022 14:00","Portugal (PT)","5480.10","5341.00"
"08/10/2022 14:00 - 08/10/2022 15:00","Portugal (PT)","5327.60","5164.00"
"08/10/2022 15:00 - 08/10/2022 16:00","Portugal (PT)","5238.30","5045.00"
"08/10/2022 16:00 - 08/10/2022 17:00","Portugal (PT)","5190.50","5033.00"
"08/10/2022 17:00 - 08/10/2022 18:00","Portugal (PT)","5177.60","4921.00"
"08/10/2022 18:00 - 08/10/2022 19:00","Portugal (PT)","5213.20","4858.00"
"08/10/2022 19:00 - 08/10/2022 20:00","Portugal (PT)","5334.20","4975.00"
"08/10/2022 20:00 - 08/10/2022 21:00","Portugal (PT)","5719.80","5688.00"
"08/10/2022 21:00 - 08/10/2022 22:00","Portugal (PT)","5701.80","5914.00"
"08/10/2022 22:00 - 08/10/2022 23:00","Portugal (PT)","5445.30","5613.00"
"08/10/2022 23:00 - 09/10/2022 00:00","Portugal (PT)","5120.40","5239.00"
"09/10/2022 00:00 - 09/10/2022 01:00","Portugal (PT)","4766.50","5071.00"
"09/10/2022 01:00 - 09/10/2022 02:00","Portugal (PT)","4485.00","4707.00"
"09/10/2022 02:00 - 09/10/2022 03:00","Portugal (PT)","4250.00","4316.00"
"09/10/2022 03:00 - 09/10/2022 04:00","Portugal (PT)","4111.20","4066.00"
"09/10/2022 04:00 - 09/10/2022 05:00","Portugal (PT)","3987.40","3939.00"
"09/10/2022 05:00 - 09/10/2022 06:00","Portugal (PT)","3960.20","3872.00"
"09/10/2022 06:00 - 09/10/2022 07:00","Portugal (PT)","3957.00","3858.00"
"09/10/2022 07:00 - 09/10/2022 08:00","Portugal (PT)","4068.40","3909.00"
"09/10/2022 08:00 - 09/10/2022 09:00","Portugal (PT)","4101.40","3944.00"
"09/10/2022 09:00 - 09/10/2022 10:00","Portugal (PT)","4307.50","3962.00"
"09/10/2022 10:00 - 09/10/2022 11:00","Portugal (PT)","4666.60","4342.00"
"09/10/2022 11:00 - 09/10/2022 12:00","Portugal (PT)","4965.10","4738.00"
"09/10/2022 12:00 - 09/10/2022 13:00","Portugal (PT)","5149.40","5025.00"
"09/10/2022 13:00 - 09/10/2022 14:00","Portugal (PT)","5330.70","5126.00"
"09/10/2022 14:00 - 09/10/2022 15:00","Portugal (PT)","5067.50","4934.00"
"09/10/2022 15:00 - 09/10/2022 16:00","Portugal (PT)","4862.50","4751.00"
"09/10/2022 16:00 - 09/10/2022 17:00","Portugal (PT)","4806.60","4629.00"
"09/10/2022 17:00 - 09/10/2022 18:00","Portugal (PT)","4794.70","4508.00"
"09/10/2022 18:00 - 09/10/2022 19:00","Portugal (PT)","4836.20","4522.00"
"09/10/2022 19:00 - 09/10/2022 20:00","Portugal (PT)","5071.50","4707.00"
"09/10/2022 20:00 - 09/10/2022 21:00","Portugal (PT)","5519.90","5490.00"
"09/10/2022 21:00 - 09/10/2022 22:00","Portugal (PT)","5538.00","5807.00"
"09/10/2022 22:00 - 09/10/2022 23:00","Portugal (PT)","5259.90","5663.00"
"09/10/2022 23:00 - 10/10/2022 00:00","Portugal (PT)","5025.80","5353.00"
"10/10/2022 00:00 - 10/10/2022 01:00","Portugal (PT)","4700.20","4970.00"
"10/10/2022 01:00 - 10/10/2022 02:00","Portugal (PT)","4464.60","4368.00"
"10/10/2022 02:00 - 10/10/2022 03:00","Portugal (PT)","4280.40","4085.00"
"10/10/2022 03:00 - 10/10/2022 04:00","Portugal (PT)","4176.40","3894.00"
"10/10/2022 04:00 - 10/10/2022 05:00","Portugal (PT)","4122.20","3819.00"
"10/10/2022 05:00 - 10/10/2022 06:00","Portugal (PT)","4084.00","3794.00"
"10/10/2022 06:00 - 10/10/2022 07:00","Portugal (PT)","4209.80","3871.00"
"10/10/2022 07:00 - 10/10/2022 08:00","Portugal (PT)","4565.60","4268.00"
"10/10/2022 08:00 - 10/10/2022 09:00","Portugal (PT)","5128.50","4983.00"
"10/10/2022 09:00 - 10/10/2022 10:00","Portugal (PT)","5889.50","5918.00"
"10/10/2022 10:00 - 10/10/2022 11:00","Portugal (PT)","6248.30","6510.00"
"10/10/2022 11:00 - 10/10/2022 12:00","Portugal (PT)","6377.80","6707.00"
"10/10/2022 12:00 - 10/10/2022 13:00","Portugal (PT)","6564.10","6902.00"
"10/10/2022 13:00 - 10/10/2022 14:00","Portugal (PT)","6488.80","6573.00"
"10/10/2022 14:00 - 10/10/2022 15:00","Portugal (PT)","6442.20","6464.00"
"10/10/2022 15:00 - 10/10/2022 16:00","Portugal (PT)","6580.30","6756.00"
"10/10/2022 16:00 - 10/10/2022 17:00","Portugal (PT)","6526.70","6787.00"
"10/10/2022 17:00 - 10/10/2022 18:00","Portugal (PT)","6387.90","6724.00"
"10/10/2022 18:00 - 10/10/2022 19:00","Portugal (PT)","6223.20","6496.00"
"10/10/2022 19:00 - 10/10/2022 20:00","Portugal (PT)","6269.80","6344.00"
"10/10/2022 20:00 - 10/10/2022 21:00","Portugal (PT)","6782.90","6862.00"
"10/10/2022 21:00 - 10/10/2022 22:00","Portugal (PT)","6675.30","6910.00"
"10/10/2022 22:00 - 10/10/2022 23:00","Portugal (PT)","6208.20","6596.00"
"10/10/2022 23:00 - 11/10/2022 00:00","Portugal (PT)","5725.00","6112.00"
"11/10/2022 00:00 - 11/10/2022 01:00","Portugal (PT)","5296.10","5317.00"
"11/10/2022 01:00 - 11/10/2022 02:00","Portugal (PT)","4950.50","4761.00"
"11/10/2022 02:00 - 11/10/2022 03:00","Portugal (PT)","4714.10","4416.00"
"11/10/2022 03:00 - 11/10/2022 04:00","Portugal (PT)","4550.90","4205.00"
"11/10/2022 04:00 - 11/10/2022 05:00","Portugal (PT)","4497.10","4116.00"
"11/10/2022 05:00 - 11/10/2022 06:00","Portugal (PT)","4450.50","4076.00"
"11/10/2022 06:00 - 11/10/2022 07:00","Portugal (PT)","4526.80","4133.00"
"11/10/2022 07:00 - 11/10/2022 08:00","Portugal (PT)","4805.80","4410.00"
"11/10/2022 08:00 - 11/10/2022 09:00","Portugal (PT)","5361.30","5052.00"
"11/10/2022 09:00 - 11/10/2022 10:00","Portugal (PT)","6092.70","5948.00"
"11/10/2022 10:00 - 11/10/2022 11:00","Portugal (PT)","6343.10","6458.00"
"11/10/2022 11:00 - 11/10/2022 12:00","Portugal (PT)","6301.50","6592.00"
"11/10/2022 12:00 - 11/10/2022 13:00","Portugal (PT)","6331.90","6741.00"
"11/10/2022 13:00 - 11/10/2022 14:00","Portugal (PT)","6233.60","6404.00"
"11/10/2022 14:00 - 11/10/2022 15:00","Portugal (PT)","6168.90","6287.00"
"11/10/2022 15:00 - 11/10/2022 16:00","Portugal (PT)","6359.90","6584.00"
"11/10/2022 16:00 - 11/10/2022 17:00","Portugal (PT)","6339.30","6601.00"
"11/10/2022 17:00 - 11/10/2022 18:00","Portugal (PT)","6259.80","6521.00"
"11/10/2022 18:00 - 11/10/2022 19:00","Portugal (PT)","6205.00","6310.00"
"11/10/2022 19:00 - 11/10/2022 20:00","Portugal (PT)","6239.40","6167.00"
"11/10/2022 20:00 - 11/10/2022 21:00","Portugal (PT)","6818.60","6681.00"
"11/10/2022 21:00 - 11/10/2022 22:00","Portugal (PT)","6687.20","6741.00"
"11/10/2022 22:00 - 11/10/2022 23:00","Portugal (PT)","6210.40","6421.00"
"11/10/2022 23:00 - 12/10/2022 00:00","Portugal (PT)","5735.00","5956.00"
"12/10/2022 00:00 - 12/10/2022 01:00","Portugal (PT)","5248.80","5334.00"
"12/10/2022 01:00 - 12/10/2022 02:00","Portugal (PT)","4939.00","4752.00"
"12/10/2022 02:00 - 12/10/2022 03:00","Portugal (PT)","4711.20","4408.00"
"12/10/2022 03:00 - 12/10/2022 04:00","Portugal (PT)","4530.10","4197.00"
"12/10/2022 04:00 - 12/10/2022 05:00","Portugal (PT)","4455.70","4109.00"
"12/10/2022 05:00 - 12/10/2022 06:00","Portugal (PT)","4418.10","4069.00"
"12/10/2022 06:00 - 12/10/2022 07:00","Portugal (PT)","4483.20","4126.00"
"12/10/2022 07:00 - 12/10/2022 08:00","Portugal (PT)","4881.80","4402.00"
"12/10/2022 08:00 - 12/10/2022 09:00","Portugal (PT)","5420.90","5043.00"
"12/10/2022 09:00 - 12/10/2022 10:00","Portugal (PT)","6095.60","5937.00"
"12/10/2022 10:00 - 12/10/2022 11:00","Portugal (PT)","6336.80","6447.00"
"12/10/2022 11:00 - 12/10/2022 12:00","Portugal (PT)","6482.20","6581.00"
"12/10/2022 12:00 - 12/10/2022 13:00","Portugal (PT)","6538.80","6729.00"
"12/10/2022 13:00 - 12/10/2022 14:00","Portugal (PT)","6379.20","6393.00"
"12/10/2022 14:00 - 12/10/2022 15:00","Portugal (PT)","6316.00","6276.00"
"12/10/2022 15:00 - 12/10/2022 16:00","Portugal (PT)","6471.00","6572.00"
"12/10/2022 16:00 - 12/10/2022 17:00","Portugal (PT)","6463.20","6589.00"
"12/10/2022 17:00 - 12/10/2022 18:00","Portugal (PT)","6475.40","6510.00"
"12/10/2022 18:00 - 12/10/2022 19:00","Portugal (PT)","6212.40","6299.00"
"12/10/2022 19:00 - 12/10/2022 20:00","Portugal (PT)","6238.50","6156.00"
"12/10/2022 20:00 - 12/10/2022 21:00","Portugal (PT)","6767.40","6669.00"
"12/10/2022 21:00 - 12/10/2022 22:00","Portugal (PT)","6604.80","6729.00"
"12/10/2022 22:00 - 12/10/2022 23:00","Portugal (PT)","6137.60","6410.00"
"12/10/2022 23:00 - 13/10/2022 00:00","Portugal (PT)","5676.70","5946.00"
"13/10/2022 00:00 - 13/10/2022 01:00","Portugal (PT)","5301.10","5444.00"
"13/10/2022 01:00 - 13/10/2022 02:00","Portugal (PT)","4888.20","4849.00"
"13/10/2022 02:00 - 13/10/2022 03:00","Portugal (PT)","4649.90","4498.00"
"13/10/2022 03:00 - 13/10/2022 04:00","Portugal (PT)","4509.80","4283.00"
"13/10/2022 04:00 - 13/10/2022 05:00","Portugal (PT)","4443.60","4193.00"
"13/10/2022 05:00 - 13/10/2022 06:00","Portugal (PT)","4459.10","4152.00"
"13/10/2022 06:00 - 13/10/2022 07:00","Portugal (PT)","4549.10","4210.00"
"13/10/2022 07:00 - 13/10/2022 08:00","Portugal (PT)","4917.70","4492.00"
"13/10/2022 08:00 - 13/10/2022 09:00","Portugal (PT)","5456.10","5146.00"
"13/10/2022 09:00 - 13/10/2022 10:00","Portugal (PT)","6195.40","6058.00"
"13/10/2022 10:00 - 13/10/2022 11:00","Portugal (PT)","6518.50","6578.00"
"13/10/2022 11:00 - 13/10/2022 12:00","Portugal (PT)","6563.20","6715.00"
"13/10/2022 12:00 - 13/10/2022 13:00","Portugal (PT)","6622.20","6866.00"
"13/10/2022 13:00 - 13/10/2022 14:00","Portugal (PT)","6370.90","6523.00"
"13/10/2022 14:00 - 13/10/2022 15:00","Portugal (PT)","6211.00","6404.00"
"13/10/2022 15:00 - 13/10/2022 16:00","Portugal (PT)","6338.60","6706.00"
"13/10/2022 16:00 - 13/10/2022 17:00","Portugal (PT)","6335.20","6724.00"
"13/10/2022 17:00 - 13/10/2022 18:00","Portugal (PT)","6309.40","6642.00"
"13/10/2022 18:00 - 13/10/2022 19:00","Portugal (PT)","6149.30","6427.00"
"13/10/2022 19:00 - 13/10/2022 20:00","Portugal (PT)","6197.00","6282.00"
"13/10/2022 20:00 - 13/10/2022 21:00","Portugal (PT)","6739.40","6805.00"
"13/10/2022 21:00 - 13/10/2022 22:00","Portugal (PT)","6613.80","6866.00"
"13/10/2022 22:00 - 13/10/2022 23:00","Portugal (PT)","6163.30","6541.00"
"13/10/2022 23:00 - 14/10/2022 00:00","Portugal (PT)","5671.20","6067.00"
"14/10/2022 00:00 - 14/10/2022 01:00","Portugal (PT)","5300.80","5479.00"
"14/10/2022 01:00 - 14/10/2022 02:00","Portugal (PT)","4915.80","4883.00"
"14/10/2022 02:00 - 14/10/2022 03:00","Portugal (PT)","4671.00","4529.00"
"14/10/2022 03:00 - 14/10/2022 04:00","Portugal (PT)","4565.10","4313.00"
"14/10/2022 04:00 - 14/10/2022 05:00","Portugal (PT)","4461.80","4222.00"
"14/10/2022 05:00 - 14/10/2022 06:00","Portugal (PT)","4454.80","4181.00"
"14/10/2022 06:00 - 14/10/2022 07:00","Portugal (PT)","4529.60","4240.00"
"14/10/2022 07:00 - 14/10/2022 08:00","Portugal (PT)","4891.40","4523.00"
"14/10/2022 08:00 - 14/10/2022 09:00","Portugal (PT)","5452.40","5182.00"
"14/10/2022 09:00 - 14/10/2022 10:00","Portugal (PT)","6175.50","6101.00"
"14/10/2022 10:00 - 14/10/2022 11:00","Portugal (PT)","6454.70","6624.00"
"14/10/2022 11:00 - 14/10/2022 12:00","Portugal (PT)","6393.00","6762.00"
"14/10/2022 12:00 - 14/10/2022 13:00","Portugal (PT)","6435.70","6914.00"
"14/10/2022 13:00 - 14/10/2022 14:00","Portugal (PT)","6289.40","6569.00"
"14/10/2022 14:00 - 14/10/2022 15:00","Portugal (PT)","6165.60","6449.00"
"14/10/2022 15:00 - 14/10/2022 16:00","Portugal (PT)","6289.60","6753.00"
"14/10/2022 16:00 - 14/10/2022 17:00","Portugal (PT)","6283.50","6771.00"
"14/10/2022 17:00 - 14/10/2022 18:00","Portugal (PT)","6254.40","6689.00"
"14/10/2022 18:00 - 14/10/2022 19:00","Portugal (PT)","6036.40","6472.00"
"14/10/2022 19:00 - 14/10/2022 20:00","Portugal (PT)","6073.50","6326.00"
"14/10/2022 20:00 - 14/10/2022 21:00","Portugal (PT)","6577.00","6853.00"
"14/10/2022 21:00 - 14/10/2022 22:00","Portugal (PT)","6449.30","6914.00"
"14/10/2022 22:00 - 14/10/2022 23:00","Portugal (PT)","6009.90","6586.00"
"14/10/2022 23:00 - 15/10/2022 00:00","Portugal (PT)","5530.10","6109.00"
"15/10/2022 00:00 - 15/10/2022 01:00","Portugal (PT)","5159.20","5385.00"
"15/10/2022 01:00 - 15/10/2022 02:00","Portugal (PT)","4854.10","4833.00"
"15/10/2022 02:00 - 15/10/2022 03:00","Portugal (PT)","4583.80","4467.00"
"15/10/2022 03:00 - 15/10/2022 04:00","Portugal (PT)","4424.20","4197.00"
"15/10/2022 04:00 - 15/10/2022 05:00","Portugal (PT)","4319.70","4054.00"
"15/10/2022 05:00 - 15/10/2022 06:00","Portugal (PT)","4269.70","3990.00"
"15/10/2022 06:00 - 15/10/2022 07:00","Portugal (PT)","4260.90","3983.00"
"15/10/2022 07:00 - 15/10/2022 08:00","Portugal (PT)","4375.30","4034.00"
"15/10/2022 08:00 - 15/10/2022 09:00","Portugal (PT)","4505.10","4251.00"
"15/10/2022 09:00 - 15/10/2022 10:00","Portugal (PT)","4837.90","4501.00"
"15/10/2022 10:00 - 15/10/2022 11:00","Portugal (PT)","5185.20","5067.00"
"15/10/2022 11:00 - 15/10/2022 12:00","Portugal (PT)","5388.20","5315.00"
"15/10/2022 12:00 - 15/10/2022 13:00","Portugal (PT)","5529.80","5468.00"
"15/10/2022 13:00 - 15/10/2022 14:00","Portugal (PT)","5592.70","5436.00"
"15/10/2022 14:00 - 15/10/2022 15:00","Portugal (PT)","5444.20","5246.00"
"15/10/2022 15:00 - 15/10/2022 16:00","Portugal (PT)","5299.90","5155.00"
"15/10/2022 16:00 - 15/10/2022 17:00","Portugal (PT)","5194.70","5121.00"
"15/10/2022 17:00 - 15/10/2022 18:00","Portugal (PT)","5109.30","4998.00"
"15/10/2022 18:00 - 15/10/2022 19:00","Portugal (PT)","5115.50","4942.00"
"15/10/2022 19:00 - 15/10/2022 20:00","Portugal (PT)","5333.20","5131.00"
"15/10/2022 20:00 - 15/10/2022 21:00","Portugal (PT)","5820.70","5915.00"
"15/10/2022 21:00 - 15/10/2022 22:00","Portugal (PT)","5750.30","6018.00"
"15/10/2022 22:00 - 15/10/2022 23:00","Portugal (PT)","5423.30","5689.00"
"15/10/2022 23:00 - 16/10/2022 00:00","Portugal (PT)","5091.80","5293.00"
"16/10/2022 00:00 - 16/10/2022 01:00","Portugal (PT)","4737.10","4879.00"
"16/10/2022 01:00 - 16/10/2022 02:00","Portugal (PT)","4444.80","4481.00"
"16/10/2022 02:00 - 16/10/2022 03:00","Portugal (PT)","4201.10","4097.00"
"16/10/2022 03:00 - 16/10/2022 04:00","Portugal (PT)","4050.70","3861.00"
"16/10/2022 04:00 - 16/10/2022 05:00","Portugal (PT)","3935.50","3730.00"
"16/10/2022 05:00 - 16/10/2022 06:00","Portugal (PT)","3853.70","3663.00"
"16/10/2022 06:00 - 16/10/2022 07:00","Portugal (PT)","3874.40","3665.00"
"16/10/2022 07:00 - 16/10/2022 08:00","Portugal (PT)","4034.30","3712.00"
"16/10/2022 08:00 - 16/10/2022 09:00","Portugal (PT)","4092.00","3783.00"
"16/10/2022 09:00 - 16/10/2022 10:00","Portugal (PT)","4207.50","3783.00"
"16/10/2022 10:00 - 16/10/2022 11:00","Portugal (PT)","4587.00","4154.00"
"16/10/2022 11:00 - 16/10/2022 12:00","Portugal (PT)","4919.70","4541.00"
"16/10/2022 12:00 - 16/10/2022 13:00","Portugal (PT)","5220.90","4825.00"
"16/10/2022 13:00 - 16/10/2022 14:00","Portugal (PT)","5357.90","4936.00"
"16/10/2022 14:00 - 16/10/2022 15:00","Portugal (PT)","5122.10","4734.00"
"16/10/2022 15:00 - 16/10/2022 16:00","Portugal (PT)","4908.30","4556.00"
"16/10/2022 16:00 - 16/10/2022 17:00","Portugal (PT)","4824.30","4432.00"
"16/10/2022 17:00 - 16/10/2022 18:00","Portugal (PT)","4807.30","4321.00"
"16/10/2022 18:00 - 16/10/2022 19:00","Portugal (PT)","4900.10","4352.00"
"16/10/2022 19:00 - 16/10/2022 20:00","Portugal (PT)","5167.30","4623.00"
"16/10/2022 20:00 - 16/10/2022 21:00","Portugal (PT)","5748.80","5461.00"
"16/10/2022 21:00 - 16/10/2022 22:00","Portugal (PT)","5688.50","5585.00"
"16/10/2022 22:00 - 16/10/2022 23:00","Portugal (PT)","5418.50","5441.00"
"16/10/2022 23:00 - 17/10/2022 00:00","Portugal (PT)","5066.60","5176.00"
"17/10/2022 00:00 - 17/10/2022 01:00","Portugal (PT)","4671.30","4744.00"
"17/10/2022 01:00 - 17/10/2022 02:00","Portugal (PT)","4445.30","4293.00"
"17/10/2022 02:00 - 17/10/2022 03:00","Portugal (PT)","4262.30","3992.00"
"17/10/2022 03:00 - 17/10/2022 04:00","Portugal (PT)","4145.40","3803.00"
"17/10/2022 04:00 - 17/10/2022 05:00","Portugal (PT)","4081.70","3738.00"
"17/10/2022 05:00 - 17/10/2022 06:00","Portugal (PT)","4081.90","3718.00"
"17/10/2022 06:00 - 17/10/2022 07:00","Portugal (PT)","4211.80","3794.00"
"17/10/2022 07:00 - 17/10/2022 08:00","Portugal (PT)","4668.10","4163.00"
"17/10/2022 08:00 - 17/10/2022 09:00","Portugal (PT)","5267.50","4919.00"
"17/10/2022 09:00 - 17/10/2022 10:00","Portugal (PT)","6038.40","5860.00"
"17/10/2022 10:00 - 17/10/2022 11:00","Portugal (PT)","6413.40","6451.00"
"17/10/2022 11:00 - 17/10/2022 12:00","Portugal (PT)","6507.90","6626.00"
"17/10/2022 12:00 - 17/10/2022 13:00","Portugal (PT)","6586.90","6812.00"
"17/10/2022 13:00 - 17/10/2022 14:00","Portugal (PT)","6455.10","6479.00"
"17/10/2022 14:00 - 17/10/2022 15:00","Portugal (PT)","6402.80","6355.00"
"17/10/2022 15:00 - 17/10/2022 16:00","Portugal (PT)","6493.30","6691.00"
"17/10/2022 16:00 - 17/10/2022 17:00","Portugal (PT)","6450.60","6699.00"
"17/10/2022 17:00 - 17/10/2022 18:00","Portugal (PT)","6354.60","6629.00"
"17/10/2022 18:00 - 17/10/2022 19:00","Portugal (PT)","6087.40","6420.00"
"17/10/2022 19:00 - 17/10/2022 20:00","Portugal (PT)","6177.50","6313.00"
"17/10/2022 20:00 - 17/10/2022 21:00","Portugal (PT)","6790.00","6871.00"
"17/10/2022 21:00 - 17/10/2022 22:00","Portugal (PT)","6629.40","6772.00"
"17/10/2022 22:00 - 17/10/2022 23:00","Portugal (PT)","6148.40","6454.00"
"17/10/2022 23:00 - 18/10/2022 00:00","Portugal (PT)","5673.60","6003.00"
"18/10/2022 00:00 - 18/10/2022 01:00","Portugal (PT)","5290.40","5340.00"
"18/10/2022 01:00 - 18/10/2022 02:00","Portugal (PT)","4949.20","4695.00"
"18/10/2022 02:00 - 18/10/2022 03:00","Portugal (PT)","4719.70","4347.00"
"18/10/2022 03:00 - 18/10/2022 04:00","Portugal (PT)","4554.10","4148.00"
"18/10/2022 04:00 - 18/10/2022 05:00","Portugal (PT)","4476.30","4049.00"
"18/10/2022 05:00 - 18/10/2022 06:00","Portugal (PT)","4481.00","4007.00"
"18/10/2022 06:00 - 18/10/2022 07:00","Portugal (PT)","4577.80","4066.00"
"18/10/2022 07:00 - 18/10/2022 08:00","Portugal (PT)","4977.50","4358.00"
"18/10/2022 08:00 - 18/10/2022 09:00","Portugal (PT)","5550.00","5063.00"
"18/10/2022 09:00 - 18/10/2022 10:00","Portugal (PT)","6268.80","5944.00"
"18/10/2022 10:00 - 18/10/2022 11:00","Portugal (PT)","6486.40","6445.00"
"18/10/2022 11:00 - 18/10/2022 12:00","Portugal (PT)","6452.50","6570.00"
"18/10/2022 12:00 - 18/10/2022 13:00","Portugal (PT)","6568.50","6708.00"
"18/10/2022 13:00 - 18/10/2022 14:00","Portugal (PT)","6415.80","6366.00"
"18/10/2022 14:00 - 18/10/2022 15:00","Portugal (PT)","6420.30","6241.00"
"18/10/2022 15:00 - 18/10/2022 16:00","Portugal (PT)","6655.60","6527.00"
"18/10/2022 16:00 - 18/10/2022 17:00","Portugal (PT)","6677.60","6527.00"
"18/10/2022 17:00 - 18/10/2022 18:00","Portugal (PT)","6626.10","6454.00"
"18/10/2022 18:00 - 18/10/2022 19:00","Portugal (PT)","6372.30","6250.00"
"18/10/2022 19:00 - 18/10/2022 20:00","Portugal (PT)","6382.50","6187.00"
"18/10/2022 20:00 - 18/10/2022 21:00","Portugal (PT)","6939.90","6771.00"
"18/10/2022 21:00 - 18/10/2022 22:00","Portugal (PT)","6750.50","6677.00"
"18/10/2022 22:00 - 18/10/2022 23:00","Portugal (PT)","6242.50","6343.00"
"18/10/2022 23:00 - 19/10/2022 00:00","Portugal (PT)","5810.30","5901.00"
"19/10/2022 00:00 - 19/10/2022 01:00","Portugal (PT)","5379.90","5326.00"
"19/10/2022 01:00 - 19/10/2022 02:00","Portugal (PT)","5019.50","4725.00"
"19/10/2022 02:00 - 19/10/2022 03:00","Portugal (PT)","4787.90","4374.00"
"19/10/2022 03:00 - 19/10/2022 04:00","Portugal (PT)","4643.60","4175.00"
"19/10/2022 04:00 - 19/10/2022 05:00","Portugal (PT)","4586.70","4075.00"
"19/10/2022 05:00 - 19/10/2022 06:00","Portugal (PT)","4565.30","4032.00"
