"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"04/07/2023 18:00 - 04/07/2023 19:00","Portugal (PT)","6530.00","6655.00"
"04/07/2023 19:00 - 04/07/2023 20:00","Portugal (PT)","6646.00","6793.00"
"04/07/2023 20:00 - 04/07/2023 21:00","Portugal (PT)","6883.50","6993.00"
"04/07/2023 21:00 - 04/07/2023 22:00","Portugal (PT)","6936.90","7022.00"
"04/07/2023 22:00 - 04/07/2023 23:00","Portugal (PT)","6843.10","6955.00"
"04/07/2023 23:00 - 05/07/2023 00:00","Portugal (PT)","6522.40","6701.00"
"05/07/2023 00:00 - 05/07/2023 01:00","Portugal (PT)","5953.20","5912.00"
"05/07/2023 01:00 - 05/07/2023 02:00","Portugal (PT)","5523.10","5655.00"
"05/07/2023 02:00 - 05/07/2023 03:00","Portugal (PT)","5228.80","5358.00"
"05/07/2023 03:00 - 05/07/2023 04:00","Portugal (PT)","4986.60","5146.00"
"05/07/2023 04:00 - 05/07/2023 05:00","Portugal (PT)","4910.20","5016.00"
"05/07/2023 05:00 - 05/07/2023 06:00","Portugal (PT)","4859.20","4967.00"
"05/07/2023 06:00 - 05/07/2023 07:00","Portugal (PT)","4894.90","4967.00"
"05/07/2023 07:00 - 05/07/2023 08:00","Portugal (PT)","4990.60","5108.00"
"05/07/2023 08:00 - 05/07/2023 09:00","Portugal (PT)","5477.10","5546.00"
"05/07/2023 09:00 - 05/07/2023 10:00","Portugal (PT)","6267.10","6178.00"
"05/07/2023 10:00 - 05/07/2023 11:00","Portugal (PT)","6472.50","6522.00"
"05/07/2023 11:00 - 05/07/2023 12:00","Portugal (PT)","6501.50","6641.00"
"05/07/2023 12:00 - 05/07/2023 13:00","Portugal (PT)","6625.00","6733.00"
"05/07/2023 13:00 - 05/07/2023 14:00","Portugal (PT)","6593.60","6649.00"
"05/07/2023 14:00 - 05/07/2023 15:00","Portugal (PT)","6487.90","6598.00"
"05/07/2023 15:00 - 05/07/2023 16:00","Portugal (PT)","6697.80","6719.00"
"05/07/2023 16:00 - 05/07/2023 17:00","Portugal (PT)","6713.40","6767.00"
"05/07/2023 17:00 - 05/07/2023 18:00","Portugal (PT)","6592.50","6756.00"
"05/07/2023 18:00 - 05/07/2023 19:00","Portugal (PT)","6465.60","6721.00"
"05/07/2023 19:00 - 05/07/2023 20:00","Portugal (PT)","6522.10","6860.00"
"05/07/2023 20:00 - 05/07/2023 21:00","Portugal (PT)","6813.00","7063.00"
"05/07/2023 21:00 - 05/07/2023 22:00","Portugal (PT)","6854.20","7092.00"
"05/07/2023 22:00 - 05/07/2023 23:00","Portugal (PT)","6767.20","7025.00"
"05/07/2023 23:00 - 06/07/2023 00:00","Portugal (PT)","6437.80","6768.00"
"06/07/2023 00:00 - 06/07/2023 01:00","Portugal (PT)","5886.50","6013.00"
"06/07/2023 01:00 - 06/07/2023 02:00","Portugal (PT)","5543.40","5585.00"
"06/07/2023 02:00 - 06/07/2023 03:00","Portugal (PT)","5245.20","5296.00"
"06/07/2023 03:00 - 06/07/2023 04:00","Portugal (PT)","5080.70","5077.00"
"06/07/2023 04:00 - 06/07/2023 05:00","Portugal (PT)","4962.40","4980.00"
"06/07/2023 05:00 - 06/07/2023 06:00","Portugal (PT)","4884.30","4945.00"
"06/07/2023 06:00 - 06/07/2023 07:00","Portugal (PT)","4961.70","4953.00"
"06/07/2023 07:00 - 06/07/2023 08:00","Portugal (PT)","5058.60","5103.00"
"06/07/2023 08:00 - 06/07/2023 09:00","Portugal (PT)","5555.40","5599.00"
"06/07/2023 09:00 - 06/07/2023 10:00","Portugal (PT)","6282.20","6287.00"
"06/07/2023 10:00 - 06/07/2023 11:00","Portugal (PT)","6485.60","6559.00"
"06/07/2023 11:00 - 06/07/2023 12:00","Portugal (PT)","6444.60","6557.00"
"06/07/2023 12:00 - 06/07/2023 13:00","Portugal (PT)","6503.00","6592.00"
"06/07/2023 13:00 - 06/07/2023 14:00","Portugal (PT)","6392.10","6529.00"
"06/07/2023 14:00 - 06/07/2023 15:00","Portugal (PT)","6302.50","6470.00"
"06/07/2023 15:00 - 06/07/2023 16:00","Portugal (PT)","6446.40","6582.00"
"06/07/2023 16:00 - 06/07/2023 17:00","Portugal (PT)","6432.50","6623.00"
"06/07/2023 17:00 - 06/07/2023 18:00","Portugal (PT)","6427.40","6592.00"
"06/07/2023 18:00 - 06/07/2023 19:00","Portugal (PT)","6394.50","6553.00"
"06/07/2023 19:00 - 06/07/2023 20:00","Portugal (PT)","6476.40","6657.00"
"06/07/2023 20:00 - 06/07/2023 21:00","Portugal (PT)","6733.60","6886.00"
"06/07/2023 21:00 - 06/07/2023 22:00","Portugal (PT)","6768.90","6922.00"
"06/07/2023 22:00 - 06/07/2023 23:00","Portugal (PT)","6720.30","6801.00"
"06/07/2023 23:00 - 07/07/2023 00:00","Portugal (PT)","6391.50","6631.00"
"07/07/2023 00:00 - 07/07/2023 01:00","Portugal (PT)","5884.30","6006.00"
"07/07/2023 01:00 - 07/07/2023 02:00","Portugal (PT)","5497.30","5460.00"
"07/07/2023 02:00 - 07/07/2023 03:00","Portugal (PT)","5253.10","5222.00"
"07/07/2023 03:00 - 07/07/2023 04:00","Portugal (PT)","5045.30","5049.00"
"07/07/2023 04:00 - 07/07/2023 05:00","Portugal (PT)","4926.50","4949.00"
"07/07/2023 05:00 - 07/07/2023 06:00","Portugal (PT)","4893.80","4847.00"
"07/07/2023 06:00 - 07/07/2023 07:00","Portugal (PT)","4937.60","4852.00"
"07/07/2023 07:00 - 07/07/2023 08:00","Portugal (PT)","5059.90","5038.00"
"07/07/2023 08:00 - 07/07/2023 09:00","Portugal (PT)","5518.90","5509.00"
"07/07/2023 09:00 - 07/07/2023 10:00","Portugal (PT)","6261.90","6170.00"
"07/07/2023 10:00 - 07/07/2023 11:00","Portugal (PT)","6440.70","6438.00"
"07/07/2023 11:00 - 07/07/2023 12:00","Portugal (PT)","6395.70","6487.00"
"07/07/2023 12:00 - 07/07/2023 13:00","Portugal (PT)","6492.90","6543.00"
"07/07/2023 13:00 - 07/07/2023 14:00","Portugal (PT)","6401.90","6465.00"
"07/07/2023 14:00 - 07/07/2023 15:00","Portugal (PT)","6296.80","6453.00"
"07/07/2023 15:00 - 07/07/2023 16:00","Portugal (PT)","6396.10","6607.00"
"07/07/2023 16:00 - 07/07/2023 17:00","Portugal (PT)","6425.80","6626.00"
"07/07/2023 17:00 - 07/07/2023 18:00","Portugal (PT)","6393.50","6582.00"
"07/07/2023 18:00 - 07/07/2023 19:00","Portugal (PT)","6319.00","6514.00"
"07/07/2023 19:00 - 07/07/2023 20:00","Portugal (PT)","6388.30","6582.00"
"07/07/2023 20:00 - 07/07/2023 21:00","Portugal (PT)","6617.50","6837.00"
"07/07/2023 21:00 - 07/07/2023 22:00","Portugal (PT)","6593.80","6925.00"
"07/07/2023 22:00 - 07/07/2023 23:00","Portugal (PT)","6564.10","6815.00"
"07/07/2023 23:00 - 08/07/2023 00:00","Portugal (PT)","6244.30","6524.00"
"08/07/2023 00:00 - 08/07/2023 01:00","Portugal (PT)","5770.10","5720.00"
"08/07/2023 01:00 - 08/07/2023 02:00","Portugal (PT)","5402.50","5226.00"
"08/07/2023 02:00 - 08/07/2023 03:00","Portugal (PT)","5117.80","4949.00"
"08/07/2023 03:00 - 08/07/2023 04:00","Portugal (PT)","4911.30","4760.00"
"08/07/2023 04:00 - 08/07/2023 05:00","Portugal (PT)","4801.30","4640.00"
"08/07/2023 05:00 - 08/07/2023 06:00","Portugal (PT)","4733.50","4573.00"
"08/07/2023 06:00 - 08/07/2023 07:00","Portugal (PT)","4650.20","4467.00"
"08/07/2023 07:00 - 08/07/2023 08:00","Portugal (PT)","4509.10","4434.00"
"08/07/2023 08:00 - 08/07/2023 09:00","Portugal (PT)","4806.40","4693.00"
"08/07/2023 09:00 - 08/07/2023 10:00","Portugal (PT)","5181.70","5022.00"
"08/07/2023 10:00 - 08/07/2023 11:00","Portugal (PT)","5439.00","5296.00"
"08/07/2023 11:00 - 08/07/2023 12:00","Portugal (PT)","5570.20","5422.00"
"08/07/2023 12:00 - 08/07/2023 13:00","Portugal (PT)","5657.00","5548.00"
"08/07/2023 13:00 - 08/07/2023 14:00","Portugal (PT)","5680.60","5573.00"
"08/07/2023 14:00 - 08/07/2023 15:00","Portugal (PT)","5431.30","5424.00"
"08/07/2023 15:00 - 08/07/2023 16:00","Portugal (PT)","5228.70","5339.00"
"08/07/2023 16:00 - 08/07/2023 17:00","Portugal (PT)","5050.30","5300.00"
"08/07/2023 17:00 - 08/07/2023 18:00","Portugal (PT)","4987.40","5313.00"
"08/07/2023 18:00 - 08/07/2023 19:00","Portugal (PT)","5071.60","5449.00"
"08/07/2023 19:00 - 08/07/2023 20:00","Portugal (PT)","5292.90","5708.00"
"08/07/2023 20:00 - 08/07/2023 21:00","Portugal (PT)","5578.10","5954.00"
"08/07/2023 21:00 - 08/07/2023 22:00","Portugal (PT)","5675.90","5971.00"
"08/07/2023 22:00 - 08/07/2023 23:00","Portugal (PT)","5779.80","5916.00"
"08/07/2023 23:00 - 09/07/2023 00:00","Portugal (PT)","5594.50","5734.00"
"09/07/2023 00:00 - 09/07/2023 01:00","Portugal (PT)","5212.00","4953.00"
"09/07/2023 01:00 - 09/07/2023 02:00","Portugal (PT)","4865.40","4968.00"
"09/07/2023 02:00 - 09/07/2023 03:00","Portugal (PT)","4608.40","4663.00"
"09/07/2023 03:00 - 09/07/2023 04:00","Portugal (PT)","4426.50","4475.00"
"09/07/2023 04:00 - 09/07/2023 05:00","Portugal (PT)","4311.10","4379.00"
"09/07/2023 05:00 - 09/07/2023 06:00","Portugal (PT)","4248.50","4311.00"
"09/07/2023 06:00 - 09/07/2023 07:00","Portugal (PT)","4203.70","4245.00"
"09/07/2023 07:00 - 09/07/2023 08:00","Portugal (PT)","4063.40","4151.00"
"09/07/2023 08:00 - 09/07/2023 09:00","Portugal (PT)","4159.80","4241.00"
"09/07/2023 09:00 - 09/07/2023 10:00","Portugal (PT)","4401.80","4495.00"
"09/07/2023 10:00 - 09/07/2023 11:00","Portugal (PT)","4566.20","4782.00"
"09/07/2023 11:00 - 09/07/2023 12:00","Portugal (PT)","4791.40","4966.00"
"09/07/2023 12:00 - 09/07/2023 13:00","Portugal (PT)","4964.00","5094.00"
"09/07/2023 13:00 - 09/07/2023 14:00","Portugal (PT)","5025.80","5172.00"
"09/07/2023 14:00 - 09/07/2023 15:00","Portugal (PT)","4810.70","5040.00"
"09/07/2023 15:00 - 09/07/2023 16:00","Portugal (PT)","4681.60","4921.00"
"09/07/2023 16:00 - 09/07/2023 17:00","Portugal (PT)","4636.50","4859.00"
"09/07/2023 17:00 - 09/07/2023 18:00","Portugal (PT)","4619.20","4804.00"
"09/07/2023 18:00 - 09/07/2023 19:00","Portugal (PT)","4707.70","4887.00"
"09/07/2023 19:00 - 09/07/2023 20:00","Portugal (PT)","4995.40","5167.00"
"09/07/2023 20:00 - 09/07/2023 21:00","Portugal (PT)","5340.60","5534.00"
"09/07/2023 21:00 - 09/07/2023 22:00","Portugal (PT)","5566.40","5724.00"
"09/07/2023 22:00 - 09/07/2023 23:00","Portugal (PT)","5704.60","5818.00"
"09/07/2023 23:00 - 10/07/2023 00:00","Portugal (PT)","5536.10","5756.00"
"10/07/2023 00:00 - 10/07/2023 01:00","Portugal (PT)","5107.10","5159.00"
"10/07/2023 01:00 - 10/07/2023 02:00","Portugal (PT)","4802.50","4889.00"
"10/07/2023 02:00 - 10/07/2023 03:00","Portugal (PT)","4562.80","4668.00"
"10/07/2023 03:00 - 10/07/2023 04:00","Portugal (PT)","4420.00","4520.00"
"10/07/2023 04:00 - 10/07/2023 05:00","Portugal (PT)","4322.50","4449.00"
"10/07/2023 05:00 - 10/07/2023 06:00","Portugal (PT)","4313.50","4451.00"
"10/07/2023 06:00 - 10/07/2023 07:00","Portugal (PT)","4376.00","4529.00"
"10/07/2023 07:00 - 10/07/2023 08:00","Portugal (PT)","4567.70","4828.00"
"10/07/2023 08:00 - 10/07/2023 09:00","Portugal (PT)","5056.00","5461.00"
"10/07/2023 09:00 - 10/07/2023 10:00","Portugal (PT)","5783.00","6144.00"
"10/07/2023 10:00 - 10/07/2023 11:00","Portugal (PT)","6061.60","6423.00"
"10/07/2023 11:00 - 10/07/2023 12:00","Portugal (PT)","6130.60","6466.00"
"10/07/2023 12:00 - 10/07/2023 13:00","Portugal (PT)","6226.70","6556.00"
"10/07/2023 13:00 - 10/07/2023 14:00","Portugal (PT)","6233.60","6534.00"
"10/07/2023 14:00 - 10/07/2023 15:00","Portugal (PT)","6215.80","6616.00"
"10/07/2023 15:00 - 10/07/2023 16:00","Portugal (PT)","6334.20","6702.00"
"10/07/2023 16:00 - 10/07/2023 17:00","Portugal (PT)","6371.80","6637.00"
"10/07/2023 17:00 - 10/07/2023 18:00","Portugal (PT)","6408.70","6597.00"
"10/07/2023 18:00 - 10/07/2023 19:00","Portugal (PT)","6381.20","6497.00"
"10/07/2023 19:00 - 10/07/2023 20:00","Portugal (PT)","6461.20","6532.00"
"10/07/2023 20:00 - 10/07/2023 21:00","Portugal (PT)","6726.70","6760.00"
"10/07/2023 21:00 - 10/07/2023 22:00","Portugal (PT)","6782.90","6776.00"
"10/07/2023 22:00 - 10/07/2023 23:00","Portugal (PT)","6696.60","6637.00"
"10/07/2023 23:00 - 11/07/2023 00:00","Portugal (PT)","6352.60","6354.00"
"11/07/2023 00:00 - 11/07/2023 01:00","Portugal (PT)","5772.30","5821.00"
"11/07/2023 01:00 - 11/07/2023 02:00","Portugal (PT)","5340.60","5402.00"
"11/07/2023 02:00 - 11/07/2023 03:00","Portugal (PT)","5057.00","5113.00"
"11/07/2023 03:00 - 11/07/2023 04:00","Portugal (PT)","4882.80","4929.00"
"11/07/2023 04:00 - 11/07/2023 05:00","Portugal (PT)","4789.40","4853.00"
"11/07/2023 05:00 - 11/07/2023 06:00","Portugal (PT)","4734.30","4831.00"
"11/07/2023 06:00 - 11/07/2023 07:00","Portugal (PT)","4751.90","4857.00"
"11/07/2023 07:00 - 11/07/2023 08:00","Portugal (PT)","4860.40","5072.00"
"11/07/2023 08:00 - 11/07/2023 09:00","Portugal (PT)","5340.70","5659.00"
"11/07/2023 09:00 - 11/07/2023 10:00","Portugal (PT)","6083.10","6292.00"
"11/07/2023 10:00 - 11/07/2023 11:00","Portugal (PT)","6321.00","6426.00"
"11/07/2023 11:00 - 11/07/2023 12:00","Portugal (PT)","6310.60","6489.00"
"11/07/2023 12:00 - 11/07/2023 13:00","Portugal (PT)","6412.00","6596.00"
"11/07/2023 13:00 - 11/07/2023 14:00","Portugal (PT)","6373.40","6506.00"
"11/07/2023 14:00 - 11/07/2023 15:00","Portugal (PT)","6295.60","6510.00"
"11/07/2023 15:00 - 11/07/2023 16:00","Portugal (PT)","6458.20","6672.00"
"11/07/2023 16:00 - 11/07/2023 17:00","Portugal (PT)","6484.10","6646.00"
"11/07/2023 17:00 - 11/07/2023 18:00","Portugal (PT)","6469.00","6516.00"
"11/07/2023 18:00 - 11/07/2023 19:00","Portugal (PT)","6432.30","6423.00"
"11/07/2023 19:00 - 11/07/2023 20:00","Portugal (PT)","6523.90","6541.00"
"11/07/2023 20:00 - 11/07/2023 21:00","Portugal (PT)","6807.20","6778.00"
"11/07/2023 21:00 - 11/07/2023 22:00","Portugal (PT)","6872.90","6770.00"
"11/07/2023 22:00 - 11/07/2023 23:00","Portugal (PT)","6794.50","6636.00"
"11/07/2023 23:00 - 12/07/2023 00:00","Portugal (PT)","6444.80","6371.00"
"12/07/2023 00:00 - 12/07/2023 01:00","Portugal (PT)","5873.90","5802.00"
"12/07/2023 01:00 - 12/07/2023 02:00","Portugal (PT)","5426.40","5377.00"
"12/07/2023 02:00 - 12/07/2023 03:00","Portugal (PT)","5114.50","5113.00"
"12/07/2023 03:00 - 12/07/2023 04:00","Portugal (PT)","4926.90","4961.00"
"12/07/2023 04:00 - 12/07/2023 05:00","Portugal (PT)","4838.30","4836.00"
"12/07/2023 05:00 - 12/07/2023 06:00","Portugal (PT)","4790.10","4821.00"
"12/07/2023 06:00 - 12/07/2023 07:00","Portugal (PT)","4838.10","4883.00"
"12/07/2023 07:00 - 12/07/2023 08:00","Portugal (PT)","4951.90","5083.00"
"12/07/2023 08:00 - 12/07/2023 09:00","Portugal (PT)","5489.30","5644.00"
"12/07/2023 09:00 - 12/07/2023 10:00","Portugal (PT)","6230.20","6235.00"
"12/07/2023 10:00 - 12/07/2023 11:00","Portugal (PT)","6502.10","6367.00"
"12/07/2023 11:00 - 12/07/2023 12:00","Portugal (PT)","6590.40","6371.00"
"12/07/2023 12:00 - 12/07/2023 13:00","Portugal (PT)","6640.30","6401.00"
"12/07/2023 13:00 - 12/07/2023 14:00","Portugal (PT)","6554.20","6260.00"
"12/07/2023 14:00 - 12/07/2023 15:00","Portugal (PT)","6456.80","6267.00"
"12/07/2023 15:00 - 12/07/2023 16:00","Portugal (PT)","6599.60","6354.00"
"12/07/2023 16:00 - 12/07/2023 17:00","Portugal (PT)","6592.40","6335.00"
"12/07/2023 17:00 - 12/07/2023 18:00","Portugal (PT)","6580.80","6320.00"
"12/07/2023 18:00 - 12/07/2023 19:00","Portugal (PT)","6479.30","6301.00"
"12/07/2023 19:00 - 12/07/2023 20:00","Portugal (PT)","6547.00","6425.00"
"12/07/2023 20:00 - 12/07/2023 21:00","Portugal (PT)","6835.50","6635.00"
"12/07/2023 21:00 - 12/07/2023 22:00","Portugal (PT)","6849.60","6632.00"
"12/07/2023 22:00 - 12/07/2023 23:00","Portugal (PT)","6782.70","6530.00"
"12/07/2023 23:00 - 13/07/2023 00:00","Portugal (PT)","6451.30","6277.00"
"13/07/2023 00:00 - 13/07/2023 01:00","Portugal (PT)","5885.10","5745.00"
"13/07/2023 01:00 - 13/07/2023 02:00","Portugal (PT)","5449.10","5476.00"
"13/07/2023 02:00 - 13/07/2023 03:00","Portugal (PT)","5127.30","5193.00"
"13/07/2023 03:00 - 13/07/2023 04:00","Portugal (PT)","4943.50","4989.00"
"13/07/2023 04:00 - 13/07/2023 05:00","Portugal (PT)","4817.90","4891.00"
"13/07/2023 05:00 - 13/07/2023 06:00","Portugal (PT)","4760.40","4833.00"
"13/07/2023 06:00 - 13/07/2023 07:00","Portugal (PT)","4800.40","4858.00"
"13/07/2023 07:00 - 13/07/2023 08:00","Portugal (PT)","4895.30","4978.00"
"13/07/2023 08:00 - 13/07/2023 09:00","Portugal (PT)","5387.00","5405.00"
"13/07/2023 09:00 - 13/07/2023 10:00","Portugal (PT)","6122.40","6029.00"
"13/07/2023 10:00 - 13/07/2023 11:00","Portugal (PT)","6388.40","6344.00"
"13/07/2023 11:00 - 13/07/2023 12:00","Portugal (PT)","6409.70","6445.00"
"13/07/2023 12:00 - 13/07/2023 13:00","Portugal (PT)","6506.50","6558.00"
"13/07/2023 13:00 - 13/07/2023 14:00","Portugal (PT)","6387.30","6498.00"
"13/07/2023 14:00 - 13/07/2023 15:00","Portugal (PT)","6339.90","6425.00"
"13/07/2023 15:00 - 13/07/2023 16:00","Portugal (PT)","6584.20","6510.00"
"13/07/2023 16:00 - 13/07/2023 17:00","Portugal (PT)","6615.50","6571.00"
"13/07/2023 17:00 - 13/07/2023 18:00","Portugal (PT)","6652.90","6610.00"
"13/07/2023 18:00 - 13/07/2023 19:00","Portugal (PT)","6622.50","6614.00"
"13/07/2023 19:00 - 13/07/2023 20:00","Portugal (PT)","6625.20","6691.00"
"13/07/2023 20:00 - 13/07/2023 21:00","Portugal (PT)","6882.80","6926.00"
"13/07/2023 21:00 - 13/07/2023 22:00","Portugal (PT)","6871.70","6970.00"
"13/07/2023 22:00 - 13/07/2023 23:00","Portugal (PT)","6797.20","6888.00"
"13/07/2023 23:00 - 14/07/2023 00:00","Portugal (PT)","6459.40","6577.00"
"14/07/2023 00:00 - 14/07/2023 01:00","Portugal (PT)","5913.60","5885.00"
"14/07/2023 01:00 - 14/07/2023 02:00","Portugal (PT)","5461.70","5490.00"
"14/07/2023 02:00 - 14/07/2023 03:00","Portugal (PT)","5159.70","5211.00"
"14/07/2023 03:00 - 14/07/2023 04:00","Portugal (PT)","4967.70","4978.00"
"14/07/2023 04:00 - 14/07/2023 05:00","Portugal (PT)","4844.80","4871.00"
"14/07/2023 05:00 - 14/07/2023 06:00","Portugal (PT)","4795.80","4844.00"
"14/07/2023 06:00 - 14/07/2023 07:00","Portugal (PT)","4843.80","4877.00"
"14/07/2023 07:00 - 14/07/2023 08:00","Portugal (PT)","4948.40","4975.00"
"14/07/2023 08:00 - 14/07/2023 09:00","Portugal (PT)","5433.40","5440.00"
"14/07/2023 09:00 - 14/07/2023 10:00","Portugal (PT)","6226.30","6106.00"
"14/07/2023 10:00 - 14/07/2023 11:00","Portugal (PT)","6496.90","6396.00"
"14/07/2023 11:00 - 14/07/2023 12:00","Portugal (PT)","6509.20","6424.00"
"14/07/2023 12:00 - 14/07/2023 13:00","Portugal (PT)","6695.20","6490.00"
"14/07/2023 13:00 - 14/07/2023 14:00","Portugal (PT)","6657.70","6432.00"
"14/07/2023 14:00 - 14/07/2023 15:00","Portugal (PT)","6586.40","6360.00"
"14/07/2023 15:00 - 14/07/2023 16:00","Portugal (PT)","6742.70","6466.00"
"14/07/2023 16:00 - 14/07/2023 17:00","Portugal (PT)","6807.90","6474.00"
"14/07/2023 17:00 - 14/07/2023 18:00","Portugal (PT)","6776.60","6472.00"
"14/07/2023 18:00 - 14/07/2023 19:00","Portugal (PT)","6712.60","6435.00"
"14/07/2023 19:00 - 14/07/2023 20:00","Portugal (PT)","6657.80","6483.00"
"14/07/2023 20:00 - 14/07/2023 21:00","Portugal (PT)","6813.80","6657.00"
"14/07/2023 21:00 - 14/07/2023 22:00","Portugal (PT)","6775.00","6759.00"
"14/07/2023 22:00 - 14/07/2023 23:00","Portugal (PT)","6668.70","6717.00"
"14/07/2023 23:00 - 15/07/2023 00:00","Portugal (PT)","6309.90","6469.00"
"15/07/2023 00:00 - 15/07/2023 01:00","Portugal (PT)","5791.20","5719.00"
"15/07/2023 01:00 - 15/07/2023 02:00","Portugal (PT)","5381.30","5311.00"
"15/07/2023 02:00 - 15/07/2023 03:00","Portugal (PT)","5110.50","5041.00"
"15/07/2023 03:00 - 15/07/2023 04:00","Portugal (PT)","4890.00","4855.00"
"15/07/2023 04:00 - 15/07/2023 05:00","Portugal (PT)","4768.80","4765.00"
"15/07/2023 05:00 - 15/07/2023 06:00","Portugal (PT)","4664.00","4682.00"
"15/07/2023 06:00 - 15/07/2023 07:00","Portugal (PT)","4646.80","4580.00"
"15/07/2023 07:00 - 15/07/2023 08:00","Portugal (PT)","4492.50","4539.00"
"15/07/2023 08:00 - 15/07/2023 09:00","Portugal (PT)","4683.50","4826.00"
"15/07/2023 09:00 - 15/07/2023 10:00","Portugal (PT)","5063.40","5166.00"
"15/07/2023 10:00 - 15/07/2023 11:00","Portugal (PT)","5292.30","5417.00"
"15/07/2023 11:00 - 15/07/2023 12:00","Portugal (PT)","5371.30","5539.00"
"15/07/2023 12:00 - 15/07/2023 13:00","Portugal (PT)","5524.70","5624.00"
"15/07/2023 13:00 - 15/07/2023 14:00","Portugal (PT)","5513.70","5622.00"
"15/07/2023 14:00 - 15/07/2023 15:00","Portugal (PT)","5315.60","5390.00"
"15/07/2023 15:00 - 15/07/2023 16:00","Portugal (PT)","5098.20","5168.00"
"15/07/2023 16:00 - 15/07/2023 17:00","Portugal (PT)","5007.40","4980.00"
"15/07/2023 17:00 - 15/07/2023 18:00","Portugal (PT)","4978.40","4954.00"
"15/07/2023 18:00 - 15/07/2023 19:00","Portugal (PT)","5039.90","5050.00"
"15/07/2023 19:00 - 15/07/2023 20:00","Portugal (PT)","5276.40","5287.00"
"15/07/2023 20:00 - 15/07/2023 21:00","Portugal (PT)","5592.30","5548.00"
"15/07/2023 21:00 - 15/07/2023 22:00","Portugal (PT)","5687.80","5644.00"
"15/07/2023 22:00 - 15/07/2023 23:00","Portugal (PT)","5712.80","5679.00"
"15/07/2023 23:00 - 16/07/2023 00:00","Portugal (PT)","5490.10","5591.00"
"16/07/2023 00:00 - 16/07/2023 01:00","Portugal (PT)","5100.90","5229.00"
"16/07/2023 01:00 - 16/07/2023 02:00","Portugal (PT)","4758.00","4779.00"
"16/07/2023 02:00 - 16/07/2023 03:00","Portugal (PT)","4493.60","4513.00"
"16/07/2023 03:00 - 16/07/2023 04:00","Portugal (PT)","4302.70","4353.00"
"16/07/2023 04:00 - 16/07/2023 05:00","Portugal (PT)","4197.40","4236.00"
"16/07/2023 05:00 - 16/07/2023 06:00","Portugal (PT)","4143.60","4192.00"
"16/07/2023 06:00 - 16/07/2023 07:00","Portugal (PT)","4124.00","4131.00"
"16/07/2023 07:00 - 16/07/2023 08:00","Portugal (PT)","3960.10","4041.00"
"16/07/2023 08:00 - 16/07/2023 09:00","Portugal (PT)","4063.20","4230.00"
"16/07/2023 09:00 - 16/07/2023 10:00","Portugal (PT)","4260.00","4430.00"
"16/07/2023 10:00 - 16/07/2023 11:00","Portugal (PT)","4474.70","4619.00"
"16/07/2023 11:00 - 16/07/2023 12:00","Portugal (PT)","4640.10","4839.00"
"16/07/2023 12:00 - 16/07/2023 13:00","Portugal (PT)","4786.60","4994.00"
"16/07/2023 13:00 - 16/07/2023 14:00","Portugal (PT)","4870.60","5016.00"
"16/07/2023 14:00 - 16/07/2023 15:00","Portugal (PT)","4680.50","4746.00"
"16/07/2023 15:00 - 16/07/2023 16:00","Portugal (PT)","4468.00","4616.00"
"16/07/2023 16:00 - 16/07/2023 17:00","Portugal (PT)","4417.40","4581.00"
"16/07/2023 17:00 - 16/07/2023 18:00","Portugal (PT)","4432.00","4572.00"
"16/07/2023 18:00 - 16/07/2023 19:00","Portugal (PT)","4581.30","4707.00"
"16/07/2023 19:00 - 16/07/2023 20:00","Portugal (PT)","4878.80","5017.00"
"16/07/2023 20:00 - 16/07/2023 21:00","Portugal (PT)","5261.50","5367.00"
"16/07/2023 21:00 - 16/07/2023 22:00","Portugal (PT)","5491.10","5559.00"
"16/07/2023 22:00 - 16/07/2023 23:00","Portugal (PT)","5629.40","5676.00"
"16/07/2023 23:00 - 17/07/2023 00:00","Portugal (PT)","5460.20","5560.00"
"17/07/2023 00:00 - 17/07/2023 01:00","Portugal (PT)","5052.90","4974.00"
"17/07/2023 01:00 - 17/07/2023 02:00","Portugal (PT)","4754.10","4743.00"
"17/07/2023 02:00 - 17/07/2023 03:00","Portugal (PT)","4521.00","4534.00"
"17/07/2023 03:00 - 17/07/2023 04:00","Portugal (PT)","4373.30","4380.00"
"17/07/2023 04:00 - 17/07/2023 05:00","Portugal (PT)","4285.70","4282.00"
"17/07/2023 05:00 - 17/07/2023 06:00","Portugal (PT)","4282.40","4291.00"
"17/07/2023 06:00 - 17/07/2023 07:00","Portugal (PT)","4370.10","4435.00"
"17/07/2023 07:00 - 17/07/2023 08:00","Portugal (PT)","4531.30","4642.00"
"17/07/2023 08:00 - 17/07/2023 09:00","Portugal (PT)","5032.90","5133.00"
"17/07/2023 09:00 - 17/07/2023 10:00","Portugal (PT)","5747.60","5738.00"
"17/07/2023 10:00 - 17/07/2023 11:00","Portugal (PT)","6049.00","5893.00"
"17/07/2023 11:00 - 17/07/2023 12:00","Portugal (PT)","6131.70","5965.00"
"17/07/2023 12:00 - 17/07/2023 13:00","Portugal (PT)","6272.40","6100.00"
"17/07/2023 13:00 - 17/07/2023 14:00","Portugal (PT)","6242.40","6055.00"
"17/07/2023 14:00 - 17/07/2023 15:00","Portugal (PT)","6179.80","6119.00"
"17/07/2023 15:00 - 17/07/2023 16:00","Portugal (PT)","6330.80","6230.00"
