"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"20/11/2024 15:00 - 20/11/2024 16:00","Portugal (PT)","7205.40","6854.00"
"20/11/2024 16:00 - 20/11/2024 17:00","Portugal (PT)","7208.00","6891.00"
"20/11/2024 17:00 - 20/11/2024 18:00","Portugal (PT)","7319.10","6978.00"
"20/11/2024 18:00 - 20/11/2024 19:00","Portugal (PT)","7564.30","7255.00"
"20/11/2024 19:00 - 20/11/2024 20:00","Portugal (PT)","7763.50","7570.00"
"20/11/2024 20:00 - 20/11/2024 21:00","Portugal (PT)","7840.80","7703.00"
"20/11/2024 21:00 - 20/11/2024 22:00","Portugal (PT)","7617.30","7497.00"
"20/11/2024 22:00 - 20/11/2024 23:00","Portugal (PT)","7283.80","7020.00"
"20/11/2024 23:00 - 21/11/2024 00:00","Portugal (PT)","6666.80","6461.00"
"21/11/2024 00:00 - 21/11/2024 01:00","Portugal (PT)","5995.70","5829.00"
"21/11/2024 01:00 - 21/11/2024 02:00","Portugal (PT)","5476.10","5320.00"
"21/11/2024 02:00 - 21/11/2024 03:00","Portugal (PT)","5161.10","5043.00"
"21/11/2024 03:00 - 21/11/2024 04:00","Portugal (PT)","5001.00","4845.00"
"21/11/2024 04:00 - 21/11/2024 05:00","Portugal (PT)","4891.50","4756.00"
"21/11/2024 05:00 - 21/11/2024 06:00","Portugal (PT)","4861.30","4727.00"
"21/11/2024 06:00 - 21/11/2024 07:00","Portugal (PT)","4980.60","4818.00"
"21/11/2024 07:00 - 21/11/2024 08:00","Portugal (PT)","5423.50","5229.00"
"21/11/2024 08:00 - 21/11/2024 09:00","Portugal (PT)","6097.10","5917.00"
"21/11/2024 09:00 - 21/11/2024 10:00","Portugal (PT)","6950.40","6704.00"
"21/11/2024 10:00 - 21/11/2024 11:00","Portugal (PT)","7144.00","6994.00"
"21/11/2024 11:00 - 21/11/2024 12:00","Portugal (PT)","7096.50","7004.00"
"21/11/2024 12:00 - 21/11/2024 13:00","Portugal (PT)","7229.20","7089.00"
"21/11/2024 13:00 - 21/11/2024 14:00","Portugal (PT)","7138.60","6969.00"
"21/11/2024 14:00 - 21/11/2024 15:00","Portugal (PT)","7111.50","6899.00"
"21/11/2024 15:00 - 21/11/2024 16:00","Portugal (PT)","7334.20","7072.00"
"21/11/2024 16:00 - 21/11/2024 17:00","Portugal (PT)","7329.40","7103.00"
"21/11/2024 17:00 - 21/11/2024 18:00","Portugal (PT)","7343.40","7186.00"
"21/11/2024 18:00 - 21/11/2024 19:00","Portugal (PT)","7546.40","7421.00"
"21/11/2024 19:00 - 21/11/2024 20:00","Portugal (PT)","7709.40","7701.00"
"21/11/2024 20:00 - 21/11/2024 21:00","Portugal (PT)","7974.70","7816.00"
"21/11/2024 21:00 - 21/11/2024 22:00","Portugal (PT)","7730.20","7605.00"
"21/11/2024 22:00 - 21/11/2024 23:00","Portugal (PT)","7235.00","7122.00"
"21/11/2024 23:00 - 22/11/2024 00:00","Portugal (PT)","6695.40","6551.00"
"22/11/2024 00:00 - 22/11/2024 01:00","Portugal (PT)","6060.30","5938.00"
"22/11/2024 01:00 - 22/11/2024 02:00","Portugal (PT)","5554.50","5416.00"
"22/11/2024 02:00 - 22/11/2024 03:00","Portugal (PT)","5253.20","5116.00"
"22/11/2024 03:00 - 22/11/2024 04:00","Portugal (PT)","5014.80","4904.00"
"22/11/2024 04:00 - 22/11/2024 05:00","Portugal (PT)","4915.40","4789.00"
"22/11/2024 05:00 - 22/11/2024 06:00","Portugal (PT)","4859.00","4751.00"
"22/11/2024 06:00 - 22/11/2024 07:00","Portugal (PT)","4966.90","4833.00"
"22/11/2024 07:00 - 22/11/2024 08:00","Portugal (PT)","5328.20","5257.00"
"22/11/2024 08:00 - 22/11/2024 09:00","Portugal (PT)","5943.50","5908.00"
"22/11/2024 09:00 - 22/11/2024 10:00","Portugal (PT)","6715.70","6698.00"
"22/11/2024 10:00 - 22/11/2024 11:00","Portugal (PT)","6871.80","6954.00"
"22/11/2024 11:00 - 22/11/2024 12:00","Portugal (PT)","6760.00","6948.00"
"22/11/2024 12:00 - 22/11/2024 13:00","Portugal (PT)","6871.30","6989.00"
"22/11/2024 13:00 - 22/11/2024 14:00","Portugal (PT)","6707.10","6848.00"
"22/11/2024 14:00 - 22/11/2024 15:00","Portugal (PT)","6658.30","6773.00"
"22/11/2024 15:00 - 22/11/2024 16:00","Portugal (PT)","6875.70","6916.00"
"22/11/2024 16:00 - 22/11/2024 17:00","Portugal (PT)","6975.80","6922.00"
"22/11/2024 17:00 - 22/11/2024 18:00","Portugal (PT)","7152.10","6978.00"
"22/11/2024 18:00 - 22/11/2024 19:00","Portugal (PT)","7274.10","7192.00"
"22/11/2024 19:00 - 22/11/2024 20:00","Portugal (PT)","7481.40","7450.00"
"22/11/2024 20:00 - 22/11/2024 21:00","Portugal (PT)","7592.70","7554.00"
"22/11/2024 21:00 - 22/11/2024 22:00","Portugal (PT)","7412.90","7329.00"
"22/11/2024 22:00 - 22/11/2024 23:00","Portugal (PT)","6933.50","6898.00"
"22/11/2024 23:00 - 23/11/2024 00:00","Portugal (PT)","6441.90","6381.00"
"23/11/2024 00:00 - 23/11/2024 01:00","Portugal (PT)","5895.60","5809.00"
"23/11/2024 01:00 - 23/11/2024 02:00","Portugal (PT)","5410.80","5314.00"
"23/11/2024 02:00 - 23/11/2024 03:00","Portugal (PT)","4975.80","4964.00"
"23/11/2024 03:00 - 23/11/2024 04:00","Portugal (PT)","4748.00","4748.00"
"23/11/2024 04:00 - 23/11/2024 05:00","Portugal (PT)","4602.00","4611.00"
"23/11/2024 05:00 - 23/11/2024 06:00","Portugal (PT)","4538.50","4557.00"
"23/11/2024 06:00 - 23/11/2024 07:00","Portugal (PT)","4623.70","4557.00"
"23/11/2024 07:00 - 23/11/2024 08:00","Portugal (PT)","4777.30","4691.00"
"23/11/2024 08:00 - 23/11/2024 09:00","Portugal (PT)","4966.70","4898.00"
"23/11/2024 09:00 - 23/11/2024 10:00","Portugal (PT)","5324.70","5297.00"
"23/11/2024 10:00 - 23/11/2024 11:00","Portugal (PT)","5604.40","5596.00"
"23/11/2024 11:00 - 23/11/2024 12:00","Portugal (PT)","5633.30","5689.00"
"23/11/2024 12:00 - 23/11/2024 13:00","Portugal (PT)","5689.20","5694.00"
"23/11/2024 13:00 - 23/11/2024 14:00","Portugal (PT)","5747.20","5753.00"
"23/11/2024 14:00 - 23/11/2024 15:00","Portugal (PT)","5650.10","5578.00"
"23/11/2024 15:00 - 23/11/2024 16:00","Portugal (PT)","5612.90","5599.00"
"23/11/2024 16:00 - 23/11/2024 17:00","Portugal (PT)","5608.30","5625.00"
"23/11/2024 17:00 - 23/11/2024 18:00","Portugal (PT)","5706.10","5740.00"
"23/11/2024 18:00 - 23/11/2024 19:00","Portugal (PT)","6246.40","6232.00"
"23/11/2024 19:00 - 23/11/2024 20:00","Portugal (PT)","6525.00","6635.00"
"23/11/2024 20:00 - 23/11/2024 21:00","Portugal (PT)","6599.20","6755.00"
"23/11/2024 21:00 - 23/11/2024 22:00","Portugal (PT)","6457.30","6596.00"
"23/11/2024 22:00 - 23/11/2024 23:00","Portugal (PT)","6044.30","6135.00"
"23/11/2024 23:00 - 24/11/2024 00:00","Portugal (PT)","5658.70","5709.00"
"24/11/2024 00:00 - 24/11/2024 01:00","Portugal (PT)","5255.90","5286.00"
"24/11/2024 01:00 - 24/11/2024 02:00","Portugal (PT)","4893.80","4834.00"
"24/11/2024 02:00 - 24/11/2024 03:00","Portugal (PT)","4589.80","4567.00"
"24/11/2024 03:00 - 24/11/2024 04:00","Portugal (PT)","4364.60","4324.00"
"24/11/2024 04:00 - 24/11/2024 05:00","Portugal (PT)","4256.90","4226.00"
"24/11/2024 05:00 - 24/11/2024 06:00","Portugal (PT)","4188.40","4159.00"
"24/11/2024 06:00 - 24/11/2024 07:00","Portugal (PT)","4242.20","4154.00"
"24/11/2024 07:00 - 24/11/2024 08:00","Portugal (PT)","4284.10","4278.00"
"24/11/2024 08:00 - 24/11/2024 09:00","Portugal (PT)","4416.40","4346.00"
"24/11/2024 09:00 - 24/11/2024 10:00","Portugal (PT)","4696.80","4644.00"
"24/11/2024 10:00 - 24/11/2024 11:00","Portugal (PT)","5183.00","5007.00"
"24/11/2024 11:00 - 24/11/2024 12:00","Portugal (PT)","5615.70","5353.00"
"24/11/2024 12:00 - 24/11/2024 13:00","Portugal (PT)","6023.90","5663.00"
"24/11/2024 13:00 - 24/11/2024 14:00","Portugal (PT)","6217.10","5878.00"
"24/11/2024 14:00 - 24/11/2024 15:00","Portugal (PT)","5927.70","5657.00"
"24/11/2024 15:00 - 24/11/2024 16:00","Portugal (PT)","5622.70","5553.00"
"24/11/2024 16:00 - 24/11/2024 17:00","Portugal (PT)","5557.00","5494.00"
"24/11/2024 17:00 - 24/11/2024 18:00","Portugal (PT)","5669.00","5666.00"
"24/11/2024 18:00 - 24/11/2024 19:00","Portugal (PT)","6051.70","6073.00"
"24/11/2024 19:00 - 24/11/2024 20:00","Portugal (PT)","6320.00","6421.00"
"24/11/2024 20:00 - 24/11/2024 21:00","Portugal (PT)","6513.60","6586.00"
"24/11/2024 21:00 - 24/11/2024 22:00","Portugal (PT)","6501.40","6501.00"
"24/11/2024 22:00 - 24/11/2024 23:00","Portugal (PT)","6167.50","6154.00"
"24/11/2024 23:00 - 25/11/2024 00:00","Portugal (PT)","5715.10","5734.00"
"25/11/2024 00:00 - 25/11/2024 01:00","Portugal (PT)","5287.80","5288.00"
"25/11/2024 01:00 - 25/11/2024 02:00","Portugal (PT)","4933.90","4929.00"
"25/11/2024 02:00 - 25/11/2024 03:00","Portugal (PT)","4677.10","4636.00"
"25/11/2024 03:00 - 25/11/2024 04:00","Portugal (PT)","4477.90","4475.00"
"25/11/2024 04:00 - 25/11/2024 05:00","Portugal (PT)","4377.80","4397.00"
"25/11/2024 05:00 - 25/11/2024 06:00","Portugal (PT)","4355.10","4357.00"
"25/11/2024 06:00 - 25/11/2024 07:00","Portugal (PT)","4493.50","4477.00"
"25/11/2024 07:00 - 25/11/2024 08:00","Portugal (PT)","5003.80","4938.00"
"25/11/2024 08:00 - 25/11/2024 09:00","Portugal (PT)","5742.70","5709.00"
"25/11/2024 09:00 - 25/11/2024 10:00","Portugal (PT)","6487.60","6524.00"
"25/11/2024 10:00 - 25/11/2024 11:00","Portugal (PT)","6711.40","6777.00"
"25/11/2024 11:00 - 25/11/2024 12:00","Portugal (PT)","6628.70","6761.00"
"25/11/2024 12:00 - 25/11/2024 13:00","Portugal (PT)","6759.10","6777.00"
"25/11/2024 13:00 - 25/11/2024 14:00","Portugal (PT)","6597.60","6644.00"
"25/11/2024 14:00 - 25/11/2024 15:00","Portugal (PT)","6479.60","6578.00"
"25/11/2024 15:00 - 25/11/2024 16:00","Portugal (PT)","6665.70","6780.00"
"25/11/2024 16:00 - 25/11/2024 17:00","Portugal (PT)","6773.00","6856.00"
"25/11/2024 17:00 - 25/11/2024 18:00","Portugal (PT)","6929.10","6962.00"
"25/11/2024 18:00 - 25/11/2024 19:00","Portugal (PT)","7291.20","7295.00"
"25/11/2024 19:00 - 25/11/2024 20:00","Portugal (PT)","7569.00","7585.00"
"25/11/2024 20:00 - 25/11/2024 21:00","Portugal (PT)","7751.60","7733.00"
"25/11/2024 21:00 - 25/11/2024 22:00","Portugal (PT)","7548.60","7563.00"
"25/11/2024 22:00 - 25/11/2024 23:00","Portugal (PT)","7057.40","7099.00"
"25/11/2024 23:00 - 26/11/2024 00:00","Portugal (PT)","6414.40","6551.00"
"26/11/2024 00:00 - 26/11/2024 01:00","Portugal (PT)","5797.70","5881.00"
"26/11/2024 01:00 - 26/11/2024 02:00","Portugal (PT)","5266.40","5337.00"
"26/11/2024 02:00 - 26/11/2024 03:00","Portugal (PT)","4927.20","5055.00"
"26/11/2024 03:00 - 26/11/2024 04:00","Portugal (PT)","4732.10","4859.00"
"26/11/2024 04:00 - 26/11/2024 05:00","Portugal (PT)","4645.50","4774.00"
"26/11/2024 05:00 - 26/11/2024 06:00","Portugal (PT)","4619.10","4740.00"
"26/11/2024 06:00 - 26/11/2024 07:00","Portugal (PT)","4721.90","4852.00"
"26/11/2024 07:00 - 26/11/2024 08:00","Portugal (PT)","5192.40","5268.00"
"26/11/2024 08:00 - 26/11/2024 09:00","Portugal (PT)","5935.00","5918.00"
"26/11/2024 09:00 - 26/11/2024 10:00","Portugal (PT)","6700.40","6748.00"
"26/11/2024 10:00 - 26/11/2024 11:00","Portugal (PT)","7017.90","7054.00"
"26/11/2024 11:00 - 26/11/2024 12:00","Portugal (PT)","6932.90","7033.00"
"26/11/2024 12:00 - 26/11/2024 13:00","Portugal (PT)","6919.20","7048.00"
"26/11/2024 13:00 - 26/11/2024 14:00","Portugal (PT)","6620.50","6867.00"
"26/11/2024 14:00 - 26/11/2024 15:00","Portugal (PT)","6405.60","6752.00"
"26/11/2024 15:00 - 26/11/2024 16:00","Portugal (PT)","6575.50","6898.00"
"26/11/2024 16:00 - 26/11/2024 17:00","Portugal (PT)","6746.70","6928.00"
"26/11/2024 17:00 - 26/11/2024 18:00","Portugal (PT)","6990.60","7045.00"
"26/11/2024 18:00 - 26/11/2024 19:00","Portugal (PT)","7376.80","7436.00"
"26/11/2024 19:00 - 26/11/2024 20:00","Portugal (PT)","7711.60","7749.00"
"26/11/2024 20:00 - 26/11/2024 21:00","Portugal (PT)","7927.50","7896.00"
"26/11/2024 21:00 - 26/11/2024 22:00","Portugal (PT)","7712.90","7716.00"
"26/11/2024 22:00 - 26/11/2024 23:00","Portugal (PT)","7218.30","7249.00"
"26/11/2024 23:00 - 27/11/2024 00:00","Portugal (PT)","6583.40","6678.00"
"27/11/2024 00:00 - 27/11/2024 01:00","Portugal (PT)","5914.80","6011.00"
"27/11/2024 01:00 - 27/11/2024 02:00","Portugal (PT)","5357.20","5442.00"
"27/11/2024 02:00 - 27/11/2024 03:00","Portugal (PT)","5006.60","5162.00"
"27/11/2024 03:00 - 27/11/2024 04:00","Portugal (PT)","4804.60","4956.00"
"27/11/2024 04:00 - 27/11/2024 05:00","Portugal (PT)","4707.60","4861.00"
"27/11/2024 05:00 - 27/11/2024 06:00","Portugal (PT)","4674.50","4841.00"
"27/11/2024 06:00 - 27/11/2024 07:00","Portugal (PT)","4783.60","4924.00"
"27/11/2024 07:00 - 27/11/2024 08:00","Portugal (PT)","5295.20","5333.00"
"27/11/2024 08:00 - 27/11/2024 09:00","Portugal (PT)","6030.30","6063.00"
"27/11/2024 09:00 - 27/11/2024 10:00","Portugal (PT)","6739.90","6846.00"
"27/11/2024 10:00 - 27/11/2024 11:00","Portugal (PT)","6798.20","7044.00"
"27/11/2024 11:00 - 27/11/2024 12:00","Portugal (PT)","6552.30","6904.00"
"27/11/2024 12:00 - 27/11/2024 13:00","Portugal (PT)","6492.30","6825.00"
"27/11/2024 13:00 - 27/11/2024 14:00","Portugal (PT)","6310.50","6661.00"
"27/11/2024 14:00 - 27/11/2024 15:00","Portugal (PT)","6236.30","6536.00"
"27/11/2024 15:00 - 27/11/2024 16:00","Portugal (PT)","6520.80","6787.00"
"27/11/2024 16:00 - 27/11/2024 17:00","Portugal (PT)","6718.30","6887.00"
"27/11/2024 17:00 - 27/11/2024 18:00","Portugal (PT)","6949.70","7082.00"
"27/11/2024 18:00 - 27/11/2024 19:00","Portugal (PT)","7378.70","7512.00"
"27/11/2024 19:00 - 27/11/2024 20:00","Portugal (PT)","7730.20","7799.00"
"27/11/2024 20:00 - 27/11/2024 21:00","Portugal (PT)","7936.50","7947.00"
"27/11/2024 21:00 - 27/11/2024 22:00","Portugal (PT)","7748.00","7756.00"
"27/11/2024 22:00 - 27/11/2024 23:00","Portugal (PT)","7252.40","7318.00"
"27/11/2024 23:00 - 28/11/2024 00:00","Portugal (PT)","6637.10","6795.00"
"28/11/2024 00:00 - 28/11/2024 01:00","Portugal (PT)","5956.10","6105.00"
"28/11/2024 01:00 - 28/11/2024 02:00","Portugal (PT)","5401.90","5509.00"
"28/11/2024 02:00 - 28/11/2024 03:00","Portugal (PT)","5051.80","5219.00"
"28/11/2024 03:00 - 28/11/2024 04:00","Portugal (PT)","4836.00","4998.00"
"28/11/2024 04:00 - 28/11/2024 05:00","Portugal (PT)","4712.60","4895.00"
"28/11/2024 05:00 - 28/11/2024 06:00","Portugal (PT)","4700.60","4877.00"
"28/11/2024 06:00 - 28/11/2024 07:00","Portugal (PT)","4808.20","4967.00"
"28/11/2024 07:00 - 28/11/2024 08:00","Portugal (PT)","5296.90","5386.00"
"28/11/2024 08:00 - 28/11/2024 09:00","Portugal (PT)","6053.60","6129.00"
"28/11/2024 09:00 - 28/11/2024 10:00","Portugal (PT)","6780.80","6919.00"
"28/11/2024 10:00 - 28/11/2024 11:00","Portugal (PT)","6900.90","7093.00"
"28/11/2024 11:00 - 28/11/2024 12:00","Portugal (PT)","6714.00","6972.00"
"28/11/2024 12:00 - 28/11/2024 13:00","Portugal (PT)","6660.60","6913.00"
"28/11/2024 13:00 - 28/11/2024 14:00","Portugal (PT)","6469.20","6710.00"
"28/11/2024 14:00 - 28/11/2024 15:00","Portugal (PT)","6424.80","6610.00"
"28/11/2024 15:00 - 28/11/2024 16:00","Portugal (PT)","6692.40","6850.00"
"28/11/2024 16:00 - 28/11/2024 17:00","Portugal (PT)","6860.30","6988.00"
"28/11/2024 17:00 - 28/11/2024 18:00","Portugal (PT)","7094.70","7148.00"
"28/11/2024 18:00 - 28/11/2024 19:00","Portugal (PT)","7467.20","7558.00"
"28/11/2024 19:00 - 28/11/2024 20:00","Portugal (PT)","7731.40","7812.00"
"28/11/2024 20:00 - 28/11/2024 21:00","Portugal (PT)","7891.40","7954.00"
"28/11/2024 21:00 - 28/11/2024 22:00","Portugal (PT)","7691.50","7764.00"
"28/11/2024 22:00 - 28/11/2024 23:00","Portugal (PT)","7207.40","7316.00"
"28/11/2024 23:00 - 29/11/2024 00:00","Portugal (PT)","6602.70","6758.00"
"29/11/2024 00:00 - 29/11/2024 01:00","Portugal (PT)","5995.90","6059.00"
"29/11/2024 01:00 - 29/11/2024 02:00","Portugal (PT)","5552.00","5480.00"
"29/11/2024 02:00 - 29/11/2024 03:00","Portugal (PT)","5216.40","5165.00"
"29/11/2024 03:00 - 29/11/2024 04:00","Portugal (PT)","4992.60","4936.00"
"29/11/2024 04:00 - 29/11/2024 05:00","Portugal (PT)","4889.10","4832.00"
"29/11/2024 05:00 - 29/11/2024 06:00","Portugal (PT)","4851.50","4812.00"
"29/11/2024 06:00 - 29/11/2024 07:00","Portugal (PT)","4957.10","4902.00"
"29/11/2024 07:00 - 29/11/2024 08:00","Portugal (PT)","5430.70","5329.00"
"29/11/2024 08:00 - 29/11/2024 09:00","Portugal (PT)","6087.20","6071.00"
"29/11/2024 09:00 - 29/11/2024 10:00","Portugal (PT)","6837.10","6912.00"
"29/11/2024 10:00 - 29/11/2024 11:00","Portugal (PT)","7156.70","7242.00"
"29/11/2024 11:00 - 29/11/2024 12:00","Portugal (PT)","7134.00","7298.00"
"29/11/2024 12:00 - 29/11/2024 13:00","Portugal (PT)","7256.80","7348.00"
"29/11/2024 13:00 - 29/11/2024 14:00","Portugal (PT)","7060.90","7184.00"
"29/11/2024 14:00 - 29/11/2024 15:00","Portugal (PT)","6923.30","7080.00"
"29/11/2024 15:00 - 29/11/2024 16:00","Portugal (PT)","7124.60","7201.00"
"29/11/2024 16:00 - 29/11/2024 17:00","Portugal (PT)","7114.60","7152.00"
"29/11/2024 17:00 - 29/11/2024 18:00","Portugal (PT)","7129.70","7241.00"
"29/11/2024 18:00 - 29/11/2024 19:00","Portugal (PT)","7362.50","7462.00"
"29/11/2024 19:00 - 29/11/2024 20:00","Portugal (PT)","7520.90","7696.00"
"29/11/2024 20:00 - 29/11/2024 21:00","Portugal (PT)","7578.40","7817.00"
"29/11/2024 21:00 - 29/11/2024 22:00","Portugal (PT)","7348.90","7591.00"
"29/11/2024 22:00 - 29/11/2024 23:00","Portugal (PT)","6884.00","7146.00"
"29/11/2024 23:00 - 30/11/2024 00:00","Portugal (PT)","6354.70","6582.00"
"30/11/2024 00:00 - 30/11/2024 01:00","Portugal (PT)","5802.60","5959.00"
"30/11/2024 01:00 - 30/11/2024 02:00","Portugal (PT)","5293.20","5403.00"
"30/11/2024 02:00 - 30/11/2024 03:00","Portugal (PT)","4933.00","4993.00"
"30/11/2024 03:00 - 30/11/2024 04:00","Portugal (PT)","4772.20","4771.00"
"30/11/2024 04:00 - 30/11/2024 05:00","Portugal (PT)","4570.90","4589.00"
"30/11/2024 05:00 - 30/11/2024 06:00","Portugal (PT)","4478.70","4547.00"
"30/11/2024 06:00 - 30/11/2024 07:00","Portugal (PT)","4507.50","4546.00"
"30/11/2024 07:00 - 30/11/2024 08:00","Portugal (PT)","4675.30","4677.00"
"30/11/2024 08:00 - 30/11/2024 09:00","Portugal (PT)","4914.80","4945.00"
"30/11/2024 09:00 - 30/11/2024 10:00","Portugal (PT)","5328.00","5357.00"
"30/11/2024 10:00 - 30/11/2024 11:00","Portugal (PT)","5668.30","5725.00"
"30/11/2024 11:00 - 30/11/2024 12:00","Portugal (PT)","5741.30","5869.00"
"30/11/2024 12:00 - 30/11/2024 13:00","Portugal (PT)","5810.20","5931.00"
"30/11/2024 13:00 - 30/11/2024 14:00","Portugal (PT)","5947.30","5992.00"
"30/11/2024 14:00 - 30/11/2024 15:00","Portugal (PT)","5914.50","5860.00"
"30/11/2024 15:00 - 30/11/2024 16:00","Portugal (PT)","5852.70","5830.00"
"30/11/2024 16:00 - 30/11/2024 17:00","Portugal (PT)","5835.20","5787.00"
"30/11/2024 17:00 - 30/11/2024 18:00","Portugal (PT)","5909.40","5875.00"
"30/11/2024 18:00 - 30/11/2024 19:00","Portugal (PT)","6269.80","6389.00"
"30/11/2024 19:00 - 30/11/2024 20:00","Portugal (PT)","6576.80","6730.00"
"30/11/2024 20:00 - 30/11/2024 21:00","Portugal (PT)","6661.00","6849.00"
"30/11/2024 21:00 - 30/11/2024 22:00","Portugal (PT)","6443.50","6687.00"
"30/11/2024 22:00 - 30/11/2024 23:00","Portugal (PT)","6018.50","6229.00"
"30/11/2024 23:00 - 01/12/2024 00:00","Portugal (PT)","5608.00","5810.00"
"01/12/2024 00:00 - 01/12/2024 01:00","Portugal (PT)","5279.70","5338.00"
"01/12/2024 01:00 - 01/12/2024 02:00","Portugal (PT)","4927.40","4979.00"
"01/12/2024 02:00 - 01/12/2024 03:00","Portugal (PT)","4634.40","4627.00"
"01/12/2024 03:00 - 01/12/2024 04:00","Portugal (PT)","4420.30","4348.00"
"01/12/2024 04:00 - 01/12/2024 05:00","Portugal (PT)","4287.10","4187.00"
"01/12/2024 05:00 - 01/12/2024 06:00","Portugal (PT)","4189.40","4117.00"
"01/12/2024 06:00 - 01/12/2024 07:00","Portugal (PT)","4213.70","4099.00"
"01/12/2024 07:00 - 01/12/2024 08:00","Portugal (PT)","4314.10","4193.00"
"01/12/2024 08:00 - 01/12/2024 09:00","Portugal (PT)","4426.80","4236.00"
"01/12/2024 09:00 - 01/12/2024 10:00","Portugal (PT)","4697.50","4491.00"
"01/12/2024 10:00 - 01/12/2024 11:00","Portugal (PT)","5105.90","4914.00"
"01/12/2024 11:00 - 01/12/2024 12:00","Portugal (PT)","5422.00","5312.00"
"01/12/2024 12:00 - 01/12/2024 13:00","Portugal (PT)","5669.90","5654.00"
"01/12/2024 13:00 - 01/12/2024 14:00","Portugal (PT)","5913.30","5842.00"
"01/12/2024 14:00 - 01/12/2024 15:00","Portugal (PT)","5732.10","5637.00"
"01/12/2024 15:00 - 01/12/2024 16:00","Portugal (PT)","5546.30","5445.00"
"01/12/2024 16:00 - 01/12/2024 17:00","Portugal (PT)","5454.60","5384.00"
"01/12/2024 17:00 - 01/12/2024 18:00","Portugal (PT)","5482.90","5488.00"
"01/12/2024 18:00 - 01/12/2024 19:00","Portugal (PT)","5918.00","5962.00"
"01/12/2024 19:00 - 01/12/2024 20:00","Portugal (PT)","6274.40","6327.00"
"01/12/2024 20:00 - 01/12/2024 21:00","Portugal (PT)","6413.10","6500.00"
"01/12/2024 21:00 - 01/12/2024 22:00","Portugal (PT)","6304.40","6406.00"
"01/12/2024 22:00 - 01/12/2024 23:00","Portugal (PT)","5960.40","6094.00"
"01/12/2024 23:00 - 02/12/2024 00:00","Portugal (PT)","5552.40","5705.00"
"02/12/2024 00:00 - 02/12/2024 01:00","Portugal (PT)","5078.40","5218.00"
"02/12/2024 01:00 - 02/12/2024 02:00","Portugal (PT)","4742.50","4863.00"
"02/12/2024 02:00 - 02/12/2024 03:00","Portugal (PT)","4468.10","4595.00"
"02/12/2024 03:00 - 02/12/2024 04:00","Portugal (PT)","4294.60","4420.00"
"02/12/2024 04:00 - 02/12/2024 05:00","Portugal (PT)","4222.10","4343.00"
"02/12/2024 05:00 - 02/12/2024 06:00","Portugal (PT)","4209.20","4325.00"
"02/12/2024 06:00 - 02/12/2024 07:00","Portugal (PT)","4358.20","4503.00"
"02/12/2024 07:00 - 02/12/2024 08:00","Portugal (PT)","4898.20","5022.00"
"02/12/2024 08:00 - 02/12/2024 09:00","Portugal (PT)","5675.40","5786.00"
"02/12/2024 09:00 - 02/12/2024 10:00","Portugal (PT)","6479.70","6617.00"
"02/12/2024 10:00 - 02/12/2024 11:00","Portugal (PT)","6731.50","6911.00"
"02/12/2024 11:00 - 02/12/2024 12:00","Portugal (PT)","6626.30","6882.00"
"02/12/2024 12:00 - 02/12/2024 13:00","Portugal (PT)","6677.40","6830.00"
"02/12/2024 13:00 - 02/12/2024 14:00","Portugal (PT)","6547.20","6672.00"
"02/12/2024 14:00 - 02/12/2024 15:00","Portugal (PT)","6525.20","6599.00"
"02/12/2024 15:00 - 02/12/2024 16:00","Portugal (PT)","6759.60","6817.00"
"02/12/2024 16:00 - 02/12/2024 17:00","Portugal (PT)","6817.90","6940.00"
"02/12/2024 17:00 - 02/12/2024 18:00","Portugal (PT)","6982.00","7106.00"
"02/12/2024 18:00 - 02/12/2024 19:00","Portugal (PT)","7297.70","7441.00"
"02/12/2024 19:00 - 02/12/2024 20:00","Portugal (PT)","7584.60","7713.00"
"02/12/2024 20:00 - 02/12/2024 21:00","Portugal (PT)","7761.00","7862.00"
"02/12/2024 21:00 - 02/12/2024 22:00","Portugal (PT)","7585.10","7671.00"
"02/12/2024 22:00 - 02/12/2024 23:00","Portugal (PT)","7140.50","7197.00"
"02/12/2024 23:00 - 03/12/2024 00:00","Portugal (PT)","6540.50","6655.00"
"03/12/2024 00:00 - 03/12/2024 01:00","Portugal (PT)","5871.10","5962.00"
"03/12/2024 01:00 - 03/12/2024 02:00","Portugal (PT)","5311.20","5378.00"
"03/12/2024 02:00 - 03/12/2024 03:00","Portugal (PT)","4969.30","5094.00"
"03/12/2024 03:00 - 03/12/2024 04:00","Portugal (PT)","4762.70","4878.00"
"03/12/2024 04:00 - 03/12/2024 05:00","Portugal (PT)","4653.00","4780.00"
"03/12/2024 05:00 - 03/12/2024 06:00","Portugal (PT)","4642.20","4745.00"
"03/12/2024 06:00 - 03/12/2024 07:00","Portugal (PT)","4760.30","4843.00"
"03/12/2024 07:00 - 03/12/2024 08:00","Portugal (PT)","5215.90","5296.00"
"03/12/2024 08:00 - 03/12/2024 09:00","Portugal (PT)","5951.50","5997.00"
"03/12/2024 09:00 - 03/12/2024 10:00","Portugal (PT)","6710.50","6788.00"
"03/12/2024 10:00 - 03/12/2024 11:00","Portugal (PT)","7008.40","7051.00"
"03/12/2024 11:00 - 03/12/2024 12:00","Portugal (PT)","6937.00","6990.00"
"03/12/2024 12:00 - 03/12/2024 13:00","Portugal (PT)","6876.30","6985.00"
