Start date;End date;grid load [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Jan 2, 2025 3:00 AM;Jan 2, 2025 4:00 AM;42,950.00;3,826.00
Jan 2, 2025 4:00 AM;Jan 2, 2025 5:00 AM;44,721.75;7,955.25
Jan 2, 2025 5:00 AM;Jan 2, 2025 6:00 AM;48,531.75;14,215.25
Jan 2, 2025 6:00 AM;Jan 2, 2025 7:00 AM;54,615.00;22,567.75
Jan 2, 2025 7:00 AM;Jan 2, 2025 8:00 AM;58,605.50;29,140.00
Jan 2, 2025 8:00 AM;Jan 2, 2025 9:00 AM;61,204.25;33,759.25
Jan 2, 2025 9:00 AM;Jan 2, 2025 10:00 AM;62,968.00;36,081.50
Jan 2, 2025 10:00 AM;Jan 2, 2025 11:00 AM;64,172.00;37,103.50
Jan 2, 2025 11:00 AM;Jan 2, 2025 12:00 PM;64,866.00;37,757.50
Jan 2, 2025 12:00 PM;Jan 2, 2025 1:00 PM;64,723.00;38,005.50
Jan 2, 2025 1:00 PM;Jan 2, 2025 2:00 PM;64,112.50;38,417.00
Jan 2, 2025 2:00 PM;Jan 2, 2025 3:00 PM;62,484.25;39,230.25
Jan 2, 2025 3:00 PM;Jan 2, 2025 4:00 PM;61,315.00;40,918.00
Jan 2, 2025 4:00 PM;Jan 2, 2025 5:00 PM;61,951.25;42,223.75
Jan 2, 2025 5:00 PM;Jan 2, 2025 6:00 PM;63,847.00;42,776.75
Jan 2, 2025 6:00 PM;Jan 2, 2025 7:00 PM;64,165.75;41,639.75
Jan 2, 2025 7:00 PM;Jan 2, 2025 8:00 PM;63,156.25;39,646.75
Jan 2, 2025 8:00 PM;Jan 2, 2025 9:00 PM;59,759.00;35,525.50
Jan 2, 2025 9:00 PM;Jan 2, 2025 10:00 PM;56,271.25;31,687.25
Jan 2, 2025 10:00 PM;Jan 2, 2025 11:00 PM;53,475.75;28,770.25
Jan 2, 2025 11:00 PM;Jan 3, 2025 12:00 AM;50,560.50;25,546.00
Jan 3, 2025 12:00 AM;Jan 3, 2025 1:00 AM;48,656.00;24,247.75
Jan 3, 2025 1:00 AM;Jan 3, 2025 2:00 AM;46,963.50;22,221.50
Jan 3, 2025 2:00 AM;Jan 3, 2025 3:00 AM;45,938.00;20,491.50
Jan 3, 2025 3:00 AM;Jan 3, 2025 4:00 AM;46,342.50;19,818.75
Jan 3, 2025 4:00 AM;Jan 3, 2025 5:00 AM;47,877.50;19,809.25
Jan 3, 2025 5:00 AM;Jan 3, 2025 6:00 AM;50,806.00;20,884.50
Jan 3, 2025 6:00 AM;Jan 3, 2025 7:00 AM;56,234.25;23,550.50
Jan 3, 2025 7:00 AM;Jan 3, 2025 8:00 AM;60,396.25;25,931.25
Jan 3, 2025 8:00 AM;Jan 3, 2025 9:00 AM;63,063.00;26,482.50
Jan 3, 2025 9:00 AM;Jan 3, 2025 10:00 AM;64,186.50;24,157.00
Jan 3, 2025 10:00 AM;Jan 3, 2025 11:00 AM;65,028.00;21,140.50
Jan 3, 2025 11:00 AM;Jan 3, 2025 12:00 PM;65,314.25;18,694.25
Jan 3, 2025 12:00 PM;Jan 3, 2025 1:00 PM;64,877.75;17,573.00
Jan 3, 2025 1:00 PM;Jan 3, 2025 2:00 PM;63,600.25;17,923.75
Jan 3, 2025 2:00 PM;Jan 3, 2025 3:00 PM;61,745.50;20,350.25
Jan 3, 2025 3:00 PM;Jan 3, 2025 4:00 PM;60,490.25;24,030.25
Jan 3, 2025 4:00 PM;Jan 3, 2025 5:00 PM;61,192.50;27,969.25
Jan 3, 2025 5:00 PM;Jan 3, 2025 6:00 PM;63,700.75;32,005.00
Jan 3, 2025 6:00 PM;Jan 3, 2025 7:00 PM;63,954.25;33,529.75
Jan 3, 2025 7:00 PM;Jan 3, 2025 8:00 PM;61,912.25;32,349.50
Jan 3, 2025 8:00 PM;Jan 3, 2025 9:00 PM;58,435.50;29,447.50
Jan 3, 2025 9:00 PM;Jan 3, 2025 10:00 PM;55,191.00;27,083.00
Jan 3, 2025 10:00 PM;Jan 3, 2025 11:00 PM;52,589.50;25,728.00
Jan 3, 2025 11:00 PM;Jan 4, 2025 12:00 AM;49,523.50;23,824.00
Jan 4, 2025 12:00 AM;Jan 4, 2025 1:00 AM;47,649.00;23,016.00
Jan 4, 2025 1:00 AM;Jan 4, 2025 2:00 AM;45,962.50;23,753.00
Jan 4, 2025 2:00 AM;Jan 4, 2025 3:00 AM;44,782.00;25,095.50
Jan 4, 2025 3:00 AM;Jan 4, 2025 4:00 AM;43,952.75;26,685.75
Jan 4, 2025 4:00 AM;Jan 4, 2025 5:00 AM;44,275.25;29,374.50
Jan 4, 2025 5:00 AM;Jan 4, 2025 6:00 AM;44,491.00;31,963.25
Jan 4, 2025 6:00 AM;Jan 4, 2025 7:00 AM;44,847.25;34,185.00
Jan 4, 2025 7:00 AM;Jan 4, 2025 8:00 AM;47,108.25;37,520.25
Jan 4, 2025 8:00 AM;Jan 4, 2025 9:00 AM;50,445.50;40,584.75
Jan 4, 2025 9:00 AM;Jan 4, 2025 10:00 AM;54,031.50;41,528.00
Jan 4, 2025 10:00 AM;Jan 4, 2025 11:00 AM;55,984.00;40,401.25
Jan 4, 2025 11:00 AM;Jan 4, 2025 12:00 PM;56,823.00;39,335.00
Jan 4, 2025 12:00 PM;Jan 4, 2025 1:00 PM;56,616.75;38,610.75
Jan 4, 2025 1:00 PM;Jan 4, 2025 2:00 PM;55,378.50;38,499.50
Jan 4, 2025 2:00 PM;Jan 4, 2025 3:00 PM;54,296.50;39,730.75
Jan 4, 2025 3:00 PM;Jan 4, 2025 4:00 PM;53,643.75;41,672.00
Jan 4, 2025 4:00 PM;Jan 4, 2025 5:00 PM;54,028.25;43,394.75
Jan 4, 2025 5:00 PM;Jan 4, 2025 6:00 PM;55,695.50;45,016.25
Jan 4, 2025 6:00 PM;Jan 4, 2025 7:00 PM;56,136.25;45,392.50
Jan 4, 2025 7:00 PM;Jan 4, 2025 8:00 PM;55,156.50;44,381.25
Jan 4, 2025 8:00 PM;Jan 4, 2025 9:00 PM;52,275.25;41,565.25
Jan 4, 2025 9:00 PM;Jan 4, 2025 10:00 PM;49,877.50;39,331.00
Jan 4, 2025 10:00 PM;Jan 4, 2025 11:00 PM;48,479.25;38,111.75
Jan 4, 2025 11:00 PM;Jan 5, 2025 12:00 AM;45,988.00;35,862.75
Jan 5, 2025 12:00 AM;Jan 5, 2025 1:00 AM;42,941.00;32,110.50
Jan 5, 2025 1:00 AM;Jan 5, 2025 2:00 AM;41,256.00;31,003.50
Jan 5, 2025 2:00 AM;Jan 5, 2025 3:00 AM;40,122.50;30,142.75
Jan 5, 2025 3:00 AM;Jan 5, 2025 4:00 AM;39,427.25;29,063.25
Jan 5, 2025 4:00 AM;Jan 5, 2025 5:00 AM;39,741.50;28,604.25
Jan 5, 2025 5:00 AM;Jan 5, 2025 6:00 AM;40,468.50;27,916.50
Jan 5, 2025 6:00 AM;Jan 5, 2025 7:00 AM;40,794.50;26,070.75
Jan 5, 2025 7:00 AM;Jan 5, 2025 8:00 AM;42,253.25;24,807.00
Jan 5, 2025 8:00 AM;Jan 5, 2025 9:00 AM;45,069.50;23,882.75
Jan 5, 2025 9:00 AM;Jan 5, 2025 10:00 AM;49,061.50;23,800.25
Jan 5, 2025 10:00 AM;Jan 5, 2025 11:00 AM;51,526.50;22,792.50
Jan 5, 2025 11:00 AM;Jan 5, 2025 12:00 PM;53,240.00;22,045.25
Jan 5, 2025 12:00 PM;Jan 5, 2025 1:00 PM;53,239.00;20,148.00
Jan 5, 2025 1:00 PM;Jan 5, 2025 2:00 PM;52,063.75;16,768.50
Jan 5, 2025 2:00 PM;Jan 5, 2025 3:00 PM;50,660.00;13,426.00
Jan 5, 2025 3:00 PM;Jan 5, 2025 4:00 PM;50,006.50;11,493.00
Jan 5, 2025 4:00 PM;Jan 5, 2025 5:00 PM;50,817.50;11,603.50
Jan 5, 2025 5:00 PM;Jan 5, 2025 6:00 PM;53,465.75;13,857.50
Jan 5, 2025 6:00 PM;Jan 5, 2025 7:00 PM;54,910.75;15,136.75
Jan 5, 2025 7:00 PM;Jan 5, 2025 8:00 PM;54,113.50;14,084.00
Jan 5, 2025 8:00 PM;Jan 5, 2025 9:00 PM;51,953.75;11,679.25
Jan 5, 2025 9:00 PM;Jan 5, 2025 10:00 PM;50,059.50;9,831.50
Jan 5, 2025 10:00 PM;Jan 5, 2025 11:00 PM;48,812.00;8,869.50
Jan 5, 2025 11:00 PM;Jan 6, 2025 12:00 AM;46,369.75;5,995.25
Jan 6, 2025 12:00 AM;Jan 6, 2025 1:00 AM;43,694.25;5,277.25
Jan 6, 2025 1:00 AM;Jan 6, 2025 2:00 AM;42,308.00;3,532.75
Jan 6, 2025 2:00 AM;Jan 6, 2025 3:00 AM;41,280.75;1,787.75
Jan 6, 2025 3:00 AM;Jan 6, 2025 4:00 AM;41,127.50;780.50
Jan 6, 2025 4:00 AM;Jan 6, 2025 5:00 AM;42,339.00;1,485.50
Jan 6, 2025 5:00 AM;Jan 6, 2025 6:00 AM;45,099.25;4,068.00
Jan 6, 2025 6:00 AM;Jan 6, 2025 7:00 AM;48,470.00;6,636.75
Jan 6, 2025 7:00 AM;Jan 6, 2025 8:00 AM;51,963.25;10,106.75
Jan 6, 2025 8:00 AM;Jan 6, 2025 9:00 AM;55,138.50;12,212.50
Jan 6, 2025 9:00 AM;Jan 6, 2025 10:00 AM;57,372.00;11,617.25
Jan 6, 2025 10:00 AM;Jan 6, 2025 11:00 AM;58,908.75;10,084.25
Jan 6, 2025 11:00 AM;Jan 6, 2025 12:00 PM;60,575.75;9,193.25
Jan 6, 2025 12:00 PM;Jan 6, 2025 1:00 PM;60,693.50;7,836.50
Jan 6, 2025 1:00 PM;Jan 6, 2025 2:00 PM;58,674.25;5,772.00
Jan 6, 2025 2:00 PM;Jan 6, 2025 3:00 PM;57,008.75;5,835.00
Jan 6, 2025 3:00 PM;Jan 6, 2025 4:00 PM;57,296.00;8,042.25
Jan 6, 2025 4:00 PM;Jan 6, 2025 5:00 PM;58,484.25;10,258.25
Jan 6, 2025 5:00 PM;Jan 6, 2025 6:00 PM;60,953.50;12,434.25
Jan 6, 2025 6:00 PM;Jan 6, 2025 7:00 PM;60,737.50;12,195.00
Jan 6, 2025 7:00 PM;Jan 6, 2025 8:00 PM;59,372.00;10,979.75
Jan 6, 2025 8:00 PM;Jan 6, 2025 9:00 PM;56,571.25;8,532.25
Jan 6, 2025 9:00 PM;Jan 6, 2025 10:00 PM;53,850.50;6,734.50
Jan 6, 2025 10:00 PM;Jan 6, 2025 11:00 PM;51,714.50;6,657.00
Jan 6, 2025 11:00 PM;Jan 7, 2025 12:00 AM;49,015.75;4,867.00
Jan 7, 2025 12:00 AM;Jan 7, 2025 1:00 AM;46,212.00;3,641.25
Jan 7, 2025 1:00 AM;Jan 7, 2025 2:00 AM;44,816.75;3,015.25
Jan 7, 2025 2:00 AM;Jan 7, 2025 3:00 AM;44,091.00;2,436.50
Jan 7, 2025 3:00 AM;Jan 7, 2025 4:00 AM;44,630.00;2,936.75
Jan 7, 2025 4:00 AM;Jan 7, 2025 5:00 AM;46,222.25;4,518.00
Jan 7, 2025 5:00 AM;Jan 7, 2025 6:00 AM;49,661.50;7,986.25
Jan 7, 2025 6:00 AM;Jan 7, 2025 7:00 AM;55,509.75;13,141.25
Jan 7, 2025 7:00 AM;Jan 7, 2025 8:00 AM;59,905.25;18,132.00
Jan 7, 2025 8:00 AM;Jan 7, 2025 9:00 AM;62,958.00;21,397.25
Jan 7, 2025 9:00 AM;Jan 7, 2025 10:00 AM;64,736.25;21,714.50
Jan 7, 2025 10:00 AM;Jan 7, 2025 11:00 AM;65,593.75;20,196.00
Jan 7, 2025 11:00 AM;Jan 7, 2025 12:00 PM;66,554.00;18,273.75
Jan 7, 2025 12:00 PM;Jan 7, 2025 1:00 PM;66,196.25;16,412.50
Jan 7, 2025 1:00 PM;Jan 7, 2025 2:00 PM;65,240.50;16,208.50
Jan 7, 2025 2:00 PM;Jan 7, 2025 3:00 PM;63,904.50;18,059.50
Jan 7, 2025 3:00 PM;Jan 7, 2025 4:00 PM;63,163.00;21,549.00
Jan 7, 2025 4:00 PM;Jan 7, 2025 5:00 PM;62,982.25;23,668.00
Jan 7, 2025 5:00 PM;Jan 7, 2025 6:00 PM;64,473.50;25,001.75
Jan 7, 2025 6:00 PM;Jan 7, 2025 7:00 PM;65,196.50;25,001.25
Jan 7, 2025 7:00 PM;Jan 7, 2025 8:00 PM;63,956.25;22,924.50
Jan 7, 2025 8:00 PM;Jan 7, 2025 9:00 PM;60,709.00;18,742.25
Jan 7, 2025 9:00 PM;Jan 7, 2025 10:00 PM;57,419.75;14,985.50
Jan 7, 2025 10:00 PM;Jan 7, 2025 11:00 PM;54,453.00;12,790.75
Jan 7, 2025 11:00 PM;Jan 8, 2025 12:00 AM;50,851.75;9,626.25
Jan 8, 2025 12:00 AM;Jan 8, 2025 1:00 AM;48,208.25;9,692.25
Jan 8, 2025 1:00 AM;Jan 8, 2025 2:00 AM;46,643.75;8,883.75
Jan 8, 2025 2:00 AM;Jan 8, 2025 3:00 AM;45,912.50;9,240.00
Jan 8, 2025 3:00 AM;Jan 8, 2025 4:00 AM;46,285.25;10,713.25
Jan 8, 2025 4:00 AM;Jan 8, 2025 5:00 AM;48,085.25;13,399.00
Jan 8, 2025 5:00 AM;Jan 8, 2025 6:00 AM;50,872.25;17,023.50
Jan 8, 2025 6:00 AM;Jan 8, 2025 7:00 AM;56,421.75;22,527.75
Jan 8, 2025 7:00 AM;Jan 8, 2025 8:00 AM;60,530.25;27,589.75
Jan 8, 2025 8:00 AM;Jan 8, 2025 9:00 AM;63,345.00;30,613.25
Jan 8, 2025 9:00 AM;Jan 8, 2025 10:00 AM;65,195.25;31,354.75
Jan 8, 2025 10:00 AM;Jan 8, 2025 11:00 AM;66,257.00;30,452.25
Jan 8, 2025 11:00 AM;Jan 8, 2025 12:00 PM;67,350.00;29,904.75
Jan 8, 2025 12:00 PM;Jan 8, 2025 1:00 PM;67,042.25;29,783.50
Jan 8, 2025 1:00 PM;Jan 8, 2025 2:00 PM;66,325.50;31,704.25
Jan 8, 2025 2:00 PM;Jan 8, 2025 3:00 PM;64,838.75;34,838.75
Jan 8, 2025 3:00 PM;Jan 8, 2025 4:00 PM;63,953.50;38,612.25
Jan 8, 2025 4:00 PM;Jan 8, 2025 5:00 PM;63,693.50;40,828.00
Jan 8, 2025 5:00 PM;Jan 8, 2025 6:00 PM;65,101.00;43,101.75
Jan 8, 2025 6:00 PM;Jan 8, 2025 7:00 PM;65,229.50;44,166.00
Jan 8, 2025 7:00 PM;Jan 8, 2025 8:00 PM;63,829.25;44,008.00
Jan 8, 2025 8:00 PM;Jan 8, 2025 9:00 PM;60,649.75;42,210.75
Jan 8, 2025 9:00 PM;Jan 8, 2025 10:00 PM;57,461.00;40,680.25
Jan 8, 2025 10:00 PM;Jan 8, 2025 11:00 PM;54,384.00;39,145.25
Jan 8, 2025 11:00 PM;Jan 9, 2025 12:00 AM;50,696.50;36,451.25
Jan 9, 2025 12:00 AM;Jan 9, 2025 1:00 AM;48,389.75;33,518.25
Jan 9, 2025 1:00 AM;Jan 9, 2025 2:00 AM;46,758.50;32,530.50
Jan 9, 2025 2:00 AM;Jan 9, 2025 3:00 AM;45,825.00;32,496.00
Jan 9, 2025 3:00 AM;Jan 9, 2025 4:00 AM;46,197.50;33,677.75
Jan 9, 2025 4:00 AM;Jan 9, 2025 5:00 AM;47,025.50;35,099.00
Jan 9, 2025 5:00 AM;Jan 9, 2025 6:00 AM;49,777.00;38,230.50
Jan 9, 2025 6:00 AM;Jan 9, 2025 7:00 AM;54,755.00;43,344.50
Jan 9, 2025 7:00 AM;Jan 9, 2025 8:00 AM;57,934.00;46,664.25
Jan 9, 2025 8:00 AM;Jan 9, 2025 9:00 AM;60,158.25;48,094.00
Jan 9, 2025 9:00 AM;Jan 9, 2025 10:00 AM;61,941.50;47,332.75
Jan 9, 2025 10:00 AM;Jan 9, 2025 11:00 AM;63,304.00;45,572.00
Jan 9, 2025 11:00 AM;Jan 9, 2025 12:00 PM;65,630.00;45,523.50
Jan 9, 2025 12:00 PM;Jan 9, 2025 1:00 PM;66,036.00;44,901.25
Jan 9, 2025 1:00 PM;Jan 9, 2025 2:00 PM;65,431.75;44,011.75
Jan 9, 2025 2:00 PM;Jan 9, 2025 3:00 PM;63,603.50;41,924.50
Jan 9, 2025 3:00 PM;Jan 9, 2025 4:00 PM;63,054.50;40,695.25
Jan 9, 2025 4:00 PM;Jan 9, 2025 5:00 PM;63,443.50;39,469.25
Jan 9, 2025 5:00 PM;Jan 9, 2025 6:00 PM;65,055.50;38,551.25
Jan 9, 2025 6:00 PM;Jan 9, 2025 7:00 PM;64,723.25;36,156.50
Jan 9, 2025 7:00 PM;Jan 9, 2025 8:00 PM;62,518.50;32,714.75
Jan 9, 2025 8:00 PM;Jan 9, 2025 9:00 PM;60,121.75;29,496.75
Jan 9, 2025 9:00 PM;Jan 9, 2025 10:00 PM;57,533.50;26,305.50
Jan 9, 2025 10:00 PM;Jan 9, 2025 11:00 PM;55,275.50;23,707.00
Jan 9, 2025 11:00 PM;Jan 10, 2025 12:00 AM;52,421.25;20,271.50
Jan 10, 2025 12:00 AM;Jan 10, 2025 1:00 AM;50,228.00;19,860.25
Jan 10, 2025 1:00 AM;Jan 10, 2025 2:00 AM;48,389.75;17,608.75
Jan 10, 2025 2:00 AM;Jan 10, 2025 3:00 AM;47,414.50;16,319.00
Jan 10, 2025 3:00 AM;Jan 10, 2025 4:00 AM;47,593.25;16,328.50
Jan 10, 2025 4:00 AM;Jan 10, 2025 5:00 AM;49,236.00;18,209.50
Jan 10, 2025 5:00 AM;Jan 10, 2025 6:00 AM;52,647.50;22,268.75
Jan 10, 2025 6:00 AM;Jan 10, 2025 7:00 AM;58,003.50;28,418.25
Jan 10, 2025 7:00 AM;Jan 10, 2025 8:00 AM;61,922.75;33,572.25
Jan 10, 2025 8:00 AM;Jan 10, 2025 9:00 AM;64,994.75;36,957.50
Jan 10, 2025 9:00 AM;Jan 10, 2025 10:00 AM;66,719.25;37,004.75
Jan 10, 2025 10:00 AM;Jan 10, 2025 11:00 AM;67,630.50;35,685.75
Jan 10, 2025 11:00 AM;Jan 10, 2025 12:00 PM;68,257.50;35,389.75
Jan 10, 2025 12:00 PM;Jan 10, 2025 1:00 PM;68,158.00;35,818.50
Jan 10, 2025 1:00 PM;Jan 10, 2025 2:00 PM;66,687.25;36,118.00
Jan 10, 2025 2:00 PM;Jan 10, 2025 3:00 PM;64,566.75;37,396.50
Jan 10, 2025 3:00 PM;Jan 10, 2025 4:00 PM;64,566.00;41,700.75
Jan 10, 2025 4:00 PM;Jan 10, 2025 5:00 PM;64,886.50;45,156.00
Jan 10, 2025 5:00 PM;Jan 10, 2025 6:00 PM;67,224.25;48,281.25
Jan 10, 2025 6:00 PM;Jan 10, 2025 7:00 PM;67,322.25;48,829.25
Jan 10, 2025 7:00 PM;Jan 10, 2025 8:00 PM;65,321.75;47,516.75
Jan 10, 2025 8:00 PM;Jan 10, 2025 9:00 PM;61,690.50;44,271.00
Jan 10, 2025 9:00 PM;Jan 10, 2025 10:00 PM;58,356.00;41,507.00
Jan 10, 2025 10:00 PM;Jan 10, 2025 11:00 PM;55,556.50;39,454.25
Jan 10, 2025 11:00 PM;Jan 11, 2025 12:00 AM;51,887.50;36,416.25
Jan 11, 2025 12:00 AM;Jan 11, 2025 1:00 AM;49,783.50;33,819.00
Jan 11, 2025 1:00 AM;Jan 11, 2025 2:00 AM;47,551.25;31,307.50
Jan 11, 2025 2:00 AM;Jan 11, 2025 3:00 AM;46,158.25;29,273.50
Jan 11, 2025 3:00 AM;Jan 11, 2025 4:00 AM;45,215.25;27,339.75
Jan 11, 2025 4:00 AM;Jan 11, 2025 5:00 AM;45,680.00;26,808.25
Jan 11, 2025 5:00 AM;Jan 11, 2025 6:00 AM;45,920.00;26,301.50
Jan 11, 2025 6:00 AM;Jan 11, 2025 7:00 AM;46,105.50;26,060.50
Jan 11, 2025 7:00 AM;Jan 11, 2025 8:00 AM;48,181.25;28,206.25
Jan 11, 2025 8:00 AM;Jan 11, 2025 9:00 AM;51,414.00;30,612.75
Jan 11, 2025 9:00 AM;Jan 11, 2025 10:00 AM;55,222.75;31,158.50
Jan 11, 2025 10:00 AM;Jan 11, 2025 11:00 AM;57,432.25;29,733.25
Jan 11, 2025 11:00 AM;Jan 11, 2025 12:00 PM;58,366.25;28,176.75
Jan 11, 2025 12:00 PM;Jan 11, 2025 1:00 PM;58,337.00;26,769.00
Jan 11, 2025 1:00 PM;Jan 11, 2025 2:00 PM;57,219.25;25,778.25
Jan 11, 2025 2:00 PM;Jan 11, 2025 3:00 PM;55,898.50;26,549.75
Jan 11, 2025 3:00 PM;Jan 11, 2025 4:00 PM;55,025.25;28,844.25
Jan 11, 2025 4:00 PM;Jan 11, 2025 5:00 PM;55,186.25;30,838.50
Jan 11, 2025 5:00 PM;Jan 11, 2025 6:00 PM;57,025.50;32,196.00
Jan 11, 2025 6:00 PM;Jan 11, 2025 7:00 PM;57,661.00;32,631.25
Jan 11, 2025 7:00 PM;Jan 11, 2025 8:00 PM;56,241.75;31,662.25
Jan 11, 2025 8:00 PM;Jan 11, 2025 9:00 PM;53,427.00;29,655.25
Jan 11, 2025 9:00 PM;Jan 11, 2025 10:00 PM;51,169.75;28,693.00
Jan 11, 2025 10:00 PM;Jan 11, 2025 11:00 PM;49,727.25;28,825.75
Jan 11, 2025 11:00 PM;Jan 12, 2025 12:00 AM;47,164.50;27,598.75
Jan 12, 2025 12:00 AM;Jan 12, 2025 1:00 AM;44,213.75;23,530.00
Jan 12, 2025 1:00 AM;Jan 12, 2025 2:00 AM;42,344.75;22,715.50
Jan 12, 2025 2:00 AM;Jan 12, 2025 3:00 AM;41,096.00;21,987.25
Jan 12, 2025 3:00 AM;Jan 12, 2025 4:00 AM;40,516.50;21,521.75
Jan 12, 2025 4:00 AM;Jan 12, 2025 5:00 AM;41,019.25;22,248.75
Jan 12, 2025 5:00 AM;Jan 12, 2025 6:00 AM;41,770.75;23,815.75
Jan 12, 2025 6:00 AM;Jan 12, 2025 7:00 AM;42,146.00;25,423.00
Jan 12, 2025 7:00 AM;Jan 12, 2025 8:00 AM;43,767.00;28,583.75
Jan 12, 2025 8:00 AM;Jan 12, 2025 9:00 AM;46,781.00;32,237.25
Jan 12, 2025 9:00 AM;Jan 12, 2025 10:00 AM;50,756.75;34,335.00
Jan 12, 2025 10:00 AM;Jan 12, 2025 11:00 AM;52,673.50;33,881.00
Jan 12, 2025 11:00 AM;Jan 12, 2025 12:00 PM;54,260.25;34,286.50
Jan 12, 2025 12:00 PM;Jan 12, 2025 1:00 PM;54,644.75;34,681.75
Jan 12, 2025 1:00 PM;Jan 12, 2025 2:00 PM;53,655.25;35,177.25
Jan 12, 2025 2:00 PM;Jan 12, 2025 3:00 PM;52,305.00;37,214.75
Jan 12, 2025 3:00 PM;Jan 12, 2025 4:00 PM;51,689.50;41,379.00
Jan 12, 2025 4:00 PM;Jan 12, 2025 5:00 PM;52,097.50;44,957.00
Jan 12, 2025 5:00 PM;Jan 12, 2025 6:00 PM;54,988.00;47,957.00
Jan 12, 2025 6:00 PM;Jan 12, 2025 7:00 PM;56,658.00;49,825.25
Jan 12, 2025 7:00 PM;Jan 12, 2025 8:00 PM;55,512.75;49,438.75
Jan 12, 2025 8:00 PM;Jan 12, 2025 9:00 PM;53,310.50;48,191.50
Jan 12, 2025 9:00 PM;Jan 12, 2025 10:00 PM;51,502.00;47,335.00
Jan 12, 2025 10:00 PM;Jan 12, 2025 11:00 PM;50,260.50;46,858.00
Jan 12, 2025 11:00 PM;Jan 13, 2025 12:00 AM;47,669.75;44,819.50
Jan 13, 2025 12:00 AM;Jan 13, 2025 1:00 AM;47,089.00;44,922.00
Jan 13, 2025 1:00 AM;Jan 13, 2025 2:00 AM;45,862.25;43,604.25
Jan 13, 2025 2:00 AM;Jan 13, 2025 3:00 AM;45,423.00;42,935.25
Jan 13, 2025 3:00 AM;Jan 13, 2025 4:00 AM;45,531.00;42,617.00
Jan 13, 2025 4:00 AM;Jan 13, 2025 5:00 AM;47,578.75;44,076.50
Jan 13, 2025 5:00 AM;Jan 13, 2025 6:00 AM;52,309.25;48,227.50
Jan 13, 2025 6:00 AM;Jan 13, 2025 7:00 AM;59,912.75;55,256.50
Jan 13, 2025 7:00 AM;Jan 13, 2025 8:00 AM;65,040.00;59,638.50
Jan 13, 2025 8:00 AM;Jan 13, 2025 9:00 AM;67,829.25;60,486.00
Jan 13, 2025 9:00 AM;Jan 13, 2025 10:00 AM;68,919.25;56,136.50
Jan 13, 2025 10:00 AM;Jan 13, 2025 11:00 AM;69,537.00;50,424.25
Jan 13, 2025 11:00 AM;Jan 13, 2025 12:00 PM;70,200.25;46,147.25
Jan 13, 2025 12:00 PM;Jan 13, 2025 1:00 PM;69,809.25;43,254.50
Jan 13, 2025 1:00 PM;Jan 13, 2025 2:00 PM;68,897.50;43,173.00
