Start date;End date;Germany/Luxembourg [€/MWh] Calculated resolutions;∅ DE/LU neighbours [€/MWh] Calculated resolutions;Belgium [€/MWh] Calculated resolutions;Denmark 1 [€/MWh] Calculated resolutions;Denmark 2 [€/MWh] Calculated resolutions;France [€/MWh] Calculated resolutions;Netherlands [€/MWh] Calculated resolutions;Norway 2 [€/MWh] Calculated resolutions;Austria [€/MWh] Calculated resolutions;Poland [€/MWh] Calculated resolutions;Sweden 4 [€/MWh] Calculated resolutions;Switzerland [€/MWh] Calculated resolutions;Czech Republic [€/MWh] Calculated resolutions;DE/AT/LU [€/MWh] Calculated resolutions;Northern Italy [€/MWh] Calculated resolutions;Slovenia [€/MWh] Calculated resolutions;Hungary [€/MWh] Calculated resolutions
Jan 15, 2023 5:00 AM;Jan 15, 2023 6:00 AM;4.01;18.58;4.09;4.01;4.85;4.16;4.05;4.85;4.71;28.55;4.85;135.01;5.27;-;130.00;4.73;4.89
Jan 15, 2023 6:00 AM;Jan 15, 2023 7:00 AM;1.58;20.78;2.75;1.58;6.05;4.16;1.58;6.05;9.63;28.79;6.05;144.77;17.16;-;146.76;9.63;10.81
Jan 15, 2023 7:00 AM;Jan 15, 2023 8:00 AM;1.74;29.55;2.91;1.74;10.09;5.00;1.81;10.09;42.76;41.75;10.09;154.65;44.21;-;148.40;34.93;39.07
Jan 15, 2023 8:00 AM;Jan 15, 2023 9:00 AM;9.08;47.04;12.38;9.08;14.03;16.18;11.20;14.03;112.01;58.67;14.03;155.82;100.00;-;148.40;89.49;98.49
Jan 15, 2023 9:00 AM;Jan 15, 2023 10:00 AM;10.31;62.96;23.46;10.31;19.07;26.73;37.40;48.03;118.08;87.24;19.07;164.60;138.57;-;149.00;104.33;118.08
Jan 15, 2023 10:00 AM;Jan 15, 2023 11:00 AM;9.01;66.66;26.24;9.01;17.83;31.49;38.86;83.58;108.44;87.26;17.83;157.77;155.00;-;148.40;113.85;139.34
Jan 15, 2023 11:00 AM;Jan 15, 2023 12:00 PM;8.03;71.65;38.46;8.03;11.70;39.77;74.90;96.78;117.18;93.63;11.70;151.03;145.00;-;141.33;124.79;148.50
Jan 15, 2023 12:00 PM;Jan 15, 2023 1:00 PM;6.76;71.47;38.86;6.76;6.93;39.41;80.00;96.81;112.64;93.63;6.93;150.14;154.09;-;144.00;118.56;141.21
Jan 15, 2023 1:00 PM;Jan 15, 2023 2:00 PM;0.42;62.40;28.63;0.42;6.04;28.63;65.01;97.11;90.43;95.19;6.04;143.91;125.00;-;125.90;94.90;114.42
Jan 15, 2023 2:00 PM;Jan 15, 2023 3:00 PM;0.29;66.07;34.02;0.29;6.09;34.02;80.15;96.98;112.08;95.26;6.09;147.49;114.33;-;129.90;121.82;136.42
Jan 15, 2023 3:00 PM;Jan 15, 2023 4:00 PM;0.32;71.79;36.99;0.82;19.10;36.96;86.02;99.30;120.00;95.21;19.10;156.16;120.00;-;149.80;130.93;164.66
Jan 15, 2023 4:00 PM;Jan 15, 2023 5:00 PM;0.46;73.88;22.91;13.69;27.43;22.91;95.00;101.22;130.07;89.61;27.43;164.00;118.42;-;163.11;163.11;191.15
Jan 15, 2023 5:00 PM;Jan 15, 2023 6:00 PM;1.25;92.68;59.84;30.90;30.90;53.93;139.64;102.07;149.92;95.28;30.90;180.55;145.60;-;167.91;160.92;203.58
Jan 15, 2023 6:00 PM;Jan 15, 2023 7:00 PM;26.95;98.00;87.63;26.95;27.61;77.91;174.60;104.26;134.18;95.22;27.61;182.08;140.00;-;169.36;145.33;174.25
Jan 15, 2023 7:00 PM;Jan 15, 2023 8:00 PM;25.27;101.16;94.05;25.27;25.90;80.10;197.70;101.14;130.03;95.28;25.90;182.34;155.00;-;169.51;130.81;148.08
Jan 15, 2023 8:00 PM;Jan 15, 2023 9:00 PM;12.17;94.49;86.48;12.17;12.47;69.82;199.90;101.47;125.65;95.12;12.47;180.76;143.12;-;167.91;120.87;137.10
Jan 15, 2023 9:00 PM;Jan 15, 2023 10:00 PM;19.69;87.93;77.70;19.69;20.79;63.26;168.34;100.78;116.49;91.49;20.79;171.39;116.49;-;164.12;101.28;106.16
Jan 15, 2023 10:00 PM;Jan 15, 2023 11:00 PM;32.14;90.24;84.44;32.14;31.04;73.12;160.00;97.74;118.02;82.42;31.04;164.62;118.02;-;148.40;111.09;118.02
Jan 15, 2023 11:00 PM;Jan 16, 2023 12:00 AM;37.47;74.64;75.61;37.47;32.38;66.33;133.00;93.76;66.33;67.25;32.38;150.16;66.33;-;115.00;66.33;66.33
Jan 16, 2023 12:00 AM;Jan 16, 2023 1:00 AM;60.01;62.11;60.01;60.01;35.35;60.01;60.01;101.53;60.01;72.55;35.35;78.34;60.01;-;60.01;60.01;60.01
Jan 16, 2023 1:00 AM;Jan 16, 2023 2:00 AM;60.01;62.48;60.01;60.01;36.13;60.01;60.01;99.32;60.01;72.61;36.13;83.01;60.01;-;60.01;60.01;60.01
Jan 16, 2023 2:00 AM;Jan 16, 2023 3:00 AM;62.72;63.25;62.72;62.72;36.13;62.72;62.72;93.18;62.72;70.21;36.13;83.82;62.72;-;62.72;62.72;62.72
Jan 16, 2023 3:00 AM;Jan 16, 2023 4:00 AM;56.10;59.52;56.10;56.10;38.57;56.10;56.10;89.18;56.10;74.14;38.57;77.69;56.10;-;56.10;56.10;56.10
Jan 16, 2023 4:00 AM;Jan 16, 2023 5:00 AM;63.30;66.15;63.30;63.30;41.81;63.30;63.30;105.03;63.30;75.39;41.81;83.81;63.30;-;63.30;63.30;63.30
Jan 16, 2023 5:00 AM;Jan 16, 2023 6:00 AM;87.00;86.10;87.00;87.00;45.59;87.00;87.00;116.63;87.00;87.00;45.59;130.29;87.00;-;110.00;87.00;87.00
Jan 16, 2023 6:00 AM;Jan 16, 2023 7:00 AM;154.63;133.34;154.63;154.63;66.81;154.63;154.63;125.00;154.63;126.42;66.81;153.97;154.63;-;170.36;154.63;154.63
Jan 16, 2023 7:00 AM;Jan 16, 2023 8:00 AM;175.11;155.03;175.11;175.11;86.63;175.11;175.11;139.63;175.11;167.47;86.63;174.27;175.11;-;185.72;175.11;175.11
Jan 16, 2023 8:00 AM;Jan 16, 2023 9:00 AM;185.99;169.57;185.99;185.99;154.90;185.99;185.99;152.85;185.99;165.09;89.34;187.13;185.99;-;189.88;185.99;185.99
Jan 16, 2023 9:00 AM;Jan 16, 2023 10:00 AM;170.00;162.58;170.00;170.00;161.02;170.00;170.00;161.05;170.00;170.00;90.96;185.33;170.00;-;215.00;170.00;170.00
Jan 16, 2023 10:00 AM;Jan 16, 2023 11:00 AM;150.20;159.62;176.53;150.20;150.20;166.29;200.10;145.84;169.72;157.88;98.73;181.88;158.43;-;203.47;164.99;164.06
Jan 16, 2023 11:00 AM;Jan 16, 2023 12:00 PM;150.89;152.43;158.79;150.89;150.89;155.99;165.60;146.21;160.92;155.01;99.38;177.41;155.60;-;215.00;158.26;158.10
Jan 16, 2023 12:00 PM;Jan 16, 2023 1:00 PM;147.04;146.32;148.05;147.04;147.04;147.98;148.59;142.48;160.97;152.62;90.00;172.65;152.11;-;189.88;156.21;156.60
Jan 16, 2023 1:00 PM;Jan 16, 2023 2:00 PM;140.87;143.03;142.92;140.87;110.04;142.88;145.47;136.51;165.32;155.73;110.04;172.94;150.59;-;189.88;157.81;159.19
Jan 16, 2023 2:00 PM;Jan 16, 2023 3:00 PM;141.24;148.73;143.32;141.24;137.85;143.32;146.10;136.86;165.34;159.91;137.85;172.52;151.77;-;192.72;158.71;160.56
Jan 16, 2023 3:00 PM;Jan 16, 2023 4:00 PM;145.69;153.55;145.69;145.69;141.17;146.83;149.90;141.17;166.77;173.87;141.17;178.92;157.86;-;198.62;163.13;165.79
Jan 16, 2023 4:00 PM;Jan 16, 2023 5:00 PM;150.81;155.72;151.25;150.81;146.14;151.57;151.45;146.14;169.97;159.91;146.14;181.63;157.86;-;204.99;165.14;169.88
Jan 16, 2023 5:00 PM;Jan 16, 2023 6:00 PM;166.79;160.88;166.79;166.79;129.91;166.79;166.79;154.31;166.79;166.79;129.91;187.98;166.79;-;206.30;166.79;166.79
Jan 16, 2023 6:00 PM;Jan 16, 2023 7:00 PM;173.72;156.53;173.72;173.72;88.91;173.72;173.72;157.45;173.72;156.28;88.91;187.96;173.72;-;196.87;173.72;173.72
Jan 16, 2023 7:00 PM;Jan 16, 2023 8:00 PM;150.50;145.02;181.43;150.50;80.04;175.78;150.50;144.94;154.76;145.69;80.04;185.34;146.24;-;189.88;154.05;149.78
Jan 16, 2023 8:00 PM;Jan 16, 2023 9:00 PM;136.97;130.33;154.60;136.97;65.91;158.63;145.90;133.61;139.29;127.86;65.91;176.62;128.33;-;186.92;138.01;132.78
Jan 16, 2023 9:00 PM;Jan 16, 2023 10:00 PM;127.74;119.78;137.14;127.74;59.69;132.97;131.97;127.74;128.88;121.59;59.69;161.90;128.32;-;185.72;129.07;128.64
Jan 16, 2023 10:00 PM;Jan 16, 2023 11:00 PM;123.24;117.83;153.07;123.24;51.24;150.86;127.31;123.24;124.09;117.05;51.24;155.70;119.06;-;171.13;160.40;110.53
Jan 16, 2023 11:00 PM;Jan 17, 2023 12:00 AM;109.40;109.79;162.85;109.40;46.52;144.35;120.00;113.07;110.64;99.65;46.52;151.56;103.13;-;168.70;168.70;88.79
Jan 17, 2023 12:00 AM;Jan 17, 2023 1:00 AM;98.24;101.10;121.37;98.24;47.13;139.96;101.19;105.98;105.99;95.85;47.13;152.38;96.83;-;139.96;108.55;102.75
Jan 17, 2023 1:00 AM;Jan 17, 2023 2:00 AM;94.61;98.98;125.80;94.61;42.94;150.81;95.45;97.64;104.82;93.57;42.94;146.56;93.59;-;150.81;103.45;104.22
Jan 17, 2023 2:00 AM;Jan 17, 2023 3:00 AM;91.91;98.74;131.38;91.91;42.15;156.98;97.98;94.85;103.88;90.95;42.15;142.71;91.15;-;156.98;102.71;102.81
Jan 17, 2023 3:00 AM;Jan 17, 2023 4:00 AM;89.51;96.31;133.70;89.51;40.80;141.50;100.00;96.80;99.45;90.79;40.80;135.30;90.71;-;141.50;98.02;99.51
Jan 17, 2023 4:00 AM;Jan 17, 2023 5:00 AM;91.77;97.34;134.31;91.77;41.62;141.00;101.09;97.85;101.38;92.35;41.62;135.05;92.73;-;141.00;101.29;100.02
Jan 17, 2023 5:00 AM;Jan 17, 2023 6:00 AM;100.00;105.33;135.07;100.00;45.75;150.40;113.55;109.91;109.88;97.79;45.75;151.37;99.16;-;150.40;112.66;104.97
Jan 17, 2023 6:00 AM;Jan 17, 2023 7:00 AM;116.96;123.35;159.27;116.96;60.17;173.06;131.05;120.01;133.40;120.60;60.17;159.78;122.36;-;173.06;135.94;128.20
Jan 17, 2023 7:00 AM;Jan 17, 2023 8:00 AM;140.80;148.93;236.00;140.80;70.87;195.01;140.80;130.60;159.93;148.70;70.87;194.28;150.36;-;195.01;158.87;154.71
Jan 17, 2023 8:00 AM;Jan 17, 2023 9:00 AM;151.96;166.98;251.30;151.96;73.37;255.02;200.00;146.83;177.55;150.37;73.37;204.29;152.73;-;255.02;177.43;163.80
Jan 17, 2023 9:00 AM;Jan 17, 2023 10:00 AM;136.10;163.56;260.83;136.10;72.62;231.40;232.80;132.29;161.04;148.94;72.62;203.74;146.75;-;231.40;165.20;155.85
Jan 17, 2023 10:00 AM;Jan 17, 2023 11:00 AM;126.17;145.87;247.37;126.17;73.95;219.55;128.92;126.17;145.47;129.67;73.95;201.81;131.54;-;219.55;149.42;139.82
Jan 17, 2023 11:00 AM;Jan 17, 2023 12:00 PM;122.75;139.91;232.50;122.75;76.15;204.04;120.00;122.75;135.98;128.24;76.15;200.94;119.52;-;204.04;139.65;131.72
Jan 17, 2023 12:00 PM;Jan 17, 2023 1:00 PM;116.07;132.80;189.70;116.07;79.96;187.10;115.95;119.79;133.75;124.73;79.96;187.03;126.73;-;187.10;135.14;131.36
Jan 17, 2023 1:00 PM;Jan 17, 2023 2:00 PM;129.56;134.30;195.90;129.38;75.11;177.00;112.90;125.66;138.60;132.08;75.11;182.90;132.68;-;177.00;139.44;137.05
Jan 17, 2023 2:00 PM;Jan 17, 2023 3:00 PM;146.05;136.42;182.00;128.88;72.21;170.15;115.93;128.88;151.45;148.94;72.21;180.57;149.35;-;179.70;151.64;151.14
Jan 17, 2023 3:00 PM;Jan 17, 2023 4:00 PM;163.85;147.80;189.73;137.50;75.57;178.75;147.72;137.50;167.97;165.95;75.57;183.25;166.33;-;178.75;168.23;167.13
Jan 17, 2023 4:00 PM;Jan 17, 2023 5:00 PM;180.05;158.43;191.64;159.86;76.03;187.06;171.00;151.23;181.80;180.80;76.03;186.31;180.95;-;187.06;181.85;181.33
Jan 17, 2023 5:00 PM;Jan 17, 2023 6:00 PM;188.83;163.83;197.70;156.43;76.56;193.86;184.73;151.90;190.10;186.39;76.56;198.39;189.47;-;193.86;190.14;189.76
Jan 17, 2023 6:00 PM;Jan 17, 2023 7:00 PM;176.90;163.77;235.09;152.00;73.46;210.51;162.19;147.59;185.73;180.64;73.46;198.98;181.79;-;210.51;184.79;184.89
Jan 17, 2023 7:00 PM;Jan 17, 2023 8:00 PM;175.56;155.14;210.00;145.40;67.19;194.58;150.10;141.18;180.53;178.11;67.19;193.93;178.38;-;194.58;180.02;180.02
Jan 17, 2023 8:00 PM;Jan 17, 2023 9:00 PM;154.02;142.54;193.62;139.30;60.14;177.13;144.43;135.26;159.97;156.56;60.14;184.36;157.00;-;177.13;160.19;158.35
Jan 17, 2023 9:00 PM;Jan 17, 2023 10:00 PM;146.26;132.02;165.60;136.15;53.73;157.49;141.41;132.20;149.02;147.90;53.73;167.11;147.89;-;168.20;148.43;149.20
Jan 17, 2023 10:00 PM;Jan 17, 2023 11:00 PM;139.94;127.58;173.83;128.55;47.42;159.62;132.80;128.55;144.78;142.25;47.42;155.64;142.51;-;159.62;144.57;144.19
Jan 17, 2023 11:00 PM;Jan 18, 2023 12:00 AM;127.73;115.72;135.38;124.32;43.34;136.08;131.40;124.32;128.98;129.34;43.34;147.66;128.78;-;146.70;127.23;131.04
Jan 18, 2023 12:00 AM;Jan 18, 2023 1:00 AM;122.85;110.49;140.14;119.04;39.85;135.30;119.80;119.04;122.85;128.26;39.85;148.31;102.94;-;141.74;141.74;99.19
Jan 18, 2023 1:00 AM;Jan 18, 2023 2:00 AM;124.68;110.18;139.44;118.07;38.74;136.27;120.10;118.07;130.00;126.69;38.74;138.93;106.97;-;137.70;137.70;94.14
Jan 18, 2023 2:00 AM;Jan 18, 2023 3:00 AM;124.64;108.93;133.04;119.21;38.69;132.75;123.90;119.21;129.95;119.84;38.69;135.98;106.92;-;132.75;132.75;93.32
Jan 18, 2023 3:00 AM;Jan 18, 2023 4:00 AM;122.87;105.54;125.64;118.93;38.32;127.77;122.87;118.93;125.44;122.98;38.32;129.50;92.19;-;127.77;125.44;84.47
Jan 18, 2023 4:00 AM;Jan 18, 2023 5:00 AM;119.91;105.43;121.68;116.19;42.70;123.54;120.48;116.19;120.17;123.20;42.70;133.13;99.80;-;129.90;129.90;93.18
Jan 18, 2023 5:00 AM;Jan 18, 2023 6:00 AM;126.60;112.87;130.13;121.91;52.07;134.00;121.91;121.91;126.60;127.69;52.07;147.41;105.90;-;135.70;135.23;102.81
Jan 18, 2023 6:00 AM;Jan 18, 2023 7:00 AM;152.72;138.08;152.08;130.39;130.39;152.70;130.39;130.39;151.84;150.93;66.80;171.71;151.22;-;159.21;159.21;149.05
Jan 18, 2023 7:00 AM;Jan 18, 2023 8:00 AM;171.69;161.86;171.69;166.40;166.40;172.14;166.40;148.79;171.69;170.46;79.97;195.92;170.55;-;175.48;175.48;169.35
Jan 18, 2023 8:00 AM;Jan 18, 2023 9:00 AM;188.67;176.13;192.41;181.50;181.50;195.39;181.50;150.16;190.00;189.74;82.56;203.18;189.45;-;197.20;190.43;190.77
Jan 18, 2023 9:00 AM;Jan 18, 2023 10:00 AM;183.11;171.63;186.45;176.56;176.56;188.92;176.56;150.40;184.14;185.15;82.51;196.18;184.49;-;195.12;181.62;187.19
Jan 18, 2023 10:00 AM;Jan 18, 2023 11:00 AM;161.25;153.47;171.89;140.00;140.00;179.95;140.00;140.00;164.93;166.35;89.92;190.09;165.04;-;183.86;159.44;171.52
Jan 18, 2023 11:00 AM;Jan 18, 2023 12:00 PM;152.45;149.06;161.89;130.36;130.36;177.12;123.05;130.36;158.70;158.61;130.36;181.68;157.14;-;177.12;151.29;166.45
Jan 18, 2023 12:00 PM;Jan 18, 2023 1:00 PM;140.87;139.26;152.61;122.94;122.94;161.50;119.31;122.94;144.99;146.61;122.94;169.94;145.15;-;161.50;138.89;152.42
Jan 18, 2023 1:00 PM;Jan 18, 2023 2:00 PM;141.24;135.58;120.00;120.00;120.00;151.86;115.75;120.00;158.60;158.12;120.00;159.26;147.83;-;158.60;151.48;162.08
Jan 18, 2023 2:00 PM;Jan 18, 2023 3:00 PM;142.33;138.68;129.53;123.66;123.66;153.57;117.08;123.66;164.92;150.10;123.66;165.52;150.12;-;163.00;158.10;159.99
Jan 18, 2023 3:00 PM;Jan 18, 2023 4:00 PM;152.69;149.72;145.83;140.00;140.00;158.69;140.00;132.80;164.96;157.51;140.00;169.93;157.17;-;164.99;161.46;162.34
Jan 18, 2023 4:00 PM;Jan 18, 2023 5:00 PM;153.81;155.15;150.44;147.97;150.11;157.20;147.97;143.23;161.99;162.71;150.11;177.23;157.71;-;178.65;161.13;160.55
Jan 18, 2023 5:00 PM;Jan 18, 2023 6:00 PM;164.64;164.70;168.42;160.00;160.69;168.30;160.00;148.88;165.56;165.04;160.69;188.97;165.12;-;183.86;165.60;165.32
Jan 18, 2023 6:00 PM;Jan 18, 2023 7:00 PM;158.96;159.83;174.66;137.48;155.15;186.00;127.08;137.48;167.13;161.23;155.15;195.05;161.71;-;186.00;164.62;162.84
Jan 18, 2023 7:00 PM;Jan 18, 2023 8:00 PM;133.55;150.52;172.06;130.34;130.34;181.90;123.07;127.14;156.49;159.22;130.34;193.90;150.97;-;181.90;157.68;155.80
Jan 18, 2023 8:00 PM;Jan 18, 2023 9:00 PM;137.48;136.70;147.87;120.97;120.97;156.06;117.09;120.97;142.05;139.67;120.97;177.08;139.95;-;159.21;141.88;141.29
Jan 18, 2023 9:00 PM;Jan 18, 2023 10:00 PM;131.47;132.52;147.56;119.90;119.90;145.92;119.90;119.90;134.75;136.21;119.90;161.03;132.75;-;151.90;138.03;132.71
Jan 18, 2023 10:00 PM;Jan 18, 2023 11:00 PM;128.99;127.62;139.15;117.51;117.51;146.16;117.51;117.51;132.23;143.23;82.29;159.13;131.54;-;151.90;131.10;136.41
Jan 18, 2023 11:00 PM;Jan 19, 2023 12:00 AM;112.68;118.47;125.00;111.46;111.46;147.70;111.46;111.46;117.68;134.29;75.77;151.08;105.78;-;147.80;147.80;102.42
Jan 19, 2023 12:00 AM;Jan 19, 2023 1:00 AM;111.53;122.67;178.90;111.53;83.56;157.40;111.53;111.53;116.81;137.93;83.56;147.20;109.46;-;157.40;157.40;103.09
Jan 19, 2023 1:00 AM;Jan 19, 2023 2:00 AM;106.98;117.35;149.00;106.98;83.08;153.73;106.98;106.98;120.04;135.60;83.08;145.31;100.05;-;153.73;153.73;91.14
Jan 19, 2023 2:00 AM;Jan 19, 2023 3:00 AM;104.97;116.29;152.77;104.97;82.70;149.78;104.97;104.97;120.00;139.54;82.70;142.93;93.81;-;149.78;139.99;82.40
Jan 19, 2023 3:00 AM;Jan 19, 2023 4:00 AM;101.72;114.11;150.00;101.72;84.92;145.09;101.72;103.02;114.07;138.75;84.92;140.18;90.82;-;145.09;143.72;78.93
Jan 19, 2023 4:00 AM;Jan 19, 2023 5:00 AM;99.14;114.93;136.03;99.14;92.84;148.06;107.23;102.31;120.03;131.79;92.84;139.12;94.80;-;148.06;148.06;92.41
Jan 19, 2023 5:00 AM;Jan 19, 2023 6:00 AM;110.95;122.68;146.24;110.95;104.96;151.10;114.62;110.95;117.18;138.06;104.96;146.57;103.85;-;151.10;151.10;108.88
Jan 19, 2023 6:00 AM;Jan 19, 2023 7:00 AM;118.22;138.16;165.70;118.22;118.22;172.50;118.94;118.22;136.93;165.78;118.22;169.43;117.60;-;172.50;172.50;130.77
Jan 19, 2023 7:00 AM;Jan 19, 2023 8:00 AM;149.62;164.46;181.07;149.62;149.62;190.00;159.90;148.97;164.96;181.36;149.62;185.55;148.44;-;190.00;166.38;165.71
Jan 19, 2023 8:00 AM;Jan 19, 2023 9:00 AM;159.93;174.70;200.07;159.93;159.93;205.38;164.00;154.97;174.95;193.08;159.93;190.00;159.47;-;205.38;174.58;179.50
Jan 19, 2023 9:00 AM;Jan 19, 2023 10:00 AM;155.88;174.92;208.15;155.88;155.88;220.79;171.69;151.36;172.41;193.14;155.88;189.15;149.83;-;220.79;168.16;182.10
Jan 19, 2023 10:00 AM;Jan 19, 2023 11:00 AM;154.81;171.85;222.40;154.81;154.81;206.00;139.00;150.01;168.82;189.26;154.81;190.57;159.90;-;206.00;206.00;169.08
Jan 19, 2023 11:00 AM;Jan 19, 2023 12:00 PM;138.63;168.38;241.19;138.63;138.63;216.93;136.35;138.63;165.54;192.91;138.63;187.28;157.46;-;216.93;216.93;163.20
Jan 19, 2023 12:00 PM;Jan 19, 2023 1:00 PM;150.07;161.54;190.62;150.07;146.47;181.90;129.60;145.72;162.66;186.48;146.47;179.83;157.13;-;181.90;181.90;168.47
Jan 19, 2023 1:00 PM;Jan 19, 2023 2:00 PM;154.87;164.11;174.00;154.87;151.16;176.52;154.87;150.38;164.95;193.25;151.16;173.02;161.03;-;176.52;176.52;174.80
Jan 19, 2023 2:00 PM;Jan 19, 2023 3:00 PM;160.49;168.19;178.66;160.49;155.35;181.21;160.49;155.35;170.10;193.73;155.35;174.31;165.00;-;181.21;181.21;178.22
Jan 19, 2023 3:00 PM;Jan 19, 2023 4:00 PM;179.10;177.54;184.08;175.96;170.33;182.19;175.96;170.33;180.17;185.37;170.33;176.93;181.26;-;182.19;173.34;188.42
Jan 19, 2023 4:00 PM;Jan 19, 2023 5:00 PM;186.29;185.09;195.05;186.29;180.33;195.13;186.29;180.33;179.69;186.89;180.33;180.96;184.66;-;199.58;186.31;185.55
Jan 19, 2023 5:00 PM;Jan 19, 2023 6:00 PM;198.73;191.90;210.00;198.73;173.75;213.26;203.94;173.75;189.91;193.52;173.75;187.20;193.13;-;213.26;197.17;195.08
Jan 19, 2023 6:00 PM;Jan 19, 2023 7:00 PM;197.57;188.51;232.75;197.57;156.61;229.47;197.57;156.61;174.98;191.75;156.61;188.95;190.73;-;229.47;192.74;193.56
Jan 19, 2023 7:00 PM;Jan 19, 2023 8:00 PM;186.29;184.58;247.52;171.43;151.55;221.87;171.43;151.55;192.90;191.81;151.55;187.27;191.45;-;221.87;191.83;196.28
Jan 19, 2023 8:00 PM;Jan 19, 2023 9:00 PM;169.93;170.22;224.16;150.00;145.65;206.49;150.00;145.65;170.10;176.24;145.65;183.74;174.79;-;205.00;171.17;180.53
Jan 19, 2023 9:00 PM;Jan 19, 2023 10:00 PM;159.77;157.52;179.75;148.41;143.66;177.40;148.41;143.66;159.54;159.06;143.66;170.88;158.32;-;177.40;177.40;159.54
Jan 19, 2023 10:00 PM;Jan 19, 2023 11:00 PM;162.14;151.41;181.11;149.34;119.00;179.00;149.34;137.49;164.91;151.15;119.00;164.12;151.04;-;179.00;179.00;143.16
Jan 19, 2023 11:00 PM;Jan 20, 2023 12:00 AM;139.50;138.61;162.36;139.00;106.21;171.37;139.00;132.71;141.17;134.86;106.21;156.10;135.68;-;171.37;174.57;131.48
Jan 20, 2023 12:00 AM;Jan 20, 2023 1:00 AM;146.89;143.52;156.60;146.89;146.89;159.14;149.90;139.23;146.62;136.93;97.89;159.09;139.51;-;162.72;167.73;131.68
Jan 20, 2023 1:00 AM;Jan 20, 2023 2:00 AM;144.50;144.33;156.72;144.50;144.50;158.47;144.50;133.85;144.50;138.22;130.39;157.04;134.99;-;158.47;177.76;119.42
Jan 20, 2023 2:00 AM;Jan 20, 2023 3:00 AM;142.44;140.27;154.73;142.44;142.44;156.25;142.44;133.46;135.54;144.33;118.38;152.90;120.06;-;156.25;161.37;103.25
Jan 20, 2023 3:00 AM;Jan 20, 2023 4:00 AM;142.80;139.36;151.81;142.80;142.80;153.09;142.80;133.58;135.20;144.43;116.53;151.88;118.07;-;153.09;153.27;98.70
Jan 20, 2023 4:00 AM;Jan 20, 2023 5:00 AM;144.98;144.20;150.66;144.98;144.98;154.09;144.98;134.93;144.98;142.95;135.41;150.85;137.42;-;154.09;173.66;127.19
Jan 20, 2023 5:00 AM;Jan 20, 2023 6:00 AM;150.50;150.47;158.14;150.50;150.50;158.64;150.01;145.21;148.51;145.79;145.79;156.43;145.68;-;158.64;166.93;144.83
Jan 20, 2023 6:00 AM;Jan 20, 2023 7:00 AM;176.01;173.85;176.44;176.01;176.01;182.26;169.90;149.38;176.01;177.01;171.79;181.55;176.01;-;182.26;178.85;178.85
Jan 20, 2023 7:00 AM;Jan 20, 2023 8:00 AM;208.07;201.61;208.07;208.07;208.07;208.07;208.07;149.94;208.06;201.92;203.08;206.27;208.07;-;208.07;208.07;208.10
Jan 20, 2023 8:00 AM;Jan 20, 2023 9:00 AM;235.06;224.27;235.06;235.06;235.06;235.06;235.06;151.90;235.02;211.44;229.42;228.85;235.06;-;235.06;235.02;235.18
Jan 20, 2023 9:00 AM;Jan 20, 2023 10:00 AM;221.70;215.37;226.80;221.70;221.70;229.58;221.70;159.99;215.10;210.82;216.38;225.30;220.00;-;229.99;219.36;220.33
Jan 20, 2023 10:00 AM;Jan 20, 2023 11:00 AM;209.77;208.45;210.39;209.77;209.77;210.64;209.77;203.06;208.24;205.47;204.73;211.25;209.85;-;210.64;208.24;212.96
Jan 20, 2023 11:00 AM;Jan 20, 2023 12:00 PM;201.52;200.20;202.60;201.52;201.52;203.46;199.42;193.04;200.32;202.85;196.69;199.28;201.47;-;203.46;203.46;204.89
Jan 20, 2023 12:00 PM;Jan 20, 2023 1:00 PM;189.26;186.45;189.26;189.26;189.26;191.21;187.49;151.44;189.26;191.42;189.26;193.21;189.90;-;191.21;189.26;191.89
Jan 20, 2023 1:00 PM;Jan 20, 2023 2:00 PM;181.63;179.73;181.63;181.63;181.63;181.63;181.62;149.72;181.63;183.49;181.63;190.21;182.16;-;184.69;181.06;183.89
Jan 20, 2023 2:00 PM;Jan 20, 2023 3:00 PM;182.36;180.06;179.60;182.36;182.36;183.42;179.60;151.64;182.36;184.65;182.36;189.90;182.36;-;190.00;182.36;184.32
Jan 20, 2023 3:00 PM;Jan 20, 2023 4:00 PM;192.00;187.81;192.00;192.00;192.00;192.00;192.00;149.66;192.00;192.00;187.39;192.89;192.00;-;200.07;192.00;192.00
Jan 20, 2023 4:00 PM;Jan 20, 2023 5:00 PM;200.00;194.78;200.00;200.00;200.00;200.00;200.00;149.69;200.00;200.00;195.20;197.68;200.00;-;204.83;200.00;200.00
Jan 20, 2023 5:00 PM;Jan 20, 2023 6:00 PM;208.22;203.16;208.22;208.22;208.22;208.22;208.22;152.11;208.22;208.22;203.22;213.67;208.22;-;213.80;208.22;208.22
Jan 20, 2023 6:00 PM;Jan 20, 2023 7:00 PM;208.40;202.77;209.71;208.40;208.40;210.45;208.40;154.44;204.45;202.35;203.40;215.47;205.00;-;212.30;206.70;206.10
Jan 20, 2023 7:00 PM;Jan 20, 2023 8:00 PM;197.00;193.95;203.11;197.00;197.00;207.80;183.68;149.75;197.00;199.42;192.28;207.76;198.62;-;207.80;195.08;201.48
Jan 20, 2023 8:00 PM;Jan 20, 2023 9:00 PM;175.70;173.66;188.23;175.70;175.70;197.95;151.39;146.60;175.70;171.48;171.48;190.03;166.05;-;197.95;176.45;176.45
