Start date;End date;Total [MWh] Calculated resolutions;Photovoltaics and wind [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other [MWh] Calculated resolutions
Aug 5, 2022 12:00 AM;Aug 5, 2022 1:00 AM;40,619.74;7,880.75;622.50;7,258.25;0.00;32,738.99
Aug 5, 2022 1:00 AM;Aug 5, 2022 2:00 AM;40,316.34;6,926.50;564.00;6,362.50;0.00;33,389.84
Aug 5, 2022 2:00 AM;Aug 5, 2022 3:00 AM;39,777.40;6,399.00;486.25;5,912.75;0.00;33,378.40
Aug 5, 2022 3:00 AM;Aug 5, 2022 4:00 AM;39,156.55;5,573.00;454.75;5,118.25;0.00;33,583.55
Aug 5, 2022 4:00 AM;Aug 5, 2022 5:00 AM;40,423.92;4,914.25;412.00;4,502.25;0.00;35,509.67
Aug 5, 2022 5:00 AM;Aug 5, 2022 6:00 AM;44,705.24;4,470.00;407.25;4,047.50;15.25;40,235.24
Aug 5, 2022 6:00 AM;Aug 5, 2022 7:00 AM;50,357.09;4,687.25;411.25;3,471.75;804.25;45,669.84
Aug 5, 2022 7:00 AM;Aug 5, 2022 8:00 AM;54,844.00;7,093.00;400.75;2,870.50;3,821.75;47,751.00
Aug 5, 2022 8:00 AM;Aug 5, 2022 9:00 AM;58,325.34;11,935.50;423.50;2,367.00;9,145.00;46,389.84
Aug 5, 2022 9:00 AM;Aug 5, 2022 10:00 AM;61,111.34;17,370.75;482.00;2,081.00;14,807.75;43,740.59
Aug 5, 2022 10:00 AM;Aug 5, 2022 11:00 AM;63,252.08;22,407.25;533.25;2,254.25;19,619.75;40,844.83
Aug 5, 2022 11:00 AM;Aug 5, 2022 12:00 PM;64,401.43;26,321.75;585.75;2,619.25;23,116.75;38,079.68
Aug 5, 2022 12:00 PM;Aug 5, 2022 1:00 PM;63,994.76;28,579.25;681.75;2,996.25;24,901.25;35,415.51
Aug 5, 2022 1:00 PM;Aug 5, 2022 2:00 PM;62,441.21;29,897.75;881.50;3,983.75;25,032.50;32,543.46
Aug 5, 2022 2:00 PM;Aug 5, 2022 3:00 PM;61,934.38;30,507.00;1,170.50;5,622.50;23,714.00;31,427.38
Aug 5, 2022 3:00 PM;Aug 5, 2022 4:00 PM;61,115.65;30,364.75;1,447.50;7,843.75;21,073.50;30,750.90
Aug 5, 2022 4:00 PM;Aug 5, 2022 5:00 PM;59,445.61;29,321.75;1,726.00;10,598.00;16,997.75;30,123.86
Aug 5, 2022 5:00 PM;Aug 5, 2022 6:00 PM;57,912.19;26,266.50;1,936.00;12,319.50;12,011.00;31,645.69
Aug 5, 2022 6:00 PM;Aug 5, 2022 7:00 PM;54,873.03;22,085.00;2,037.00;13,156.25;6,891.75;32,788.03
Aug 5, 2022 7:00 PM;Aug 5, 2022 8:00 PM;52,255.45;17,889.00;2,127.75;13,019.25;2,742.00;34,366.45
Aug 5, 2022 8:00 PM;Aug 5, 2022 9:00 PM;50,584.08;14,577.75;2,093.00;11,908.75;576.00;36,006.33
Aug 5, 2022 9:00 PM;Aug 5, 2022 10:00 PM;48,855.83;13,051.75;1,984.50;11,050.50;16.75;35,804.08
Aug 5, 2022 10:00 PM;Aug 5, 2022 11:00 PM;46,209.96;12,279.75;1,946.50;10,333.25;0.00;33,930.21
Aug 5, 2022 11:00 PM;Aug 6, 2022 12:00 AM;43,054.44;11,544.50;1,986.75;9,557.75;0.00;31,509.94
Aug 6, 2022 12:00 AM;Aug 6, 2022 1:00 AM;42,070.07;10,568.50;1,807.25;8,761.25;0.00;31,501.57
Aug 6, 2022 1:00 AM;Aug 6, 2022 2:00 AM;41,537.00;10,126.50;1,934.75;8,191.75;0.00;31,410.50
Aug 6, 2022 2:00 AM;Aug 6, 2022 3:00 AM;40,478.64;9,942.00;2,039.25;7,902.75;0.00;30,536.64
Aug 6, 2022 3:00 AM;Aug 6, 2022 4:00 AM;39,830.05;9,677.00;2,077.50;7,599.50;0.00;30,153.05
Aug 6, 2022 4:00 AM;Aug 6, 2022 5:00 AM;40,171.74;9,397.25;2,117.00;7,280.25;0.00;30,774.49
Aug 6, 2022 5:00 AM;Aug 6, 2022 6:00 AM;40,824.43;8,978.50;2,119.25;6,845.75;13.50;31,845.93
Aug 6, 2022 6:00 AM;Aug 6, 2022 7:00 AM;43,643.53;8,941.00;2,036.50;6,088.50;816.00;34,702.53
Aug 6, 2022 7:00 AM;Aug 6, 2022 8:00 AM;48,616.46;11,047.00;1,965.25;4,798.00;4,283.75;37,569.46
Aug 6, 2022 8:00 AM;Aug 6, 2022 9:00 AM;54,868.74;16,513.75;1,913.50;3,767.75;10,832.50;38,354.99
Aug 6, 2022 9:00 AM;Aug 6, 2022 10:00 AM;58,839.11;23,557.75;1,796.25;3,755.00;18,006.50;35,281.36
Aug 6, 2022 10:00 AM;Aug 6, 2022 11:00 AM;60,746.80;29,421.50;1,692.75;3,867.00;23,861.75;31,325.30
Aug 6, 2022 11:00 AM;Aug 6, 2022 12:00 PM;61,838.23;33,492.00;1,577.00;3,914.25;28,000.75;28,346.23
Aug 6, 2022 12:00 PM;Aug 6, 2022 1:00 PM;60,959.78;35,711.75;1,459.75;4,027.50;30,224.50;25,248.03
Aug 6, 2022 1:00 PM;Aug 6, 2022 2:00 PM;58,242.41;36,221.75;1,377.75;4,245.00;30,599.00;22,020.66
Aug 6, 2022 2:00 PM;Aug 6, 2022 3:00 PM;55,619.78;35,269.00;1,302.75;4,569.50;29,396.75;20,350.78
Aug 6, 2022 3:00 PM;Aug 6, 2022 4:00 PM;54,562.75;32,702.25;1,246.50;4,767.75;26,688.00;21,860.50
Aug 6, 2022 4:00 PM;Aug 6, 2022 5:00 PM;51,776.41;28,524.75;1,228.25;4,904.25;22,392.25;23,251.66
Aug 6, 2022 5:00 PM;Aug 6, 2022 6:00 PM;47,481.18;22,608.25;1,158.75;4,942.50;16,507.00;24,872.93
Aug 6, 2022 6:00 PM;Aug 6, 2022 7:00 PM;45,713.22;15,235.25;1,069.25;4,715.75;9,450.25;30,477.97
Aug 6, 2022 7:00 PM;Aug 6, 2022 8:00 PM;43,710.23;8,841.50;965.00;4,448.25;3,428.25;34,868.73
Aug 6, 2022 8:00 PM;Aug 6, 2022 9:00 PM;43,350.51;5,978.00;864.25;4,454.00;659.75;37,372.51
Aug 6, 2022 9:00 PM;Aug 6, 2022 10:00 PM;42,734.03;6,062.75;763.00;5,285.25;14.50;36,671.28
Aug 6, 2022 10:00 PM;Aug 6, 2022 11:00 PM;41,013.23;6,731.75;678.75;6,053.00;0.00;34,281.48
Aug 6, 2022 11:00 PM;Aug 7, 2022 12:00 AM;38,599.42;6,990.50;642.50;6,348.00;0.00;31,608.92
Aug 7, 2022 12:00 AM;Aug 7, 2022 1:00 AM;37,696.06;6,490.50;820.75;5,669.75;0.00;31,205.56
Aug 7, 2022 1:00 AM;Aug 7, 2022 2:00 AM;36,025.55;6,163.25;856.50;5,306.75;0.00;29,862.30
Aug 7, 2022 2:00 AM;Aug 7, 2022 3:00 AM;35,232.56;5,777.25;858.75;4,918.50;0.00;29,455.31
Aug 7, 2022 3:00 AM;Aug 7, 2022 4:00 AM;35,222.60;5,286.50;830.00;4,456.50;0.00;29,936.10
Aug 7, 2022 4:00 AM;Aug 7, 2022 5:00 AM;35,009.84;4,905.50;791.50;4,114.00;0.00;30,104.34
Aug 7, 2022 5:00 AM;Aug 7, 2022 6:00 AM;36,109.82;4,596.75;747.25;3,835.25;14.25;31,513.07
Aug 7, 2022 6:00 AM;Aug 7, 2022 7:00 AM;39,780.73;5,221.75;709.50;3,562.00;950.25;34,558.98
Aug 7, 2022 7:00 AM;Aug 7, 2022 8:00 AM;44,354.14;8,991.75;687.75;3,109.50;5,194.50;35,362.39
Aug 7, 2022 8:00 AM;Aug 7, 2022 9:00 AM;49,131.29;16,139.25;674.75;2,372.50;13,092.00;32,992.04
Aug 7, 2022 9:00 AM;Aug 7, 2022 10:00 AM;53,079.83;24,038.00;701.75;1,789.50;21,546.75;29,041.83
Aug 7, 2022 10:00 AM;Aug 7, 2022 11:00 AM;56,723.84;30,528.00;746.00;1,662.50;28,119.50;26,195.84
Aug 7, 2022 11:00 AM;Aug 7, 2022 12:00 PM;57,716.83;34,607.50;798.75;1,663.50;32,145.25;23,109.33
Aug 7, 2022 12:00 PM;Aug 7, 2022 1:00 PM;56,348.62;36,595.50;893.75;1,678.25;34,023.50;19,753.12
Aug 7, 2022 1:00 PM;Aug 7, 2022 2:00 PM;54,491.09;36,744.00;993.75;1,671.00;34,079.25;17,747.09
Aug 7, 2022 2:00 PM;Aug 7, 2022 3:00 PM;51,770.26;35,255.50;1,061.50;1,773.50;32,420.50;16,514.76
Aug 7, 2022 3:00 PM;Aug 7, 2022 4:00 PM;49,550.36;32,099.00;1,047.75;1,900.00;29,151.25;17,451.36
Aug 7, 2022 4:00 PM;Aug 7, 2022 5:00 PM;47,263.98;27,078.50;956.75;2,027.00;24,094.75;20,185.48
Aug 7, 2022 5:00 PM;Aug 7, 2022 6:00 PM;44,380.52;20,324.50;846.25;2,163.25;17,315.00;24,056.02
Aug 7, 2022 6:00 PM;Aug 7, 2022 7:00 PM;41,376.13;12,610.00;726.25;2,290.75;9,593.00;28,766.13
Aug 7, 2022 7:00 PM;Aug 7, 2022 8:00 PM;39,963.56;6,580.00;609.50;2,617.50;3,353.00;33,383.56
Aug 7, 2022 8:00 PM;Aug 7, 2022 9:00 PM;40,223.28;4,309.25;498.00;3,186.25;625.00;35,914.03
Aug 7, 2022 9:00 PM;Aug 7, 2022 10:00 PM;40,545.58;4,553.50;396.75;4,151.75;5.00;35,992.08
Aug 7, 2022 10:00 PM;Aug 7, 2022 11:00 PM;39,889.73;5,256.25;309.75;4,946.50;0.00;34,633.48
Aug 7, 2022 11:00 PM;Aug 8, 2022 12:00 AM;38,250.98;5,470.50;251.25;5,219.25;0.00;32,780.48
Aug 8, 2022 12:00 AM;Aug 8, 2022 1:00 AM;36,943.21;4,991.75;266.50;4,725.25;0.00;31,951.46
Aug 8, 2022 1:00 AM;Aug 8, 2022 2:00 AM;36,232.95;4,448.25;276.00;4,172.25;0.00;31,784.70
Aug 8, 2022 2:00 AM;Aug 8, 2022 3:00 AM;35,491.47;3,932.25;312.00;3,620.25;0.00;31,559.22
Aug 8, 2022 3:00 AM;Aug 8, 2022 4:00 AM;35,845.91;3,359.25;321.75;3,037.50;0.00;32,486.66
Aug 8, 2022 4:00 AM;Aug 8, 2022 5:00 AM;36,847.49;2,918.00;337.50;2,580.50;0.00;33,929.49
Aug 8, 2022 5:00 AM;Aug 8, 2022 6:00 AM;39,319.08;2,563.50;326.50;2,223.50;13.50;36,755.58
Aug 8, 2022 6:00 AM;Aug 8, 2022 7:00 AM;45,078.69;3,188.25;290.00;1,965.00;933.25;41,890.44
Aug 8, 2022 7:00 AM;Aug 8, 2022 8:00 AM;51,610.31;7,177.00;237.75;1,727.50;5,211.75;44,433.31
Aug 8, 2022 8:00 AM;Aug 8, 2022 9:00 AM;57,507.24;14,919.75;193.75;1,266.25;13,459.75;42,587.49
Aug 8, 2022 9:00 AM;Aug 8, 2022 10:00 AM;62,172.29;23,247.50;166.75;780.00;22,300.75;38,924.79
Aug 8, 2022 10:00 AM;Aug 8, 2022 11:00 AM;65,723.79;29,808.00;134.75;692.50;28,980.75;35,915.79
Aug 8, 2022 11:00 AM;Aug 8, 2022 12:00 PM;67,005.71;33,839.25;97.00;759.00;32,983.25;33,166.46
Aug 8, 2022 12:00 PM;Aug 8, 2022 1:00 PM;66,420.38;35,621.50;66.75;790.50;34,764.25;30,798.88
Aug 8, 2022 1:00 PM;Aug 8, 2022 2:00 PM;64,277.97;35,564.00;51.25;810.25;34,702.50;28,713.97
Aug 8, 2022 2:00 PM;Aug 8, 2022 3:00 PM;61,402.06;34,035.25;53.25;984.25;32,997.75;27,366.81
Aug 8, 2022 3:00 PM;Aug 8, 2022 4:00 PM;57,503.48;31,145.50;78.00;1,326.50;29,741.00;26,357.98
Aug 8, 2022 4:00 PM;Aug 8, 2022 5:00 PM;54,048.70;26,612.50;120.25;1,824.50;24,667.75;27,436.20
Aug 8, 2022 5:00 PM;Aug 8, 2022 6:00 PM;50,315.85;20,266.25;157.50;2,372.75;17,736.00;30,049.60
Aug 8, 2022 6:00 PM;Aug 8, 2022 7:00 PM;47,283.38;12,903.00;181.00;2,954.00;9,768.00;34,380.38
Aug 8, 2022 7:00 PM;Aug 8, 2022 8:00 PM;45,646.89;7,289.00;191.50;3,801.25;3,296.25;38,357.89
Aug 8, 2022 8:00 PM;Aug 8, 2022 9:00 PM;45,369.82;5,765.75;186.25;4,944.75;634.75;39,604.07
Aug 8, 2022 9:00 PM;Aug 8, 2022 10:00 PM;45,135.27;6,733.50;167.00;6,561.50;5.00;38,401.77
Aug 8, 2022 10:00 PM;Aug 8, 2022 11:00 PM;43,481.98;7,816.75;145.25;7,671.50;0.00;35,665.23
Aug 8, 2022 11:00 PM;Aug 9, 2022 12:00 AM;41,411.35;7,935.50;125.00;7,810.50;0.00;33,475.85
Aug 9, 2022 12:00 AM;Aug 9, 2022 1:00 AM;40,699.37;7,927.00;67.00;7,860.00;0.00;32,772.37
Aug 9, 2022 1:00 AM;Aug 9, 2022 2:00 AM;39,522.11;6,868.75;48.50;6,820.25;0.00;32,653.36
Aug 9, 2022 2:00 AM;Aug 9, 2022 3:00 AM;38,276.02;5,823.50;41.75;5,781.75;0.00;32,452.52
Aug 9, 2022 3:00 AM;Aug 9, 2022 4:00 AM;37,877.19;4,953.00;31.25;4,921.75;0.00;32,924.19
Aug 9, 2022 4:00 AM;Aug 9, 2022 5:00 AM;38,287.35;4,411.50;27.25;4,384.25;0.00;33,875.85
Aug 9, 2022 5:00 AM;Aug 9, 2022 6:00 AM;40,800.76;4,143.25;29.50;4,099.25;14.50;36,657.51
Aug 9, 2022 6:00 AM;Aug 9, 2022 7:00 AM;47,045.49;4,897.50;31.50;3,963.50;902.50;42,147.99
Aug 9, 2022 7:00 AM;Aug 9, 2022 8:00 AM;53,150.09;8,807.75;31.00;3,654.75;5,122.00;44,342.34
Aug 9, 2022 8:00 AM;Aug 9, 2022 9:00 AM;58,752.95;16,092.50;27.25;2,720.00;13,345.25;42,660.45
Aug 9, 2022 9:00 AM;Aug 9, 2022 10:00 AM;63,150.06;23,895.50;20.50;1,640.50;22,234.50;39,254.56
Aug 9, 2022 10:00 AM;Aug 9, 2022 11:00 AM;66,917.09;30,536.50;16.00;1,481.00;29,039.50;36,380.59
Aug 9, 2022 11:00 AM;Aug 9, 2022 12:00 PM;67,453.63;34,952.50;16.00;1,665.25;33,271.25;32,501.13
Aug 9, 2022 12:00 PM;Aug 9, 2022 1:00 PM;66,513.65;36,959.75;15.50;1,820.25;35,124.00;29,553.90
Aug 9, 2022 1:00 PM;Aug 9, 2022 2:00 PM;64,652.64;36,901.25;19.00;1,908.75;34,973.50;27,751.39
Aug 9, 2022 2:00 PM;Aug 9, 2022 3:00 PM;61,893.96;35,220.00;21.75;2,131.00;33,067.25;26,673.96
Aug 9, 2022 3:00 PM;Aug 9, 2022 4:00 PM;58,033.56;32,170.50;25.25;2,500.25;29,645.00;25,863.06
Aug 9, 2022 4:00 PM;Aug 9, 2022 5:00 PM;54,478.98;27,600.25;35.00;3,016.25;24,549.00;26,878.73
Aug 9, 2022 5:00 PM;Aug 9, 2022 6:00 PM;50,588.03;21,285.50;50.25;3,642.25;17,593.00;29,302.53
Aug 9, 2022 6:00 PM;Aug 9, 2022 7:00 PM;48,737.21;14,057.75;64.25;4,300.50;9,693.00;34,679.46
Aug 9, 2022 7:00 PM;Aug 9, 2022 8:00 PM;47,908.26;8,503.25;84.75;5,159.50;3,259.00;39,405.01
Aug 9, 2022 8:00 PM;Aug 9, 2022 9:00 PM;47,643.90;7,369.00;99.00;6,693.25;576.75;40,274.90
Aug 9, 2022 9:00 PM;Aug 9, 2022 10:00 PM;47,215.67;9,044.50;96.50;8,947.75;0.25;38,171.17
Aug 9, 2022 10:00 PM;Aug 9, 2022 11:00 PM;45,354.30;10,245.25;91.75;10,153.50;0.00;35,109.05
Aug 9, 2022 11:00 PM;Aug 10, 2022 12:00 AM;42,111.76;10,116.75;80.25;10,036.50;0.00;31,995.01
Aug 10, 2022 12:00 AM;Aug 10, 2022 1:00 AM;40,258.61;8,994.75;64.00;8,930.75;0.00;31,263.86
Aug 10, 2022 1:00 AM;Aug 10, 2022 2:00 AM;39,145.49;7,711.00;60.00;7,651.00;0.00;31,434.49
Aug 10, 2022 2:00 AM;Aug 10, 2022 3:00 AM;38,138.82;6,516.25;57.50;6,458.75;0.00;31,622.57
Aug 10, 2022 3:00 AM;Aug 10, 2022 4:00 AM;38,004.58;5,443.50;54.50;5,389.00;0.00;32,561.08
Aug 10, 2022 4:00 AM;Aug 10, 2022 5:00 AM;38,680.37;4,811.25;47.50;4,763.75;0.00;33,869.12
Aug 10, 2022 5:00 AM;Aug 10, 2022 6:00 AM;41,022.02;4,458.25;41.75;4,402.25;14.25;36,563.77
Aug 10, 2022 6:00 AM;Aug 10, 2022 7:00 AM;46,202.71;5,195.25;32.75;4,267.75;894.75;41,007.46
Aug 10, 2022 7:00 AM;Aug 10, 2022 8:00 AM;52,777.24;9,172.25;32.00;3,994.50;5,145.75;43,604.99
Aug 10, 2022 8:00 AM;Aug 10, 2022 9:00 AM;58,275.76;16,565.50;33.75;3,013.00;13,518.75;41,710.26
Aug 10, 2022 9:00 AM;Aug 10, 2022 10:00 AM;63,258.04;24,656.75;36.25;1,917.00;22,703.50;38,601.29
Aug 10, 2022 10:00 AM;Aug 10, 2022 11:00 AM;67,135.01;31,676.25;37.75;1,861.00;29,777.50;35,458.76
Aug 10, 2022 11:00 AM;Aug 10, 2022 12:00 PM;68,197.64;36,341.00;42.25;2,270.75;34,028.00;31,856.64
Aug 10, 2022 12:00 PM;Aug 10, 2022 1:00 PM;67,590.59;38,550.50;49.00;2,543.00;35,958.50;29,040.09
Aug 10, 2022 1:00 PM;Aug 10, 2022 2:00 PM;65,408.25;38,685.00;52.25;2,589.50;36,043.25;26,723.25
Aug 10, 2022 2:00 PM;Aug 10, 2022 3:00 PM;62,482.87;37,171.25;62.00;2,709.50;34,399.75;25,311.62
Aug 10, 2022 3:00 PM;Aug 10, 2022 4:00 PM;58,677.19;33,998.50;83.75;2,829.00;31,085.75;24,678.69
Aug 10, 2022 4:00 PM;Aug 10, 2022 5:00 PM;54,789.40;28,994.75;115.00;2,980.50;25,899.25;25,794.65
Aug 10, 2022 5:00 PM;Aug 10, 2022 6:00 PM;50,954.24;22,067.50;153.50;3,236.75;18,677.25;28,886.74
Aug 10, 2022 6:00 PM;Aug 10, 2022 7:00 PM;48,493.09;14,227.50;196.75;3,748.75;10,282.00;34,265.59
Aug 10, 2022 7:00 PM;Aug 10, 2022 8:00 PM;46,416.33;8,181.75;234.50;4,551.50;3,395.75;38,234.58
Aug 10, 2022 8:00 PM;Aug 10, 2022 9:00 PM;46,225.81;6,534.00;255.00;5,737.50;541.50;39,691.81
Aug 10, 2022 9:00 PM;Aug 10, 2022 10:00 PM;45,505.19;7,632.00;266.75;7,365.25;0.00;37,873.19
Aug 10, 2022 10:00 PM;Aug 10, 2022 11:00 PM;43,060.71;8,692.50;275.50;8,417.00;0.00;34,368.21
Aug 10, 2022 11:00 PM;Aug 11, 2022 12:00 AM;40,355.45;8,835.50;251.75;8,583.75;0.00;31,519.95
Aug 11, 2022 12:00 AM;Aug 11, 2022 1:00 AM;38,967.40;8,364.25;279.50;8,084.75;0.00;30,603.15
Aug 11, 2022 1:00 AM;Aug 11, 2022 2:00 AM;37,598.79;7,331.25;210.50;7,120.75;0.00;30,267.54
Aug 11, 2022 2:00 AM;Aug 11, 2022 3:00 AM;36,473.61;6,511.75;175.25;6,336.50;0.00;29,961.86
Aug 11, 2022 3:00 AM;Aug 11, 2022 4:00 AM;36,202.55;5,560.50;137.00;5,423.50;0.00;30,642.05
Aug 11, 2022 4:00 AM;Aug 11, 2022 5:00 AM;36,911.45;4,777.50;108.75;4,668.75;0.00;32,133.95
Aug 11, 2022 5:00 AM;Aug 11, 2022 6:00 AM;39,874.62;4,285.75;84.00;4,201.25;0.50;35,588.87
Aug 11, 2022 6:00 AM;Aug 11, 2022 7:00 AM;44,954.22;4,756.50;57.50;3,841.75;857.25;40,197.72
Aug 11, 2022 7:00 AM;Aug 11, 2022 8:00 AM;51,474.89;8,554.00;50.25;3,331.50;5,172.25;42,920.89
Aug 11, 2022 8:00 AM;Aug 11, 2022 9:00 AM;57,085.12;16,109.50;54.75;2,356.25;13,698.50;40,975.62
Aug 11, 2022 9:00 AM;Aug 11, 2022 10:00 AM;62,490.93;24,710.75;65.25;1,622.50;23,023.00;37,780.18
Aug 11, 2022 10:00 AM;Aug 11, 2022 11:00 AM;66,092.06;32,061.75;68.75;1,688.00;30,305.00;34,030.31
Aug 11, 2022 11:00 AM;Aug 11, 2022 12:00 PM;67,673.30;37,079.25;70.00;2,097.00;34,912.25;30,594.05
Aug 11, 2022 12:00 PM;Aug 11, 2022 1:00 PM;67,611.21;39,658.00;72.25;2,377.75;37,208.00;27,953.21
Aug 11, 2022 1:00 PM;Aug 11, 2022 2:00 PM;65,520.77;40,110.75;71.25;2,481.50;37,558.00;25,410.02
Aug 11, 2022 2:00 PM;Aug 11, 2022 3:00 PM;62,542.03;38,866.25;76.00;2,678.00;36,112.25;23,675.78
Aug 11, 2022 3:00 PM;Aug 11, 2022 4:00 PM;58,650.13;35,790.00;93.25;2,909.00;32,787.75;22,860.13
Aug 11, 2022 4:00 PM;Aug 11, 2022 5:00 PM;54,527.79;30,619.75;122.25;3,245.50;27,252.00;23,908.04
Aug 11, 2022 5:00 PM;Aug 11, 2022 6:00 PM;51,326.31;23,363.50;148.75;3,689.75;19,525.00;27,962.81
Aug 11, 2022 6:00 PM;Aug 11, 2022 7:00 PM;48,453.00;14,998.00;182.00;4,180.25;10,635.75;33,455.00
Aug 11, 2022 7:00 PM;Aug 11, 2022 8:00 PM;46,808.46;8,697.25;218.25;4,966.75;3,512.25;38,111.21
Aug 11, 2022 8:00 PM;Aug 11, 2022 9:00 PM;46,537.11;7,029.00;265.25;6,230.00;533.75;39,508.11
Aug 11, 2022 9:00 PM;Aug 11, 2022 10:00 PM;45,657.28;8,337.50;321.50;8,016.00;0.00;37,319.78
Aug 11, 2022 10:00 PM;Aug 11, 2022 11:00 PM;43,264.10;9,428.00;374.50;9,053.50;0.00;33,836.10
Aug 11, 2022 11:00 PM;Aug 12, 2022 12:00 AM;40,941.29;9,422.75;406.75;9,016.00;0.00;31,518.54
Aug 12, 2022 12:00 AM;Aug 12, 2022 1:00 AM;39,355.23;9,222.75;555.75;8,667.00;0.00;30,132.48
Aug 12, 2022 1:00 AM;Aug 12, 2022 2:00 AM;38,161.48;8,187.50;566.00;7,621.50;0.00;29,973.98
Aug 12, 2022 2:00 AM;Aug 12, 2022 3:00 AM;37,160.30;7,268.25;527.50;6,740.75;0.00;29,892.05
Aug 12, 2022 3:00 AM;Aug 12, 2022 4:00 AM;36,825.14;6,267.00;442.25;5,824.75;0.00;30,558.14
Aug 12, 2022 4:00 AM;Aug 12, 2022 5:00 AM;37,483.76;5,418.00;346.00;5,072.00;0.00;32,065.76
Aug 12, 2022 5:00 AM;Aug 12, 2022 6:00 AM;41,036.22;4,760.75;284.00;4,476.25;0.50;36,275.47
Aug 12, 2022 6:00 AM;Aug 12, 2022 7:00 AM;47,474.14;5,257.75;247.00;4,173.00;837.75;42,216.39
Aug 12, 2022 7:00 AM;Aug 12, 2022 8:00 AM;54,593.14;9,414.75;242.75;4,021.75;5,150.25;45,178.39
Aug 12, 2022 8:00 AM;Aug 12, 2022 9:00 AM;59,319.09;17,298.00;245.25;3,330.50;13,722.25;42,021.09
Aug 12, 2022 9:00 AM;Aug 12, 2022 10:00 AM;64,330.18;25,774.25;246.25;2,494.75;23,033.25;38,555.93
Aug 12, 2022 10:00 AM;Aug 12, 2022 11:00 AM;66,868.44;33,196.25;261.00;2,791.75;30,143.50;33,672.19
Aug 12, 2022 11:00 AM;Aug 12, 2022 12:00 PM;67,017.70;38,435.25;291.25;3,599.25;34,544.75;28,582.45
Aug 12, 2022 12:00 PM;Aug 12, 2022 1:00 PM;66,628.51;40,862.50;320.75;4,158.50;36,383.25;25,766.01
Aug 12, 2022 1:00 PM;Aug 12, 2022 2:00 PM;64,505.15;40,983.00;348.00;4,473.75;36,161.25;23,522.15
Aug 12, 2022 2:00 PM;Aug 12, 2022 3:00 PM;61,729.59;39,499.25;392.00;4,907.50;34,199.75;22,230.34
Aug 12, 2022 3:00 PM;Aug 12, 2022 4:00 PM;58,795.72;36,291.25;446.50;5,207.50;30,637.25;22,504.47
Aug 12, 2022 4:00 PM;Aug 12, 2022 5:00 PM;55,708.24;31,150.75;502.25;5,460.00;25,188.50;24,557.49
Aug 12, 2022 5:00 PM;Aug 12, 2022 6:00 PM;52,258.27;24,383.00;551.25;5,934.25;17,897.50;27,875.27
Aug 12, 2022 6:00 PM;Aug 12, 2022 7:00 PM;50,429.88;16,745.00;608.50;6,438.00;9,698.50;33,684.88
Aug 12, 2022 7:00 PM;Aug 12, 2022 8:00 PM;48,071.80;10,651.25;671.75;6,783.75;3,195.75;37,420.55
Aug 12, 2022 8:00 PM;Aug 12, 2022 9:00 PM;48,025.69;8,509.00;791.75;7,234.00;483.25;39,516.69
Aug 12, 2022 9:00 PM;Aug 12, 2022 10:00 PM;45,574.50;9,053.25;965.00;8,088.25;0.00;36,521.25
Aug 12, 2022 10:00 PM;Aug 12, 2022 11:00 PM;42,424.25;9,632.00;1,149.25;8,482.75;0.00;32,792.25
Aug 12, 2022 11:00 PM;Aug 13, 2022 12:00 AM;40,319.49;9,529.25;1,266.25;8,263.00;0.00;30,790.24
Aug 13, 2022 12:00 AM;Aug 13, 2022 1:00 AM;38,053.56;10,013.25;1,641.50;8,371.75;0.00;28,040.31
Aug 13, 2022 1:00 AM;Aug 13, 2022 2:00 AM;36,347.14;8,706.50;1,372.00;7,334.50;0.00;27,640.64
Aug 13, 2022 2:00 AM;Aug 13, 2022 3:00 AM;34,783.74;7,619.25;1,126.50;6,492.75;0.00;27,164.49
Aug 13, 2022 3:00 AM;Aug 13, 2022 4:00 AM;33,781.17;6,510.25;854.50;5,655.75;0.00;27,270.92
Aug 13, 2022 4:00 AM;Aug 13, 2022 5:00 AM;33,530.36;5,462.50;637.75;4,824.75;0.00;28,067.86
Aug 13, 2022 5:00 AM;Aug 13, 2022 6:00 AM;34,540.02;4,771.50;484.00;4,287.00;0.50;29,768.52
Aug 13, 2022 6:00 AM;Aug 13, 2022 7:00 AM;38,445.65;5,186.00;366.75;4,057.25;762.00;33,259.65
Aug 13, 2022 7:00 AM;Aug 13, 2022 8:00 AM;44,906.94;8,776.75;289.75;3,696.50;4,790.50;36,130.19
Aug 13, 2022 8:00 AM;Aug 13, 2022 9:00 AM;51,101.66;15,935.00;245.50;2,806.50;12,883.00;35,166.66
Aug 13, 2022 9:00 AM;Aug 13, 2022 10:00 AM;56,713.84;23,749.75;222.25;1,755.00;21,772.50;32,964.09
Aug 13, 2022 10:00 AM;Aug 13, 2022 11:00 AM;60,014.79;30,569.25;192.00;1,766.50;28,610.75;29,445.54
Aug 13, 2022 11:00 AM;Aug 13, 2022 12:00 PM;61,014.27;35,247.75;170.25;2,295.25;32,782.25;25,766.52
Aug 13, 2022 12:00 PM;Aug 13, 2022 1:00 PM;59,773.77;37,211.25;152.75;2,697.50;34,361.00;22,562.52
