Datetime,Conventional,Biomass,Hydro,Other renewable generation,Wind offshore,Wind onshore,Solar,Nuclear,Lignite,Hard Coal,Natural Gas,Pumped storage generation,Other conventional generation,Total electricity demand,Total grid emissions,Grid emission factor
2023-04-18T22:00:00,28.97,4.817,2.577,0.638,4.064,18.607,0,0,11.955,5.463,8.37,0.139,2.404,57.493,23317.665,392.292
2023-04-18T23:00:00,27.566,4.71,2.455,0.638,3.716,18.598,0,0,11.616,4.754,8.078,0.072,2.407,54.518,22248.964,387.623
2023-04-19T00:00:00,25.829,4.632,2.544,0.638,3.534,17.765,0,0,10.848,4.278,7.582,0.075,2.408,51.578,20851.342,381.698
2023-04-19T01:00:00,24.954,4.615,2.482,0.624,3.542,16.601,0,0,10.408,4.004,7.545,0.004,2.369,51.606,20087.484,382.638
2023-04-19T02:00:00,24.275,4.603,2.445,0.625,3.545,15.558,0,0,9.774,3.973,7.46,0.068,2.376,50.696,19373.503,381.892
2023-04-19T03:00:00,24.279,4.597,2.342,0.626,2.968,15.465,0,0,9.392,4.581,7.293,0.016,2.37,50.673,19425.104,388.404
2023-04-19T04:00:00,24.599,4.657,2.419,0.63,2.951,15.577,0,0,9.424,4.728,7.426,0.017,2.374,51.523,19636.189,388.238
2023-04-19T05:00:00,26.77,4.725,2.433,0.656,2.996,15.874,0.003,0,10.545,4.835,7.988,0.295,2.45,53.445,21212.517,398.918
2023-04-19T06:00:00,29.782,4.939,2.502,0.656,2.686,16.454,0.338,0,11.217,5.657,8.455,1.351,2.447,58.483,22785.342,398.731
2023-04-19T07:00:00,31.504,5.049,2.488,0.656,2.304,15.229,3.268,0,10.926,5.861,8.74,2.717,2.605,62.044,22857.205,378.945
2023-04-19T08:00:00,31.888,5.063,2.44,0.663,1.776,13.59,9.298,0,10.51,6.765,9.06,2.069,2.821,65.415,23462.163,362.968
2023-04-19T09:00:00,30.492,4.905,2.417,0.664,1.693,13.82,16.28,0,9.677,7.064,9.263,0.743,3.081,69.12,23082.484,328.555
2023-04-19T10:00:00,26.646,4.757,2.418,0.643,1.62,17.603,21.651,0,7.518,7.047,8.169,0.236,3.034,72.595,20344.775,269.821
2023-04-19T11:00:00,24.09,4.642,2.371,0.597,1.485,19.875,25.327,0,5.673,7.128,7.691,0.083,2.918,75.472,18141.537,230.962
2023-04-19T12:00:00,23.341,4.567,2.455,0.55,1.195,20.449,27.464,0,5.479,7.193,7.237,0.091,2.791,75.14,17660.915,220.043
2023-04-19T13:00:00,23.211,4.529,2.398,0.545,1.208,21.29,27.083,0,5.478,7.091,7.273,0.039,2.783,74.609,17576.57,218.346
2023-04-19T14:00:00,22.899,4.512,2.396,0.526,1.248,21.825,25.117,0,5.464,6.959,7.21,0.01,2.73,72.794,17355.512,220.38
2023-04-19T15:00:00,22.992,4.52,2.394,0.495,1.061,22.429,21.683,0,5.821,6.9,7.08,0.074,2.622,69.802,17512.616,231.006
2023-04-19T16:00:00,23.879,4.607,2.406,0.494,1.142,23.249,16.861,0,6.851,6.762,7.218,0.125,2.429,67.062,18392.672,252.522
2023-04-19T17:00:00,24.812,4.713,2.356,0.571,1.751,24.592,11.339,0,7.999,6.575,7.418,0.039,2.21,67.043,19515.515,277.956
2023-04-19T18:00:00,27.751,4.886,2.402,0.611,2.132,24.41,5.737,0,9.255,6.721,8.289,0.553,2.323,64.301,21433.04,315.569
2023-04-19T19:00:00,30.052,4.99,2.455,0.644,2.567,22.176,1.536,0,9.948,6.537,9.116,1.382,2.426,64.041,22436.398,348.856
2023-04-19T20:00:00,31.868,5.04,2.512,0.66,2.699,20.1,0.066,0,10.245,6.385,9.238,2.873,2.468,60.923,22717.076,361.777
2023-04-19T21:00:00,30.358,5.005,2.483,0.661,2.663,19.616,0,0,10.014,6.459,9.313,1.44,2.471,59.88,22571.98,372.215
2023-04-19T22:00:00,29.293,4.902,2.448,0.662,3.114,17.986,0,0,9.666,6.319,9.081,1.091,2.475,56.639,22005.604,377.825
2023-04-19T23:00:00,27.728,4.764,2.384,0.662,3.429,17.427,0,0,9.559,6.153,8.638,0.245,2.471,54.674,21587.452,384.029
2023-04-20T00:00:00,25.95,4.629,2.371,0.627,3.809,16.217,0,0,9.119,5.304,8.487,0.048,2.367,52.417,20203.488,378.425
2023-04-20T01:00:00,25.817,4.61,2.374,0.618,3.713,14.794,0,0,9.057,5.246,8.528,0.031,2.338,50.621,20067.284,388.026
2023-04-20T02:00:00,26.319,4.592,2.459,0.618,3.614,14.125,0,0,8.906,5.983,8.381,0.092,2.339,51.137,20493.168,397.291
2023-04-20T03:00:00,26.55,4.584,2.466,0.618,4.076,13.612,0,0,8.749,6.434,8.385,0.029,2.336,51.73,20711.62,399.908
2023-04-20T04:00:00,27.243,4.601,2.445,0.618,3.333,13.148,0,0,9.137,6.708,8.395,0.054,2.332,52.284,21352.866,416.192
2023-04-20T05:00:00,28.639,4.699,2.518,0.626,3.284,12.742,0.002,0,9.311,7.169,8.912,0.271,2.349,54.372,22142.747,422.121
2023-04-20T06:00:00,32.25,4.968,2.625,0.659,3.974,12.459,0.263,0,9.896,7.699,9.292,2.27,2.434,58.792,23459.375,410.587
2023-04-20T07:00:00,33.63,5.039,2.597,0.66,3.911,11.661,2.433,0,9.978,8.036,9.474,3.041,2.441,62.998,23912.68,399.128
2023-04-20T08:00:00,33.691,5.044,2.593,0.659,4.137,10.609,6.101,0,9.844,7.971,9.539,3.243,2.435,65.677,23732.152,377.69
2023-04-20T09:00:00,31.852,4.998,2.703,0.621,3.507,10.559,10.156,0,9.739,7.473,9.67,1.996,2.353,65.67,23135.215,359.015
2023-04-20T10:00:00,29.916,4.854,2.643,0.62,3.356,10.886,13.442,0,9.6,7.198,9.55,0.582,2.365,68.181,22727.055,345.561
2023-04-20T11:00:00,29.295,4.769,2.635,0.599,2.811,11.531,15.356,0,9.613,7.1,9.037,0.66,2.287,68.452,22366.833,333.399
2023-04-20T12:00:00,28.023,4.673,2.583,0.599,2.471,12.382,16.901,0,9.512,6.429,9.06,0.139,2.284,71.113,21687.884,320.415
2023-04-20T13:00:00,27.334,4.649,2.619,0.598,2.578,13.501,18.388,0,9.422,6.09,8.893,0.06,2.272,71.852,21224.673,304.486
2023-04-20T14:00:00,27.342,4.658,2.628,0.577,2.487,14.812,18.196,0,9.746,5.904,8.89,0.031,2.195,71.248,21299.943,301.077
2023-04-20T15:00:00,26.665,4.675,2.709,0.538,2.54,15.502,16.307,0,9.778,5.618,8.621,0.013,2.097,70.041,20862.291,302.405
2023-04-20T16:00:00,27.053,4.745,2.678,0.582,2.252,15.977,12.957,0,10.051,5.43,8.69,0.093,2.207,67.214,21157.821,319.56
2023-04-20T17:00:00,27.756,4.889,2.593,0.598,2.932,16.411,8.532,0,9.964,5.68,8.851,0.407,2.255,64.991,21404.209,336.362
2023-04-20T18:00:00,29.284,5.051,2.575,0.599,3.427,15.811,4.192,0,10.14,5.808,9.584,0.894,2.259,63.845,21969.988,361.183
2023-04-20T19:00:00,32.748,5.111,2.643,0.64,3.392,14.695,1.141,0,9.994,6.156,10.34,3.231,2.388,62.371,22558.303,374.594
2023-04-20T20:00:00,32.754,5.091,2.585,0.65,3.51,15.679,0.041,0,10.044,6.331,10.704,2.573,2.453,61.363,22980.113,382.034
2023-04-20T21:00:00,30.754,5.018,2.57,0.623,3.814,17.382,0,0,9.738,6.522,10.483,1.045,2.343,59.455,22598.13,376.336
2023-04-20T22:00:00,29.765,4.882,2.623,0.587,3.703,18.297,0,0,9.643,6.198,10.277,0.815,2.246,56.261,22012.992,368.358
2023-04-20T23:00:00,28.577,4.775,2.678,0.553,3.086,19.38,0,0,9.825,5.727,9.771,0.545,2.155,53.432,21497.066,364.592
2023-04-21T00:00:00,25.808,4.643,2.66,0.511,3.926,19.438,0,0,9.235,5.01,8.815,0.214,2.023,51.323,19737.747,347.03
2023-04-21T01:00:00,25.311,4.581,2.57,0.576,3.792,19.202,0,0,9.012,4.645,8.699,0.158,2.221,50.376,19407.281,347.649
2023-04-21T02:00:00,25.387,4.528,2.598,0.586,3.707,18.969,0,0,9.098,4.541,8.83,0.095,2.236,50.788,19475.744,350.603
2023-04-21T03:00:00,25.55,4.543,2.632,0.587,3.24,18.693,0,0,9.323,4.565,8.821,0.019,2.235,51.845,19730.054,358.552
2023-04-21T04:00:00,25.894,4.6,2.632,0.588,3.386,18.002,0,0,9.67,4.669,8.751,0.004,2.212,51.852,20128.174,366.716
2023-04-21T05:00:00,27.006,4.682,2.661,0.586,3.357,17.715,0.001,0,9.731,4.763,9.453,0.279,2.195,52.639,20500.165,367.364
2023-04-21T06:00:00,28.423,4.874,2.551,0.582,3.086,17.727,0.55,0,9.531,5.29,9.898,0.954,2.168,57.174,20870.553,362.066
2023-04-21T07:00:00,31.017,5.038,2.519,0.581,2.804,15.786,4.488,0,9.542,5.875,10.252,2.583,2.184,60.651,21515.217,346.124
2023-04-21T08:00:00,29.859,5.082,2.65,0.58,3.161,12.099,11.764,0,9.535,5.853,10.138,1.261,2.493,64.01,21640.635,332.204
2023-04-21T09:00:00,27.642,4.95,2.535,0.563,3.048,9.559,20.705,0,9.185,5.617,9.371,0.351,2.554,66.472,20795.279,301.351
2023-04-21T10:00:00,25.592,4.784,2.607,0.563,2.16,9.553,28.795,0,8.187,5.315,8.772,0.175,2.58,70.586,19296.269,260.341
2023-04-21T11:00:00,22.803,4.664,2.62,0.526,2.014,11.47,34.615,0,6.711,5.164,7.9,0.021,2.482,72.621,17170.801,217.735
2023-04-21T12:00:00,21.784,4.526,2.646,0.465,2.359,12.952,37.201,0,6.266,5.161,7.557,0.002,2.333,73.92,16380.829,199.362
2023-04-21T13:00:00,21.237,4.546,2.661,0.46,2.294,14.766,37.465,0,5.999,4.989,7.428,0.01,2.352,71.894,15927.762,190.389
2023-04-21T14:00:00,20.005,4.587,2.646,0.459,1.993,15.59,35.678,0,5.897,4.392,6.894,0.007,2.356,69.364,15114.928,186.305
2023-04-21T15:00:00,19.812,4.602,2.642,0.459,2.363,17.434,31.383,0,5.921,4.19,6.86,0.016,2.366,67.424,14966.378,189.898
2023-04-21T16:00:00,20.435,4.638,2.575,0.459,2.557,19.265,24.87,0,6.228,4.224,7.076,0.083,2.366,65.747,15397.837,205.672
2023-04-21T17:00:00,22.461,4.73,2.54,0.467,2.806,18.563,16.384,0,7.037,4.397,7.677,0.617,2.265,60.558,16549.484,243.529
2023-04-21T18:00:00,28.045,4.888,2.507,0.504,2.725,17.067,7.736,0,9.095,5.273,9.258,1.811,2.104,58.587,19986.366,314.986
2023-04-21T19:00:00,31.186,4.933,2.542,0.517,2.43,16.558,1.984,0,9.721,5.808,9.773,3.324,2.044,57.578,21306.964,354.36
2023-04-21T20:00:00,31.321,4.987,2.494,0.54,2.64,19.154,0.078,0,9.652,5.683,9.935,3.399,2.111,55.893,21276.594,347.999
2023-04-21T21:00:00,29.074,4.96,2.482,0.523,2.651,21.388,0,0,9.46,5.553,9.143,2.339,2.056,55.379,20602.481,337.669
2023-04-21T22:00:00,27.042,4.891,2.459,0.501,2.55,21.115,0,0,8.804,5.079,8.961,1.692,2.005,52.29,19372.252,331.238
2023-04-21T23:00:00,25.231,4.829,2.459,0.484,2.788,20.391,0,0,8.274,4.487,8.793,1.249,1.945,49.233,18165.248,323.915
2023-04-22T00:00:00,24.581,4.738,2.485,0.489,3.212,18.753,0,0,8.694,3.85,8.965,0.625,1.958,47.055,18135.879,335.3
2023-04-22T01:00:00,23.33,4.705,2.476,0.51,3.577,17.468,0,0,8.469,3.342,8.677,0.323,2.01,45.345,17425.919,336.23
2023-04-22T02:00:00,22.614,4.665,2.458,0.546,4.204,16.685,0,0,8.103,3.284,8.498,0.077,2.107,44.564,17054.31,335.177
2023-04-22T03:00:00,22.461,4.658,2.455,0.552,4.21,16.405,0,0,8.049,3.268,8.425,0.04,2.126,44.618,16980.505,336.63
2023-04-22T04:00:00,22.424,4.677,2.466,0.555,4.101,16.038,0,0,8.286,3.286,8.121,0.045,2.131,44.942,17143.504,343.139
2023-04-22T05:00:00,22.878,4.733,2.463,0.566,3.761,15.739,0.002,0,8.618,3.262,8.202,0.066,2.164,45.196,17544.627,352.077
2023-04-22T06:00:00,22.66,4.836,2.471,0.569,3.446,15.521,0.651,0,8.418,3.27,8.135,0.105,2.164,46.513,17315.566,347.353
2023-04-22T07:00:00,22.567,4.941,2.513,0.568,2.834,14.067,5.221,0,8.3,3.164,8.109,0.269,2.157,48.681,17079.376,325.675
2023-04-22T08:00:00,22.045,4.963,2.515,0.567,2.588,10.547,13.279,0,8.174,3.036,7.473,0.638,2.156,51.743,16604.992,294.991
2023-04-22T09:00:00,20.675,4.91,2.492,0.538,1.982,7.078,22.7,0,7.451,3.076,7.196,0.337,2.077,54.825,15673.421,260.019
2023-04-22T10:00:00,18.963,4.79,2.513,0.488,1.323,6.262,30.813,0,6.089,3.388,6.883,0.163,1.952,57.465,14232.956,218.246
2023-04-22T11:00:00,17.649,4.712,2.506,0.465,0.938,7.325,35.655,0,5.319,3.441,6.517,0.02,1.887,60.75,13252.446,190.983
2023-04-22T12:00:00,17.694,4.654,2.547,0.462,0.61,9.153,37.501,0,5.294,3.586,6.485,0.002,1.865,61.287,13310.288,182.836
2023-04-22T13:00:00,17.272,4.619,2.551,0.459,0.584,10.239,36.282,0,5.284,3.225,6.443,0,1.862,60.096,12969.259,179.755
2023-04-22T14:00:00,17.305,4.6,2.517,0.459,0.682,11.579,32.186,0,5.311,3.204,6.47,0,1.862,58.234,12989.653,187.066
2023-04-22T15:00:00,17.148,4.605,2.491,0.46,0.894,12.458,26.494,0,5.422,2.959,6.406,0.037,1.865,56.398,12876.692,199.356
2023-04-22T16:00:00,18.221,4.656,2.44,0.492,1.077,12.199,19.266,0,6.406,2.669,6.589,0.116,1.951,53.478,13841.436,237.538
2023-04-22T17:00:00,21.593,4.749,2.412,0.529,1.421,12.308,11.557,0,8.004,2.462,7.603,0.943,2.052,51.688,15843.7,291.479
2023-04-22T18:00:00,24.612,4.915,2.411,0.551,1.969,12.221,5.097,0,9.242,2.493,8.047,2.171,2.108,51.138,17407.052,338.16
2023-04-22T19:00:00,25.967,4.98,2.398,0.568,2.424,12.999,1.258,0,9.268,2.746,8.275,2.957,2.154,50.511,17795.611,354.062
2023-04-22T20:00:00,26.174,4.993,2.366,0.57,2.205,15.057,0.037,0,9.478,2.859,8.267,2.843,2.158,49.321,18117.819,354.771
2023-04-22T21:00:00,25.785,4.949,2.371,0.538,1.848,15.874,0,0,9.235,3.098,8.179,2.663,2.072,48.058,17923.582,350.789
2023-04-22T22:00:00,25.579,4.874,2.39,0.567,1.439,14.015,0,0,8.687,3.459,8.229,2.481,2.156,46.05,17787.276,365.992
2023-04-22T23:00:00,24.141,4.781,2.344,0.575,1.64,12.617,0,0,9.187,2.854,8.133,1.219,2.174,44.417,17780.303,388.463
2023-04-23T00:00:00,21.709,4.697,2.237,0.573,2.136,11.529,0,0,9.421,1.798,7.338,0.399,2.18,42.76,16838.789,396.597
2023-04-23T01:00:00,19.936,4.666,2.238,0.536,2.107,10.516,0,0,8.766,1.432,6.945,0.18,2.077,41.318,15554.894,392.899
2023-04-23T02:00:00,18.846,4.616,2.258,0.523,2.191,9.671,0,0,8.122,1.412,6.696,0.075,2.019,40.791,14690.884,389.547
2023-04-23T03:00:00,18.595,4.614,2.266,0.523,2.418,9.245,0,0,7.904,1.414,6.7,0.036,2.019,40.275,14464.709,388.151
2023-04-23T04:00:00,18.575,4.618,2.329,0.523,2.494,8.431,0,0,7.861,1.419,6.688,0.051,2.032,39.8,14440.748,394.842
2023-04-23T05:00:00,18.496,4.662,2.306,0.5,2.589,7.882,0.001,0,7.843,1.416,6.655,0.109,1.974,40.345,14328.868,397.332
2023-04-23T06:00:00,18.511,4.714,2.316,0.496,2.256,7.458,0.249,0,7.872,1.432,6.69,0.068,1.954,40.39,14357.715,402.866
2023-04-23T07:00:00,18.634,4.788,2.338,0.479,1.848,6.93,2.161,0,7.929,1.321,6.884,0.13,1.89,42.092,14307.967,388.312
2023-04-23T08:00:00,18.106,4.81,2.319,0.479,1.817,6.265,6.161,0,7.624,1.3,6.675,0.146,1.883,46.292,13880.301,350.032
2023-04-23T09:00:00,16.828,4.801,2.312,0.479,1.671,5.572,11.932,0,6.536,1.303,6.547,0.099,1.864,49.862,12662.392,292.133
2023-04-23T10:00:00,16.228,4.756,2.349,0.479,1.864,5.26,18.022,0,5.907,1.319,6.577,0.084,1.863,53.125,12022.842,246.583
2023-04-23T11:00:00,15.338,4.641,2.408,0.461,2.134,4.867,23.157,0,5.406,1.33,6.31,0.016,1.815,57.763,11331.256,214.354
2023-04-23T12:00:00,15.248,4.626,2.421,0.461,2.24,5.185,26.24,0,5.377,1.34,6.257,0,1.814,57.327,11294.208,200.602
2023-04-23T13:00:00,15.222,4.617,2.431,0.46,2.258,5.209,27.712,0,5.365,1.323,6.263,0,1.811,56.1,11266.672,194.925
2023-04-23T14:00:00,15.286,4.602,2.367,0.46,1.556,4.467,28.092,0,5.369,1.301,6.34,0.014,1.803,55.499,11265.113,198.574
2023-04-23T15:00:00,15.348,4.628,2.457,0.46,1.247,5.033,26.145,0,5.384,1.312,6.377,0,1.815,53.835,11324.798,205.11
2023-04-23T16:00:00,16.412,4.69,2.491,0.472,0.794,5.758,20.092,0,6.234,1.338,6.498,0.014,1.856,52.216,12338.803,244.09
2023-04-23T17:00:00,20.395,4.819,2.544,0.513,0.501,5.534,12.482,0,8.733,1.356,7.123,0.685,1.986,50.361,15384.793,330.718
2023-04-23T18:00:00,24.534,4.977,2.529,0.483,0.512,5.564,5.58,0,10.178,1.489,8.076,2.399,1.908,48.956,17265.097,393.373
2023-04-23T19:00:00,24.99,5.007,2.599,0.467,0.678,7.024,1.46,0,10.429,1.6,8.226,2.4,1.868,49.736,17626.227,420.383
2023-04-23T20:00:00,24.851,4.996,2.563,0.462,0.849,10.036,0.065,0,10.497,1.591,8.186,2.274,1.842,49.54,17639.088,405.323
2023-04-23T21:00:00,24.31,4.966,2.543,0.503,1.162,13.125,0,0,10.634,1.509,8.152,1.556,1.956,49.303,17852.541,386.012
2023-04-23T22:00:00,23.406,4.894,2.569,0.51,0.881,15.137,0,0,10.43,1.435,8.01,1.049,1.972,48.777,17539.909,372.931
2023-04-23T23:00:00,20.712,4.777,2.551,0.484,0.735,16.457,0,0,9.153,1.402,7.537,0.229,1.908,46.983,15914.172,350.623
2023-04-24T00:00:00,19.418,4.625,2.546,0.479,0.526,17.458,0,0,8.288,1.374,7.345,0.017,1.914,45.666,14918.004,333.456
2023-04-24T01:00:00,18.497,4.585,2.595,0.482,0.487,18.324,0,0,7.757,1.352,6.993,0.008,1.905,45.808,14200.187,318
2023-04-24T02:00:00,18.417,4.573,2.593,0.494,0.708,18.632,0,0,7.695,1.347,6.922,0.024,1.935,45.883,14144.225,313.718
2023-04-24T03:00:00,18.302,4.574,2.533,0.496,0.888,19.207,0,0,7.563,1.36,6.964,0.007,1.913,46.872,13999.386,306.554
2023-04-24T04:00:00,18.8,4.604,2.697,0.513,0.779,19.243,0,0,7.8,1.415,7.087,0.008,1.977,47.991,14422.158,311.561
2023-04-24T05:00:00,20.834,4.683,2.622,0.541,1.534,19.204,0.003,0,9.051,1.659,7.459,0.072,2.052,49.32,16182.32,329.96
2023-04-24T06:00:00,25.119,4.858,2.703,0.565,2.222,19.799,0.395,0,10.686,1.943,8.48,1.297,2.148,56.078,18646.363,337.418
2023-04-24T07:00:00,26.152,4.988,2.718,0.555,2.751,19.845,2.948,0,10.728,2.358,8.424,1.949,2.138,60.957,19019.788,319.053
2023-04-24T08:00:00,26.185,5.044,2.712,0.533,2.708,20.143,7.52,0,10.425,2.525,8.219,2.409,2.074,62.452,18684.638,289.355
2023-04-24T09:00:00,23.998,4.988,2.822,0.505,2.55,21.595,12.332,0,10.035,2.562,7.719,1.189,1.988,64.375,18008.56,262.53
2023-04-24T10:00:00,23.087,4.844,2.906,0.503,2.602,22.247,15.728,0,9.398,2.868,7.397,0.925,1.997,65.82,17498.573,243.773
2023-04-24T11:00:00,22.842,4.774,3.062,0.502,3.335,22.808,17.985,0,9.163,3.331,7.228,0.609,2.009,68.273,17602.918,234.016
2023-04-24T12:00:00,22.22,4.661,2.948,0.473,3.831,23.473,18.622,0,8.951,3.437,6.995,0.436,1.927,68.362,17277.226,226.8
2023-04-24T13:00:00,21.621,4.623,2.936,0.472,4.075,23.673,19.491,0,8.892,3.329,6.816,0.184,1.928,68.797,17058.777,222.01
2023-04-24T14:00:00,21.188,4.544,2.967,0.472,3.595,23.965,18.859,0,8.22,3.688,6.647,0.234,1.927,68.703,16599.428,219.647
2023-04-24T15:00:00,21.465,4.544,2.876,0.472,3.137,25.005,16.888,0,8.642,3.559,6.791,0.07,1.93,66.971,16992.35,228.546
2023-04-24T16:00:00,21.237,4.586,3.011,0.472,2.689,25.503,13.838,0,8.471,3.443,6.753,0.17,1.927,65.287,16695.878,234.244
2023-04-24T17:00:00,23.097,4.692,2.92,0.472,2.343,26.079,10.23,0,9.324,4,7.269,0.107,1.926,63.344,18258.132,261.611
2023-04-24T18:00:00,26.242,4.887,2.939,0.474,2.28,25.817,5.763,0,9.602,5.147,8.682,0.395,1.941,63.151,20072.469,293.395
2023-04-24T19:00:00,29.842,4.987,2.892,0.488,2.521,24.59,1.854,0,9.955,6.082,9.137,2.201,1.978,61.225,21462.755,319.338
2023-04-24T20:00:00,30.523,4.989,2.859,0.49,2.71,22.698,0.089,0,9.898,6.437,9.393,2.32,1.985,59.411,21812.793,338.687
2023-04-24T21:00:00,29.204,4.941,2.867,0.493,3.722,20.871,0,0,9.861,6.458,9.38,1.029,1.983,58.66,21783.397,350.638
2023-04-24T22:00:00,28.554,4.815,2.844,0.496,4.642,19.23,0,0,9.728,6.119,9.444,0.776,1.991,55.785,21384.795,353.097
2023-04-24T23:00:00,26.68,4.704,2.793,0.505,5.357,18.316,0,0,8.825,5.379,9.329,0.624,2.018,52.774,19791.677,339.702
2023-04-25T00:00:00,25.05,4.569,2.768,0.522,5.438,17.538,0,0,8.295,5.018,9.099,0.093,2.022,51.314,18843.016,338.023
2023-04-25T01:00:00,24.619,4.535,2.714,0.544,5.284,17.198,0,0,8.021,4.967,8.931,0.066,2.089,51.101,18539.127,338.737
2023-04-25T02:00:00,24.16,4.527,2.701,0.558,5.072,16.98,0,0,7.916,4.319,9.163,0.069,2.136,51.266,18016.672,335.065
2023-04-25T03:00:00,25.039,4.522,2.72,0.582,4.593,15.879,0,0,8.105,4.617,9.419,0.12,2.196,51.933,18643.05,351.018
2023-04-25T04:00:00,26.09,4.555,2.687,0.583,4.791,14.825,0,0,8.818,5.249,9.21,0.028,2.203,52.921,19870.856,372.465
2023-04-25T05:00:00,27.643,4.647,2.751,0.583,4.679,13.988,0.003,0,9.147,5.529,9.831,0.331,2.223,53.907,20709.286,382.544
2023-04-25T06:00:00,29.387,4.867,2.784,0.583,4.761,13.792,0.546,0,9.641,6.011,10.263,0.674,2.216,59.423,21792.184,385.028
2023-04-25T07:00:00,31.936,4.974,2.803,0.583,4.378,12.896,3.567,0,9.446,6.348,10.805,2.537,2.217,62.686,22076.662,361.496
2023-04-25T08:00:00,32.617,4.981,2.867,0.583,3.468,13.223,8.335,0,9.407,6.691,10.745,2.982,2.21,65.285,22303.53,337.476
2023-04-25T09:00:00,30.46,4.856,2.873,0.583,2.603,14.77,13.224,0,9.368,6.986,10.311,1.002,2.21,67.893,22358.77,321.888
2023-04-25T10:00:00,28.905,4.705,2.792,0.583,2.607,15.62,16.589,0,9.042,6.818,9.918,0.339,2.205,69.151,21721.598,302.082
2023-04-25T11:00:00,28.035,4.633,2.79,0.577,2.073,16.932,18.315,0,9.087,6.703,9.38,0.094,2.193,70.877,21459.781,292.045
2023-04-25T12:00:00,26.846,4.556,2.749,0.575,2.079,18.031,18.921,0,8.647,6.275,9.145,0.014,2.189,72.193,20538.902,278.087
2023-04-25T13:00:00,26.232,4.532,2.741,0.575,1.82,18.697,18.802,0,8.322,5.927,9.107,0.107,2.194,70.653,19890.541,270.71
2023-04-25T14:00:00,26.679,4.529,2.632,0.575,1.725,19.747,18.193,0,8.663,5.98,9.106,0.163,2.191,70.184,20289.444,273.609
2023-04-25T15:00:00,26.951,4.521,2.612,0.545,1.866,20.53,17.028,0,9.159,6.012,9.098,0.036,2.102,70.165,20718.651,279.41
2023-04-25T16:00:00,27.031,4.565,2.597,0.502,1.747,20.45,14.379,0,8.958,6.398,9.078,0.096,1.999,67.911,20699.409,289.789
2023-04-25T17:00:00,29.273,4.677,2.647,0.538,1.911,19.743,10.418,0,10.058,6.915,9.425,0.248,2.09,64.742,22545.948,325.198
2023-04-25T18:00:00,32.167,4.856,2.624,0.573,2.002,18.282,5.888,0,10.353,8.069,10.197,0.789,2.186,63.58,24256.738,364.601
2023-04-25T19:00:00,34.402,4.99,2.663,0.574,2.361,15.992,1.991,0,11.09,8.31,10.419,1.814,2.196,62.297,25334.425,401.571
2023-04-25T20:00:00,36.215,5.004,2.688,0.574,2.575,14.77,0.137,0,11.757,8.445,10.746,2.488,2.204,60.249,26281.792,423.446
2023-04-25T21:00:00,35.172,4.949,2.597,0.575,2.574,14.921,0,0,11.846,8.274,10.883,1.387,2.207,59.219,26283.167,431.755
2023-04-25T22:00:00,34.033,4.839,2.568,0.575,2.883,14.695,0,0,12.108,7.808,10.859,0.471,2.213,57.184,26156.788,438.603
2023-04-25T23:00:00,32.031,4.712,2.528,0.576,3.106,14.897,0,0,11.304,7.017,10.543,0.393,2.2,53.935,24494.025,423.558
2023-04-26T00:00:00,29.655,4.57,2.524,0.575,3.343,14.957,0,0,11.261,5.845,9.767,0.052,2.155,52.398,23099.104,416.14
2023-04-26T01:00:00,28.095,4.547,2.578,0.574,4.158,14.816,0,0,10.874,4.934,9.534,0.025,2.155,52.421,21824.29,399.942
2023-04-26T02:00:00,27.392,4.536,2.549,0.558,4.011,14.648,0,0,10.685,4.441,9.53,0.071,2.108,51.383,21137.468,395.278
2023-04-26T03:00:00,26.655,4.535,2.578,0.506,4.158,14.33,0,0,10.651,4.166,9.338,0.029,1.965,51.042,20607.052,391.959
2023-04-26T04:00:00,26.653,4.572,2.637,0.523,4.258,13.987,0,0,10.378,4.162,9.418,0.158,2.013,51.664,20409.28,389.316
2023-04-26T05:00:00,28.065,4.641,2.609,0.587,4.871,13.416,0.008,0,10.76,4.577,9.759,0.21,2.173,53.92,21497.266,398.527
2023-04-26T06:00:00,30.569,4.87,2.653,0.582,4.733,12.461,0.955,0,11.31,5.311,9.997,1.199,2.169,59.519,22791.054,402.404
2023-04-26T07:00:00,32.865,4.989,2.776,0.585,3.975,10.063,6.156,0,10.936,6.291,9.935,2.859,2.26,62.926,23278.209,379.455
2023-04-26T08:00:00,32.369,4.99,2.774,0.548,3.267,8.691,14.55,0,10.827,7.149,9.749,1.82,2.276,66.432,23784.739,353.406
2023-04-26T09:00:00,29.756,4.787,2.785,0.531,2.424,9.352,21.862,0,10.284,7.035,9.311,0.356,2.239,68.795,22907.368,319.525
2023-04-26T10:00:00,28.473,4.664,2.822,0.528,2.063,10.405,24.796,0,9.666,6.788,9.126,0.125,2.24,70.188,21979.577,297.173
2023-04-26T11:00:00,29.469,4.662,2.88,0.529,2.288,10.603,24.609,0,9.657,7.209,9.179,0.643,2.251,70.183,22370.89,297.158
2023-04-26T12:00:00,28.518,4.616,2.802,0.533,2,10.868,24.769,0,9.689,6.922,9.036,0.093,2.245,70.715,22097.411,297.31
2023-04-26T13:00:00,27.303,4.562,2.745,0.531,2.264,11.063,26.298,0,9.322,6.598,8.757,0.052,2.044,70.915,21198.663,282.704
